 rt 	  est 	  resp 	  laten 	  good 	  SU 
 437	 1	 4	 130576	 1	 EACP_05071994
 297	 2	 4	 131966	 1	 EACP_05071994
 312	 1	 4	 133904	 1	 EACP_05071994
 280	 1	 4	 136138	 1	 EACP_05071994
 312	 1	 4	 138201	 1	 EACP_05071994
 342	 1	 4	 140451	 1	 EACP_05071994
 470	 1	 4	 141543	 1	 EACP_05071994
 -99	 2	 -99	 143293	 1	 EACP_05071994
 283	 1	 4	 145668	 1	 EACP_05071994
 -99	 2	 -99	 146606	 1	 EACP_05071994
 297	 1	 4	 147904	 1	 EACP_05071994
 280	 1	 4	 149263	 1	 EACP_05071994
 283	 1	 4	 151293	 1	 EACP_05071994
 250	 1	 4	 152684	 1	 EACP_05071994
 266	 1	 4	 154372	 1	 EACP_05071994
 282	 1	 4	 156434	 1	 EACP_05071994
 313	 1	 4	 158591	 1	 EACP_05071994
 -99	 2	 -99	 160747	 1	 EACP_05071994
 250	 1	 4	 162981	 1	 EACP_05071994
 313	 1	 4	 164638	 1	 EACP_05071994
 234	 1	 4	 166513	 1	 EACP_05071994
 -99	 2	 -99	 168559	 1	 EACP_05071994
 250	 1	 4	 170576	 1	 EACP_05071994
 234	 1	 4	 172638	 1	 EACP_05071994
 391	 1	 4	 173856	 1	 EACP_05071994
 -99	 2	 -99	 176029	 1	 EACP_05071994
 267	 1	 4	 177309	 1	 EACP_05071994
 -99	 2	 -99	 179606	 1	 EACP_05071994
 282	 1	 4	 180872	 1	 EACP_05071994
 -99	 2	 -99	 182168	 1	 EACP_05071994
 265	 1	 4	 184326	 1	 EACP_05071994
 313	 1	 4	 185638	 1	 EACP_05071994
 483	 1	 4	 187701	 1	 EACP_05071994
 250	 1	 4	 190106	 1	 EACP_05071994
 359	 1	 4	 191309	 1	 EACP_05071994
 313	 1	 4	 193543	 1	 EACP_05071994
 282	 1	 4	 195231	 1	 EACP_05071994
 -99	 2	 -99	 196201	 1	 EACP_05071994
 342	 1	 4	 197326	 1	 EACP_05071994
 -99	 2	 -99	 199684	 1	 EACP_05071994
 267	 1	 4	 201434	 1	 EACP_05071994
 313	 1	 4	 203668	 1	 EACP_05071994
 313	 1	 4	 205309	 1	 EACP_05071994
 423	 1	 4	 206293	 1	 EACP_05071994
 359	 1	 4	 258497	 1	 EACP_05071994
 282	 1	 4	 260747	 1	 EACP_05071994
 266	 1	 4	 262247	 1	 EACP_05071994
 313	 2	 4	 263888	 1	 EACP_05071994
 345	 1	 4	 265309	 1	 EACP_05071994
 250	 1	 4	 267122	 1	 EACP_05071994
 343	 1	 4	 269138	 1	 EACP_05071994
 266	 1	 4	 271513	 1	 EACP_05071994
 359	 1	 4	 273872	 1	 EACP_05071994
 328	 1	 4	 275013	 1	 EACP_05071994
 250	 1	 4	 276747	 1	 EACP_05071994
 -99	 2	 -99	 277763	 1	 EACP_05071994
 236	 1	 4	 279668	 1	 EACP_05071994
 204	 1	 4	 281168	 1	 EACP_05071994
 282	 1	 4	 282184	 1	 EACP_05071994
 312	 1	 4	 283606	 1	 EACP_05071994
 266	 1	 4	 285293	 1	 EACP_05071994
 -99	 2	 -99	 287263	 1	 EACP_05071994
 265	 1	 4	 289341	 1	 EACP_05071994
 250	 1	 4	 290981	 1	 EACP_05071994
 267	 1	 4	 292184	 1	 EACP_05071994
 250	 1	 4	 294404	 1	 EACP_05071994
 218	 1	 4	 296216	 1	 EACP_05071994
 234	 2	 4	 297779	 1	 EACP_05071994
 296	 1	 4	 299372	 1	 EACP_05071994
 -99	 2	 -99	 300309	 1	 EACP_05071994
 250	 1	 4	 302622	 1	 EACP_05071994
 313	 1	 4	 303668	 1	 EACP_05071994
 312	 1	 4	 306029	 1	 EACP_05071994
 296	 1	 4	 307872	 1	 EACP_05071994
 329	 1	 4	 309918	 1	 EACP_05071994
 -99	 2	 -99	 311638	 1	 EACP_05071994
 234	 1	 4	 313888	 1	 EACP_05071994
 217	 1	 4	 315951	 1	 EACP_05071994
 250	 1	 4	 317497	 1	 EACP_05071994
 204	 1	 4	 319684	 1	 EACP_05071994
 297	 1	 4	 321779	 1	 EACP_05071994
 -99	 2	 -99	 322981	 1	 EACP_05071994
 312	 1	 4	 324451	 1	 EACP_05071994
 267	 1	 4	 326809	 1	 EACP_05071994
 281	 1	 4	 328966	 1	 EACP_05071994
 329	 1	 4	 330497	 1	 EACP_05071994
 282	 1	 4	 331731	 1	 EACP_05071994
 312	 1	 4	 333201	 1	 EACP_05071994
 345	 1	 4	 335168	 1	 EACP_05071994
 -99	 2	 -99	 336091	 1	 EACP_05071994
 250	 1	 4	 337513	 1	 EACP_05071994
 -99	 2	 -99	 338418	 1	 EACP_05071994
 281	 1	 4	 340591	 1	 EACP_05071994
 359	 1	 4	 341638	 1	 EACP_05071994
 250	 1	 4	 343201	 1	 EACP_05071994
 250	 1	 4	 345122	 1	 EACP_05071994
 250	 1	 4	 347216	 1	 EACP_05071994
 280	 1	 4	 349513	 1	 EACP_05071994
 313	 1	 4	 350638	 1	 EACP_05071994
 -99	 2	 -99	 352309	 1	 EACP_05071994
 265	 1	 4	 354451	 1	 EACP_05071994
 266	 1	 4	 356293	 1	 EACP_05071994
 391	 1	 4	 358418	 1	 EACP_05071994
 250	 1	 4	 359779	 1	 EACP_05071994
 250	 1	 4	 360918	 1	 EACP_05071994
 345	 1	 4	 362684	 1	 EACP_05071994
 392	 1	 4	 364434	 1	 EACP_05071994
 -99	 2	 -99	 365559	 1	 EACP_05071994
 264	 1	 4	 366529	 1	 EACP_05071994
 298	 2	 4	 368606	 1	 EACP_05071994
 327	 1	 4	 370404	 1	 EACP_05071994
 296	 1	 4	 371576	 1	 EACP_05071994
 267	 1	 4	 373559	 1	 EACP_05071994
 -99	 2	 -99	 374606	 1	 EACP_05071994
 327	 1	 4	 375591	 1	 EACP_05071994
 312	 1	 4	 376981	 1	 EACP_05071994
 282	 1	 4	 378122	 1	 EACP_05071994
 283	 1	 4	 379293	 1	 EACP_05071994
 313	 1	 4	 380513	 1	 EACP_05071994
 375	 1	 4	 382216	 1	 EACP_05071994
 250	 1	 4	 384231	 1	 EACP_05071994
 -99	 2	 -99	 386388	 1	 EACP_05071994
 375	 1	 4	 388216	 1	 EACP_05071994
 283	 2	 4	 390418	 1	 EACP_05071994
 328	 1	 4	 392326	 1	 EACP_05071994
 375	 1	 4	 393388	 1	 EACP_05071994
 250	 1	 4	 394793	 1	 EACP_05071994
 298	 1	 4	 396356	 1	 EACP_05071994
 327	 1	 4	 398529	 1	 EACP_05071994
 517	 1	 4	 399559	 1	 EACP_05071994
 345	 1	 4	 401559	 1	 EACP_05071994
 -99	 2	 -99	 402606	 1	 EACP_05071994
 328	 1	 4	 403638	 1	 EACP_05071994
 375	 1	 4	 405247	 1	 EACP_05071994
 283	 1	 4	 407168	 1	 EACP_05071994
 344	 1	 4	 409122	 1	 EACP_05071994
 343	 1	 4	 411154	 1	 EACP_05071994
 250	 1	 4	 413029	 1	 EACP_05071994
 345	 1	 4	 414981	 1	 EACP_05071994
 343	 2	 4	 416966	 1	 EACP_05071994
 375	 1	 4	 418404	 1	 EACP_05071994
 -99	 2	 -99	 419716	 1	 EACP_05071994
 250	 1	 4	 421388	 1	 EACP_05071994
 280	 1	 4	 423404	 1	 EACP_05071994
 423	 1	 4	 471918	 1	 EACP_05071994
 313	 1	 4	 473138	 1	 EACP_05071994
 265	 1	 4	 475451	 1	 EACP_05071994
 265	 2	 4	 477576	 1	 EACP_05071994
 280	 1	 4	 479326	 1	 EACP_05071994
 250	 1	 4	 480606	 1	 EACP_05071994
 280	 1	 4	 482326	 1	 EACP_05071994
 -99	 2	 -99	 484341	 1	 EACP_05071994
 281	 1	 4	 485591	 1	 EACP_05071994
 313	 1	 4	 486638	 1	 EACP_05071994
 234	 1	 4	 488029	 1	 EACP_05071994
 -99	 2	 -99	 489622	 1	 EACP_05071994
 359	 1	 4	 491997	 1	 EACP_05071994
 343	 1	 4	 493091	 1	 EACP_05071994
 438	 1	 4	 494059	 1	 EACP_05071994
 360	 1	 4	 495841	 1	 EACP_05071994
 312	 1	 4	 496779	 1	 EACP_05071994
 312	 1	 4	 498451	 1	 EACP_05071994
 375	 1	 4	 500372	 1	 EACP_05071994
 -99	 2	 -99	 501606	 1	 EACP_05071994
 250	 1	 4	 503106	 1	 EACP_05071994
 234	 1	 4	 504904	 1	 EACP_05071994
 328	 1	 4	 507201	 1	 EACP_05071994
 360	 1	 4	 509106	 1	 EACP_05071994
 328	 1	 4	 511231	 1	 EACP_05071994
 -99	 2	 -99	 512216	 1	 EACP_05071994
 328	 1	 4	 514606	 1	 EACP_05071994
 297	 1	 4	 516309	 1	 EACP_05071994
 345	 1	 4	 517434	 1	 EACP_05071994
 296	 1	 4	 518763	 1	 EACP_05071994
 344	 1	 4	 520872	 1	 EACP_05071994
 329	 1	 4	 523043	 1	 EACP_05071994
 361	 1	 4	 524293	 1	 EACP_05071994
 375	 2	 4	 525747	 1	 EACP_05071994
 405	 1	 4	 526701	 1	 EACP_05071994
 -99	 2	 -99	 529043	 1	 EACP_05071994
 282	 1	 4	 531059	 1	 EACP_05071994
 343	 1	 4	 532154	 1	 EACP_05071994
 313	 1	 4	 533918	 1	 EACP_05071994
 -99	 2	 -99	 535763	 1	 EACP_05071994
 282	 1	 4	 537122	 1	 EACP_05071994
 -99	 2	 -99	 538481	 1	 EACP_05071994
 359	 1	 4	 539997	 1	 EACP_05071994
 -99	 2	 -99	 540934	 1	 EACP_05071994
 298	 1	 4	 542918	 1	 EACP_05071994
 -99	 2	 -99	 544904	 1	 EACP_05071994
 236	 1	 4	 547043	 1	 EACP_05071994
 -99	 1	 -99	 548747	 1	 EACP_05071994
 282	 1	 4	 549934	 1	 EACP_05071994
 280	 1	 4	 551154	 1	 EACP_05071994
 359	 1	 4	 553247	 1	 EACP_05071994
 265	 1	 4	 555466	 1	 EACP_05071994
 297	 1	 4	 557091	 1	 EACP_05071994
 -99	 2	 -99	 558701	 1	 EACP_05071994
 265	 1	 4	 559716	 1	 EACP_05071994
 280	 1	 4	 561154	 1	 EACP_05071994
 236	 1	 4	 562543	 1	 EACP_05071994
 -99	 2	 -99	 563904	 1	 EACP_05071994
 250	 1	 4	 565591	 1	 EACP_05071994
 328	 1	 4	 566888	 1	 EACP_05071994
 236	 1	 4	 568293	 1	 EACP_05071994
 250	 1	 4	 569638	 1	 EACP_05071994
 327	 1	 4	 571904	 1	 EACP_05071994
 312	 1	 4	 574076	 1	 EACP_05071994
 329	 1	 4	 575309	 1	 EACP_05071994
 -99	 2	 -99	 576904	 1	 EACP_05071994
 236	 1	 4	 579168	 1	 EACP_05071994
 296	 1	 4	 580076	 1	 EACP_05071994
 250	 1	 4	 581606	 1	 EACP_05071994
 265	 1	 4	 583591	 1	 EACP_05071994
 296	 1	 4	 585763	 1	 EACP_05071994
 282	 1	 4	 586872	 1	 EACP_05071994
 486	 1	 4	 587918	 1	 EACP_05071994
 -99	 2	 -99	 590216	 1	 EACP_05071994
 250	 1	 4	 591841	 1	 EACP_05071994
 280	 1	 4	 594076	 1	 EACP_05071994
 361	 1	 4	 595043	 1	 EACP_05071994
 -99	 2	 -99	 595997	 1	 EACP_05071994
 266	 1	 4	 597263	 1	 EACP_05071994
 218	 1	 4	 598904	 1	 EACP_05071994
 282	 1	 4	 600872	 1	 EACP_05071994
 250	 1	 4	 602888	 1	 EACP_05071994
 296	 1	 4	 604747	 1	 EACP_05071994
 343	 1	 4	 605841	 1	 EACP_05071994
 312	 1	 4	 608029	 1	 EACP_05071994
 -99	 2	 -99	 609809	 1	 EACP_05071994
 265	 1	 4	 610951	 1	 EACP_05071994
 250	 2	 4	 612684	 1	 EACP_05071994
 329	 1	 4	 614247	 1	 EACP_05071994
 -99	 2	 -99	 616263	 1	 EACP_05071994
 391	 1	 4	 617247	 1	 EACP_05071994
 280	 1	 4	 618513	 1	 EACP_05071994
 296	 1	 4	 619622	 1	 EACP_05071994
 -99	 2	 -99	 620591	 1	 EACP_05071994
 250	 1	 4	 621793	 1	 EACP_05071994
 236	 1	 4	 623043	 1	 EACP_05071994
 345	 1	 4	 624934	 1	 EACP_05071994
 375	 1	 4	 626981	 1	 EACP_05071994
 233	 1	 4	 628701	 1	 EACP_05071994
 250	 1	 4	 630091	 1	 EACP_05071994
 408	 1	 4	 38185	 1	 CPPS_18031993
 345	 1	 4	 39623	 1	 CPPS_18031993
 328	 1	 4	 41468	 1	 CPPS_18031993
 359	 1	 4	 42764	 1	 CPPS_18031993
 312	 1	 4	 45171	 1	 CPPS_18031993
 -99	 2	 -99	 47060	 1	 CPPS_18031993
 359	 1	 4	 48264	 1	 CPPS_18031993
 343	 1	 4	 49171	 1	 CPPS_18031993
 312	 1	 4	 50796	 1	 CPPS_18031993
 280	 1	 4	 51921	 1	 CPPS_18031993
 297	 1	 4	 53451	 1	 CPPS_18031993
 -99	 2	 -99	 55248	 1	 CPPS_18031993
 312	 1	 4	 56593	 1	 CPPS_18031993
 297	 1	 4	 58326	 1	 CPPS_18031993
 297	 1	 4	 59608	 1	 CPPS_18031993
 282	 1	 4	 61248	 1	 CPPS_18031993
 312	 1	 4	 62468	 1	 CPPS_18031993
 313	 1	 4	 63405	 1	 CPPS_18031993
 267	 1	 4	 64701	 1	 CPPS_18031993
 -99	 2	 -99	 66546	 1	 CPPS_18031993
 296	 1	 4	 68655	 1	 CPPS_18031993
 250	 1	 4	 70468	 1	 CPPS_18031993
 298	 1	 4	 72498	 1	 CPPS_18031993
 327	 2	 4	 74483	 1	 CPPS_18031993
 468	 1	 4	 76733	 1	 CPPS_18031993
 298	 1	 4	 78310	 1	 CPPS_18031993
 280	 1	 4	 79843	 1	 CPPS_18031993
 312	 1	 4	 81389	 1	 CPPS_18031993
 392	 1	 4	 83326	 1	 CPPS_18031993
 345	 1	 4	 84951	 1	 CPPS_18031993
 361	 1	 4	 86560	 1	 CPPS_18031993
 -99	 2	 -99	 88296	 1	 CPPS_18031993
 313	 1	 4	 89701	 1	 CPPS_18031993
 313	 1	 4	 91076	 1	 CPPS_18031993
 406	 1	 4	 93483	 1	 CPPS_18031993
 -99	 2	 -99	 95046	 1	 CPPS_18031993
 345	 1	 4	 96310	 1	 CPPS_18031993
 313	 1	 4	 98060	 1	 CPPS_18031993
 359	 1	 4	 99655	 1	 CPPS_18031993
 359	 1	 4	 100576	 1	 CPPS_18031993
 312	 1	 4	 101498	 1	 CPPS_18031993
 -99	 2	 -99	 103560	 1	 CPPS_18031993
 453	 1	 4	 105623	 1	 CPPS_18031993
 297	 1	 4	 106671	 1	 CPPS_18031993
 327	 1	 4	 108421	 1	 CPPS_18031993
 359	 1	 4	 110296	 1	 CPPS_18031993
 297	 1	 4	 112171	 1	 CPPS_18031993
 345	 2	 4	 113935	 1	 CPPS_18031993
 578	 1	 4	 115623	 1	 CPPS_18031993
 360	 1	 4	 117483	 1	 CPPS_18031993
 360	 1	 4	 119623	 1	 CPPS_18031993
 375	 1	 4	 121060	 1	 CPPS_18031993
 313	 1	 4	 123405	 1	 CPPS_18031993
 343	 1	 4	 125421	 1	 CPPS_18031993
 328	 1	 4	 127123	 1	 CPPS_18031993
 -99	 2	 -99	 129343	 1	 CPPS_18031993
 390	 1	 4	 130733	 1	 CPPS_18031993
 345	 1	 4	 132185	 1	 CPPS_18031993
 329	 1	 4	 134076	 1	 CPPS_18031993
 281	 1	 4	 136358	 1	 CPPS_18031993
 391	 1	 4	 138655	 1	 CPPS_18031993
 -99	 2	 -99	 139733	 1	 CPPS_18031993
 437	 1	 4	 140968	 1	 CPPS_18031993
 500	 1	 4	 142498	 1	 CPPS_18031993
 375	 1	 4	 144873	 1	 CPPS_18031993
 344	 1	 4	 147139	 1	 CPPS_18031993
 328	 1	 4	 149530	 1	 CPPS_18031993
 359	 1	 4	 151655	 1	 CPPS_18031993
 438	 1	 4	 153576	 1	 CPPS_18031993
 -99	 2	 -99	 154983	 1	 CPPS_18031993
 344	 1	 4	 157264	 1	 CPPS_18031993
 -99	 2	 -99	 158451	 1	 CPPS_18031993
 454	 1	 4	 159935	 1	 CPPS_18031993
 438	 1	 4	 161060	 1	 CPPS_18031993
 298	 1	 4	 162810	 1	 CPPS_18031993
 312	 1	 4	 164514	 1	 CPPS_18031993
 328	 1	 4	 165623	 1	 CPPS_18031993
 375	 1	 4	 167358	 1	 CPPS_18031993
 391	 1	 4	 168498	 1	 CPPS_18031993
 -99	 2	 -99	 169498	 1	 CPPS_18031993
 312	 1	 4	 170998	 1	 CPPS_18031993
 281	 1	 4	 173233	 1	 CPPS_18031993
 343	 1	 4	 174296	 1	 CPPS_18031993
 407	 1	 4	 176248	 1	 CPPS_18031993
 437	 1	 4	 177639	 1	 CPPS_18031993
 375	 1	 4	 179093	 1	 CPPS_18031993
 327	 1	 4	 180233	 1	 CPPS_18031993
 -99	 2	 -99	 182014	 1	 CPPS_18031993
 345	 1	 4	 183998	 1	 CPPS_18031993
 -99	 2	 -99	 186358	 1	 CPPS_18031993
 375	 1	 4	 187858	 1	 CPPS_18031993
 361	 1	 4	 188810	 1	 CPPS_18031993
 327	 1	 4	 190233	 1	 CPPS_18031993
 342	 1	 4	 191218	 1	 CPPS_18031993
 312	 1	 4	 192718	 1	 CPPS_18031993
 -99	 2	 -99	 193983	 1	 CPPS_18031993
 327	 1	 4	 195796	 1	 CPPS_18031993
 407	 1	 4	 197373	 1	 CPPS_18031993
 391	 1	 4	 198905	 1	 CPPS_18031993
 -99	 2	 -99	 201076	 1	 CPPS_18031993
 468	 1	 4	 260296	 1	 CPPS_18031993
 343	 1	 4	 261858	 1	 CPPS_18031993
 313	 1	 4	 263701	 1	 CPPS_18031993
 343	 1	 4	 264905	 1	 CPPS_18031993
 329	 1	 4	 266389	 1	 CPPS_18031993
 -99	 2	 -99	 268796	 1	 CPPS_18031993
 313	 1	 4	 270608	 1	 CPPS_18031993
 312	 1	 4	 272796	 1	 CPPS_18031993
 298	 1	 4	 274310	 1	 CPPS_18031993
 296	 1	 4	 276030	 1	 CPPS_18031993
 421	 1	 4	 277593	 1	 CPPS_18031993
 -99	 2	 -99	 279483	 1	 CPPS_18031993
 359	 1	 4	 280546	 1	 CPPS_18031993
 342	 2	 4	 282218	 1	 CPPS_18031993
 313	 1	 4	 284185	 1	 CPPS_18031993
 -99	 2	 -99	 285498	 1	 CPPS_18031993
 375	 1	 4	 286608	 1	 CPPS_18031993
 375	 1	 4	 288233	 1	 CPPS_18031993
 422	 1	 4	 290326	 1	 CPPS_18031993
 283	 1	 4	 291685	 1	 CPPS_18031993
 358	 1	 4	 293343	 1	 CPPS_18031993
 359	 1	 4	 294576	 1	 CPPS_18031993
 296	 1	 4	 295780	 1	 CPPS_18031993
 -99	 2	 -99	 297310	 1	 CPPS_18031993
 313	 1	 4	 298655	 1	 CPPS_18031993
 313	 1	 4	 300280	 1	 CPPS_18031993
 329	 1	 4	 302560	 1	 CPPS_18031993
 375	 1	 4	 303671	 1	 CPPS_18031993
 312	 1	 4	 305139	 1	 CPPS_18031993
 280	 2	 4	 306468	 1	 CPPS_18031993
 -99	 1	 -99	 307983	 1	 CPPS_18031993
 280	 1	 4	 310030	 1	 CPPS_18031993
 282	 1	 4	 312201	 1	 CPPS_18031993
 343	 1	 4	 313171	 1	 CPPS_18031993
 296	 1	 4	 314780	 1	 CPPS_18031993
 329	 2	 4	 315810	 1	 CPPS_18031993
 391	 1	 4	 317685	 1	 CPPS_18031993
 328	 1	 4	 318968	 1	 CPPS_18031993
 406	 1	 4	 320733	 1	 CPPS_18031993
 359	 1	 4	 322280	 1	 CPPS_18031993
 375	 1	 4	 324623	 1	 CPPS_18031993
 359	 1	 4	 326139	 1	 CPPS_18031993
 342	 1	 4	 328343	 1	 CPPS_18031993
 -99	 2	 -99	 329560	 1	 CPPS_18031993
 422	 1	 4	 331546	 1	 CPPS_18031993
 358	 1	 4	 332843	 1	 CPPS_18031993
 391	 1	 4	 334889	 1	 CPPS_18031993
 329	 1	 4	 337014	 1	 CPPS_18031993
 375	 1	 4	 339185	 1	 CPPS_18031993
 391	 2	 4	 340310	 1	 CPPS_18031993
 406	 1	 4	 342608	 1	 CPPS_18031993
 -99	 2	 -99	 344435	 1	 CPPS_18031993
 500	 1	 4	 346764	 1	 CPPS_18031993
 -99	 2	 -99	 348921	 1	 CPPS_18031993
 360	 1	 4	 350733	 1	 CPPS_18031993
 500	 1	 4	 353123	 1	 CPPS_18031993
 405	 1	 4	 355280	 1	 CPPS_18031993
 579	 1	 4	 356889	 1	 CPPS_18031993
 578	 1	 4	 357873	 1	 CPPS_18031993
 -99	 2	 -99	 358796	 1	 CPPS_18031993
 327	 1	 4	 360921	 1	 CPPS_18031993
 389	 1	 4	 362171	 1	 CPPS_18031993
 422	 1	 4	 363608	 1	 CPPS_18031993
 343	 1	 4	 365983	 1	 CPPS_18031993
 375	 1	 4	 368076	 1	 CPPS_18031993
 -99	 2	 -99	 369358	 1	 CPPS_18031993
 359	 1	 4	 370764	 1	 CPPS_18031993
 375	 1	 4	 371873	 1	 CPPS_18031993
 405	 1	 4	 374218	 1	 CPPS_18031993
 359	 2	 4	 375764	 1	 CPPS_18031993
 453	 1	 4	 378155	 1	 CPPS_18031993
 342	 1	 4	 379843	 1	 CPPS_18031993
 329	 1	 4	 381576	 1	 CPPS_18031993
 375	 1	 4	 383280	 1	 CPPS_18031993
 359	 1	 4	 385280	 1	 CPPS_18031993
 -99	 2	 -99	 386343	 1	 CPPS_18031993
 359	 1	 4	 388451	 1	 CPPS_18031993
 391	 1	 4	 389530	 1	 CPPS_18031993
 342	 1	 4	 390968	 1	 CPPS_18031993
 421	 1	 4	 391905	 1	 CPPS_18031993
 359	 1	 4	 394296	 1	 CPPS_18031993
 390	 1	 4	 396608	 1	 CPPS_18031993
 375	 1	 4	 397748	 1	 CPPS_18031993
 -99	 2	 -99	 398968	 1	 CPPS_18031993
 407	 1	 4	 400264	 1	 CPPS_18031993
 391	 1	 4	 402514	 1	 CPPS_18031993
 407	 1	 4	 403623	 1	 CPPS_18031993
 -99	 2	 -99	 405498	 1	 CPPS_18031993
 421	 1	 4	 407030	 1	 CPPS_18031993
 421	 1	 4	 408843	 1	 CPPS_18031993
 391	 1	 4	 411155	 1	 CPPS_18031993
 343	 1	 4	 412905	 1	 CPPS_18031993
 592	 1	 4	 414218	 1	 CPPS_18031993
 -99	 2	 -99	 416514	 1	 CPPS_18031993
 547	 1	 4	 418421	 1	 CPPS_18031993
 361	 1	 4	 419935	 1	 CPPS_18031993
 437	 1	 4	 421718	 1	 CPPS_18031993
 -99	 2	 -99	 423498	 1	 CPPS_18031993
 486	 1	 4	 424435	 1	 CPPS_18031993
 405	 1	 4	 426796	 1	 CPPS_18031993
 438	 1	 4	 464233	 1	 CPPS_18031993
 345	 1	 4	 465935	 1	 CPPS_18031993
 313	 1	 4	 467701	 1	 CPPS_18031993
 345	 1	 4	 469373	 1	 CPPS_18031993
 360	 1	 4	 470623	 1	 CPPS_18031993
 -99	 2	 -99	 472076	 1	 CPPS_18031993
 343	 1	 4	 473171	 1	 CPPS_18031993
 298	 1	 4	 475185	 1	 CPPS_18031993
 297	 1	 4	 477296	 1	 CPPS_18031993
 328	 1	 4	 478343	 1	 CPPS_18031993
 328	 1	 4	 479780	 1	 CPPS_18031993
 -99	 2	 -99	 480733	 1	 CPPS_18031993
 313	 1	 4	 482576	 1	 CPPS_18031993
 328	 1	 4	 484968	 1	 CPPS_18031993
 313	 1	 4	 486576	 1	 CPPS_18031993
 297	 1	 4	 488733	 1	 CPPS_18031993
 345	 1	 4	 490748	 1	 CPPS_18031993
 -99	 2	 -99	 492435	 1	 CPPS_18031993
 484	 1	 4	 494451	 1	 CPPS_18031993
 -99	 2	 -99	 496843	 1	 CPPS_18031993
 437	 1	 4	 498218	 1	 CPPS_18031993
 -99	 2	 -99	 500343	 1	 CPPS_18031993
 391	 1	 4	 501389	 1	 CPPS_18031993
 360	 1	 4	 503233	 1	 CPPS_18031993
 361	 1	 4	 505185	 1	 CPPS_18031993
 -99	 2	 -99	 506451	 1	 CPPS_18031993
 327	 1	 4	 508796	 1	 CPPS_18031993
 313	 1	 4	 510858	 1	 CPPS_18031993
 329	 1	 4	 512264	 1	 CPPS_18031993
 297	 1	 4	 514171	 1	 CPPS_18031993
 359	 1	 4	 515701	 1	 CPPS_18031993
 375	 1	 4	 516983	 1	 CPPS_18031993
 312	 1	 4	 518843	 1	 CPPS_18031993
 -99	 2	 -99	 520576	 1	 CPPS_18031993
 358	 1	 4	 521968	 1	 CPPS_18031993
 -99	 2	 -99	 523748	 1	 CPPS_18031993
 312	 1	 4	 526014	 1	 CPPS_18031993
 405	 1	 4	 527343	 1	 CPPS_18031993
 422	 1	 4	 529701	 1	 CPPS_18031993
 375	 2	 4	 532030	 1	 CPPS_18031993
 421	 1	 4	 534030	 1	 CPPS_18031993
 -99	 2	 -99	 536093	 1	 CPPS_18031993
 405	 1	 4	 538280	 1	 CPPS_18031993
 437	 1	 4	 539248	 1	 CPPS_18031993
 391	 1	 4	 541155	 1	 CPPS_18031993
 438	 1	 4	 543201	 1	 CPPS_18031993
 421	 1	 4	 545530	 1	 CPPS_18031993
 -99	 2	 -99	 547373	 1	 CPPS_18031993
 375	 1	 4	 549560	 1	 CPPS_18031993
 563	 1	 4	 551935	 1	 CPPS_18031993
 422	 1	 4	 553546	 1	 CPPS_18031993
 391	 1	 4	 555248	 1	 CPPS_18031993
 548	 1	 4	 556435	 1	 CPPS_18031993
 -99	 2	 -99	 557451	 1	 CPPS_18031993
 437	 1	 4	 558748	 1	 CPPS_18031993
 -99	 2	 -99	 559843	 1	 CPPS_18031993
 407	 1	 4	 560889	 1	 CPPS_18031993
 343	 1	 4	 562530	 1	 CPPS_18031993
 392	 1	 4	 563451	 1	 CPPS_18031993
 -99	 2	 -99	 564998	 1	 CPPS_18031993
 327	 1	 4	 566296	 1	 CPPS_18031993
 345	 1	 4	 568498	 1	 CPPS_18031993
 375	 1	 4	 570826	 1	 CPPS_18031993
 327	 1	 4	 572608	 1	 CPPS_18031993
 391	 1	 4	 573889	 1	 CPPS_18031993
 -99	 2	 -99	 575435	 1	 CPPS_18031993
 405	 1	 4	 576546	 1	 CPPS_18031993
 -99	 2	 -99	 578530	 1	 CPPS_18031993
 421	 1	 4	 580139	 1	 CPPS_18031993
 358	 1	 4	 581468	 1	 CPPS_18031993
 312	 1	 4	 583014	 1	 CPPS_18031993
 328	 1	 4	 585093	 1	 CPPS_18031993
 312	 1	 4	 586998	 1	 CPPS_18031993
 343	 1	 4	 589108	 1	 CPPS_18031993
 328	 1	 4	 590905	 1	 CPPS_18031993
 -99	 2	 -99	 592030	 1	 CPPS_18031993
 470	 1	 4	 594373	 1	 CPPS_18031993
 359	 1	 4	 596280	 1	 CPPS_18031993
 359	 1	 4	 597421	 1	 CPPS_18031993
 -99	 2	 -99	 598905	 1	 CPPS_18031993
 345	 1	 4	 601076	 1	 CPPS_18031993
 405	 1	 4	 603155	 1	 CPPS_18031993
 345	 1	 4	 604623	 1	 CPPS_18031993
 -99	 2	 -99	 606373	 1	 CPPS_18031993
 390	 1	 4	 608218	 1	 CPPS_18031993
 422	 1	 4	 610576	 1	 CPPS_18031993
 641	 1	 4	 612498	 1	 CPPS_18031993
 329	 1	 4	 614701	 1	 CPPS_18031993
 361	 1	 4	 616810	 1	 CPPS_18031993
 -99	 2	 -99	 619139	 1	 CPPS_18031993
 437	 1	 4	 620421	 1	 CPPS_18031993
 405	 1	 4	 622218	 1	 CPPS_18031993
 360	 1	 4	 623733	 1	 CPPS_18031993
 360	 1	 4	 624748	 1	 CPPS_18031993
 375	 1	 4	 626796	 1	 CPPS_18031993
