"","onset","duration","value","response","rt","good","SU","misport_code","misport_port","misport_time","misport_time_error","seq"
"2862",309.0203,1,10,1,251.1,1,10,0,0,0,0,2
"2863",310.8369,1,10,1,210.4,1,10,0,0,0,0,3
"2864",312.1869,1,10,1,252.4,1,10,0,0,0,0,4
"2865",313.9368,1,10,1,294.5,1,10,0,0,0,0,5
"2866",315.0201,1,10,1,379.2,1,10,0,0,0,0,6
"2867",316.5534,1,10,1,237.9,1,10,0,0,0,0,7
"2868",318.2199,1,21,-99,-99,1,10,0,0,0,0,0
"2869",319.8865,1,10,1,264.8,1,10,0,0,0,0,1
"2870",320.9698,1,10,1,621.5,1,10,0,0,0,0,2
"2871",322.0364,1,10,1,322.8,1,10,0,0,0,0,3
"2872",323.1364,1,10,1,310.8,1,10,0,0,0,0,4
"2873",324.4364,1,10,1,2.8,1,10,0,0,0,0,5
"2874",326.1029,1,10,1,272.4,1,10,0,0,0,0,6
"2875",327.5529,1,10,1,278.2,1,10,0,0,0,0,7
"2876",328.9362,1,21,-99,-99,1,10,0,0,0,0,0
"2877",330.3194,1,10,1,263.8,1,10,0,0,0,0,1
"2878",332.0194,1,10,1,1347.8,1,10,0,0,0,0,2
"2879",333.386,1,10,-99,-99,1,10,10,1,333386,0,3
"2880",334.8692,1,10,1,2,1,10,0,0,0,0,4
"2881",337.2858,1,10,1,273.3,1,10,0,0,0,0,5
"2882",338.3858,1,21,1,357.3,1,10,0,0,0,0,0
"2883",339.4857,1,10,1,377.4,1,10,0,0,0,0,1
"2884",341.169,1,10,1,262.1,1,10,0,0,0,0,2
"2885",342.9022,1,10,1,401,1,10,0,0,0,0,3
"2886",344.5188,1,10,1,336.3,1,10,0,0,0,0,4
"2887",345.6855,1,10,1,321.6,1,10,0,0,0,0,5
"2888",346.8021,1,10,1,533,1,10,0,0,0,0,6
"2889",348.3187,1,10,1,456.4,1,10,0,0,0,0,7
"2890",349.9853,1,21,-99,-99,1,10,0,0,0,0,0
"2891",351.6518,1,10,1,275.2,1,10,0,0,0,0,1
"2892",352.7518,1,10,1,311.2,1,10,0,0,0,0,2
"2893",354.3184,1,10,1,328.6,1,10,0,0,0,0,3
"2894",355.5517,1,10,1,279.3,1,10,0,0,0,0,4
"2895",356.6683,1,10,1,266.7,1,10,0,0,0,0,5
"2896",358.1682,1,21,-99,-99,1,10,0,0,0,0,0
"2897",359.6682,1,10,1,322.8,1,10,0,0,0,0,1
"2898",360.8182,1,21,1,180.8,1,10,0,0,0,0,0
"2899",361.9681,1,10,1,262.9,1,10,0,0,0,0,1
"2900",363.5014,1,10,1,105.6,1,10,0,0,0,0,2
"2901",365.068,1,10,1,107,1,10,0,0,0,0,3
"2902",366.1013,1,21,1,337.7,1,10,0,0,0,0,0
"2903",367.1345,1,10,1,584.4,1,10,0,0,0,0,1
"2904",368.2011,1,10,1,317.7,1,10,0,0,0,0,2
"2905",369.3345,1,10,1,352.4,1,10,0,0,0,0,3
"2906",370.8011,1,21,-99,-99,1,10,0,0,0,0,0
"2907",372.2677,1,10,1,315.2,1,10,0,0,0,0,1
"2908",373.9343,1,21,-99,-99,1,10,0,0,0,0,0
"2909",375.6009,1,10,1,438.1,1,10,0,0,0,0,1
"2910",376.6341,1,10,1,348.8,1,10,0,0,0,0,2
"2911",378.8674,1,10,1,307.4,1,10,0,0,0,0,3
"2912",379.7007,1,10,1,418.2,1,10,0,0,0,0,4
"2913",381.0173,1,10,1,349.6,1,10,0,0,0,0,5
"2914",382.3506,1,10,-99,-99,1,10,0,0,0,0,6
"2915",383.6005,1,10,1,326.3,1,10,0,0,0,0,7
"2916",385.0505,1,21,1,380.3,1,10,0,0,0,0,0
"2917",386.5004,1,10,1,418.4,1,10,0,0,0,0,1
"2918",388.3003,1,21,-99,-99,1,10,0,0,0,0,0
"2919",390.1002,1,10,1,290.6,1,10,0,0,0,0,1
"2920",391.3335,1,10,1,305.3,1,10,0,0,0,0,2
"2921",392.5168,1,10,1,258,1,10,0,0,0,0,3
"2922",393.6668,1,21,1,115.9,1,10,0,0,0,0,0
"2923",394.8167,1,10,1,374.1,1,10,0,0,0,0,1
"2924",395.8833,1,21,-99,-99,1,10,0,0,0,0,0
"2925",396.95,1,10,1,352.7,1,10,0,0,0,0,1
"2926",398.4999,1,10,1,274.7,1,10,0,0,0,0,2
"2927",400.1831,1,10,1,111.7,1,10,0,0,0,0,3
"2928",401.6498,1,10,1,84.9,1,10,0,0,0,0,4
"2929",403.283,1,10,1,67.7,1,10,0,0,0,0,5
"2930",405.0829,1,10,1,331.8,1,10,0,0,0,0,6
"2931",406.4996,1,10,1,291.1,1,10,0,0,0,0,7
"2932",407.8995,1,21,1,347.2,1,10,0,0,0,0,0
"2933",409.2994,1,10,1,339.3,1,10,0,0,0,0,1
"2934",410.9494,1,10,1,577.2,1,10,0,0,0,0,2
"2935",411.9827,1,10,1,664,1,10,0,0,0,0,3
"2936",413.6326,1,10,1,342,1,10,0,0,0,0,4
"2937",415.1825,1,10,1,344.2,1,10,0,0,0,0,5
"2938",416.6991,1,21,1,411.5,1,10,0,0,0,0,0
"2939",418.2157,1,10,1,494.9,1,10,0,0,0,0,1
"2940",419.749,1,21,1,417.6,1,10,0,0,0,0,0
"2941",422.3989,1,10,1,343.7,1,10,0,0,0,0,1
"2942",423.5822,1,10,-99,-99,1,10,0,0,0,0,2
"2943",424.8821,1,10,1,500.4,1,10,0,0,0,0,3
"2944",426.3987,1,10,1,391.8,1,10,0,0,0,0,4
"2945",427.5153,1,10,1,331.3,1,10,0,0,0,0,5
"2946",429.0653,1,21,1,365.2,1,10,0,0,0,0,0
"2947",430.6152,1,10,1,399.3,1,10,0,0,0,0,1
"2948",431.8985,1,10,1,444,1,10,0,0,0,0,2
"2949",433.6317,1,10,1,278.9,1,10,0,0,0,0,3
"2950",435.1817,1,10,1,328.8,1,10,0,0,0,0,4
"2951",436.2983,1,10,1,316.1,1,10,0,0,0,0,5
"2952",437.8982,1,10,1,332.2,1,10,0,0,0,0,6
"2953",439.2982,1,10,1,276.3,1,10,0,0,0,0,7
"2954",441.0314,1,21,1,591.1,1,10,0,0,0,0,0
"2955",442.7647,1,10,1,329.7,1,10,0,0,0,0,1
"2956",444.5479,1,21,1,322.5,1,10,0,0,0,0,0
"2957",446.3312,1,10,1,443.2,1,10,0,0,0,0,1
"2958",447.5811,1,10,1,345.3,1,10,0,0,0,0,2
"2959",449.2978,1,10,1,420.6,1,10,0,0,0,0,3
"2960",450.481,1,10,1,373.3,1,10,0,0,0,0,4
"2961",452.0643,1,10,1,374.1,1,10,0,0,0,0,5
"2962",453.5309,1,10,1,443.5,1,10,0,0,0,0,6
"2963",455.0975,1,10,1,364.8,1,10,0,0,0,0,7
"2964",456.5475,1,21,-99,-99,1,10,0,0,0,0,0
"2965",457.9974,1,10,1,296.9,1,10,0,0,0,0,1
"2966",459.814,1,21,-99,-99,1,10,0,0,0,0,0
"2967",461.6306,1,10,1,311.7,1,10,0,0,0,0,1
"2968",463.3305,1,10,1,355.8,1,10,0,0,0,0,2
"2969",464.9971,1,10,1,289.2,1,10,0,0,0,0,3
"2970",466.197,1,10,1,561.3,1,10,0,0,0,0,4
"2971",468.7136,1,10,1,252.6,1,10,0,0,0,0,5
"2972",469.6636,1,10,1,710.7,1,10,0,0,0,0,6
"2973",471.4801,1,10,1,382.1,1,10,0,0,0,0,7
"2974",472.8968,1,21,-99,-99,1,10,0,0,0,0,0
"2975",474.3134,1,10,1,284.8,1,10,0,0,0,0,1
"2976",475.5966,1,10,1,553.6,1,10,0,0,0,0,2
"2977",477.2632,1,10,1,423,1,10,0,0,0,0,3
"2978",478.4632,1,10,1,407,1,10,0,0,0,0,4
"2979",479.8464,1,10,1,335.7,1,10,0,0,0,0,5
"2980",481.6797,1,10,-99,-99,1,10,0,0,0,0,6
"2981",482.7963,1,10,1,297.9,1,10,0,0,0,0,7
"2982",484.1296,1,21,-99,-99,1,10,0,0,0,0,0
"2983",485.4629,1,10,-99,-99,1,10,0,0,0,0,1
"2984",486.6295,1,10,1,448.6,1,10,0,0,0,0,2
"2985",487.8795,1,10,-99,-99,1,10,0,0,0,0,3
"2986",489.2127,1,10,1,409.4,1,10,0,0,0,0,4
"2987",490.646,1,10,1,336.1,1,10,0,0,0,0,5
"2988",491.9793,1,21,1,442.8,1,10,0,0,0,0,0
"2989",493.3126,1,10,1,373.4,1,10,0,0,0,0,1
"2990",494.9458,1,10,1,340.3,1,10,0,0,0,0,2
"2991",496.0124,1,10,1,600,1,10,0,0,0,0,3
"2992",497.7124,1,10,1,373.7,1,10,0,0,0,0,4
"2993",499.1957,1,10,1,458.3,1,10,0,0,0,0,5
"2994",500.9289,1,10,1,389.1,1,10,0,0,0,0,6
"2995",502.5455,1,10,1,340.6,1,10,0,0,0,0,7
"2996",504.0788,1,21,-99,-99,1,10,0,0,0,0,0
"2997",505.612,1,10,1,314,1,10,0,0,0,0,1
"2998",507.3286,1,10,1,309.4,1,10,0,0,0,0,2
"2999",509.0286,1,10,1,305.4,1,10,0,0,0,0,3
"3000",510.0952,1,21,1,502.8,1,10,0,0,0,0,0
"3001",36.2485,1,10,2,314.9,1,11,0,0,0,0,1
"3002",37.4651,1,21,-99,-99,1,11,0,0,0,0,0
"3003",38.665,1,10,2,250.5,1,11,0,0,0,0,1
"3004",40.465,1,10,2,290.4,1,11,0,0,0,0,2
"3005",42.1149,1,10,2,288.6,1,11,0,0,0,0,3
"3006",43.7315,1,21,-99,-99,1,11,0,0,0,0,0
"3007",45.3481,1,10,2,271.3,1,11,0,0,0,0,1
"3008",46.6813,1,10,2,330.1,1,11,0,0,0,0,2
"3009",48.2979,1,10,2,345.5,1,11,0,0,0,0,3
"3010",50.1312,1,10,2,320.2,1,11,0,0,0,0,4
"3011",51.3145,1,10,2,432.9,1,11,0,0,0,0,5
"3012",52.3478,1,21,-99,-99,1,11,0,0,0,0,0
"3013",53.3811,1,10,2,318.3,1,11,0,0,0,0,1
"3014",54.5143,1,21,-99,-99,1,11,0,0,0,0,0
"3015",55.6476,1,10,2,307.8,1,11,0,0,0,0,1
"3016",57.1142,1,10,2,281.1,1,11,0,0,0,0,2
"3017",58.9142,1,10,2,305.1,1,11,0,0,0,0,3
"3018",60.6641,1,10,2,299.2,1,11,0,0,0,0,4
"3019",61.7474,1,10,2,367.9,1,11,0,0,0,0,5
"3020",63.2306,1,10,2,292.7,1,11,0,0,0,0,6
"3021",64.2806,1,10,2,330.7,1,11,0,0,0,0,7
"3022",65.5639,1,21,2,295.4,1,11,0,0,0,0,0
"3023",66.8472,1,10,2,372,1,11,0,0,0,0,1
"3024",68.6304,1,10,2,332.9,1,11,0,0,0,0,2
"3025",69.997,1,10,2,310.2,1,11,0,0,0,0,3
"3026",71.7802,1,10,2,319.1,1,11,0,0,0,0,4
"3027",73.3135,1,10,2,321.7,1,11,0,0,0,0,5
"3028",74.5301,1,10,2,369.1,1,11,0,0,0,0,6
"3029",76.1967,1,10,2,286.5,1,11,0,0,0,0,7
"3030",77.6967,1,21,-99,-99,1,11,0,0,0,0,0
"3031",80.3132,1,10,2,346,1,11,0,0,0,0,1
"3032",81.1965,1,10,2,342.6,1,11,0,0,0,0,2
"3033",82.5465,1,10,2,400.6,1,11,0,0,0,0,3
"3034",83.7797,1,10,2,303.4,1,11,0,0,0,0,4
"3035",84.8297,1,10,2,341.4,1,11,0,0,0,0,5
"3036",86.363,1,10,2,360.1,1,11,0,0,0,0,6
"3037",88.0629,1,10,2,308.1,1,11,0,0,0,0,7
"3038",89.5795,1,21,-99,-99,1,11,0,0,0,0,0
"3039",91.0961,1,10,2,395,1,11,0,0,0,0,1
"3040",92.596,1,21,-99,-99,1,11,0,0,0,0,0
"3041",94.096,1,10,2,355.1,1,11,0,0,0,0,1
"3042",95.3459,1,21,-99,-99,1,11,0,0,0,0,0
"3043",96.5959,1,10,2,383.2,1,11,0,0,0,0,1
"3044",98.3625,1,10,2,392.6,1,11,0,0,0,0,2
"3045",99.5291,1,10,2,297.9,1,11,0,0,0,0,3
"3046",100.8123,1,21,-99,-99,1,11,0,0,0,0,0
"3047",102.0956,1,10,2,323.5,1,11,0,0,0,0,1
"3048",103.8789,1,10,2,316.1,1,11,0,0,0,0,2
"3049",104.9288,1,10,2,370.2,1,11,0,0,0,0,3
"3050",106.2121,1,10,2,366.9,1,11,0,0,0,0,4
"3051",107.3954,1,10,2,367.6,1,11,0,0,0,0,5
"3052",108.512,1,21,-99,-99,1,11,0,0,0,0,0
"3053",109.6286,1,10,2,326.3,1,11,0,0,0,0,1
"3054",111.3619,1,10,2,337,1,11,0,0,0,0,2
"3055",112.4118,1,10,2,359.1,1,11,0,0,0,0,3
"3056",113.4618,1,21,-99,-99,1,11,0,0,0,0,0
"3057",114.5118,1,10,2,323.1,1,11,0,0,0,0,1
"3058",115.995,1,10,2,343.9,1,11,0,0,0,0,2
"3059",117.195,1,10,2,295.9,1,11,0,0,0,0,3
"3060",118.2783,1,10,2,316.6,1,11,0,0,0,0,4
"3061",120.4782,1,10,2,324.7,1,11,0,0,0,0,5
"3062",121.3281,1,21,2,386.8,1,11,0,0,0,0,0
"3063",122.1781,1,10,2,336.7,1,11,0,0,0,0,1
"3064",123.2447,1,10,2,310.2,1,11,0,0,0,0,2
"3065",124.7613,1,10,2,409.5,1,11,0,0,0,0,3
"3066",126.5112,1,10,2,323.6,1,11,0,0,0,0,4
"3067",127.8445,1,10,2,318.3,1,11,0,0,0,0,5
"3068",129.5944,1,21,-99,-99,1,11,0,0,0,0,0
"3069",131.3444,1,10,2,338.4,1,11,0,0,0,0,1
"3070",132.511,1,10,2,307.8,1,11,0,0,0,0,2
"3071",133.9443,1,10,2,346.5,1,11,0,0,0,0,3
"3072",135.4109,1,10,2,303.9,1,11,0,0,0,0,4
"3073",136.5108,1,10,2,500,1,11,0,0,0,0,5
"3074",138.0607,1,10,2,310.1,1,11,0,0,0,0,6
"3075",139.4106,1,10,2,288.1,1,11,0,0,0,0,7
"3076",140.8273,1,21,-99,-99,1,11,0,0,0,0,0
"3077",142.2439,1,10,2,318.8,1,11,0,0,0,0,1
"3078",143.8605,1,10,2,318.2,1,11,0,0,0,0,2
"3079",145.6937,1,10,2,309,1,11,0,0,0,0,3
"3080",147.0604,1,10,2,334.3,1,11,0,0,0,0,4
"3081",148.7269,1,10,2,283.8,1,11,0,0,0,0,5
"3082",149.9436,1,21,-99,-99,1,11,0,0,0,0,0
"3083",151.1602,1,10,2,266.5,1,11,0,0,0,0,1
"3084",152.5935,1,10,2,289.2,1,11,0,0,0,0,2
"3085",153.6767,1,10,2,373.9,1,11,0,0,0,0,3
"3086",155.21,1,10,2,312.7,1,11,0,0,0,0,4
"3087",156.9599,1,10,2,322.7,1,11,0,0,0,0,5
"3088",158.3765,1,10,2,362.1,1,11,0,0,0,0,6
"3089",159.8265,1,10,2,304.1,1,11,0,0,0,0,7
"3090",161.3431,1,21,-99,-99,1,11,0,0,0,0,0
"3091",163.7763,1,10,2,338.3,1,11,0,0,0,0,1
"3092",164.9762,1,10,2,322.3,1,11,0,0,0,0,2
"3093",166.5928,1,10,2,337.7,1,11,0,0,0,0,3
"3094",168.1594,1,10,2,611.2,1,11,0,0,0,0,4
"3095",169.8594,1,10,2,319.2,1,11,0,0,0,0,5
"3096",171.5426,1,21,-99,-99,1,11,0,0,0,0,0
"3097",173.2259,1,10,2,392.6,1,11,0,0,0,0,1
"3098",174.7758,1,10,2,346.7,1,11,0,0,0,0,2
"3099",176.0424,1,10,2,312.1,1,11,0,0,0,0,3
"3100",177.309,1,10,2,309.5,1,11,0,0,0,0,4
"3101",178.8256,1,10,2,296.9,1,11,0,0,0,0,5
"3102",180.2756,1,10,2,318.9,1,11,0,0,0,0,6
"3103",181.5255,1,10,2,349,1,11,0,0,0,0,7
"3104",182.5921,1,21,-99,-99,1,11,0,0,0,0,0
"3105",183.6588,1,10,2,359.6,1,11,0,0,0,0,1
"3106",185.3087,1,21,2,325.7,1,11,0,0,0,0,0
"3107",186.9586,1,10,2,323.8,1,11,0,0,0,0,1
"3108",188.6919,1,10,2,350.5,1,11,0,0,0,0,2
"3109",190.4251,1,10,2,345.3,1,11,0,0,0,0,3
"3110",191.7251,1,10,2,469.2,1,11,0,0,0,0,4
"3111",192.9084,1,10,2,502,1,11,0,0,0,0,5
"3112",194.4583,1,21,-99,-99,1,11,0,0,0,0,0
"3113",196.0082,1,10,2,346.1,1,11,0,0,0,0,1
"3114",197.3915,1,10,2,386.9,1,11,0,0,0,0,2
"3115",198.5081,1,10,2,454.2,1,11,0,0,0,0,3
"3116",199.7747,1,21,-99,-99,1,11,0,0,0,0,0
"3117",201.0414,1,10,2,560.9,1,11,0,0,0,0,1
"3118",202.3079,1,10,2,414.4,1,11,0,0,0,0,2
"3119",203.3913,1,10,2,403,1,11,0,0,0,0,3
"3120",204.6745,1,10,2,367.8,1,11,0,0,0,0,4
"3121",206.8744,1,10,2,407.9,1,11,0,0,0,0,5
"3122",207.8077,1,10,2,434.5,1,11,0,0,0,0,6
"3123",209.1743,1,10,2,364,1,11,0,0,0,0,7
"3124",210.7909,1,10,2,363.3,1,11,0,0,0,0,8
"3125",212.0409,1,10,2,393.3,1,11,0,0,0,0,9
"3126",213.2075,1,21,-99,-99,1,11,0,0,0,0,0
"3127",214.3741,1,10,2,332.1,1,11,0,0,0,0,1
"3128",215.5741,1,10,2,412.1,1,11,0,0,0,0,2
"3129",216.6073,1,10,2,354.9,1,11,0,0,0,0,3
"3130",218.1739,1,10,2,404.2,1,11,0,0,0,0,4
"3131",219.8239,1,10,2,306.3,1,11,0,0,0,0,5
"3132",221.5571,1,21,-99,-99,1,11,0,0,0,0,0
"3133",223.2904,1,10,2,327.8,1,11,0,0,0,0,1
"3134",225.0236,1,10,2,354.5,1,11,0,0,0,0,2
"3135",226.8236,1,10,2,346.6,1,11,0,0,0,0,3
"3136",228.2068,1,10,2,419.3,1,11,0,0,0,0,4
"3137",229.6068,1,10,2,395.3,1,11,0,0,0,0,5
"3138",231.0067,1,10,2,355.4,1,11,0,0,0,0,6
"3139",232.59,1,10,2,340.1,1,11,0,0,0,0,7
"3140",233.9733,1,21,-99,-99,1,11,0,0,0,0,0
"3141",235.3565,1,10,2,437.6,1,11,0,0,0,0,1
"3142",236.5565,1,21,-99,-99,1,11,0,0,0,0,0
"3143",237.7564,1,10,2,357.6,1,11,0,0,0,0,1
"3144",239.3563,1,10,2,357.7,1,11,0,0,0,0,2
"3145",241.1563,1,10,2,333.7,1,11,0,0,0,0,3
"3146",242.9729,1,21,-99,-99,1,11,0,0,0,0,0
"3147",244.7894,1,10,2,380.6,1,11,0,0,0,0,1
"3148",245.9394,1,10,2,414.6,1,11,0,0,0,0,2
"3149",247.756,1,10,2,374,1,11,0,0,0,0,3
"3150",249.5726,1,10,2,317.4,1,11,0,0,0,0,4
"3151",300.7037,1,10,1,545.9,1,11,0,0,0,0,5
"3152",301.787,1,10,1,374.6,1,11,0,0,0,0,6
"3153",302.9869,1,10,1,294.7,1,11,0,0,0,0,7
"3154",304.1035,1,21,-99,-99,1,11,0,0,0,0,0
"3155",305.2202,1,10,1,333.5,1,11,0,0,0,0,1
"3156",306.4034,1,21,-99,-99,1,11,0,0,0,0,0
"3157",307.5867,1,10,1,350.9,1,11,0,0,0,0,1
"3158",309.4033,1,10,1,358.2,1,11,0,0,0,0,2
"3159",310.9699,1,10,1,327.6,1,11,0,0,0,0,3
"3160",312.7198,1,10,1,305.7,1,11,0,0,0,0,4
"3161",314.1031,1,10,1,346.4,1,11,0,0,0,0,5
"3162",315.803,1,21,-99,-99,1,11,0,0,0,0,0
"3163",317.503,1,10,1,306.6,1,11,0,0,0,0,1
"3164",319.2029,1,10,1,382.6,1,11,0,0,0,0,2
"3165",320.8195,1,10,1,317.9,1,11,0,0,0,0,3
"3166",322.5861,1,10,1,375.4,1,11,0,0,0,0,4
"3167",323.7194,1,10,1,394,1,11,0,0,0,0,5
"3168",324.9693,1,21,-99,-99,1,11,0,0,0,0,0
"3169",326.2193,1,10,1,310.1,1,11,0,0,0,0,1
"3170",327.6025,1,10,1,318.9,1,11,0,0,0,0,2
"3171",329.1191,1,10,1,290.3,1,11,0,0,0,0,3
"3172",330.6024,1,10,-99,-99,1,11,0,0,0,0,4
"3173",331.9857,1,10,1,303.7,1,11,0,0,0,0,5
"3174",333.3523,1,21,-99,-99,1,11,0,0,0,0,0
"3175",334.7189,1,10,1,290.4,1,11,0,0,0,0,1
"3176",336.4355,1,21,1,285.9,1,11,0,0,0,0,0
"3177",338.1521,1,10,-99,-99,1,11,0,0,0,0,1
"3178",339.702,1,21,-99,-99,1,11,0,0,0,0,0
"3179",341.2519,1,10,1,333.4,1,11,0,0,0,0,1
"3180",342.7852,1,10,1,384.1,1,11,0,0,0,0,2
"3181",346.0351,1,10,-99,-99,1,11,0,0,0,0,3
"3182",347.4183,1,10,-99,-99,1,11,0,0,0,0,4
"3183",348.7016,1,10,1,339.6,1,11,0,0,0,0,5
"3184",349.8016,1,10,1,327.7,1,11,0,0,0,0,6
"3185",351.3515,1,10,-99,-99,1,11,0,0,0,0,7
"3186",352.7348,1,21,-99,-99,1,11,0,0,0,0,0
"3187",354.118,1,10,1,427.2,1,11,0,0,0,0,1
"3188",355.2847,1,10,1,380.5,1,11,0,0,0,0,2
"3189",356.518,1,10,1,363.2,1,11,0,0,0,0,3
"3190",357.9012,1,10,1,372,1,11,0,0,0,0,4
"3191",359.6678,1,10,1,365.4,1,11,0,0,0,0,5
"3192",361.3844,1,21,-99,-99,1,11,0,0,0,0,0
"3193",363.101,1,10,1,420.2,1,11,0,0,0,0,1
"3194",364.6509,1,21,-99,-99,1,11,0,0,0,0,0
"3195",366.2009,1,10,-99,-99,1,11,0,0,0,0,1
"3196",367.7508,1,21,-99,-99,1,11,0,0,0,0,0
"3197",369.3007,1,10,1,396.4,1,11,0,0,0,0,1
"3198",370.4507,1,21,-99,-99,1,11,0,0,0,0,0
"3199",371.6006,1,10,1,400.5,1,11,0,0,0,0,1
"3200",372.8172,1,10,1,383.9,1,11,0,0,0,0,2
"3201",373.9005,1,10,1,420.6,1,11,0,0,0,0,3
"3202",375.3505,1,21,-99,-99,1,11,0,0,0,0,0
"3203",376.8004,1,10,-99,-99,1,11,0,0,0,0,1
"3204",378.2003,1,21,-99,-99,1,11,0,0,0,0,0
"3205",379.6003,1,10,-99,-99,1,11,0,0,0,0,1
"3206",381.1669,1,10,1,546.2,1,11,0,0,0,0,2
"3207",382.6835,1,10,-99,-99,1,11,0,0,0,0,3
"3208",384.3334,1,21,-99,-99,1,11,0,0,0,0,0
"3209",385.9833,1,10,1,385.7,1,11,0,0,0,0,1
"3210",387.2333,1,10,1,383.7,1,11,0,0,0,0,2
"3211",389.5832,1,10,1,417.7,1,11,0,0,0,0,3
"3212",390.7165,1,10,1,388.4,1,11,0,0,0,0,4
"3213",392.0664,1,10,1,302.5,1,11,0,0,0,0,5
"3214",393.1497,1,21,-99,-99,1,11,0,0,0,0,0
"3215",394.233,1,10,-99,-99,1,11,0,0,0,0,1
"3216",395.6829,1,21,1,318,1,11,0,0,0,0,0
"3217",397.1329,1,10,1,404,1,11,0,0,0,0,1
"3218",398.5494,1,10,1,427.6,1,11,0,0,0,0,2
"3219",399.8494,1,10,1,407.5,1,11,0,0,0,0,3
"3220",401.016,1,10,-99,-99,1,11,0,0,0,0,4
"3221",402.3326,1,10,1,388.3,1,11,0,0,0,0,5
"3222",404.0659,1,21,-99,-99,1,11,0,0,0,0,0
"3223",405.7991,1,10,-99,-99,1,11,0,0,0,0,1
"3224",407.3157,1,10,1,429.2,1,11,0,0,0,0,2
"3225",408.6157,1,10,1,409.2,1,11,0,0,0,0,3
"3226",409.8823,1,10,1,438.5,1,11,0,0,0,0,4
"3227",411.0989,1,10,1,389.9,1,11,0,0,0,0,5
"3228",412.2989,1,10,1,357.9,1,11,0,0,0,0,6
"3229",413.7321,1,10,1,316.7,1,11,0,0,0,0,7
"3230",414.8154,1,21,-99,-99,1,11,0,0,0,0,0
"3231",415.8987,1,10,1,422.1,1,11,0,0,0,0,1
"3232",417.0987,1,21,1,358.1,1,11,0,0,0,0,0
"3233",418.2986,1,10,1,374.1,1,11,0,0,0,0,1
"3234",419.9652,1,21,-99,-99,1,11,0,0,0,0,0
"3235",421.6318,1,10,1,384.9,1,11,0,0,0,0,1
"3236",422.7651,1,10,1,339.6,1,11,0,0,0,0,2
"3237",424.3317,1,10,1,389,1,11,0,0,0,0,3
"3238",425.3816,1,10,-99,-99,1,11,0,0,0,0,4
"3239",426.5649,1,10,1,315.8,1,11,0,0,0,0,5
"3240",428.0982,1,21,-99,-99,1,11,0,0,0,0,0
"3241",430.7814,1,10,1,355.3,1,11,0,0,0,0,1
"3242",431.748,1,21,-99,-99,1,11,0,0,0,0,0
"3243",432.7146,1,10,1,438.1,1,11,0,0,0,0,1
"3244",434.3979,1,10,1,306.7,1,11,0,0,0,0,2
"3245",435.4978,1,10,1,358.8,1,11,0,0,0,0,3
"3246",437.3311,1,21,-99,-99,1,11,0,0,0,0,0
"3247",439.1644,1,10,-99,-99,1,11,0,0,0,0,1
"3248",440.931,1,10,-99,-99,1,11,0,0,0,0,2
"3249",442.7309,1,10,-99,-99,1,11,0,0,0,0,3
"3250",443.8808,1,10,1,439.7,1,11,0,0,0,0,4
"3251",445.3141,1,10,1,414.4,1,11,0,0,0,0,5
"3252",446.7307,1,10,-99,-99,1,11,0,0,0,0,6
"3253",448.4973,1,10,-99,-99,1,11,0,0,0,0,7
"3254",450.2305,1,21,-99,-99,1,11,0,0,0,0,0
"3255",451.9638,1,10,1,452.7,1,11,0,0,0,0,1
"3256",452.9971,1,21,-99,-99,1,11,0,0,0,0,0
"3257",454.0304,1,10,1,578.1,1,11,0,0,0,0,1
"3258",455.347,1,10,1,381.5,1,11,0,0,0,0,2
"3259",456.9469,1,10,-99,-99,1,11,0,0,0,0,3
"3260",458.6635,1,10,1,361,1,11,0,0,0,0,4
"3261",460.3968,1,10,1,355.7,1,11,0,0,0,0,5
"3262",462.0634,1,21,-99,-99,1,11,0,0,0,0,0
"3263",463.73,1,10,1,350.4,1,11,0,0,0,0,1
"3264",465.2466,1,21,-99,-99,1,11,0,0,0,0,0
"3265",466.7632,1,10,1,389.2,1,11,0,0,0,0,1
"3266",467.8131,1,10,1,459.3,1,11,0,0,0,0,2
"3267",469.0297,1,10,1,314.7,1,11,0,0,0,0,3
"3268",470.813,1,10,1,355.3,1,11,0,0,0,0,4
"3269",472.0296,1,10,1,434.8,1,11,0,0,0,0,5
"3270",473.4295,1,21,-99,-99,1,11,0,0,0,0,0
"3271",475.4795,1,10,1,344.9,1,11,0,0,0,0,1
"3272",476.4461,1,10,1,418.2,1,11,0,0,0,0,2
"3273",478.2293,1,10,1,379.1,1,11,0,0,0,0,3
"3274",480.0626,1,10,1,369.7,1,11,0,0,0,0,4
"3275",481.7625,1,10,1,653.8,1,11,0,0,0,0,5
"3276",483.1624,1,10,1,373.9,1,11,0,0,0,0,6
"3277",484.7624,1,10,1,357.9,1,11,0,0,0,0,7
"3278",486.1123,1,21,-99,-99,1,11,0,0,0,0,0
"3279",487.4623,1,10,1,458,1,11,0,0,0,0,1
"3280",488.7955,1,10,1,388.8,1,11,0,0,0,0,2
"3281",490.0122,1,10,1,436.1,1,11,0,0,0,0,3
"3282",491.7787,1,21,-99,-99,1,11,0,0,0,0,0
"3283",493.5453,1,10,1,439,1,11,0,0,0,0,1
"3284",494.7286,1,10,1,407.6,1,11,0,0,0,0,2
"3285",496.5119,1,10,1,368.4,1,11,0,0,0,0,3
"3286",498.2618,1,21,-99,-99,1,11,0,0,0,0,0
