"","rt","est","resp","laten","good","SU","Age","Sex"
"6870",250,1,4,389483,1,15,19,"M"
"6871",265,1,4,390640,1,15,19,"M"
"6872",265,2,4,392000,1,15,19,"M"
"6873",265,1,4,393265,1,15,19,"M"
"6874",281,1,4,394765,1,15,19,"M"
"6875",422,1,4,396108,1,15,19,"M"
"6876",312,1,4,397421,1,15,19,"M"
"6877",265,1,4,399140,1,15,19,"M"
"6878",280,1,4,400500,1,15,19,"M"
"6879",313,1,4,401733,1,15,19,"M"
"6880",-99,2,-99,404015,1,15,19,"M"
"6881",281,1,4,405265,1,15,19,"M"
"6882",-99,2,-99,407405,1,15,19,"M"
"6883",282,1,4,409546,1,15,19,"M"
"6884",313,1,4,410812,1,15,19,"M"
"6885",328,1,4,412750,1,15,19,"M"
"6886",313,1,4,414733,1,15,19,"M"
"6887",236,1,4,416717,1,15,19,"M"
"6888",-99,2,-99,418000,1,15,19,"M"
"6889",267,1,4,419858,1,15,19,"M"
"6890",264,1,4,421078,1,15,19,"M"
"6891",280,1,4,422953,1,15,19,"M"
"6892",283,1,4,425092,1,15,19,"M"
"6893",280,1,4,426953,1,15,19,"M"
"6894",329,1,4,428858,1,15,19,"M"
"6895",313,1,4,430765,1,15,19,"M"
"6896",265,2,4,432390,1,15,19,"M"
"6897",342,1,4,433625,1,15,19,"M"
"6898",297,1,4,435358,1,15,19,"M"
"6899",281,1,4,437640,1,15,19,"M"
"6900",485,1,4,439515,1,15,19,"M"
"6901",328,1,4,564280,1,15,19,"M"
"6902",375,1,4,566046,1,15,19,"M"
"6903",345,1,4,567905,1,15,19,"M"
"6904",-99,2,-99,569765,1,15,19,"M"
"6905",313,1,4,571592,1,15,19,"M"
"6906",345,1,4,573842,1,15,19,"M"
"6907",468,1,4,574765,1,15,19,"M"
"6908",-99,2,-99,576187,1,15,19,"M"
"6909",250,1,4,578358,1,15,19,"M"
"6910",297,1,4,580483,1,15,19,"M"
"6911",360,1,4,581515,1,15,19,"M"
"6912",328,1,4,582780,1,15,19,"M"
"6913",328,1,4,584187,1,15,19,"M"
"6914",343,1,4,585937,1,15,19,"M"
"6915",296,1,4,587671,1,15,19,"M"
"6916",-99,2,-99,590078,1,15,19,"M"
"6917",327,1,4,591828,1,15,19,"M"
"6918",342,1,4,593500,1,15,19,"M"
"6919",329,1,4,594796,1,15,19,"M"
"6920",313,1,4,596233,1,15,19,"M"
"6921",361,1,4,597967,1,15,19,"M"
"6922",-99,2,-99,599405,1,15,19,"M"
"6923",312,1,4,600905,1,15,19,"M"
"6924",329,1,4,602217,1,15,19,"M"
"6925",296,1,4,603625,1,15,19,"M"
"6926",298,2,4,605717,1,15,19,"M"
"6927",342,1,4,607125,1,15,19,"M"
"6928",-99,2,-99,608296,1,15,19,"M"
"6929",345,1,4,609842,1,15,19,"M"
"6930",-99,2,-99,611937,1,15,19,"M"
"6931",312,1,4,614328,1,15,19,"M"
"6932",-99,2,-99,616530,1,15,19,"M"
"6933",327,1,4,618203,1,15,19,"M"
"6934",-99,2,-99,620592,1,15,19,"M"
"6935",329,1,4,622717,1,15,19,"M"
"6936",437,1,4,624171,1,15,19,"M"
"6937",280,1,4,626328,1,15,19,"M"
"6938",297,1,4,628078,1,15,19,"M"
"6939",328,1,4,629062,1,15,19,"M"
"6940",266,1,4,630562,1,15,19,"M"
"6941",359,1,4,631483,1,15,19,"M"
"6942",-99,2,-99,633296,1,15,19,"M"
"6943",375,1,4,635483,1,15,19,"M"
"6944",342,1,4,636625,1,15,19,"M"
"6945",343,1,4,637953,1,15,19,"M"
"6946",375,1,4,640375,1,15,19,"M"
"6947",358,1,4,641625,1,15,19,"M"
"6948",329,1,4,643858,1,15,19,"M"
"6949",329,1,4,645983,1,15,19,"M"
"6950",-99,2,-99,646905,1,15,19,"M"
"6951",281,1,4,649140,1,15,19,"M"
"6952",-99,2,-99,650358,1,15,19,"M"
"6953",360,1,4,651390,1,15,19,"M"
"6954",-99,2,-99,653078,1,15,19,"M"
"6955",343,1,4,655140,1,15,19,"M"
"6956",-99,2,-99,657155,1,15,19,"M"
"6957",312,1,4,658953,1,15,19,"M"
"6958",-99,2,-99,661342,1,15,19,"M"
"6959",328,1,4,662625,1,15,19,"M"
"6960",-99,2,-99,665015,1,15,19,"M"
"6961",375,1,4,666015,1,15,19,"M"
"6962",345,1,4,668217,1,15,19,"M"
"6963",359,1,4,669858,1,15,19,"M"
"6964",391,1,4,670937,1,15,19,"M"
"6965",312,1,4,672046,1,15,19,"M"
"6966",313,1,4,673733,1,15,19,"M"
"6967",343,1,4,675140,1,15,19,"M"
"6968",-99,2,-99,676717,1,15,19,"M"
"6969",267,1,4,678358,1,15,19,"M"
"6970",343,1,4,680312,1,15,19,"M"
"6971",375,1,4,681483,1,15,19,"M"
"6972",312,1,4,683296,1,15,19,"M"
"6973",375,1,4,684250,1,15,19,"M"
"6974",-99,2,-99,685703,1,15,19,"M"
"6975",375,1,4,687515,1,15,19,"M"
"6976",389,1,4,688953,1,15,19,"M"
"6977",532,1,4,691108,1,15,19,"M"
"6978",423,1,4,692280,1,15,19,"M"
"6979",282,1,4,694233,1,15,19,"M"
"6980",266,1,4,695842,1,15,19,"M"
"6981",296,1,4,697937,1,15,19,"M"
"6982",250,2,4,700108,1,15,19,"M"
"6983",359,1,4,701078,1,15,19,"M"
"6984",360,1,4,702015,1,15,19,"M"
"6985",329,1,4,703733,1,15,19,"M"
"6986",-99,2,-99,705000,1,15,19,"M"
"6987",281,1,4,706515,1,15,19,"M"
"6988",562,1,4,707655,1,15,19,"M"
"6989",296,1,4,709250,1,15,19,"M"
"6990",328,1,4,710500,1,15,19,"M"
"6991",280,1,4,712437,1,15,19,"M"
"6992",484,1,4,714608,1,15,19,"M"
"6993",361,1,4,716092,1,15,19,"M"
"6994",-99,2,-99,717467,1,15,19,"M"
"6995",281,1,4,719140,1,15,19,"M"
"6996",-99,2,-99,721140,1,15,19,"M"
"6997",359,1,4,722203,1,15,19,"M"
"6998",312,1,4,723780,1,15,19,"M"
"6999",328,1,4,725812,1,15,19,"M"
"7000",298,1,4,728030,1,15,19,"M"
"7001",359,1,4,40059,1,11,19,"M"
"7002",313,1,4,42091,1,11,19,"M"
"7003",296,1,4,43826,1,11,19,"M"
"7004",235,1,4,45591,1,11,19,"M"
"7005",329,1,4,47872,1,11,19,"M"
"7006",266,1,4,50247,1,11,19,"M"
"7007",329,1,4,51247,1,11,19,"M"
"7008",250,2,4,52809,1,11,19,"M"
"7009",328,1,4,54763,1,11,19,"M"
"7010",-99,2,-99,56418,1,11,19,"M"
"7011",328,1,4,57326,1,11,19,"M"
"7012",359,1,4,59497,1,11,19,"M"
"7013",312,1,4,60576,1,11,19,"M"
"7014",359,1,4,62122,1,11,19,"M"
"7015",345,1,4,63793,1,11,19,"M"
"7016",-99,2,-99,65951,1,11,19,"M"
"7017",250,1,4,67918,1,11,19,"M"
"7018",282,1,4,68872,1,11,19,"M"
"7019",345,1,4,70559,1,11,19,"M"
"7020",-99,2,-99,71934,1,11,19,"M"
"7021",250,1,4,73826,1,11,19,"M"
"7022",298,1,4,74793,1,11,19,"M"
"7023",282,1,4,76122,1,11,19,"M"
"7024",280,1,4,77451,1,11,19,"M"
"7025",297,1,4,79279,1,11,19,"M"
"7026",280,1,4,80529,1,11,19,"M"
"7027",282,1,4,82434,1,11,19,"M"
"7028",-99,2,-99,84513,1,11,19,"M"
"7029",250,1,4,86872,1,11,19,"M"
"7030",297,1,4,89059,1,11,19,"M"
"7031",359,1,4,91309,1,11,19,"M"
"7032",-99,2,-99,92326,1,11,19,"M"
"7033",250,1,4,93716,1,11,19,"M"
"7034",-99,2,-99,95168,1,11,19,"M"
"7035",266,1,4,96138,1,11,19,"M"
"7036",296,1,4,98388,1,11,19,"M"
"7037",282,1,4,99606,1,11,19,"M"
"7038",343,1,4,100638,1,11,19,"M"
"7039",313,1,4,102091,1,11,19,"M"
"7040",-99,2,-99,104356,1,11,19,"M"
"7041",250,1,4,105981,1,11,19,"M"
"7042",-99,2,-99,107668,1,11,19,"M"
"7043",266,1,4,109763,1,11,19,"M"
"7044",345,1,4,111543,1,11,19,"M"
"7045",266,1,4,113513,1,11,19,"M"
"7046",-99,2,-99,114684,1,11,19,"M"
"7047",250,1,4,116059,1,11,19,"M"
"7048",-99,2,-99,117434,1,11,19,"M"
"7049",250,1,4,118684,1,11,19,"M"
"7050",-99,2,-99,120216,1,11,19,"M"
"7051",250,1,4,121388,1,11,19,"M"
"7052",360,1,4,122481,1,11,19,"M"
"7053",296,1,4,124763,1,11,19,"M"
"7054",359,1,4,125872,1,11,19,"M"
"7055",423,1,4,127231,1,11,19,"M"
"7056",329,1,4,128497,1,11,19,"M"
"7057",437,1,4,130576,1,11,19,"M"
"7058",297,2,4,131966,1,11,19,"M"
"7059",312,1,4,133904,1,11,19,"M"
"7060",280,1,4,136138,1,11,19,"M"
"7061",312,1,4,138201,1,11,19,"M"
"7062",342,1,4,140451,1,11,19,"M"
"7063",470,1,4,141543,1,11,19,"M"
"7064",-99,2,-99,143293,1,11,19,"M"
"7065",283,1,4,145668,1,11,19,"M"
"7066",-99,2,-99,146606,1,11,19,"M"
"7067",297,1,4,147904,1,11,19,"M"
"7068",280,1,4,149263,1,11,19,"M"
"7069",283,1,4,151293,1,11,19,"M"
"7070",250,1,4,152684,1,11,19,"M"
"7071",266,1,4,154372,1,11,19,"M"
"7072",282,1,4,156434,1,11,19,"M"
"7073",313,1,4,158591,1,11,19,"M"
"7074",-99,2,-99,160747,1,11,19,"M"
"7075",250,1,4,162981,1,11,19,"M"
"7076",313,1,4,164638,1,11,19,"M"
"7077",234,1,4,166513,1,11,19,"M"
"7078",-99,2,-99,168559,1,11,19,"M"
"7079",250,1,4,170576,1,11,19,"M"
"7080",234,1,4,172638,1,11,19,"M"
"7081",391,1,4,173856,1,11,19,"M"
"7082",-99,2,-99,176029,1,11,19,"M"
"7083",267,1,4,177309,1,11,19,"M"
"7084",-99,2,-99,179606,1,11,19,"M"
"7085",282,1,4,180872,1,11,19,"M"
"7086",-99,2,-99,182168,1,11,19,"M"
"7087",265,1,4,184326,1,11,19,"M"
"7088",313,1,4,185638,1,11,19,"M"
"7089",483,1,4,187701,1,11,19,"M"
"7090",250,1,4,190106,1,11,19,"M"
"7091",359,1,4,191309,1,11,19,"M"
"7092",313,1,4,193543,1,11,19,"M"
"7093",282,1,4,195231,1,11,19,"M"
"7094",-99,2,-99,196201,1,11,19,"M"
"7095",342,1,4,197326,1,11,19,"M"
"7096",-99,2,-99,199684,1,11,19,"M"
"7097",267,1,4,201434,1,11,19,"M"
"7098",313,1,4,203668,1,11,19,"M"
"7099",313,1,4,205309,1,11,19,"M"
"7100",423,1,4,206293,1,11,19,"M"
"7101",359,1,4,258497,1,11,19,"M"
"7102",282,1,4,260747,1,11,19,"M"
"7103",266,1,4,262247,1,11,19,"M"
"7104",313,2,4,263888,1,11,19,"M"
"7105",345,1,4,265309,1,11,19,"M"
"7106",250,1,4,267122,1,11,19,"M"
"7107",343,1,4,269138,1,11,19,"M"
"7108",266,1,4,271513,1,11,19,"M"
"7109",359,1,4,273872,1,11,19,"M"
"7110",328,1,4,275013,1,11,19,"M"
"7111",250,1,4,276747,1,11,19,"M"
"7112",-99,2,-99,277763,1,11,19,"M"
"7113",236,1,4,279668,1,11,19,"M"
"7114",204,1,4,281168,1,11,19,"M"
"7115",282,1,4,282184,1,11,19,"M"
"7116",312,1,4,283606,1,11,19,"M"
"7117",266,1,4,285293,1,11,19,"M"
"7118",-99,2,-99,287263,1,11,19,"M"
"7119",265,1,4,289341,1,11,19,"M"
"7120",250,1,4,290981,1,11,19,"M"
"7121",267,1,4,292184,1,11,19,"M"
"7122",250,1,4,294404,1,11,19,"M"
"7123",218,1,4,296216,1,11,19,"M"
"7124",234,2,4,297779,1,11,19,"M"
"7125",296,1,4,299372,1,11,19,"M"
"7126",-99,2,-99,300309,1,11,19,"M"
"7127",250,1,4,302622,1,11,19,"M"
"7128",313,1,4,303668,1,11,19,"M"
"7129",312,1,4,306029,1,11,19,"M"
"7130",296,1,4,307872,1,11,19,"M"
"7131",329,1,4,309918,1,11,19,"M"
"7132",-99,2,-99,311638,1,11,19,"M"
"7133",234,1,4,313888,1,11,19,"M"
"7134",217,1,4,315951,1,11,19,"M"
"7135",250,1,4,317497,1,11,19,"M"
"7136",204,1,4,319684,1,11,19,"M"
"7137",297,1,4,321779,1,11,19,"M"
"7138",-99,2,-99,322981,1,11,19,"M"
"7139",312,1,4,324451,1,11,19,"M"
"7140",267,1,4,326809,1,11,19,"M"
"7141",281,1,4,328966,1,11,19,"M"
"7142",329,1,4,330497,1,11,19,"M"
"7143",282,1,4,331731,1,11,19,"M"
"7144",312,1,4,333201,1,11,19,"M"
"7145",345,1,4,335168,1,11,19,"M"
"7146",-99,2,-99,336091,1,11,19,"M"
"7147",250,1,4,337513,1,11,19,"M"
"7148",-99,2,-99,338418,1,11,19,"M"
"7149",281,1,4,340591,1,11,19,"M"
"7150",359,1,4,341638,1,11,19,"M"
"7151",250,1,4,343201,1,11,19,"M"
"7152",250,1,4,345122,1,11,19,"M"
"7153",250,1,4,347216,1,11,19,"M"
"7154",280,1,4,349513,1,11,19,"M"
"7155",313,1,4,350638,1,11,19,"M"
"7156",-99,2,-99,352309,1,11,19,"M"
"7157",265,1,4,354451,1,11,19,"M"
"7158",266,1,4,356293,1,11,19,"M"
"7159",391,1,4,358418,1,11,19,"M"
"7160",250,1,4,359779,1,11,19,"M"
"7161",250,1,4,360918,1,11,19,"M"
"7162",345,1,4,362684,1,11,19,"M"
"7163",392,1,4,364434,1,11,19,"M"
"7164",-99,2,-99,365559,1,11,19,"M"
"7165",264,1,4,366529,1,11,19,"M"
"7166",298,2,4,368606,1,11,19,"M"
"7167",327,1,4,370404,1,11,19,"M"
"7168",296,1,4,371576,1,11,19,"M"
"7169",267,1,4,373559,1,11,19,"M"
"7170",-99,2,-99,374606,1,11,19,"M"
"7171",327,1,4,375591,1,11,19,"M"
"7172",312,1,4,376981,1,11,19,"M"
"7173",282,1,4,378122,1,11,19,"M"
"7174",283,1,4,379293,1,11,19,"M"
"7175",313,1,4,380513,1,11,19,"M"
"7176",375,1,4,382216,1,11,19,"M"
"7177",250,1,4,384231,1,11,19,"M"
"7178",-99,2,-99,386388,1,11,19,"M"
"7179",375,1,4,388216,1,11,19,"M"
"7180",283,2,4,390418,1,11,19,"M"
"7181",328,1,4,392326,1,11,19,"M"
"7182",375,1,4,393388,1,11,19,"M"
"7183",250,1,4,394793,1,11,19,"M"
"7184",298,1,4,396356,1,11,19,"M"
"7185",327,1,4,398529,1,11,19,"M"
"7186",517,1,4,399559,1,11,19,"M"
"7187",345,1,4,401559,1,11,19,"M"
"7188",-99,2,-99,402606,1,11,19,"M"
"7189",328,1,4,403638,1,11,19,"M"
"7190",375,1,4,405247,1,11,19,"M"
"7191",283,1,4,407168,1,11,19,"M"
"7192",344,1,4,409122,1,11,19,"M"
"7193",343,1,4,411154,1,11,19,"M"
"7194",250,1,4,413029,1,11,19,"M"
"7195",345,1,4,414981,1,11,19,"M"
"7196",343,2,4,416966,1,11,19,"M"
"7197",375,1,4,418404,1,11,19,"M"
"7198",-99,2,-99,419716,1,11,19,"M"
"7199",250,1,4,421388,1,11,19,"M"
"7200",280,1,4,423404,1,11,19,"M"
"7201",423,1,4,471918,1,11,19,"M"
"7202",313,1,4,473138,1,11,19,"M"
"7203",265,1,4,475451,1,11,19,"M"
"7204",265,2,4,477576,1,11,19,"M"
"7205",280,1,4,479326,1,11,19,"M"
"7206",250,1,4,480606,1,11,19,"M"
"7207",280,1,4,482326,1,11,19,"M"
"7208",-99,2,-99,484341,1,11,19,"M"
"7209",281,1,4,485591,1,11,19,"M"
"7210",313,1,4,486638,1,11,19,"M"
"7211",234,1,4,488029,1,11,19,"M"
"7212",-99,2,-99,489622,1,11,19,"M"
"7213",359,1,4,491997,1,11,19,"M"
"7214",343,1,4,493091,1,11,19,"M"
"7215",438,1,4,494059,1,11,19,"M"
"7216",360,1,4,495841,1,11,19,"M"
"7217",312,1,4,496779,1,11,19,"M"
"7218",312,1,4,498451,1,11,19,"M"
"7219",375,1,4,500372,1,11,19,"M"
"7220",-99,2,-99,501606,1,11,19,"M"
"7221",250,1,4,503106,1,11,19,"M"
"7222",234,1,4,504904,1,11,19,"M"
"7223",328,1,4,507201,1,11,19,"M"
"7224",360,1,4,509106,1,11,19,"M"
"7225",328,1,4,511231,1,11,19,"M"
"7226",-99,2,-99,512216,1,11,19,"M"
"7227",328,1,4,514606,1,11,19,"M"
"7228",297,1,4,516309,1,11,19,"M"
"7229",345,1,4,517434,1,11,19,"M"
"7230",296,1,4,518763,1,11,19,"M"
"7231",344,1,4,520872,1,11,19,"M"
"7232",329,1,4,523043,1,11,19,"M"
"7233",361,1,4,524293,1,11,19,"M"
"7234",375,2,4,525747,1,11,19,"M"
"7235",405,1,4,526701,1,11,19,"M"
"7236",-99,2,-99,529043,1,11,19,"M"
"7237",282,1,4,531059,1,11,19,"M"
"7238",343,1,4,532154,1,11,19,"M"
"7239",313,1,4,533918,1,11,19,"M"
"7240",-99,2,-99,535763,1,11,19,"M"
"7241",282,1,4,537122,1,11,19,"M"
"7242",-99,2,-99,538481,1,11,19,"M"
"7243",359,1,4,539997,1,11,19,"M"
"7244",-99,2,-99,540934,1,11,19,"M"
"7245",298,1,4,542918,1,11,19,"M"
"7246",-99,2,-99,544904,1,11,19,"M"
"7247",236,1,4,547043,1,11,19,"M"
"7248",-99,1,-99,548747,1,11,19,"M"
"7249",282,1,4,549934,1,11,19,"M"
"7250",280,1,4,551154,1,11,19,"M"
"7251",359,1,4,553247,1,11,19,"M"
"7252",265,1,4,555466,1,11,19,"M"
"7253",297,1,4,557091,1,11,19,"M"
"7254",-99,2,-99,558701,1,11,19,"M"
"7255",265,1,4,559716,1,11,19,"M"
"7256",280,1,4,561154,1,11,19,"M"
"7257",236,1,4,562543,1,11,19,"M"
"7258",-99,2,-99,563904,1,11,19,"M"
"7259",250,1,4,565591,1,11,19,"M"
"7260",328,1,4,566888,1,11,19,"M"
"7261",236,1,4,568293,1,11,19,"M"
"7262",250,1,4,569638,1,11,19,"M"
"7263",327,1,4,571904,1,11,19,"M"
"7264",312,1,4,574076,1,11,19,"M"
"7265",329,1,4,575309,1,11,19,"M"
"7266",-99,2,-99,576904,1,11,19,"M"
"7267",236,1,4,579168,1,11,19,"M"
"7268",296,1,4,580076,1,11,19,"M"
"7269",250,1,4,581606,1,11,19,"M"
"7270",265,1,4,583591,1,11,19,"M"
"7271",296,1,4,585763,1,11,19,"M"
"7272",282,1,4,586872,1,11,19,"M"
"7273",486,1,4,587918,1,11,19,"M"
"7274",-99,2,-99,590216,1,11,19,"M"
"7275",250,1,4,591841,1,11,19,"M"
"7276",280,1,4,594076,1,11,19,"M"
"7277",361,1,4,595043,1,11,19,"M"
"7278",-99,2,-99,595997,1,11,19,"M"
"7279",266,1,4,597263,1,11,19,"M"
"7280",218,1,4,598904,1,11,19,"M"
"7281",282,1,4,600872,1,11,19,"M"
"7282",250,1,4,602888,1,11,19,"M"
"7283",296,1,4,604747,1,11,19,"M"
"7284",343,1,4,605841,1,11,19,"M"
"7285",312,1,4,608029,1,11,19,"M"
"7286",-99,2,-99,609809,1,11,19,"M"
"7287",265,1,4,610951,1,11,19,"M"
"7288",250,2,4,612684,1,11,19,"M"
"7289",329,1,4,614247,1,11,19,"M"
"7290",-99,2,-99,616263,1,11,19,"M"
"7291",391,1,4,617247,1,11,19,"M"
"7292",280,1,4,618513,1,11,19,"M"
"7293",296,1,4,619622,1,11,19,"M"
"7294",-99,2,-99,620591,1,11,19,"M"
"7295",250,1,4,621793,1,11,19,"M"
"7296",236,1,4,623043,1,11,19,"M"
"7297",345,1,4,624934,1,11,19,"M"
"7298",375,1,4,626981,1,11,19,"M"
"7299",233,1,4,628701,1,11,19,"M"
"7300",250,1,4,630091,1,11,19,"M"
"7301",408,1,4,38185,1,9,20,"F"
"7302",345,1,4,39623,1,9,20,"F"
"7303",328,1,4,41468,1,9,20,"F"
"7304",359,1,4,42764,1,9,20,"F"
"7305",312,1,4,45171,1,9,20,"F"
"7306",-99,2,-99,47060,1,9,20,"F"
"7307",359,1,4,48264,1,9,20,"F"
"7308",343,1,4,49171,1,9,20,"F"
"7309",312,1,4,50796,1,9,20,"F"
"7310",280,1,4,51921,1,9,20,"F"
"7311",297,1,4,53451,1,9,20,"F"
"7312",-99,2,-99,55248,1,9,20,"F"
"7313",312,1,4,56593,1,9,20,"F"
"7314",297,1,4,58326,1,9,20,"F"
"7315",297,1,4,59608,1,9,20,"F"
"7316",282,1,4,61248,1,9,20,"F"
"7317",312,1,4,62468,1,9,20,"F"
"7318",313,1,4,63405,1,9,20,"F"
"7319",267,1,4,64701,1,9,20,"F"
"7320",-99,2,-99,66546,1,9,20,"F"
"7321",296,1,4,68655,1,9,20,"F"
"7322",250,1,4,70468,1,9,20,"F"
"7323",298,1,4,72498,1,9,20,"F"
"7324",327,2,4,74483,1,9,20,"F"
"7325",468,1,4,76733,1,9,20,"F"
"7326",298,1,4,78310,1,9,20,"F"
"7327",280,1,4,79843,1,9,20,"F"
"7328",312,1,4,81389,1,9,20,"F"
"7329",392,1,4,83326,1,9,20,"F"
"7330",345,1,4,84951,1,9,20,"F"
"7331",361,1,4,86560,1,9,20,"F"
"7332",-99,2,-99,88296,1,9,20,"F"
"7333",313,1,4,89701,1,9,20,"F"
"7334",313,1,4,91076,1,9,20,"F"
"7335",406,1,4,93483,1,9,20,"F"
"7336",-99,2,-99,95046,1,9,20,"F"
"7337",345,1,4,96310,1,9,20,"F"
"7338",313,1,4,98060,1,9,20,"F"
"7339",359,1,4,99655,1,9,20,"F"
"7340",359,1,4,100576,1,9,20,"F"
"7341",312,1,4,101498,1,9,20,"F"
"7342",-99,2,-99,103560,1,9,20,"F"
"7343",453,1,4,105623,1,9,20,"F"
"7344",297,1,4,106671,1,9,20,"F"
"7345",327,1,4,108421,1,9,20,"F"
"7346",359,1,4,110296,1,9,20,"F"
"7347",297,1,4,112171,1,9,20,"F"
"7348",345,2,4,113935,1,9,20,"F"
"7349",578,1,4,115623,1,9,20,"F"
"7350",360,1,4,117483,1,9,20,"F"
"7351",360,1,4,119623,1,9,20,"F"
"7352",375,1,4,121060,1,9,20,"F"
"7353",313,1,4,123405,1,9,20,"F"
"7354",343,1,4,125421,1,9,20,"F"
"7355",328,1,4,127123,1,9,20,"F"
"7356",-99,2,-99,129343,1,9,20,"F"
"7357",390,1,4,130733,1,9,20,"F"
"7358",345,1,4,132185,1,9,20,"F"
"7359",329,1,4,134076,1,9,20,"F"
"7360",281,1,4,136358,1,9,20,"F"
"7361",391,1,4,138655,1,9,20,"F"
"7362",-99,2,-99,139733,1,9,20,"F"
"7363",437,1,4,140968,1,9,20,"F"
"7364",500,1,4,142498,1,9,20,"F"
"7365",375,1,4,144873,1,9,20,"F"
"7366",344,1,4,147139,1,9,20,"F"
"7367",328,1,4,149530,1,9,20,"F"
"7368",359,1,4,151655,1,9,20,"F"
"7369",438,1,4,153576,1,9,20,"F"
"7370",-99,2,-99,154983,1,9,20,"F"
"7371",344,1,4,157264,1,9,20,"F"
"7372",-99,2,-99,158451,1,9,20,"F"
"7373",454,1,4,159935,1,9,20,"F"
"7374",438,1,4,161060,1,9,20,"F"
"7375",298,1,4,162810,1,9,20,"F"
"7376",312,1,4,164514,1,9,20,"F"
"7377",328,1,4,165623,1,9,20,"F"
"7378",375,1,4,167358,1,9,20,"F"
"7379",391,1,4,168498,1,9,20,"F"
"7380",-99,2,-99,169498,1,9,20,"F"
"7381",312,1,4,170998,1,9,20,"F"
"7382",281,1,4,173233,1,9,20,"F"
"7383",343,1,4,174296,1,9,20,"F"
"7384",407,1,4,176248,1,9,20,"F"
"7385",437,1,4,177639,1,9,20,"F"
"7386",375,1,4,179093,1,9,20,"F"
"7387",327,1,4,180233,1,9,20,"F"
"7388",-99,2,-99,182014,1,9,20,"F"
"7389",345,1,4,183998,1,9,20,"F"
"7390",-99,2,-99,186358,1,9,20,"F"
"7391",375,1,4,187858,1,9,20,"F"
"7392",361,1,4,188810,1,9,20,"F"
"7393",327,1,4,190233,1,9,20,"F"
"7394",342,1,4,191218,1,9,20,"F"
"7395",312,1,4,192718,1,9,20,"F"
"7396",-99,2,-99,193983,1,9,20,"F"
"7397",327,1,4,195796,1,9,20,"F"
"7398",407,1,4,197373,1,9,20,"F"
"7399",391,1,4,198905,1,9,20,"F"
"7400",-99,2,-99,201076,1,9,20,"F"
"7401",468,1,4,260296,1,9,20,"F"
"7402",343,1,4,261858,1,9,20,"F"
"7403",313,1,4,263701,1,9,20,"F"
"7404",343,1,4,264905,1,9,20,"F"
"7405",329,1,4,266389,1,9,20,"F"
"7406",-99,2,-99,268796,1,9,20,"F"
"7407",313,1,4,270608,1,9,20,"F"
"7408",312,1,4,272796,1,9,20,"F"
"7409",298,1,4,274310,1,9,20,"F"
"7410",296,1,4,276030,1,9,20,"F"
"7411",421,1,4,277593,1,9,20,"F"
"7412",-99,2,-99,279483,1,9,20,"F"
"7413",359,1,4,280546,1,9,20,"F"
"7414",342,2,4,282218,1,9,20,"F"
"7415",313,1,4,284185,1,9,20,"F"
"7416",-99,2,-99,285498,1,9,20,"F"
"7417",375,1,4,286608,1,9,20,"F"
"7418",375,1,4,288233,1,9,20,"F"
"7419",422,1,4,290326,1,9,20,"F"
"7420",283,1,4,291685,1,9,20,"F"
"7421",358,1,4,293343,1,9,20,"F"
"7422",359,1,4,294576,1,9,20,"F"
"7423",296,1,4,295780,1,9,20,"F"
"7424",-99,2,-99,297310,1,9,20,"F"
"7425",313,1,4,298655,1,9,20,"F"
"7426",313,1,4,300280,1,9,20,"F"
"7427",329,1,4,302560,1,9,20,"F"
"7428",375,1,4,303671,1,9,20,"F"
"7429",312,1,4,305139,1,9,20,"F"
"7430",280,2,4,306468,1,9,20,"F"
"7431",-99,1,-99,307983,1,9,20,"F"
"7432",280,1,4,310030,1,9,20,"F"
"7433",282,1,4,312201,1,9,20,"F"
"7434",343,1,4,313171,1,9,20,"F"
"7435",296,1,4,314780,1,9,20,"F"
"7436",329,2,4,315810,1,9,20,"F"
"7437",391,1,4,317685,1,9,20,"F"
"7438",328,1,4,318968,1,9,20,"F"
"7439",406,1,4,320733,1,9,20,"F"
"7440",359,1,4,322280,1,9,20,"F"
"7441",375,1,4,324623,1,9,20,"F"
"7442",359,1,4,326139,1,9,20,"F"
"7443",342,1,4,328343,1,9,20,"F"
"7444",-99,2,-99,329560,1,9,20,"F"
"7445",422,1,4,331546,1,9,20,"F"
"7446",358,1,4,332843,1,9,20,"F"
"7447",391,1,4,334889,1,9,20,"F"
"7448",329,1,4,337014,1,9,20,"F"
"7449",375,1,4,339185,1,9,20,"F"
"7450",391,2,4,340310,1,9,20,"F"
"7451",406,1,4,342608,1,9,20,"F"
"7452",-99,2,-99,344435,1,9,20,"F"
"7453",500,1,4,346764,1,9,20,"F"
"7454",-99,2,-99,348921,1,9,20,"F"
"7455",360,1,4,350733,1,9,20,"F"
"7456",500,1,4,353123,1,9,20,"F"
"7457",405,1,4,355280,1,9,20,"F"
"7458",579,1,4,356889,1,9,20,"F"
"7459",578,1,4,357873,1,9,20,"F"
"7460",-99,2,-99,358796,1,9,20,"F"
"7461",327,1,4,360921,1,9,20,"F"
"7462",389,1,4,362171,1,9,20,"F"
"7463",422,1,4,363608,1,9,20,"F"
"7464",343,1,4,365983,1,9,20,"F"
"7465",375,1,4,368076,1,9,20,"F"
"7466",-99,2,-99,369358,1,9,20,"F"
"7467",359,1,4,370764,1,9,20,"F"
