"","rt","est","resp","laten","good","SU","Age","Sex"
"1602",298,1,4,50881,1,6,19,"F"
"1603",391,1,4,52897,1,6,19,"F"
"1604",220,1,4,55131,1,6,19,"F"
"1605",220,1,4,56459,1,6,19,"F"
"1606",250,2,4,58413,1,6,19,"F"
"1607",593,1,4,59413,1,6,19,"F"
"1608",609,1,4,61038,1,6,19,"F"
"1609",329,1,4,63397,1,6,19,"F"
"1610",343,1,4,64429,1,6,19,"F"
"1611",280,1,4,65601,1,6,19,"F"
"1612",328,1,4,67256,1,6,19,"F"
"1613",375,1,4,69226,1,6,19,"F"
"1614",-99,2,-99,70554,1,6,19,"F"
"1615",312,1,4,72054,1,6,19,"F"
"1616",250,1,4,73959,1,6,19,"F"
"1617",343,1,4,75741,1,6,19,"F"
"1618",-99,2,-99,76772,1,6,19,"F"
"1619",266,1,4,78397,1,6,19,"F"
"1620",345,1,4,79818,1,6,19,"F"
"1621",234,1,4,81429,1,6,19,"F"
"1622",266,1,4,83818,1,6,19,"F"
"1623",391,1,4,85022,1,6,19,"F"
"1624",296,2,4,87147,1,6,19,"F"
"1625",500,1,4,89038,1,6,19,"F"
"1626",329,1,4,90318,1,6,19,"F"
"1627",328,1,4,92101,1,6,19,"F"
"1628",-99,2,-99,93818,1,6,19,"F"
"1629",250,1,4,95443,1,6,19,"F"
"1630",-99,2,-99,97772,1,6,19,"F"
"1631",266,1,4,100163,1,6,19,"F"
"1632",280,2,4,102038,1,6,19,"F"
"1633",593,1,4,103554,1,6,19,"F"
"1634",-99,2,-99,105101,1,6,19,"F"
"1635",345,1,4,106709,1,6,19,"F"
"1636",423,1,4,108881,1,6,19,"F"
"1637",358,1,4,111226,1,6,19,"F"
"1638",390,1,4,112991,1,6,19,"F"
"1639",484,1,4,114413,1,6,19,"F"
"1640",266,2,4,116381,1,6,19,"F"
"1641",530,1,4,118179,1,6,19,"F"
"1642",391,1,4,119663,1,6,19,"F"
"1643",343,1,4,120866,1,6,19,"F"
"1644",-99,2,-99,122772,1,6,19,"F"
"1645",345,1,4,123756,1,6,19,"F"
"1646",296,1,4,126101,1,6,19,"F"
"1647",405,1,4,127288,1,6,19,"F"
"1648",328,1,4,129506,1,6,19,"F"
"1649",313,1,4,130616,1,6,19,"F"
"1650",250,1,4,131897,1,6,19,"F"
"1651",312,1,4,133772,1,6,19,"F"
"1652",297,2,4,135834,1,6,19,"F"
"1653",454,1,4,136818,1,6,19,"F"
"1654",578,1,4,137881,1,6,19,"F"
"1655",343,1,4,138913,1,6,19,"F"
"1656",-99,2,-99,141163,1,6,19,"F"
"1657",359,1,4,142334,1,6,19,"F"
"1658",609,1,4,144554,1,6,19,"F"
"1659",391,1,4,146631,1,6,19,"F"
"1660",359,1,4,148804,1,6,19,"F"
"1661",437,1,4,149772,1,6,19,"F"
"1662",-99,2,-99,152131,1,6,19,"F"
"1663",454,1,4,153068,1,6,19,"F"
"1664",296,1,4,155288,1,6,19,"F"
"1665",281,1,4,157616,1,6,19,"F"
"1666",296,1,4,159288,1,6,19,"F"
"1667",220,1,4,161568,1,6,19,"F"
"1668",375,1,4,162834,1,6,19,"F"
"1669",345,1,4,164959,1,6,19,"F"
"1670",280,2,4,167038,1,6,19,"F"
"1671",485,1,4,167991,1,6,19,"F"
"1672",500,1,4,169116,1,6,19,"F"
"1673",408,1,4,170068,1,6,19,"F"
"1674",-99,2,-99,171241,1,6,19,"F"
"1675",375,1,4,173179,1,6,19,"F"
"1676",375,1,4,174976,1,6,19,"F"
"1677",514,1,4,176054,1,6,19,"F"
"1678",702,1,4,178116,1,6,19,"F"
"1679",500,1,4,179976,1,6,19,"F"
"1680",391,1,4,181443,1,6,19,"F"
"1681",343,1,4,182804,1,6,19,"F"
"1682",-99,2,-99,184429,1,6,19,"F"
"1683",281,1,4,186116,1,6,19,"F"
"1684",296,1,4,188226,1,6,19,"F"
"1685",250,1,4,190334,1,6,19,"F"
"1686",-99,2,-99,191381,1,6,19,"F"
"1687",296,1,4,192851,1,6,19,"F"
"1688",327,2,4,195179,1,6,19,"F"
"1689",312,1,4,197351,1,6,19,"F"
"1690",298,1,4,199131,1,6,19,"F"
"1691",313,1,4,201084,1,6,19,"F"
"1692",250,1,4,203193,1,6,19,"F"
"1693",280,1,4,204476,1,6,19,"F"
"1694",344,1,4,206272,1,6,19,"F"
"1695",361,1,4,208193,1,6,19,"F"
"1696",-99,2,-99,209726,1,6,19,"F"
"1697",342,1,4,211851,1,6,19,"F"
"1698",297,1,4,213304,1,6,19,"F"
"1699",375,1,4,215413,1,6,19,"F"
"1700",391,1,4,216913,1,6,19,"F"
"1701",595,1,4,260506,1,6,19,"F"
"1702",250,1,4,262193,1,6,19,"F"
"1703",298,1,4,264193,1,6,19,"F"
"1704",-99,2,-99,265679,1,6,19,"F"
"1705",267,1,4,267834,1,6,19,"F"
"1706",297,1,4,269366,1,6,19,"F"
"1707",298,1,4,271318,1,6,19,"F"
"1708",359,1,4,273709,1,6,19,"F"
"1709",359,1,4,275913,1,6,19,"F"
"1710",-99,2,-99,277147,1,6,19,"F"
"1711",438,1,4,279163,1,6,19,"F"
"1712",437,1,4,281381,1,6,19,"F"
"1713",515,1,4,282616,1,6,19,"F"
"1714",-99,2,-99,283976,1,6,19,"F"
"1715",312,1,4,285897,1,6,19,"F"
"1716",437,1,4,287226,1,6,19,"F"
"1717",313,1,4,289459,1,6,19,"F"
"1718",375,1,4,291476,1,6,19,"F"
"1719",421,1,4,293851,1,6,19,"F"
"1720",-99,2,-99,294851,1,6,19,"F"
"1721",407,1,4,296756,1,6,19,"F"
"1722",359,1,4,298788,1,6,19,"F"
"1723",265,1,4,300976,1,6,19,"F"
"1724",327,2,4,302429,1,6,19,"F"
"1725",375,1,4,304209,1,6,19,"F"
"1726",-99,1,-99,306443,1,6,19,"F"
"1727",375,1,4,307476,1,6,19,"F"
"1728",344,1,4,309772,1,6,19,"F"
"1729",468,1,4,311038,1,6,19,"F"
"1730",407,1,4,312756,1,6,19,"F"
"1731",329,1,4,314959,1,6,19,"F"
"1732",313,2,4,316866,1,6,19,"F"
"1733",673,1,4,318006,1,6,19,"F"
"1734",-99,1,-99,319272,1,6,19,"F"
"1735",312,1,4,321304,1,6,19,"F"
"1736",-99,1,-99,323318,1,6,19,"F"
"1737",282,1,4,325131,1,6,19,"F"
"1738",312,2,4,326881,1,6,19,"F"
"1739",297,1,4,328554,1,6,19,"F"
"1740",343,1,4,329741,1,6,19,"F"
"1741",250,1,4,330834,1,6,19,"F"
"1742",282,1,4,331834,1,6,19,"F"
"1743",296,1,4,332788,1,6,19,"F"
"1744",345,1,4,333709,1,6,19,"F"
"1745",422,1,4,334866,1,6,19,"F"
"1746",-99,2,-99,336647,1,6,19,"F"
"1747",281,1,4,338241,1,6,19,"F"
"1748",312,1,4,340522,1,6,19,"F"
"1749",454,1,4,341584,1,6,19,"F"
"1750",392,1,4,343709,1,6,19,"F"
"1751",360,1,4,344756,1,6,19,"F"
"1752",313,1,4,346491,1,6,19,"F"
"1753",298,1,4,347568,1,6,19,"F"
"1754",-99,2,-99,349647,1,6,19,"F"
"1755",264,1,4,351304,1,6,19,"F"
"1756",345,1,4,353631,1,6,19,"F"
"1757",281,1,4,354866,1,6,19,"F"
"1758",265,1,4,355851,1,6,19,"F"
"1759",265,1,4,357866,1,6,19,"F"
"1760",312,1,4,359476,1,6,19,"F"
"1761",375,1,4,361804,1,6,19,"F"
"1762",-99,2,-99,362851,1,6,19,"F"
"1763",280,1,4,365101,1,6,19,"F"
"1764",-99,2,-99,366381,1,6,19,"F"
"1765",375,1,4,367459,1,6,19,"F"
"1766",579,1,4,369568,1,6,19,"F"
"1767",563,1,4,370584,1,6,19,"F"
"1768",312,1,4,372256,1,6,19,"F"
"1769",296,1,4,373897,1,6,19,"F"
"1770",250,1,4,375881,1,6,19,"F"
"1771",327,1,4,377366,1,6,19,"F"
"1772",-99,2,-99,378443,1,6,19,"F"
"1773",345,1,4,380818,1,6,19,"F"
"1774",328,1,4,382538,1,6,19,"F"
"1775",267,1,4,384584,1,6,19,"F"
"1776",-99,2,-99,385631,1,6,19,"F"
"1777",405,1,4,387288,1,6,19,"F"
"1778",250,1,4,388929,1,6,19,"F"
"1779",266,1,4,390397,1,6,19,"F"
"1780",327,1,4,391491,1,6,19,"F"
"1781",375,1,4,393693,1,6,19,"F"
"1782",296,1,4,395288,1,6,19,"F"
"1783",470,1,4,396334,1,6,19,"F"
"1784",-99,2,-99,397491,1,6,19,"F"
"1785",329,1,4,398959,1,6,19,"F"
"1786",312,1,4,400929,1,6,19,"F"
"1787",296,1,4,403038,1,6,19,"F"
"1788",329,1,4,404397,1,6,19,"F"
"1789",266,1,4,405818,1,6,19,"F"
"1790",265,1,4,407476,1,6,19,"F"
"1791",296,1,4,409522,1,6,19,"F"
"1792",-99,2,-99,410476,1,6,19,"F"
"1793",312,1,4,411476,1,6,19,"F"
"1794",265,2,4,413726,1,6,19,"F"
"1795",282,1,4,415834,1,6,19,"F"
"1796",375,1,4,417459,1,6,19,"F"
"1797",250,1,4,419084,1,6,19,"F"
"1798",297,1,4,420304,1,6,19,"F"
"1799",345,1,4,422131,1,6,19,"F"
"1800",391,1,4,423163,1,6,19,"F"
"1801",578,1,4,661006,1,6,19,"F"
"1802",-99,2,-99,662601,1,6,19,"F"
"1803",313,1,4,664663,1,6,19,"F"
"1804",233,1,4,666851,1,6,19,"F"
"1805",218,1,4,668788,1,6,19,"F"
"1806",220,2,4,670318,1,6,19,"F"
"1807",343,1,4,672538,1,6,19,"F"
"1808",218,1,4,674679,1,6,19,"F"
"1809",375,1,4,675663,1,6,19,"F"
"1810",345,1,4,677193,1,6,19,"F"
"1811",516,1,4,679131,1,6,19,"F"
"1812",-99,2,-99,680538,1,6,19,"F"
"1813",375,1,4,681913,1,6,19,"F"
"1814",312,2,4,683851,1,6,19,"F"
"1815",329,1,4,686209,1,6,19,"F"
"1816",343,1,4,688116,1,6,19,"F"
"1817",358,1,4,690476,1,6,19,"F"
"1818",389,1,4,692429,1,6,19,"F"
"1819",375,1,4,694351,1,6,19,"F"
"1820",-99,2,-99,695913,1,6,19,"F"
"1821",375,1,4,697772,1,6,19,"F"
"1822",391,1,4,700006,1,6,19,"F"
"1823",389,1,4,701804,1,6,19,"F"
"1824",-99,2,-99,703538,1,6,19,"F"
"1825",343,1,4,705929,1,6,19,"F"
"1826",375,1,4,708241,1,6,19,"F"
"1827",343,1,4,710538,1,6,19,"F"
"1828",484,1,4,712084,1,6,19,"F"
"1829",313,1,4,714209,1,6,19,"F"
"1830",-99,2,-99,715304,1,6,19,"F"
"1831",625,1,4,716929,1,6,19,"F"
"1832",250,2,4,718834,1,6,19,"F"
"1833",296,1,4,720351,1,6,19,"F"
"1834",392,1,4,721959,1,6,19,"F"
"1835",358,1,4,723226,1,6,19,"F"
"1836",467,1,4,724851,1,6,19,"F"
"1837",405,1,4,726554,1,6,19,"F"
"1838",266,1,4,728881,1,6,19,"F"
"1839",452,1,4,730929,1,6,19,"F"
"1840",-99,2,-99,732241,1,6,19,"F"
"1841",438,1,4,733663,1,6,19,"F"
"1842",343,1,4,735241,1,6,19,"F"
"1843",280,1,4,736413,1,6,19,"F"
"1844",329,2,4,738334,1,6,19,"F"
"1845",329,1,4,740584,1,6,19,"F"
"1846",345,1,4,742568,1,6,19,"F"
"1847",500,1,4,743568,1,6,19,"F"
"1848",-99,2,-99,744679,1,6,19,"F"
"1849",389,1,4,746304,1,6,19,"F"
"1850",483,1,4,748101,1,6,19,"F"
"1851",797,1,4,749459,1,6,19,"F"
"1852",437,1,4,751631,1,6,19,"F"
"1853",735,1,4,752616,1,6,19,"F"
"1854",-99,2,-99,754006,1,6,19,"F"
"1855",360,1,4,755366,1,6,19,"F"
"1856",250,1,4,757288,1,6,19,"F"
"1857",358,1,4,758351,1,6,19,"F"
"1858",312,1,4,760601,1,6,19,"F"
"1859",312,1,4,761679,1,6,19,"F"
"1860",-99,2,-99,763943,1,6,19,"F"
"1861",250,1,4,766193,1,6,19,"F"
"1862",266,1,4,767131,1,6,19,"F"
"1863",234,1,4,768304,1,6,19,"F"
"1864",283,1,4,769568,1,6,19,"F"
"1865",468,1,4,771929,1,6,19,"F"
"1866",-99,2,-99,774147,1,6,19,"F"
"1867",250,1,4,776226,1,6,19,"F"
"1868",405,1,4,778538,1,6,19,"F"
"1869",390,1,4,779866,1,6,19,"F"
"1870",407,1,4,782006,1,6,19,"F"
"1871",343,1,4,783913,1,6,19,"F"
"1872",-99,2,-99,785804,1,6,19,"F"
"1873",342,1,4,787351,1,6,19,"F"
"1874",313,1,4,789584,1,6,19,"F"
"1875",250,1,4,791131,1,6,19,"F"
"1876",297,1,4,792241,1,6,19,"F"
"1877",389,1,4,794179,1,6,19,"F"
"1878",-99,2,-99,796241,1,6,19,"F"
"1879",250,1,4,798288,1,6,19,"F"
"1880",266,1,4,799913,1,6,19,"F"
"1881",359,1,4,801709,1,6,19,"F"
"1882",282,2,4,803881,1,6,19,"F"
"1883",282,1,4,805506,1,6,19,"F"
"1884",280,1,4,807054,1,6,19,"F"
"1885",264,1,4,809429,1,6,19,"F"
"1886",-99,2,-99,811131,1,6,19,"F"
"1887",360,1,4,812506,1,6,19,"F"
"1888",-99,2,-99,814772,1,6,19,"F"
"1889",266,1,4,817068,1,6,19,"F"
"1890",-99,2,-99,818522,1,6,19,"F"
"1891",265,1,4,820741,1,6,19,"F"
"1892",485,1,4,821991,1,6,19,"F"
"1893",361,1,4,824318,1,6,19,"F"
"1894",-99,2,-99,826397,1,6,19,"F"
"1895",343,1,4,828429,1,6,19,"F"
"1896",296,1,4,829851,1,6,19,"F"
"1897",281,1,4,832116,1,6,19,"F"
"1898",500,1,4,833116,1,6,19,"F"
"1899",313,1,4,835318,1,6,19,"F"
"1900",-99,2,-99,837726,1,6,19,"F"
"1901",421,1,4,47209,1,26,18,"M"
"1902",391,1,4,48943,1,26,18,"M"
"1903",297,1,4,50537,1,26,18,"M"
"1904",250,1,4,52662,1,26,18,"M"
"1905",296,1,4,54568,1,26,18,"M"
"1906",250,1,4,55880,1,26,18,"M"
"1907",266,1,4,57568,1,26,18,"M"
"1908",-99,2,-99,59880,1,26,18,"M"
"1909",266,1,4,61802,1,26,18,"M"
"1910",406,1,4,64162,1,26,18,"M"
"1911",266,1,4,66193,1,26,18,"M"
"1912",-99,2,-99,67537,1,26,18,"M"
"1913",250,1,4,69537,1,26,18,"M"
"1914",-99,2,-99,70568,1,26,18,"M"
"1915",250,1,4,72068,1,26,18,"M"
"1916",264,1,4,73725,1,26,18,"M"
"1917",265,1,4,75162,1,26,18,"M"
"1918",-99,2,-99,76834,1,26,18,"M"
"1919",234,1,4,78209,1,26,18,"M"
"1920",250,1,4,79537,1,26,18,"M"
"1921",250,1,4,81630,1,26,18,"M"
"1922",-99,2,-99,83459,1,26,18,"M"
"1923",250,1,4,85350,1,26,18,"M"
"1924",282,1,4,86505,1,26,18,"M"
"1925",266,1,4,88209,1,26,18,"M"
"1926",266,1,4,89739,1,26,18,"M"
"1927",282,1,4,91552,1,26,18,"M"
"1928",-99,2,-99,93647,1,26,18,"M"
"1929",250,1,4,96005,1,26,18,"M"
"1930",313,1,4,96989,1,26,18,"M"
"1931",250,1,4,99380,1,26,18,"M"
"1932",266,1,4,100677,1,26,18,"M"
"1933",234,1,4,102334,1,26,18,"M"
"1934",280,1,4,103584,1,26,18,"M"
"1935",267,1,4,105380,1,26,18,"M"
"1936",-99,2,-99,106850,1,26,18,"M"
"1937",265,1,4,109147,1,26,18,"M"
"1938",282,1,4,110677,1,26,18,"M"
"1939",-99,1,-99,112052,1,26,18,"M"
"1940",-99,2,-99,114005,1,26,18,"M"
"1941",296,1,4,115147,1,26,18,"M"
"1942",250,1,4,117318,1,26,18,"M"
"1943",375,1,4,119614,1,26,18,"M"
"1944",-99,2,-99,120739,1,26,18,"M"
"1945",250,1,4,123037,1,26,18,"M"
"1946",312,1,4,123975,1,26,18,"M"
"1947",235,1,4,125427,1,26,18,"M"
"1948",297,1,4,127787,1,26,18,"M"
"1949",297,1,4,129662,1,26,18,"M"
"1950",234,1,4,131380,1,26,18,"M"
"1951",234,1,4,132975,1,26,18,"M"
"1952",-99,2,-99,135100,1,26,18,"M"
"1953",298,1,4,136052,1,26,18,"M"
"1954",-99,2,-99,138427,1,26,18,"M"
"1955",235,1,4,140052,1,26,18,"M"
"1956",250,1,4,141834,1,26,18,"M"
"1957",296,1,4,143272,1,26,18,"M"
"1958",267,1,4,144880,1,26,18,"M"
"1959",267,1,4,146255,1,26,18,"M"
"1960",-99,2,-99,147505,1,26,18,"M"
"1961",312,1,4,149850,1,26,18,"M"
"1962",264,1,4,150975,1,26,18,"M"
"1963",233,1,4,153272,1,26,18,"M"
"1964",218,1,4,154725,1,26,18,"M"
"1965",264,1,4,156850,1,26,18,"M"
"1966",-99,2,-99,158943,1,26,18,"M"
"1967",266,1,4,161302,1,26,18,"M"
"1968",329,1,4,162318,1,26,18,"M"
"1969",250,1,4,164147,1,26,18,"M"
"1970",250,1,4,165693,1,26,18,"M"
"1971",250,1,4,166725,1,26,18,"M"
"1972",1500,2,4,168037,1,26,18,"M"
"1973",406,1,4,169912,1,26,18,"M"
"1974",266,1,4,172052,1,26,18,"M"
"1975",329,1,4,174318,1,26,18,"M"
"1976",-99,2,-99,176709,1,26,18,"M"
"1977",296,1,4,178834,1,26,18,"M"
"1978",359,1,4,180100,1,26,18,"M"
"1979",265,1,4,181272,1,26,18,"M"
"1980",280,1,4,182397,1,26,18,"M"
"1981",282,1,4,183318,1,26,18,"M"
"1982",-99,2,-99,185239,1,26,18,"M"
"1983",282,1,4,186177,1,26,18,"M"
"1984",-99,2,-99,188443,1,26,18,"M"
"1985",296,1,4,190147,1,26,18,"M"
"1986",250,1,4,191489,1,26,18,"M"
"1987",266,1,4,193864,1,26,18,"M"
"1988",264,1,4,194850,1,26,18,"M"
"1989",233,1,4,197022,1,26,18,"M"
"1990",-99,2,-99,198209,1,26,18,"M"
"1991",265,1,4,200272,1,26,18,"M"
"1992",296,1,4,201959,1,26,18,"M"
"1993",280,1,4,203475,1,26,18,"M"
"1994",280,1,4,205850,1,26,18,"M"
"1995",264,1,4,207350,1,26,18,"M"
"1996",281,1,4,209662,1,26,18,"M"
"1997",312,1,4,211693,1,26,18,"M"
"1998",-99,2,-99,212989,1,26,18,"M"
"1999",250,1,4,214272,1,26,18,"M"
"2000",265,1,4,215272,1,26,18,"M"
"2001",343,1,4,282725,1,26,18,"M"
"2002",328,1,4,283834,1,26,18,"M"
"2003",282,1,4,285880,1,26,18,"M"
"2004",266,1,4,287114,1,26,18,"M"
"2005",250,1,4,289334,1,26,18,"M"
"2006",-99,2,-99,290943,1,26,18,"M"
"2007",327,1,4,292350,1,26,18,"M"
"2008",329,1,4,294255,1,26,18,"M"
"2009",282,1,4,296427,1,26,18,"M"
"2010",280,1,4,297522,1,26,18,"M"
"2011",250,1,4,299193,1,26,18,"M"
"2012",-99,2,-99,301037,1,26,18,"M"
"2013",250,1,4,302662,1,26,18,"M"
"2014",266,1,4,304989,1,26,18,"M"
"2015",250,1,4,306052,1,26,18,"M"
"2016",-99,2,-99,307709,1,26,18,"M"
"2017",250,1,4,309287,1,26,18,"M"
"2018",296,1,4,311459,1,26,18,"M"
"2019",250,1,4,313412,1,26,18,"M"
"2020",250,1,4,314568,1,26,18,"M"
"2021",282,1,4,316818,1,26,18,"M"
"2022",-99,2,-99,317975,1,26,18,"M"
"2023",266,1,4,319209,1,26,18,"M"
"2024",-99,2,-99,321302,1,26,18,"M"
"2025",250,1,4,322818,1,26,18,"M"
"2026",283,1,4,324364,1,26,18,"M"
"2027",281,1,4,325287,1,26,18,"M"
"2028",266,1,4,326193,1,26,18,"M"
"2029",280,1,4,328459,1,26,18,"M"
"2030",250,1,4,329850,1,26,18,"M"
"2031",266,1,4,330943,1,26,18,"M"
"2032",-99,2,-99,332975,1,26,18,"M"
"2033",218,1,4,335162,1,26,18,"M"
"2034",296,1,4,337147,1,26,18,"M"
"2035",266,1,4,338834,1,26,18,"M"
"2036",-99,2,-99,340427,1,26,18,"M"
"2037",266,1,4,342552,1,26,18,"M"
"2038",281,1,4,344787,1,26,18,"M"
"2039",234,1,4,346475,1,26,18,"M"
"2040",280,2,4,347772,1,26,18,"M"
"2041",265,1,4,349022,1,26,18,"M"
"2042",342,1,4,350897,1,26,18,"M"
"2043",313,1,4,352162,1,26,18,"M"
"2044",296,1,4,354068,1,26,18,"M"
"2045",313,1,4,356364,1,26,18,"M"
"2046",-99,2,-99,357739,1,26,18,"M"
"2047",280,1,4,358897,1,26,18,"M"
"2048",297,1,4,361255,1,26,18,"M"
"2049",282,1,4,362505,1,26,18,"M"
"2050",-99,2,-99,364147,1,26,18,"M"
"2051",250,1,4,365647,1,26,18,"M"
"2052",-99,2,-99,367022,1,26,18,"M"
"2053",266,1,4,368927,1,26,18,"M"
"2054",280,1,4,370959,1,26,18,"M"
"2055",297,1,4,372505,1,26,18,"M"
"2056",281,1,4,374287,1,26,18,"M"
"2057",266,1,4,376302,1,26,18,"M"
"2058",297,1,4,377662,1,26,18,"M"
"2059",264,1,4,379100,1,26,18,"M"
"2060",-99,2,-99,381193,1,26,18,"M"
"2061",220,1,4,382802,1,26,18,"M"
"2062",-99,2,-99,384630,1,26,18,"M"
"2063",266,1,4,385818,1,26,18,"M"
"2064",266,1,4,387114,1,26,18,"M"
"2065",264,1,4,388975,1,26,18,"M"
"2066",-99,2,-99,389943,1,26,18,"M"
"2067",266,1,4,390927,1,26,18,"M"
"2068",-99,2,-99,392787,1,26,18,"M"
"2069",264,1,4,394100,1,26,18,"M"
"2070",296,1,4,396084,1,26,18,"M"
"2071",236,1,4,397739,1,26,18,"M"
"2072",-99,2,-99,399725,1,26,18,"M"
"2073",280,1,4,401522,1,26,18,"M"
"2074",282,1,4,403130,1,26,18,"M"
"2075",345,1,4,404114,1,26,18,"M"
"2076",-99,2,-99,406022,1,26,18,"M"
"2077",236,1,4,407364,1,26,18,"M"
"2078",-99,2,-99,409693,1,26,18,"M"
"2079",297,1,4,410880,1,26,18,"M"
"2080",280,1,4,412600,1,26,18,"M"
"2081",250,1,4,414318,1,26,18,"M"
"2082",266,1,4,415364,1,26,18,"M"
"2083",265,1,4,417537,1,26,18,"M"
"2084",250,1,4,418677,1,26,18,"M"
"2085",250,1,4,421084,1,26,18,"M"
"2086",-99,2,-99,423037,1,26,18,"M"
"2087",250,1,4,424897,1,26,18,"M"
"2088",280,1,4,426975,1,26,18,"M"
"2089",250,1,4,428334,1,26,18,"M"
"2090",282,1,4,429630,1,26,18,"M"
"2091",250,1,4,431147,1,26,18,"M"
"2092",-99,2,-99,432239,1,26,18,"M"
"2093",236,1,4,434614,1,26,18,"M"
"2094",265,1,4,436162,1,26,18,"M"
"2095",280,1,4,437209,1,26,18,"M"
"2096",264,1,4,438475,1,26,18,"M"
"2097",265,1,4,439662,1,26,18,"M"
"2098",264,1,4,441475,1,26,18,"M"
"2099",250,1,4,443677,1,26,18,"M"
"2100",-99,2,-99,445193,1,26,18,"M"
"2101",375,1,4,504147,1,26,18,"M"
"2102",250,1,4,506037,1,26,18,"M"
"2103",266,1,4,507614,1,26,18,"M"
"2104",264,1,4,509725,1,26,18,"M"
"2105",250,1,4,510802,1,26,18,"M"
"2106",250,1,4,512787,1,26,18,"M"
"2107",234,1,4,514443,1,26,18,"M"
"2108",-99,2,-99,515787,1,26,18,"M"
"2109",250,1,4,517443,1,26,18,"M"
"2110",282,1,4,518505,1,26,18,"M"
"2111",266,1,4,520864,1,26,18,"M"
"2112",280,1,4,522209,1,26,18,"M"
"2113",267,1,4,523880,1,26,18,"M"
"2114",266,1,4,524927,1,26,18,"M"
"2115",250,1,4,525943,1,26,18,"M"
"2116",-99,2,-99,527443,1,26,18,"M"
"2117",283,1,4,528489,1,26,18,"M"
"2118",250,2,4,529989,1,26,18,"M"
"2119",280,1,4,531600,1,26,18,"M"
"2120",344,1,4,532568,1,26,18,"M"
"2121",298,1,4,534677,1,26,18,"M"
"2122",-99,2,-99,536630,1,26,18,"M"
"2123",264,1,4,538850,1,26,18,"M"
"2124",312,1,4,539802,1,26,18,"M"
"2125",280,1,4,541334,1,26,18,"M"
"2126",-99,2,-99,542364,1,26,18,"M"
"2127",265,1,4,543787,1,26,18,"M"
"2128",296,1,4,545568,1,26,18,"M"
"2129",298,1,4,546614,1,26,18,"M"
"2130",-99,2,-99,548052,1,26,18,"M"
"2131",282,1,4,549255,1,26,18,"M"
"2132",266,1,4,550677,1,26,18,"M"
"2133",391,1,4,552068,1,26,18,"M"
"2134",-99,2,-99,552975,1,26,18,"M"
"2135",235,1,4,554787,1,26,18,"M"
"2136",-99,2,-99,557114,1,26,18,"M"
"2137",280,1,4,559475,1,26,18,"M"
"2138",312,1,4,560427,1,26,18,"M"
"2139",282,1,4,561880,1,26,18,"M"
"2140",264,1,4,563975,1,26,18,"M"
"2141",267,1,4,565755,1,26,18,"M"
"2142",282,1,4,567193,1,26,18,"M"
"2143",282,1,4,568380,1,26,18,"M"
"2144",-99,2,-99,570037,1,26,18,"M"
"2145",266,1,4,571443,1,26,18,"M"
"2146",-99,2,-99,572630,1,26,18,"M"
"2147",234,1,4,574443,1,26,18,"M"
"2148",-99,2,-99,575537,1,26,18,"M"
"2149",282,1,4,577380,1,26,18,"M"
"2150",250,1,4,579630,1,26,18,"M"
"2151",250,1,4,581005,1,26,18,"M"
"2152",-99,2,-99,582818,1,26,18,"M"
"2153",235,1,4,584677,1,26,18,"M"
"2154",280,1,4,586959,1,26,18,"M"
"2155",282,1,4,588177,1,26,18,"M"
"2156",265,1,4,589537,1,26,18,"M"
"2157",281,1,4,591912,1,26,18,"M"
"2158",265,1,4,594147,1,26,18,"M"
"2159",265,1,4,596397,1,26,18,"M"
"2160",-99,2,-99,597772,1,26,18,"M"
"2161",280,1,4,598725,1,26,18,"M"
"2162",-99,2,-99,600022,1,26,18,"M"
"2163",250,1,4,602209,1,26,18,"M"
"2164",313,1,4,604412,1,26,18,"M"
"2165",297,1,4,606100,1,26,18,"M"
"2166",250,1,4,608459,1,26,18,"M"
"2167",282,1,4,610130,1,26,18,"M"
"2168",-99,2,-99,612005,1,26,18,"M"
"2169",266,1,4,614427,1,26,18,"M"
"2170",266,1,4,616209,1,26,18,"M"
"2171",266,1,4,618209,1,26,18,"M"
"2172",-99,2,-99,619897,1,26,18,"M"
"2173",250,1,4,621193,1,26,18,"M"
"2174",298,1,4,622739,1,26,18,"M"
"2175",312,1,4,624552,1,26,18,"M"
"2176",-99,2,-99,626239,1,26,18,"M"
"2177",280,1,4,628084,1,26,18,"M"
"2178",265,1,4,629772,1,26,18,"M"
"2179",236,1,4,631364,1,26,18,"M"
"2180",313,1,4,633005,1,26,18,"M"
"2181",250,1,4,634772,1,26,18,"M"
"2182",-99,2,-99,636022,1,26,18,"M"
"2183",250,1,4,637568,1,26,18,"M"
"2184",313,1,4,638537,1,26,18,"M"
"2185",267,1,4,640255,1,26,18,"M"
"2186",438,1,4,641364,1,26,18,"M"
"2187",283,1,4,643739,1,26,18,"M"
"2188",250,1,4,644709,1,26,18,"M"
"2189",265,1,4,645662,1,26,18,"M"
"2190",-99,2,-99,647364,1,26,18,"M"
"2191",217,1,4,649397,1,26,18,"M"
"2192",265,1,4,651537,1,26,18,"M"
"2193",282,1,4,653630,1,26,18,"M"
"2194",250,1,4,655318,1,26,18,"M"
"2195",250,1,4,656475,1,26,18,"M"
"2196",297,1,4,658412,1,26,18,"M"
"2197",250,1,4,659647,1,26,18,"M"
"2198",-99,2,-99,660802,1,26,18,"M"
"2199",250,1,4,661943,1,26,18,"M"
