onset	duration	value	response	rt	good	SU	misport_code	misport_port	misport_time	misport_time_error	seq
414.9989	1	10	1	352	1	KECT_07071995	0	0	0	0	3
416.7488	1	10	1	362.1	1	KECT_07071995	0	0	0	0	4
418.0488	1	10	1	374.1	1	KECT_07071995	0	0	0	0	5
419.6987	1	21	-99	-99	1	KECT_07071995	0	0	0	0	0
421.3486	1	10	1	322.3	1	KECT_07071995	0	0	0	0	1
423.1485	1	10	1	410.4	1	KECT_07071995	0	0	0	0	2
424.3652	1	10	1	393.6	1	KECT_07071995	0	0	0	0	3
425.4651	1	21	1	397.8	1	KECT_07071995	0	0	0	0	0
426.5651	1	10	1	497.8	1	KECT_07071995	0	0	0	0	1
428.0983	1	10	1	436.5	1	KECT_07071995	0	0	0	0	2
429.4483	1	10	1	430.5	1	KECT_07071995	0	0	0	0	3
430.5316	1	10	1	467.2	1	KECT_07071995	0	0	0	0	4
431.9148	1	10	1	396	1	KECT_07071995	0	0	0	0	5
433.2814	1	21	-99	-99	1	KECT_07071995	0	0	0	0	0
434.648	1	10	1	382.8	1	KECT_07071995	0	0	0	0	1
435.8147	1	10	1	480.1	1	KECT_07071995	0	0	0	0	2
438.8645	1	10	1	406.3	1	KECT_07071995	0	0	0	0	3
439.8312	1	10	1	447.6	1	KECT_07071995	0	0	0	0	4
441.5478	1	10	1	379	1	KECT_07071995	0	0	0	0	5
442.9977	1	21	-99	-99	1	KECT_07071995	0	0	0	0	0
444.4476	1	10	1	375.1	1	KECT_07071995	0	0	0	0	1
445.5976	1	10	1	473.2	1	KECT_07071995	0	0	0	0	2
447.3142	1	10	1	500.5	1	KECT_07071995	0	0	0	0	3
448.5141	1	10	1	420.6	1	KECT_07071995	0	0	0	0	4
450.1141	1	10	1	404.6	1	KECT_07071995	0	0	0	0	5
451.1807	1	10	1	490	1	KECT_07071995	0	0	0	0	6
452.7473	1	10	1	411.4	1	KECT_07071995	0	0	0	0	7
453.9639	1	21	-99	-99	1	KECT_07071995	0	0	0	0	0
455.1805	1	10	1	378.2	1	KECT_07071995	0	0	0	0	1
456.8638	1	21	-99	-99	1	KECT_07071995	0	0	0	0	0
458.547	1	10	1	339.6	1	KECT_07071995	0	0	0	0	1
460.2469	1	10	1	319.7	1	KECT_07071995	0	0	0	0	2
461.7302	1	10	1	356.4	1	KECT_07071995	0	0	0	0	3
463.0801	1	21	-99	-99	1	KECT_07071995	0	0	0	0	0
464.4301	1	10	1	328.5	1	KECT_07071995	0	0	0	0	1
465.6133	1	10	1	345.3	1	KECT_07071995	0	0	0	0	2
467.43	1	10	1	320.6	1	KECT_07071995	0	0	0	0	3
468.5466	1	10	1	420	1	KECT_07071995	0	0	0	0	4
469.5966	1	10	1	1018	1	KECT_07071995	0	0	0	0	5
470.6465	1	21	-99	-99	1	KECT_07071995	0	0	0	0	0
471.6965	1	10	1	342.1	1	KECT_07071995	0	0	0	0	1
473.3464	1	10	1	308.1	1	KECT_07071995	0	0	0	0	2
475.0297	1	10	1	320.9	1	KECT_07071995	0	0	0	0	3
476.2296	1	10	1	288.9	1	KECT_07071995	0	0	0	0	4
477.9629	1	10	1	299.6	1	KECT_07071995	0	0	0	0	5
479.5795	1	10	1	411	1	KECT_07071995	0	0	0	0	6
482.5293	1	10	1	309.2	1	KECT_07071995	0	0	0	0	7
483.9293	1	10	1	333.2	1	KECT_07071995	0	0	0	0	8
485.0792	1	10	1	367.2	1	KECT_07071995	0	0	0	0	9
486.1292	1	10	1	645.2	1	KECT_07071995	0	0	0	0	10
487.3958	1	10	1	386.6	1	KECT_07071995	0	0	0	0	11
489.1124	1	10	1	350	1	KECT_07071995	0	0	0	0	12
490.5457	1	10	1	356.7	1	KECT_07071995	0	0	0	0	13
492.3456	1	21	-99	-99	1	KECT_07071995	0	0	0	0	0
494.1455	1	10	1	356.9	1	KECT_07071995	0	0	0	0	1
495.6787	1	21	1	327.7	1	KECT_07071995	0	0	0	0	0
497.212	1	10	1	410.4	1	KECT_07071995	0	0	0	0	1
498.412	1	10	1	378.3	1	KECT_07071995	0	0	0	0	2
499.8953	1	10	1	319	1	KECT_07071995	0	0	0	0	3
501.2785	1	10	1	391.9	1	KECT_07071995	0	0	0	0	4
503.0451	1	10	1	353.2	1	KECT_07071995	0	0	0	0	5
504.5284	1	21	-99	-99	1	KECT_07071995	0	0	0	0	0
506.0117	1	10	1	506.6	1	KECT_07071995	0	0	0	0	1
507.1449	1	10	1	429.4	1	KECT_07071995	0	0	0	0	2
508.5116	1	10	1	374.8	1	KECT_07071995	0	0	0	0	3
509.6948	1	21	-99	-99	1	KECT_07071995	0	0	0	0	0
510.8781	1	10	1	376.2	1	KECT_07071995	0	0	0	0	1
512.578	1	10	1	324.3	1	KECT_07071995	0	0	0	0	2
514.128	1	10	1	422.3	1	KECT_07071995	0	0	0	0	3
515.4946	1	21	-99	-99	1	KECT_07071995	0	0	0	0	0
516.8612	1	10	1	409.1	1	KECT_07071995	0	0	0	0	1
518.3611	1	10	1	349.1	1	KECT_07071995	0	0	0	0	2
520.0444	1	10	1	345.8	1	KECT_07071995	0	0	0	0	3
521.5443	1	21	-99	-99	1	KECT_07071995	0	0	0	0	0
523.0443	1	10	1	545.9	1	KECT_07071995	0	0	0	0	1
524.3109	1	21	1	319.3	1	KECT_07071995	0	0	0	0	0
30.732	1	10	1	432.9	1	KFMR_08011976	0	0	0	0	1
31.5987	1	10	1	414.2	1	KFMR_08011976	0	0	0	0	2
33.2486	1	10	1	332.3	1	KFMR_08011976	0	0	0	0	3
35.0652	1	21	-99	-99	1	KFMR_08011976	0	0	0	0	0
36.8818	1	10	-99	-99	1	KFMR_08011976	0	0	0	0	1
38.3984	1	10	1	318.4	1	KFMR_08011976	0	0	0	0	2
39.6983	1	10	1	410.5	1	KFMR_08011976	0	0	0	0	3
41.5316	1	10	-99	-99	1	KFMR_08011976	0	0	0	0	4
43.0315	1	10	-99	-99	1	KFMR_08011976	0	0	0	0	5
44.5314	1	10	1	409.4	1	KFMR_08011976	0	0	0	0	6
45.7814	1	10	1	391.4	1	KFMR_08011976	0	0	0	0	7
47.3313	1	21	-99	-99	1	KFMR_08011976	0	0	0	0	0
48.8813	1	10	1	251.4	1	KFMR_08011976	0	0	0	0	1
50.3978	1	10	1	351	1	KFMR_08011976	0	0	0	0	2
52.1811	1	10	1	279.6	1	KFMR_08011976	0	0	0	0	3
53.7477	1	21	-99	-99	1	KFMR_08011976	0	0	0	0	0
55.3143	1	10	1	282.4	1	KFMR_08011976	0	0	0	0	1
57.1309	1	10	1	433.8	1	KFMR_08011976	0	0	0	0	2
58.6975	1	10	-99	-99	1	KFMR_08011976	0	0	0	0	3
59.8141	1	10	1	358.6	1	KFMR_08011976	0	0	0	0	4
61.4141	1	10	1	358.6	1	KFMR_08011976	0	0	0	0	5
63.1473	1	21	-99	-99	1	KFMR_08011976	0	0	0	0	0
64.8639	1	10	1	284.7	1	KFMR_08011976	0	0	0	0	1
66.2638	1	10	1	340.8	1	KFMR_08011976	0	0	0	0	2
67.8471	1	10	1	341.5	1	KFMR_08011976	0	0	0	0	3
68.947	1	21	-99	-99	1	KFMR_08011976	0	0	0	0	0
70.047	1	10	1	461.6	1	KFMR_08011976	0	0	0	0	1
71.2136	1	10	1	399	1	KFMR_08011976	0	0	0	0	2
72.8469	1	10	1	477.7	1	KFMR_08011976	0	0	0	0	3
74.5802	1	21	-99	-99	1	KFMR_08011976	0	0	0	0	0
78.0967	1	10	1	395.9	1	KFMR_08011976	0	0	0	0	1
79.5133	1	10	1	323.2	1	KFMR_08011976	0	0	0	0	2
80.6299	1	10	1	374.6	1	KFMR_08011976	0	0	0	0	3
82.0965	1	10	1	380	1	KFMR_08011976	0	0	0	0	4
83.7463	1	10	1	298.2	1	KFMR_08011976	0	0	0	0	5
84.9631	1	21	1	377.4	1	KFMR_08011976	0	0	0	0	0
86.1797	1	10	1	600	1	KFMR_08011976	0	0	0	0	1
87.7129	1	21	-99	-99	1	KFMR_08011976	0	0	0	0	0
89.2462	1	10	1	302.3	1	KFMR_08011976	0	0	0	0	1
90.5295	1	10	1	363	1	KFMR_08011976	0	0	0	0	2
91.8628	1	10	1	389.6	1	KFMR_08011976	0	0	0	0	3
93.0294	1	10	1	391	1	KFMR_08011976	0	0	0	0	4
94.846	1	10	1	366.4	1	KFMR_08011976	0	0	0	0	5
96.2626	1	21	-99	-99	1	KFMR_08011976	0	0	0	0	0
97.6792	1	10	1	397.2	1	KFMR_08011976	0	0	0	0	1
98.8458	1	21	-99	-99	1	KFMR_08011976	0	0	0	0	0
100.0124	1	10	1	320	1	KFMR_08011976	0	0	0	0	1
101.4457	1	21	-99	-99	1	KFMR_08011976	0	0	0	0	0
102.879	1	10	1	301.4	1	KFMR_08011976	0	0	0	0	1
104.3789	1	10	1	401.5	1	KFMR_08011976	0	0	0	0	2
106.0621	1	10	1	414.2	1	KFMR_08011976	0	0	0	0	3
107.8121	1	21	-99	-99	1	KFMR_08011976	0	0	0	0	0
109.562	1	10	1	322.3	1	KFMR_08011976	0	0	0	0	1
111.0119	1	10	1	296.4	1	KFMR_08011976	0	0	0	0	2
112.5952	1	10	1	393.1	1	KFMR_08011976	0	0	0	0	3
113.9785	1	21	-99	-99	1	KFMR_08011976	0	0	0	0	0
115.3618	1	10	1	298.4	1	KFMR_08011976	0	0	0	0	1
116.6117	1	10	1	312.5	1	KFMR_08011976	0	0	0	0	2
118.3283	1	10	1	419.9	1	KFMR_08011976	0	0	0	0	3
119.7949	1	10	1	345.3	1	KFMR_08011976	0	0	0	0	4
122.5114	1	10	1	380.8	1	KFMR_08011976	0	0	0	0	5
123.8114	1	10	1	344.8	1	KFMR_08011976	0	0	0	0	6
124.9947	1	10	1	377.5	1	KFMR_08011976	0	0	0	0	7
126.0613	1	10	1	382.9	1	KFMR_08011976	0	0	0	0	8
127.6779	1	10	1	350.2	1	KFMR_08011976	0	0	0	0	9
128.8445	1	10	1	367.6	1	KFMR_08011976	0	0	0	0	10
130.2444	1	10	1	343.8	1	KFMR_08011976	0	0	0	0	11
131.6444	1	21	-99	-99	1	KFMR_08011976	0	0	0	0	0
133.0443	1	10	1	247.8	1	KFMR_08011976	0	0	0	0	1
134.5109	1	10	1	317.2	1	KFMR_08011976	0	0	0	0	2
136.2775	1	10	1	294.6	1	KFMR_08011976	0	0	0	0	3
137.3608	1	21	-99	-99	1	KFMR_08011976	0	0	0	0	0
138.4441	1	10	1	304	1	KFMR_08011976	0	0	0	0	1
139.744	1	10	1	284	1	KFMR_08011976	0	0	0	0	2
141.294	1	10	1	286	1	KFMR_08011976	0	0	0	0	3
142.4939	1	10	1	302.1	1	KFMR_08011976	0	0	0	0	4
144.3439	1	10	1	372.1	1	KFMR_08011976	0	0	0	0	5
146.0604	1	21	-99	-99	1	KFMR_08011976	0	0	0	0	0
147.7937	1	10	1	298.3	1	KFMR_08011976	0	0	0	0	1
148.9269	1	10	1	301.1	1	KFMR_08011976	0	0	0	0	2
150.1103	1	10	1	285.7	1	KFMR_08011976	0	0	0	0	3
151.7102	1	21	-99	-99	1	KFMR_08011976	0	0	0	0	0
153.3101	1	10	1	269.9	1	KFMR_08011976	0	0	0	0	1
154.3934	1	21	-99	-99	1	KFMR_08011976	0	0	0	0	0
155.4767	1	10	1	311.3	1	KFMR_08011976	0	0	0	0	1
156.9766	1	21	1	267.3	1	KFMR_08011976	0	0	0	0	0
158.4766	1	10	-99	-99	1	KFMR_08011976	0	0	0	0	1
160.2765	1	10	1	311.4	1	KFMR_08011976	0	0	0	0	2
161.4931	1	10	1	310.8	1	KFMR_08011976	0	0	0	0	3
162.6431	1	10	1	360.8	1	KFMR_08011976	0	0	0	0	4
165.043	1	10	1	408.8	1	KFMR_08011976	0	0	0	0	5
165.9763	1	10	1	435.6	1	KFMR_08011976	0	0	0	0	6
167.1429	1	10	1	436.9	1	KFMR_08011976	0	0	0	0	7
168.6428	1	10	1	409.1	1	KFMR_08011976	0	0	0	0	8
170.3594	1	10	1	388.4	1	KFMR_08011976	0	0	0	0	9
171.7427	1	10	1	381.1	1	KFMR_08011976	0	0	0	0	10
173.026	1	10	1	345.9	1	KFMR_08011976	0	0	0	0	11
174.2259	1	21	1	345.9	1	KFMR_08011976	0	0	0	0	0
175.4259	1	10	1	265.9	1	KFMR_08011976	0	0	0	0	1
176.5258	1	10	1	350	1	KFMR_08011976	0	0	0	0	2
177.6424	1	10	1	353.4	1	KFMR_08011976	0	0	0	0	3
178.9924	1	21	1	363.4	1	KFMR_08011976	0	0	0	0	0
180.3423	1	10	1	405.5	1	KFMR_08011976	0	0	0	0	1
182.1422	1	10	1	365.5	1	KFMR_08011976	0	0	0	0	2
183.8088	1	10	1	346.9	1	KFMR_08011976	0	0	0	0	3
185.4254	1	10	1	330.3	1	KFMR_08011976	0	0	0	0	4
186.642	1	10	1	425.7	1	KFMR_08011976	0	0	0	0	5
188.092	1	10	1	415.7	1	KFMR_08011976	0	0	0	0	6
189.7752	1	10	1	364.5	1	KFMR_08011976	0	0	0	0	7
191.6418	1	21	-99	-99	1	KFMR_08011976	0	0	0	0	0
193.5084	1	10	1	359.3	1	KFMR_08011976	0	0	0	0	1
194.7917	1	10	1	291.9	1	KFMR_08011976	0	0	0	0	2
196.4916	1	10	1	432.1	1	KFMR_08011976	0	0	0	0	3
198.1249	1	10	1	366.7	1	KFMR_08011976	0	0	0	0	4
199.2915	1	10	1	352.1	1	KFMR_08011976	0	0	0	0	5
200.8748	1	21	-99	-99	1	KFMR_08011976	0	0	0	0	0
202.458	1	10	1	305.6	1	KFMR_08011976	0	0	0	0	1
203.958	1	10	1	293.6	1	KFMR_08011976	0	0	0	0	2
205.7745	1	10	1	349	1	KFMR_08011976	0	0	0	0	3
206.8912	1	21	-99	-99	1	KFMR_08011976	0	0	0	0	0
209.0077	1	10	1	299.8	1	KFMR_08011976	0	0	0	0	1
210.0744	1	21	-99	-99	1	KFMR_08011976	0	0	0	0	0
211.141	1	10	1	342.5	1	KFMR_08011976	0	0	0	0	1
212.5075	1	10	1	352	1	KFMR_08011976	0	0	0	0	2
213.6909	1	10	1	272.6	1	KFMR_08011976	0	0	0	0	3
215.3241	1	21	-99	-99	1	KFMR_08011976	0	0	0	0	0
216.9574	1	10	1	366	1	KFMR_08011976	0	0	0	0	1
218.6073	1	10	1	348.2	1	KFMR_08011976	0	0	0	0	2
220.1239	1	10	1	351.5	1	KFMR_08011976	0	0	0	0	3
221.5239	1	21	-99	-99	1	KFMR_08011976	0	0	0	0	0
222.9238	1	10	1	319.6	1	KFMR_08011976	0	0	0	0	1
224.3238	1	10	1	295.6	1	KFMR_08011976	0	0	0	0	2
226.0737	1	10	1	353.7	1	KFMR_08011976	0	0	0	0	3
227.7736	1	21	-99	-99	1	KFMR_08011976	0	0	0	0	0
229.4735	1	10	1	329.9	1	KFMR_08011976	0	0	0	0	1
230.6735	1	10	1	313.9	1	KFMR_08011976	0	0	0	0	2
231.8234	1	10	1	348	1	KFMR_08011976	0	0	0	0	3
233.4567	1	10	1	362.6	1	KFMR_08011976	0	0	0	0	4
235.0733	1	10	1	362	1	KFMR_08011976	0	0	0	0	5
236.6732	1	21	-99	-99	1	KFMR_08011976	0	0	0	0	0
238.2732	1	10	1	394.1	1	KFMR_08011976	0	0	0	0	1
239.8898	1	10	1	313.5	1	KFMR_08011976	0	0	0	0	2
241.123	1	10	1	328.2	1	KFMR_08011976	0	0	0	0	3
242.5896	1	10	1	349.6	1	KFMR_08011976	0	0	0	0	4
244.0229	1	10	1	372.4	1	KFMR_08011976	0	0	0	0	5
245.6562	1	10	1	371	1	KFMR_08011976	0	0	0	0	6
246.7228	1	10	1	488.4	1	KFMR_08011976	0	0	0	0	7
248.0061	1	21	-99	-99	1	KFMR_08011976	0	0	0	0	0
249.2894	1	10	1	337.8	1	KFMR_08011976	0	0	0	0	1
251.1226	1	10	1	360.6	1	KFMR_08011976	0	0	0	0	2
297.7206	1	10	2	482.2	1	KFMR_08011976	0	0	0	0	3
298.6372	1	10	2	349.7	1	KFMR_08011976	0	0	0	0	4
300.4872	1	10	2	339.6	1	KFMR_08011976	0	0	0	0	5
302.0204	1	10	2	342.4	1	KFMR_08011976	0	0	0	0	6
303.5704	1	10	2	344.4	1	KFMR_08011976	0	0	0	0	7
305.4036	1	21	-99	-99	1	KFMR_08011976	0	0	0	0	0
307.2369	1	10	2	293.9	1	KFMR_08011976	0	0	0	0	1
308.3701	1	10	2	360.7	1	KFMR_08011976	0	0	0	0	2
310.2034	1	10	2	303.4	1	KFMR_08011976	0	0	0	0	3
311.32	1	10	2	370.7	1	KFMR_08011976	0	0	0	0	4
313.1366	1	10	2	426.1	1	KFMR_08011976	0	0	0	0	5
314.2699	1	10	2	412.8	1	KFMR_08011976	0	0	0	0	6
315.8032	1	10	2	367.5	1	KFMR_08011976	0	0	0	0	7
317.4031	1	21	-99	-99	1	KFMR_08011976	0	0	0	0	0
319.003	1	10	2	255.6	1	KFMR_08011976	0	0	0	0	1
320.5196	1	10	2	307.1	1	KFMR_08011976	0	0	0	0	2
322.3195	1	10	2	331.2	1	KFMR_08011976	0	0	0	0	3
323.4195	1	21	-99	-99	1	KFMR_08011976	0	0	0	0	0
324.5195	1	10	2	275.1	1	KFMR_08011976	0	0	0	0	1
326.0194	1	10	2	327.2	1	KFMR_08011976	0	0	0	0	2
327.2193	1	10	2	327.3	1	KFMR_08011976	0	0	0	0	3
328.5193	1	10	2	419.3	1	KFMR_08011976	0	0	0	0	4
330.3192	1	10	2	363.4	1	KFMR_08011976	0	0	0	0	5
331.6692	1	10	2	373.4	1	KFMR_08011976	0	0	0	0	6
333.1691	1	10	2	377.5	1	KFMR_08011976	0	0	0	0	7
334.919	1	21	-99	-99	1	KFMR_08011976	0	0	0	0	0
336.6689	1	10	2	333.6	1	KFMR_08011976	0	0	0	0	1
337.9189	1	10	2	299.7	1	KFMR_08011976	0	0	0	0	2
339.3188	1	10	2	323.7	1	KFMR_08011976	0	0	0	0	3
340.6188	1	10	2	319.7	1	KFMR_08011976	0	0	0	0	4
343.602	1	10	2	376.5	1	KFMR_08011976	0	0	0	0	5
344.7686	1	21	-99	-99	1	KFMR_08011976	0	0	0	0	0
345.9352	1	10	2	283.3	1	KFMR_08011976	0	0	0	0	1
347.4018	1	10	2	352.7	1	KFMR_08011976	0	0	0	0	2
348.9351	1	10	2	307.4	1	KFMR_08011976	0	0	0	0	3
350.635	1	10	2	319.4	1	KFMR_08011976	0	0	0	0	4
351.785	1	10	2	417.5	1	KFMR_08011976	0	0	0	0	5
353.1016	1	21	-99	-99	1	KFMR_08011976	0	0	0	0	0
354.4182	1	10	2	264.2	1	KFMR_08011976	0	0	0	0	1
355.7348	1	21	-99	-99	1	KFMR_08011976	0	0	0	0	0
357.0514	1	10	2	287	1	KFMR_08011976	0	0	0	0	1
358.668	1	21	2	286.4	1	KFMR_08011976	0	0	0	0	0
360.2846	1	10	2	333.8	1	KFMR_08011976	0	0	0	0	1
361.9012	1	21	-99	-99	1	KFMR_08011976	0	0	0	0	0
363.5178	1	10	2	412.6	1	KFMR_08011976	0	0	0	0	1
364.7511	1	10	2	331.2	1	KFMR_08011976	0	0	0	0	2
365.9677	1	10	2	362.7	1	KFMR_08011976	0	0	0	0	3
367.6343	1	10	2	408	1	KFMR_08011976	0	0	0	0	4
368.8009	1	10	2	473.4	1	KFMR_08011976	0	0	0	0	5
370.0008	1	10	2	377.5	1	KFMR_08011976	0	0	0	0	6
371.5341	1	10	2	396.2	1	KFMR_08011976	0	0	0	0	7
372.7341	1	21	-99	-99	1	KFMR_08011976	0	0	0	0	0
373.934	1	10	2	316.2	1	KFMR_08011976	0	0	0	0	1
375.3339	1	10	2	356.4	1	KFMR_08011976	0	0	0	0	2
376.6172	1	10	2	353.1	1	KFMR_08011976	0	0	0	0	3
378.1838	1	10	2	322.5	1	KFMR_08011976	0	0	0	0	4
379.4004	1	10	2	369.8	1	KFMR_08011976	0	0	0	0	5
381.2337	1	21	-99	-99	1	KFMR_08011976	0	0	0	0	0
383.067	1	10	2	367.2	1	KFMR_08011976	0	0	0	0	1
384.7502	1	10	2	444	1	KFMR_08011976	0	0	0	0	2
387.4834	1	10	2	334.8	1	KFMR_08011976	0	0	0	0	3
388.6	1	21	-99	-99	1	KFMR_08011976	0	0	0	0	0
389.7167	1	10	2	325.5	1	KFMR_08011976	0	0	0	0	1
391.3333	1	21	-99	-99	1	KFMR_08011976	0	0	0	0	0
392.9499	1	10	2	260.2	1	KFMR_08011976	0	0	0	0	1
394.5998	1	10	2	322.3	1	KFMR_08011976	0	0	0	0	2
395.8831	1	10	2	367	1	KFMR_08011976	0	0	0	0	3
397.283	1	21	-99	-99	1	KFMR_08011976	0	0	0	0	0
398.6829	1	10	2	335.2	1	KFMR_08011976	0	0	0	0	1
400.4495	1	10	2	344.6	1	KFMR_08011976	0	0	0	0	2
402.1661	1	10	2	324	1	KFMR_08011976	0	0	0	0	3
403.3661	1	10	2	387.9	1	KFMR_08011976	0	0	0	0	4
405.0827	1	10	2	335.4	1	KFMR_08011976	0	0	0	0	5
406.6326	1	10	2	353.4	1	KFMR_08011976	0	0	0	0	6
408.2159	1	10	2	322.1	1	KFMR_08011976	0	0	0	0	7
410.0158	1	21	-99	-99	1	KFMR_08011976	0	0	0	0	0
411.8157	1	10	2	354.3	1	KFMR_08011976	0	0	0	0	1
413.3156	1	10	2	326.4	1	KFMR_08011976	0	0	0	0	2
414.9989	1	10	2	371	1	KFMR_08011976	0	0	0	0	3
416.5988	1	10	2	307.1	1	KFMR_08011976	0	0	0	0	4
417.8654	1	10	2	368.6	1	KFMR_08011976	0	0	0	0	5
419.6821	1	10	2	439.8	1	KFMR_08011976	0	0	0	0	6
421.132	1	10	2	365.9	1	KFMR_08011976	0	0	0	0	7
422.5152	1	21	-99	-99	1	KFMR_08011976	0	0	0	0	0
423.8985	1	10	2	431.4	1	KFMR_08011976	0	0	0	0	1
425.0152	1	10	2	354.7	1	KFMR_08011976	0	0	0	0	2
426.5818	1	10	2	340	1	KFMR_08011976	0	0	0	0	3
427.765	1	10	2	340.9	1	KFMR_08011976	0	0	0	0	4
429.4983	1	10	2	351.7	1	KFMR_08011976	0	0	0	0	5
431.2149	1	10	2	443	1	KFMR_08011976	0	0	0	0	6
434.798	1	10	2	315.8	1	KFMR_08011976	0	0	0	0	7
436.2313	1	10	2	402.5	1	KFMR_08011976	0	0	0	0	8
437.9979	1	10	2	363.9	1	KFMR_08011976	0	0	0	0	9
439.3645	1	10	2	405.2	1	KFMR_08011976	0	0	0	0	10
441.0145	1	10	2	387.3	1	KFMR_08011976	0	0	0	0	11
442.2311	1	10	2	514.7	1	KFMR_08011976	0	0	0	0	12
444.081	1	10	2	376.8	1	KFMR_08011976	0	0	0	0	13
445.4143	1	21	-99	-99	1	KFMR_08011976	0	0	0	0	0
446.7476	1	10	2	398.2	1	KFMR_08011976	0	0	0	0	1
447.8808	1	21	2	320.9	1	KFMR_08011976	0	0	0	0	0
449.0141	1	10	2	3.6	1	KFMR_08011976	0	0	0	0	1
450.5974	1	21	-99	-99	1	KFMR_08011976	0	0	0	0	0
452.1807	1	10	2	309	1	KFMR_08011976	0	0	0	0	1
453.4139	1	10	2	355.8	1	KFMR_08011976	0	0	0	0	2
454.7806	1	10	2	349.1	1	KFMR_08011976	0	0	0	0	3
456.1638	1	21	-99	-99	1	KFMR_08011976	0	0	0	0	0
457.5471	1	10	2	318.5	1	KFMR_08011976	0	0	0	0	1
458.7637	1	10	2	366	1	KFMR_08011976	0	0	0	0	2
460.2636	1	10	2	354	1	KFMR_08011976	0	0	0	0	3
461.6303	1	21	-99	-99	1	KFMR_08011976	0	0	0	0	0
462.9969	1	10	2	372.7	1	KFMR_08011976	0	0	0	0	1
464.5635	1	10	2	358.1	1	KFMR_08011976	0	0	0	0	2
465.9634	1	10	2	318.1	1	KFMR_08011976	0	0	0	0	3
467.48	1	21	-99	-99	1	KFMR_08011976	0	0	0	0	0
468.9966	1	10	2	405	1	KFMR_08011976	0	0	0	0	1
470.5299	1	10	2	359.6	1	KFMR_08011976	0	0	0	0	2
471.8298	1	10	2	371.7	1	KFMR_08011976	0	0	0	0	3
472.9964	1	21	-99	-99	1	KFMR_08011976	0	0	0	0	0
474.1631	1	10	2	486.4	1	KFMR_08011976	0	0	0	0	1
475.7963	1	10	2	325.2	1	KFMR_08011976	0	0	0	0	2
478.2962	1	10	2	385.3	1	KFMR_08011976	0	0	0	0	3
479.6961	1	10	2	361.4	1	KFMR_08011976	0	0	0	0	4
480.7961	1	10	2	349.4	1	KFMR_08011976	0	0	0	0	5
482.4627	1	10	2	394.8	1	KFMR_08011976	0	0	0	0	6
483.546	1	10	2	607.5	1	KFMR_08011976	0	0	0	0	7
485.1292	1	10	2	400.3	1	KFMR_08011976	0	0	0	0	8
486.4125	1	10	2	348.9	1	KFMR_08011976	0	0	0	0	9
487.5291	1	21	-99	-99	1	KFMR_08011976	0	0	0	0	0
488.6458	1	10	2	403.6	1	KFMR_08011976	0	0	0	0	1
489.779	1	10	2	294.4	1	KFMR_08011976	0	0	0	0	2
490.929	1	10	2	360.4	1	KFMR_08011976	0	0	0	0	3
492.1123	1	10	2	329.1	1	KFMR_08011976	0	0	0	0	4
493.8789	1	10	2	338.4	1	KFMR_08011976	0	0	0	0	5
495.3788	1	10	2	374.6	1	KFMR_08011976	0	0	0	0	6
497.0453	1	10	2	372	1	KFMR_08011976	0	0	0	0	7
498.4953	1	21	-99	-99	1	KFMR_08011976	0	0	0	0	0
499.9453	1	10	2	320	1	KFMR_08011976	0	0	0	0	1
501.6119	1	10	2	397.5	1	KFMR_08011976	0	0	0	0	2
503.1118	1	10	2	401.5	1	KFMR_08011976	0	0	0	0	3
504.1784	1	10	2	326.9	1	KFMR_08011976	0	0	0	0	4
505.645	1	10	2	380.3	1	KFMR_08011976	0	0	0	0	5
507.0783	1	21	-99	-99	1	KFMR_08011976	0	0	0	0	0
508.5116	1	10	2	313.6	1	KFMR_08011976	0	0	0	0	1
509.9615	1	10	2	287.7	1	KFMR_08011976	0	0	0	0	2
511.5114	1	10	2	289.8	1	KFMR_08011976	0	0	0	0	3
512.8614	1	10	2	299.8	1	KFMR_08011976	0	0	0	0	4
514.3447	1	10	2	352.5	1	KFMR_08011976	0	0	0	0	5
515.8279	1	21	-99	-99	1	KFMR_08011976	0	0	0	0	0
517.3112	1	10	2	330	1	KFMR_08011976	0	0	0	0	1
518.8278	1	10	2	381.4	1	KFMR_08011976	0	0	0	0	2
33.2819	1	10	2	567.4	1	KXMS_13061971	0	0	0	0	1
34.2152	1	10	2	482.1	1	KXMS_13061971	0	0	0	0	2
35.4818	1	10	2	383.5	1	KXMS_13061971	0	0	0	0	3
37.2984	1	21	-99	-99	1	KXMS_13061971	0	0	0	0	0
39.115	1	10	2	350.2	1	KXMS_13061971	0	0	0	0	1
40.9483	1	10	2	388.9	1	KXMS_13061971	0	0	0	0	2
42.6815	1	10	2	383.7	1	KXMS_13061971	0	0	0	0	3
43.8148	1	10	2	418.4	1	KXMS_13061971	0	0	0	0	4
45.3814	1	10	2	387.8	1	KXMS_13061971	0	0	0	0	5
47.048	1	10	2	513.2	1	KXMS_13061971	0	0	0	0	6
48.1813	1	10	2	419.9	1	KXMS_13061971	0	0	0	0	7
49.2646	1	21	-99	-99	1	KXMS_13061971	0	0	0	0	0
50.3479	1	10	2	397.2	1	KXMS_13061971	0	0	0	0	1
51.8478	1	10	2	353.3	1	KXMS_13061971	0	0	0	0	2
53.5144	1	10	2	398.7	1	KXMS_13061971	0	0	0	0	3
54.8477	1	21	2	409.4	1	KXMS_13061971	0	0	0	0	0
56.181	1	10	2	436.1	1	KXMS_13061971	0	0	0	0	1
