onset	duration	value	response	rt	good	SU	misport_code	misport_port	misport_time	misport_time_error	seq
35.5649	1	10	1	389.4	1	AAAS_13071969	0	0	0	0	1
36.9649	1	10	1	317.6	1	AAAS_13071969	0	0	0	0	2
38.1315	1	10	1	255.2	1	AAAS_13071969	0	0	0	0	3
39.5814	1	10	1	293.5	1	AAAS_13071969	0	0	0	0	4
40.7314	1	10	1	295.7	1	AAAS_13071969	0	0	0	0	5
41.7647	1	21	-99	-99	1	AAAS_13071969	0	0	0	0	0
42.798	1	10	1	453.4	1	AAAS_13071969	0	0	0	0	1
44.3146	1	21	-99	-99	1	AAAS_13071969	0	0	0	0	0
45.8312	1	10	1	316.6	1	AAAS_13071969	0	0	0	0	1
47.3145	1	10	1	401.7	1	AAAS_13071969	0	0	0	0	2
48.7477	1	10	1	328.7	1	AAAS_13071969	0	0	0	0	3
49.881	1	10	1	347.5	1	AAAS_13071969	0	0	0	0	4
51.5476	1	10	1	441.2	1	AAAS_13071969	0	0	0	0	5
52.7142	1	10	1	378.8	1	AAAS_13071969	0	0	0	0	6
54.4475	1	10	1	293.7	1	AAAS_13071969	0	0	0	0	7
56.114	1	21	1	291.5	1	AAAS_13071969	0	0	0	0	0
57.7807	1	10	1	449.1	1	AAAS_13071969	0	0	0	0	1
59.4806	1	21	1	317.4	1	AAAS_13071969	0	0	0	0	0
61.1805	1	10	-99	-99	1	AAAS_13071969	0	0	0	0	1
62.5638	1	10	1	290.7	1	AAAS_13071969	0	0	0	0	2
64.1804	1	10	1	354.4	1	AAAS_13071969	0	0	0	0	3
65.347	1	10	1	324	1	AAAS_13071969	0	0	0	0	4
66.9969	1	10	1	402.3	1	AAAS_13071969	0	0	0	0	5
68.5969	1	10	1	434.5	1	AAAS_13071969	0	0	0	0	6
69.6968	1	10	1	310.8	1	AAAS_13071969	0	0	0	0	7
70.9301	1	21	1	277.6	1	AAAS_13071969	0	0	0	0	0
72.1634	1	10	1	388.6	1	AAAS_13071969	0	0	0	0	1
73.4467	1	10	1	337.5	1	AAAS_13071969	0	0	0	0	2
74.9966	1	10	1	387.9	1	AAAS_13071969	0	0	0	0	3
76.5299	1	21	1	310.8	1	AAAS_13071969	0	0	0	0	0
79.3964	1	10	1	564.8	1	AAAS_13071969	0	0	0	0	1
80.463	1	10	1	298.3	1	AAAS_13071969	0	0	0	0	2
81.913	1	10	1	432.5	1	AAAS_13071969	0	0	0	0	3
82.9796	1	21	-99	-99	1	AAAS_13071969	0	0	0	0	0
84.0462	1	10	1	299.7	1	AAAS_13071969	0	0	0	0	1
85.8128	1	10	1	517.4	1	AAAS_13071969	0	0	0	0	2
87.4127	1	10	1	293.7	1	AAAS_13071969	0	0	0	0	3
89.1293	1	10	1	449.3	1	AAAS_13071969	0	0	0	0	4
90.2126	1	10	1	454.2	1	AAAS_13071969	0	0	0	0	5
91.9959	1	10	1	415.2	1	AAAS_13071969	0	0	0	0	6
93.0458	1	10	1	421.5	1	AAAS_13071969	0	0	0	0	7
94.5291	1	21	1	282.4	1	AAAS_13071969	0	0	0	0	0
96.0124	1	10	1	447.4	1	AAAS_13071969	0	0	0	0	1
97.0789	1	10	1	373	1	AAAS_13071969	0	0	0	0	2
98.2289	1	10	-99	-99	1	AAAS_13071969	0	0	0	0	3
99.8955	1	10	1	372.8	1	AAAS_13071969	0	0	0	0	4
101.0455	1	10	1	391	1	AAAS_13071969	0	0	0	0	5
102.3288	1	21	-99	-99	1	AAAS_13071969	0	0	0	0	0
103.612	1	10	-99	-99	1	AAAS_13071969	0	0	0	0	1
104.962	1	10	1	427.2	1	AAAS_13071969	0	0	0	0	2
106.6119	1	10	1	281.5	1	AAAS_13071969	0	0	0	0	3
107.7285	1	10	1	301	1	AAAS_13071969	0	0	0	0	4
109.3451	1	10	1	524.7	1	AAAS_13071969	0	0	0	0	5
110.7451	1	21	1	292.9	1	AAAS_13071969	0	0	0	0	0
112.145	1	10	1	397.3	1	AAAS_13071969	0	0	0	0	1
113.3616	1	10	1	428.8	1	AAAS_13071969	0	0	0	0	2
115.1116	1	10	1	311.1	1	AAAS_13071969	0	0	0	0	3
116.1615	1	21	-99	-99	1	AAAS_13071969	0	0	0	0	0
117.2115	1	10	1	307.5	1	AAAS_13071969	0	0	0	0	1
118.2781	1	21	-99	-99	1	AAAS_13071969	0	0	0	0	0
120.5113	1	10	1	336.2	1	AAAS_13071969	0	0	0	0	1
121.5113	1	10	1	392.4	1	AAAS_13071969	0	0	0	0	2
123.0446	1	10	1	315.4	1	AAAS_13071969	0	0	0	0	3
124.8278	1	10	1	420.4	1	AAAS_13071969	0	0	0	0	4
126.1944	1	10	1	446	1	AAAS_13071969	0	0	0	0	5
127.411	1	21	-99	-99	1	AAAS_13071969	0	0	0	0	0
128.6277	1	10	1	429.1	1	AAAS_13071969	0	0	0	0	1
129.7609	1	10	1	400.1	1	AAAS_13071969	0	0	0	0	2
131.1775	1	10	1	471.7	1	AAAS_13071969	0	0	0	0	3
132.9441	1	10	1	561.4	1	AAAS_13071969	0	0	0	0	4
134.7607	1	10	1	313	1	AAAS_13071969	0	0	0	0	5
136.4273	1	21	-99	-99	1	AAAS_13071969	0	0	0	0	0
138.0939	1	10	1	292.4	1	AAAS_13071969	0	0	0	0	1
139.7438	1	10	1	402.8	1	AAAS_13071969	0	0	0	0	2
140.7938	1	10	1	360.9	1	AAAS_13071969	0	0	0	0	3
142.5271	1	10	1	275.9	1	AAAS_13071969	0	0	0	0	4
144.1603	1	10	1	275	1	AAAS_13071969	0	0	0	0	5
145.8936	1	21	1	333.9	1	AAAS_13071969	0	0	0	0	0
147.6268	1	10	1	345	1	AAAS_13071969	0	0	0	0	1
149.4434	1	10	1	384.7	1	AAAS_13071969	0	0	0	0	2
150.4934	1	10	1	422.8	1	AAAS_13071969	0	0	0	0	3
151.6267	1	10	1	377.7	1	AAAS_13071969	0	0	0	0	4
152.7433	1	10	1	397.3	1	AAAS_13071969	0	0	0	0	5
154.2599	1	21	-99	-99	1	AAAS_13071969	0	0	0	0	0
155.7765	1	10	1	276.6	1	AAAS_13071969	0	0	0	0	1
157.1764	1	10	1	348.9	1	AAAS_13071969	0	0	0	0	2
158.2264	1	10	1	355	1	AAAS_13071969	0	0	0	0	3
159.2763	1	10	1	377.3	1	AAAS_13071969	0	0	0	0	4
160.593	1	10	1	468.8	1	AAAS_13071969	0	0	0	0	5
162.3095	1	21	-99	-99	1	AAAS_13071969	0	0	0	0	0
165.6427	1	10	1	315.9	1	AAAS_13071969	0	0	0	0	1
166.9093	1	10	1	265.5	1	AAAS_13071969	0	0	0	0	2
168.0593	1	10	1	411.7	1	AAAS_13071969	0	0	0	0	3
169.6259	1	10	1	269.3	1	AAAS_13071969	0	0	0	0	4
170.8425	1	10	1	412.9	1	AAAS_13071969	0	0	0	0	5
172.5424	1	10	1	441.3	1	AAAS_13071969	0	0	0	0	6
173.6757	1	10	1	444.2	1	AAAS_13071969	0	0	0	0	7
175.3757	1	21	-99	-99	1	AAAS_13071969	0	0	0	0	0
177.0756	1	10	1	292.8	1	AAAS_13071969	0	0	0	0	1
178.1755	1	10	1	457	1	AAAS_13071969	0	0	0	0	2
179.8921	1	10	-99	-99	1	AAAS_13071969	0	0	0	0	3
181.2087	1	10	1	272.3	1	AAAS_13071969	0	0	0	0	4
182.642	1	10	1	263.2	1	AAAS_13071969	0	0	0	0	5
184.1253	1	10	1	316.2	1	AAAS_13071969	0	0	0	0	6
185.7086	1	10	1	317.2	1	AAAS_13071969	0	0	0	0	7
186.9585	1	21	-99	-99	1	AAAS_13071969	0	0	0	0	0
188.2084	1	10	1	409.7	1	AAAS_13071969	0	0	0	0	1
189.875	1	10	1	423.4	1	AAAS_13071969	0	0	0	0	2
190.9083	1	10	1	446.3	1	AAAS_13071969	0	0	0	0	3
191.9916	1	21	-99	-99	1	AAAS_13071969	0	0	0	0	0
193.0749	1	10	1	280	1	AAAS_13071969	0	0	0	0	1
194.8915	1	10	1	271.7	1	AAAS_13071969	0	0	0	0	2
196.2414	1	10	1	378	1	AAAS_13071969	0	0	0	0	3
197.4914	1	10	1	552.2	1	AAAS_13071969	0	0	0	0	4
198.7913	1	10	1	420.5	1	AAAS_13071969	0	0	0	0	5
200.5079	1	21	-99	-99	1	AAAS_13071969	0	0	0	0	0
202.2245	1	10	1	331.8	1	AAAS_13071969	0	0	0	0	1
203.7411	1	10	1	415.5	1	AAAS_13071969	0	0	0	0	2
204.9077	1	10	1	369	1	AAAS_13071969	0	0	0	0	3
206.4077	1	10	1	389.3	1	AAAS_13071969	0	0	0	0	4
209.1242	1	10	1	617.2	1	AAAS_13071969	0	0	0	0	5
210.2075	1	21	-99	-99	1	AAAS_13071969	0	0	0	0	0
211.2908	1	10	1	306.9	1	AAAS_13071969	0	0	0	0	1
212.3741	1	10	1	407.8	1	AAAS_13071969	0	0	0	0	2
214.0073	1	10	1	374.9	1	AAAS_13071969	0	0	0	0	3
215.174	1	10	1	360.3	1	AAAS_13071969	0	0	0	0	4
216.5572	1	10	1	321.3	1	AAAS_13071969	0	0	0	0	5
217.9905	1	10	1	360.3	1	AAAS_13071969	0	0	0	0	6
219.7904	1	10	1	336.7	1	AAAS_13071969	0	0	0	0	7
221.257	1	21	-99	-99	1	AAAS_13071969	0	0	0	0	0
222.7403	1	10	1	347.2	1	AAAS_13071969	0	0	0	0	1
223.9569	1	10	1	362.8	1	AAAS_13071969	0	0	0	0	2
225.5068	1	10	1	397.1	1	AAAS_13071969	0	0	0	0	3
226.8401	1	21	-99	-99	1	AAAS_13071969	0	0	0	0	0
228.1734	1	10	1	322.9	1	AAAS_13071969	0	0	0	0	1
229.4567	1	21	-99	-99	1	AAAS_13071969	0	0	0	0	0
230.74	1	10	1	268.7	1	AAAS_13071969	0	0	0	0	1
232.5232	1	10	1	405.9	1	AAAS_13071969	0	0	0	0	2
234.1898	1	10	1	307.5	1	AAAS_13071969	0	0	0	0	3
235.2398	1	10	1	393.6	1	AAAS_13071969	0	0	0	0	4
236.7231	1	10	1	334.6	1	AAAS_13071969	0	0	0	0	5
238.3563	1	21	-99	-99	1	AAAS_13071969	0	0	0	0	0
239.9896	1	10	1	316.5	1	AAAS_13071969	0	0	0	0	1
241.5562	1	21	-99	-99	1	AAAS_13071969	0	0	0	0	0
243.1228	1	10	1	447.9	1	AAAS_13071969	0	0	0	0	1
244.3394	1	10	1	319.5	1	AAAS_13071969	0	0	0	0	2
245.4393	1	10	1	387.8	1	AAAS_13071969	0	0	0	0	3
246.8893	1	21	-99	-99	1	AAAS_13071969	0	0	0	0	0
248.3392	1	10	1	304.3	1	AAAS_13071969	0	0	0	0	1
249.9225	1	10	1	273.3	1	AAAS_13071969	0	0	0	0	2
297.8038	1	10	2	399.5	1	AAAS_13071969	0	0	0	0	3
299.2204	1	10	2	263	1	AAAS_13071969	0	0	0	0	4
300.5537	1	10	2	386	1	AAAS_13071969	0	0	0	0	5
301.6036	1	10	2	328.3	1	AAAS_13071969	0	0	0	0	6
303.1035	1	10	2	364.5	1	AAAS_13071969	0	0	0	0	7
304.2202	1	10	2	288	1	AAAS_13071969	0	0	0	0	8
305.9701	1	10	2	490.4	1	AAAS_13071969	0	0	0	0	9
307.52	1	21	-99	-99	1	AAAS_13071969	0	0	0	0	0
309.07	1	10	2	302.9	1	AAAS_13071969	0	0	0	0	1
310.7366	1	10	2	268.6	1	AAAS_13071969	0	0	0	0	2
311.7865	1	10	2	354.9	1	AAAS_13071969	0	0	0	0	3
313.5031	1	10	2	286.6	1	AAAS_13071969	0	0	0	0	4
314.7864	1	10	2	395.5	1	AAAS_13071969	0	0	0	0	5
315.9197	1	21	-99	-99	1	AAAS_13071969	0	0	0	0	0
317.0529	1	10	2	353.3	1	AAAS_13071969	0	0	0	0	1
318.4696	1	10	2	376.9	1	AAAS_13071969	0	0	0	0	2
320.2362	1	10	2	370.5	1	AAAS_13071969	0	0	0	0	3
321.3194	1	10	2	343.4	1	AAAS_13071969	0	0	0	0	4
322.986	1	10	2	325.1	1	AAAS_13071969	0	0	0	0	5
324.1527	1	10	2	342.7	1	AAAS_13071969	0	0	0	0	6
325.5526	1	10	2	399	1	AAAS_13071969	0	0	0	0	7
327.1192	1	21	-99	-99	1	AAAS_13071969	0	0	0	0	0
328.6858	1	10	2	258.2	1	AAAS_13071969	0	0	0	0	1
330.0857	1	10	2	378.5	1	AAAS_13071969	0	0	0	0	2
331.219	1	10	2	285.4	1	AAAS_13071969	0	0	0	0	3
332.4523	1	21	2	284.3	1	AAAS_13071969	0	0	0	0	0
333.6856	1	10	2	395.2	1	AAAS_13071969	0	0	0	0	1
335.1022	1	21	-99	-99	1	AAAS_13071969	0	0	0	0	0
336.5188	1	10	2	282.4	1	AAAS_13071969	0	0	0	0	1
338.2354	1	10	2	422.1	1	AAAS_13071969	0	0	0	0	2
341.2019	1	10	2	592.1	1	AAAS_13071969	0	0	0	0	3
342.2019	1	10	2	584.3	1	AAAS_13071969	0	0	0	0	4
343.8518	1	10	2	310.6	1	AAAS_13071969	0	0	0	0	5
345.6517	1	10	2	367	1	AAAS_13071969	0	0	0	0	6
347.1183	1	10	2	356.7	1	AAAS_13071969	0	0	0	0	7
348.6516	1	10	2	359.6	1	AAAS_13071969	0	0	0	0	8
350.3682	1	10	2	435.3	1	AAAS_13071969	0	0	0	0	9
351.7015	1	21	-99	-99	1	AAAS_13071969	0	0	0	0	0
353.0348	1	10	2	265	1	AAAS_13071969	0	0	0	0	1
354.468	1	10	2	320.1	1	AAAS_13071969	0	0	0	0	2
356.0846	1	10	2	415.8	1	AAAS_13071969	0	0	0	0	3
357.7346	1	21	-99	-99	1	AAAS_13071969	0	0	0	0	0
359.3845	1	10	2	268.3	1	AAAS_13071969	0	0	0	0	1
360.6511	1	10	2	346	1	AAAS_13071969	0	0	0	0	2
362.051	1	10	2	354.2	1	AAAS_13071969	0	0	0	0	3
363.2843	1	10	2	321.2	1	AAAS_13071969	0	0	0	0	4
364.7176	1	10	2	360.1	1	AAAS_13071969	0	0	0	0	5
366.4175	1	10	2	356.4	1	AAAS_13071969	0	0	0	0	6
367.8341	1	10	2	332.1	1	AAAS_13071969	0	0	0	0	7
368.9174	1	21	-99	-99	1	AAAS_13071969	0	0	0	0	0
370.0007	1	10	2	309.8	1	AAAS_13071969	0	0	0	0	1
371.3173	1	10	2	353.4	1	AAAS_13071969	0	0	0	0	2
372.8173	1	10	2	549.7	1	AAAS_13071969	0	0	0	0	3
374.6338	1	10	2	381.4	1	AAAS_13071969	0	0	0	0	4
375.9838	1	10	2	375.6	1	AAAS_13071969	0	0	0	0	5
377.767	1	10	2	368.7	1	AAAS_13071969	0	0	0	0	6
379.5003	1	10	2	363.7	1	AAAS_13071969	0	0	0	0	7
381.1336	1	21	-99	-99	1	AAAS_13071969	0	0	0	0	0
382.7668	1	10	2	297.7	1	AAAS_13071969	0	0	0	0	1
384.4334	1	21	2	295.4	1	AAAS_13071969	0	0	0	0	0
387.3166	1	10	2	388.6	1	AAAS_13071969	0	0	0	0	1
388.4499	1	10	2	663.5	1	AAAS_13071969	0	0	0	0	2
389.8665	1	10	2	495.1	1	AAAS_13071969	0	0	0	0	3
391.5165	1	21	-99	-99	1	AAAS_13071969	0	0	0	0	0
393.1664	1	10	2	443.8	1	AAAS_13071969	0	0	0	0	1
394.9163	1	21	-99	-99	1	AAAS_13071969	0	0	0	0	0
396.6662	1	10	2	400.5	1	AAAS_13071969	0	0	0	0	1
397.9495	1	10	2	413.4	1	AAAS_13071969	0	0	0	0	2
399.4161	1	10	2	435	1	AAAS_13071969	0	0	0	0	3
400.9327	1	10	2	342.6	1	AAAS_13071969	0	0	0	0	4
402.1327	1	10	2	390.8	1	AAAS_13071969	0	0	0	0	5
403.9659	1	21	2	381.9	1	AAAS_13071969	0	0	0	0	0
405.7992	1	10	2	356.9	1	AAAS_13071969	0	0	0	0	1
407.0325	1	10	2	531.8	1	AAAS_13071969	0	0	0	0	2
408.8324	1	10	2	380.2	1	AAAS_13071969	0	0	0	0	3
410.1157	1	21	-99	-99	1	AAAS_13071969	0	0	0	0	0
411.3989	1	10	2	310	1	AAAS_13071969	0	0	0	0	1
412.6156	1	10	-99	-99	1	AAAS_13071969	0	0	0	0	2
413.7988	1	10	-99	-99	1	AAAS_13071969	0	0	0	0	3
415.2654	1	10	2	332.1	1	AAAS_13071969	0	0	0	0	4
416.6321	1	10	2	405.7	1	AAAS_13071969	0	0	0	0	5
417.6987	1	10	2	475.3	1	AAAS_13071969	0	0	0	0	6
419.2153	1	10	2	430.9	1	AAAS_13071969	0	0	0	0	7
420.5152	1	21	-99	-99	1	AAAS_13071969	0	0	0	0	0
421.8152	1	10	2	311.4	1	AAAS_13071969	0	0	0	0	1
423.4651	1	10	2	325.7	1	AAAS_13071969	0	0	0	0	2
425.1817	1	10	2	337.4	1	AAAS_13071969	0	0	0	0	3
426.565	1	21	-99	-99	1	AAAS_13071969	0	0	0	0	0
427.9482	1	10	2	339.3	1	AAAS_13071969	0	0	0	0	1
429.7315	1	10	2	492.3	1	AAAS_13071969	0	0	0	0	2
431.8814	1	10	2	470.8	1	AAAS_13071969	0	0	0	0	3
432.7314	1	10	-99	-99	1	AAAS_13071969	0	0	0	0	4
434.148	1	10	2	316.5	1	AAAS_13071969	0	0	0	0	5
435.5646	1	10	2	404.2	1	AAAS_13071969	0	0	0	0	6
437.1645	1	10	2	420.4	1	AAAS_13071969	0	0	0	0	7
438.2645	1	21	-99	-99	1	AAAS_13071969	0	0	0	0	0
439.3644	1	10	2	364.9	1	AAAS_13071969	0	0	0	0	1
440.7144	1	21	-99	-99	1	AAAS_13071969	0	0	0	0	0
442.0643	1	10	2	321.4	1	AAAS_13071969	0	0	0	0	1
443.8642	1	10	2	441.8	1	AAAS_13071969	0	0	0	0	2
445.6308	1	10	2	419.5	1	AAAS_13071969	0	0	0	0	3
446.8308	1	10	2	659.7	1	AAAS_13071969	0	0	0	0	4
448.4474	1	10	2	339.3	1	AAAS_13071969	0	0	0	0	5
449.5973	1	21	-99	-99	1	AAAS_13071969	0	0	0	0	0
450.7473	1	10	2	327.7	1	AAAS_13071969	0	0	0	0	1
452.3139	1	10	2	377.4	1	AAAS_13071969	0	0	0	0	2
453.7138	1	10	2	353.8	1	AAAS_13071969	0	0	0	0	3
454.8971	1	21	-99	-99	1	AAAS_13071969	0	0	0	0	0
456.0804	1	10	2	307.5	1	AAAS_13071969	0	0	0	0	1
457.747	1	10	2	305.2	1	AAAS_13071969	0	0	0	0	2
458.8136	1	10	2	438.7	1	AAAS_13071969	0	0	0	0	3
460.5468	1	10	2	337.9	1	AAAS_13071969	0	0	0	0	4
461.6635	1	10	2	341.3	1	AAAS_13071969	0	0	0	0	5
463.4801	1	21	2	413	1	AAAS_13071969	0	0	0	0	0
465.2966	1	10	2	388.8	1	AAAS_13071969	0	0	0	0	1
466.7132	1	10	2	460.4	1	AAAS_13071969	0	0	0	0	2
468.3632	1	10	2	442.7	1	AAAS_13071969	0	0	0	0	3
469.5965	1	21	-99	-99	1	AAAS_13071969	0	0	0	0	0
470.8297	1	10	2	312.5	1	AAAS_13071969	0	0	0	0	1
472.0297	1	10	2	584.7	1	AAAS_13071969	0	0	0	0	2
473.9129	1	10	2	381.9	1	AAAS_13071969	0	0	0	0	3
474.8795	1	10	-99	-99	1	AAAS_13071969	0	0	0	0	4
475.9628	1	10	2	348.2	1	AAAS_13071969	0	0	0	0	5
477.2961	1	21	-99	-99	1	AAAS_13071969	0	0	0	0	0
478.6294	1	10	2	370.1	1	AAAS_13071969	0	0	0	0	1
480.1793	1	21	-99	-99	1	AAAS_13071969	0	0	0	0	0
481.7293	1	10	2	390.6	1	AAAS_13071969	0	0	0	0	1
483.0459	1	10	2	418.2	1	AAAS_13071969	0	0	0	0	2
484.3292	1	10	2	495.1	1	AAAS_13071969	0	0	0	0	3
485.6791	1	10	2	393.5	1	AAAS_13071969	0	0	0	0	4
486.7457	1	10	2	447	1	AAAS_13071969	0	0	0	0	5
488.3123	1	21	-99	-99	1	AAAS_13071969	0	0	0	0	0
489.8789	1	10	2	338.3	1	AAAS_13071969	0	0	0	0	1
491.6455	1	10	2	396	1	AAAS_13071969	0	0	0	0	2
492.9621	1	10	2	311.6	1	AAAS_13071969	0	0	0	0	3
494.512	1	21	-99	-99	1	AAAS_13071969	0	0	0	0	0
496.062	1	10	2	364.2	1	AAAS_13071969	0	0	0	0	1
497.1453	1	21	-99	-99	1	AAAS_13071969	0	0	0	0	0
498.2286	1	10	2	422	1	AAAS_13071969	0	0	0	0	1
499.9285	1	10	2	498.3	1	AAAS_13071969	0	0	0	0	2
501.2118	1	10	2	415.2	1	AAAS_13071969	0	0	0	0	3
502.5951	1	10	2	664.1	1	AAAS_13071969	0	0	0	0	4
504.0116	1	10	2	447.9	1	AAAS_13071969	0	0	0	0	5
505.195	1	21	-99	-99	1	AAAS_13071969	0	0	0	0	0
506.3782	1	10	2	305.6	1	AAAS_13071969	0	0	0	0	1
508.2115	1	10	2	376.6	1	AAAS_13071969	0	0	0	0	2
509.7114	1	10	2	412.9	1	AAAS_13071969	0	0	0	0	3
511.1113	1	10	2	485.2	1	AAAS_13071969	0	0	0	0	4
512.228	1	10	2	712.7	1	AAAS_13071969	0	0	0	0	5
513.8946	1	21	-99	-99	1	AAAS_13071969	0	0	0	0	0
30.2154	1	10	1	606.9	1	ASCS_31121976	0	0	0	0	1
31.4153	1	10	1	415	1	ASCS_31121976	0	0	0	0	2
32.7486	1	10	1	345.7	1	ASCS_31121976	0	0	0	0	3
34.1152	1	21	1	307.1	1	ASCS_31121976	0	0	0	0	0
35.4818	1	10	1	332.5	1	ASCS_31121976	0	0	0	0	1
36.8317	1	10	1	342.6	1	ASCS_31121976	0	0	0	0	2
38.0983	1	10	1	388	1	ASCS_31121976	0	0	0	0	3
39.3983	1	10	1	352.1	1	ASCS_31121976	0	0	0	0	4
41.1482	1	10	1	522.1	1	ASCS_31121976	0	0	0	0	5
42.6315	1	10	1	302.7	1	ASCS_31121976	0	0	0	0	6
44.448	1	10	1	438.3	1	ASCS_31121976	0	0	0	0	7
45.848	1	21	-99	-99	1	ASCS_31121976	0	0	0	0	0
47.2479	1	10	1	342.3	1	ASCS_31121976	0	0	0	0	1
49.0645	1	10	1	397.6	1	ASCS_31121976	0	0	0	0	2
50.1478	1	10	1	466.4	1	ASCS_31121976	0	0	0	0	3
51.9644	1	21	-99	-99	1	ASCS_31121976	0	0	0	0	0
53.781	1	10	1	337.1	1	ASCS_31121976	0	0	0	0	1
54.9476	1	10	1	338.6	1	ASCS_31121976	0	0	0	0	2
56.1308	1	10	1	307.3	1	ASCS_31121976	0	0	0	0	3
57.5808	1	10	1	361.4	1	ASCS_31121976	0	0	0	0	4
59.3474	1	10	1	338.7	1	ASCS_31121976	0	0	0	0	5
60.8307	1	21	-99	-99	1	ASCS_31121976	0	0	0	0	0
62.314	1	10	1	428	1	ASCS_31121976	0	0	0	0	1
63.7639	1	21	-99	-99	1	ASCS_31121976	0	0	0	0	0
65.1971	1	10	1	297	1	ASCS_31121976	0	0	0	0	1
66.9137	1	10	1	404.3	1	ASCS_31121976	0	0	0	0	2
68.2303	1	10	1	319.7	1	ASCS_31121976	0	0	0	0	3
69.5636	1	10	1	346.5	1	ASCS_31121976	0	0	0	0	4
70.9469	1	10	1	323.1	1	ASCS_31121976	0	0	0	0	5
72.5302	1	21	-99	-99	1	ASCS_31121976	0	0	0	0	0
75.5467	1	10	1	507.2	1	ASCS_31121976	0	0	0	0	1
76.9466	1	21	-99	-99	1	ASCS_31121976	0	0	0	0	0
78.3466	1	10	1	363.3	1	ASCS_31121976	0	0	0	0	1
79.7798	1	10	1	306.2	1	ASCS_31121976	0	0	0	0	2
81.1464	1	10	1	331.5	1	ASCS_31121976	0	0	0	0	3
82.5131	1	10	1	356.8	1	ASCS_31121976	0	0	0	0	4
84.013	1	10	1	312.8	1	ASCS_31121976	0	0	0	0	5
85.1629	1	10	1	363	1	ASCS_31121976	0	0	0	0	6
86.2962	1	10	1	365.6	1	ASCS_31121976	0	0	0	0	7
87.4628	1	21	-99	-99	1	ASCS_31121976	0	0	0	0	0
88.6295	1	10	1	352.4	1	ASCS_31121976	0	0	0	0	1
90.0794	1	21	1	326.4	1	ASCS_31121976	0	0	0	0	0
91.5293	1	10	1	316.5	1	ASCS_31121976	0	0	0	0	1
92.8459	1	10	1	391.9	1	ASCS_31121976	0	0	0	0	2
94.0125	1	10	1	345.3	1	ASCS_31121976	0	0	0	0	3
95.3458	1	10	1	340	1	ASCS_31121976	0	0	0	0	4
96.8624	1	10	1	423.4	1	ASCS_31121976	0	0	0	0	5
97.9957	1	10	1	346.1	1	ASCS_31121976	0	0	0	0	6
99.2123	1	10	1	345.4	1	ASCS_31121976	0	0	0	0	7
100.7456	1	21	-99	-99	1	ASCS_31121976	0	0	0	0	0
102.2789	1	10	1	334.8	1	ASCS_31121976	0	0	0	0	1
103.5288	1	10	1	396.9	1	ASCS_31121976	0	0	0	0	2
104.6454	1	10	1	384.3	1	ASCS_31121976	0	0	0	0	3
105.8454	1	10	1	352.3	1	ASCS_31121976	0	0	0	0	4
107.2616	1	10	1	376.1	1	ASCS_31121976	0	0	0	0	5
108.4286	1	21	-99	-99	1	ASCS_31121976	0	0	0	0	0
109.5952	1	10	1	314.4	1	ASCS_31121976	0	0	0	0	1
111.1618	1	10	1	347.9	1	ASCS_31121976	0	0	0	0	2
112.7451	1	10	1	412.5	1	ASCS_31121976	0	0	0	0	3
114.2783	1	10	1	303.3	1	ASCS_31121976	0	0	0	0	4
116.9116	1	10	1	454	1	ASCS_31121976	0	0	0	0	5
117.9115	1	10	1	462.1	1	ASCS_31121976	0	0	0	0	6
119.7281	1	10	1	325.4	1	ASCS_31121976	0	0	0	0	7
121.128	1	10	1	317.6	1	ASCS_31121976	0	0	0	0	8
122.378	1	10	1	331.6	1	ASCS_31121976	0	0	0	0	9
124.0612	1	21	-99	-99	1	ASCS_31121976	0	0	0	0	0
125.7445	1	10	1	341.1	1	ASCS_31121976	0	0	0	0	1
127.3444	1	21	1	325.1	1	ASCS_31121976	0	0	0	0	0
128.9444	1	10	1	309.1	1	ASCS_31121976	0	0	0	0	1
130.461	1	21	-99	-99	1	ASCS_31121976	0	0	0	0	0
131.9776	1	10	1	539.9	1	ASCS_31121976	0	0	0	0	1
133.6775	1	10	1	375.9	1	ASCS_31121976	0	0	0	0	2
135.1108	1	10	1	334.6	1	ASCS_31121976	0	0	0	0	3
136.644	1	10	1	353.4	1	ASCS_31121976	0	0	0	0	4
137.8606	1	10	1	384.7	1	ASCS_31121976	0	0	0	0	5
138.9606	1	21	-99	-99	1	ASCS_31121976	0	0	0	0	0
140.0605	1	10	1	552.9	1	ASCS_31121976	0	0	0	0	1
141.4271	1	10	1	290.3	1	ASCS_31121976	0	0	0	0	2
143.2437	1	10	1	425.7	1	ASCS_31121976	0	0	0	0	3
144.9103	1	10	1	375.1	1	ASCS_31121976	0	0	0	0	4
145.9936	1	10	1	411.7	1	ASCS_31121976	0	0	0	0	5
147.2602	1	21	-99	-99	1	ASCS_31121976	0	0	0	0	0
148.5268	1	10	1	406.5	1	ASCS_31121976	0	0	0	0	1
150.0601	1	10	1	361.2	1	ASCS_31121976	0	0	0	0	2
151.8767	1	10	1	320.6	1	ASCS_31121976	0	0	0	0	3
152.9432	1	10	1	374.1	1	ASCS_31121976	0	0	0	0	4
154.7599	1	10	1	349.4	1	ASCS_31121976	0	0	0	0	5
156.0598	1	21	-99	-99	1	ASCS_31121976	0	0	0	0	0
157.3598	1	10	1	325.3	1	ASCS_31121976	0	0	0	0	1
159.0097	1	21	-99	-99	1	ASCS_31121976	0	0	0	0	0
