onset	duration	value	response	rt	good	acu	seq	subID	subN
15.3914	1	11	3	1133.5	1	0	1	ACRC_11051992	1
17.8784	1	11	2	518.5	1	1	2	ACRC_11051992	1
21.1115	1	11	3	621.4	1	1	3	ACRC_11051992	1
24.2617	1	11	1	551.3	1	1	4	ACRC_11051992	1
27.0968	1	11	1	460.1	1	1	5	ACRC_11051992	1
29.3351	1	12	3	853.8	1	0	1	ACRC_11051992	1
31.6398	1	12	2	773.1	1	1	2	ACRC_11051992	1
34.4252	1	12	2	859.7	1	0	3	ACRC_11051992	1
36.6469	1	12	3	918	1	0	4	ACRC_11051992	1
38.852	1	11	3	664.9	1	1	1	ACRC_11051992	1
41.3888	1	11	2	536.1	1	1	2	ACRC_11051992	1
44.6716	1	11	3	541.4	1	1	3	ACRC_11051992	1
47.2415	1	12	2	659.5	1	1	1	ACRC_11051992	1
49.8611	1	12	2	759.9	1	1	2	ACRC_11051992	1
52.315	1	12	3	802	1	1	3	ACRC_11051992	1
55.432	1	12	2	653	1	1	4	ACRC_11051992	1
58.9801	1	12	1	752.9	1	1	5	ACRC_11051992	1
61.8816	1	12	3	747.3	1	1	6	ACRC_11051992	1
65.496	1	12	1	781	1	1	7	ACRC_11051992	1
67.5685	1	11	3	676.5	1	1	1	ACRC_11051992	1
71.2493	1	11	2	555.7	1	1	2	ACRC_11051992	1
73.8192	1	11	3	553.8	1	1	3	ACRC_11051992	1
76.0906	1	11	2	530.4	1	1	4	ACRC_11051992	1
79.7216	1	11	1	403.3	1	1	5	ACRC_11051992	1
81.8936	1	11	2	431.4	1	1	6	ACRC_11051992	1
85.5744	1	12	3	918.6	1	0	1	ACRC_11051992	1
88.3764	1	12	3	788.6	1	1	2	ACRC_11051992	1
91.3442	1	12	3	660.8	1	1	3	ACRC_11051992	1
94.3949	1	12	2	810.1	1	1	4	ACRC_11051992	1
97.3959	1	12	3	753.1	1	1	5	ACRC_11051992	1
99.7502	1	12	1	990.8	1	0	6	ACRC_11051992	1
102.5688	1	12	2	708.2	1	1	7	ACRC_11051992	1
106.0009	1	12	2	716.1	1	1	8	ACRC_11051992	1
109.7977	1	11	1	631.3	1	1	1	ACRC_11051992	1
111.9863	1	11	2	506.7	1	1	2	ACRC_11051992	1
115.3354	1	11	1	661.6	1	1	3	ACRC_11051992	1
118.8669	1	12	1	746.1	1	1	1	ACRC_11051992	1
121.4866	1	12	3	806.4	1	1	2	ACRC_11051992	1
125.2834	1	12	1	689.6	1	1	3	ACRC_11051992	1
127.1901	1	12	3	814.9	1	1	4	ACRC_11051992	1
129.4947	1	12	3	654.3	1	1	5	ACRC_11051992	1
131.3848	1	12	3	804.2	1	1	6	ACRC_11051992	1
134.0708	1	12	3	1118.2	1	0	7	ACRC_11051992	1
136.392	1	12	3	621	1	1	8	ACRC_11051992	1
138.5971	1	11	1	575.9	1	1	1	ACRC_11051992	1
141.9794	1	11	1	633.6	1	1	2	ACRC_11051992	1
145.2788	1	11	1	510.2	1	1	3	ACRC_11051992	1
147.6498	1	11	2	523.2	1	1	4	ACRC_11051992	1
151.1647	1	11	3	512.3	1	1	5	ACRC_11051992	1
153.8009	1	11	2	444.1	1	1	6	ACRC_11051992	1
157.6309	1	12	1	742.1	1	1	1	ACRC_11051992	1
160.7645	1	12	1	656.5	1	1	2	ACRC_11051992	1
162.7541	1	12	1	706.9	1	1	3	ACRC_11051992	1
165.0256	1	12	2	963.4	1	0	4	ACRC_11051992	1
168.2421	1	12	3	802.9	1	1	5	ACRC_11051992	1
170.1488	1	11	3	664.2	1	1	1	ACRC_11051992	1
173.5145	1	11	2	490.5	1	1	2	ACRC_11051992	1
176.3994	1	11	3	709.7	1	1	3	ACRC_11051992	1
179.5496	1	11	1	463.4	1	1	4	ACRC_11051992	1
181.8874	1	11	3	589.6	1	1	5	ACRC_11051992	1
184.0428	1	11	3	482.2	1	1	6	ACRC_11051992	1
187.823	1	11	2	462	1	1	7	ACRC_11051992	1
190.625	1	12	1	612	1	1	1	ACRC_11051992	1
193.3607	1	12	3	852.3	1	0	2	ACRC_11051992	1
196.0633	1	12	1	669.7	1	1	3	ACRC_11051992	1
198.0031	1	12	2	1177.9	1	0	4	ACRC_11051992	1
200.4072	1	11	2	477.8	1	1	1	ACRC_11051992	1
204.0548	1	11	3	670.2	1	1	2	ACRC_11051992	1
207.4039	1	11	1	505.1	1	1	3	ACRC_11051992	1
209.5593	1	12	3	917.7	1	0	1	ACRC_11051992	1
211.8474	1	12	3	797.7	1	1	2	ACRC_11051992	1
215.3457	1	12	1	723.3	1	1	3	ACRC_11051992	1
218.3302	1	12	1	730.8	1	1	4	ACRC_11051992	1
221.6959	1	11	1	597.1	1	1	1	ACRC_11051992	1
224.7134	1	11	3	675.7	1	1	2	ACRC_11051992	1
228.5102	1	11	3	542.8	1	1	3	ACRC_11051992	1
231.3288	1	11	1	556.3	1	1	4	ACRC_11051992	1
234.5453	1	11	2	555.8	1	1	5	ACRC_11051992	1
237.5961	1	12	3	985	1	0	1	ACRC_11051992	1
241.3763	1	12	1	740.8	1	1	2	ACRC_11051992	1
244.4768	1	12	2	920.3	1	0	3	ACRC_11051992	1
246.9638	1	12	1	681.3	1	1	4	ACRC_11051992	1
250.3792	1	12	2	697.9	1	1	5	ACRC_11051992	1
253.7947	1	12	3	890.4	1	0	6	ACRC_11051992	1
256.4806	1	12	1	620.5	1	1	7	ACRC_11051992	1
258.636	1	11	1	521.1	1	1	1	ACRC_11051992	1
261.7531	1	11	1	468	1	1	2	ACRC_11051992	1
263.8587	1	11	3	658.4	1	1	3	ACRC_11051992	1
266.3789	1	11	2	538.2	1	1	4	ACRC_11051992	1
269.7612	1	11	2	435.9	1	1	5	ACRC_11051992	1
271.6845	1	11	3	536.6	1	1	6	ACRC_11051992	1
275.0005	1	11	2	468.6	1	1	7	ACRC_11051992	1
278.5817	1	11	3	575.4	1	1	8	ACRC_11051992	1
280.9029	1	12	2	814.2	1	1	1	ACRC_11051992	1
283.5226	1	12	1	602.5	1	1	2	ACRC_11051992	1
286.7722	1	12	1	656.9	1	1	3	ACRC_11051992	1
289.1598	1	12	2	781.3	1	1	4	ACRC_11051992	1
292.6913	1	12	3	905.8	1	0	5	ACRC_11051992	1
295.1451	1	12	3	932	1	0	6	ACRC_11051992	1
297.6155	1	11	1	573.6	1	1	1	ACRC_11051992	1
301.1802	1	11	3	664.9	1	1	2	ACRC_11051992	1
303.3854	1	11	3	515.7	1	1	3	ACRC_11051992	1
306.4527	1	12	2	1104.4	1	0	1	ACRC_11051992	1
309.6526	1	12	3	656.5	1	1	2	ACRC_11051992	1
312.5872	1	12	3	681.9	1	1	3	ACRC_11051992	1
316.069	1	12	2	648.1	1	1	4	ACRC_11051992	1
318.4731	1	12	1	676	1	1	5	ACRC_11051992	1
321.5073	1	11	2	569.8	1	1	1	ACRC_11051992	1
323.7455	1	11	1	523.7	1	1	2	ACRC_11051992	1
326.2326	1	11	3	596.5	1	1	3	ACRC_11051992	1
328.3382	1	11	3	826.9	1	1	4	ACRC_11051992	1
330.6097	1	11	1	531.4	1	1	5	ACRC_11051992	1
333.6272	1	11	1	601.9	1	1	6	ACRC_11051992	1
336.5287	1	11	2	524.5	1	1	7	ACRC_11051992	1
340.2924	1	12	2	688.7	1	1	1	ACRC_11051992	1
343.4757	1	12	1	673.4	1	1	2	ACRC_11051992	1
346.2114	1	12	1	841.7	1	1	3	ACRC_11051992	1
349.1626	1	12	1	642.6	1	1	4	ACRC_11051992	1
352.5781	1	11	1	531.1	1	1	1	ACRC_11051992	1
354.9656	1	11	2	519.5	1	1	2	ACRC_11051992	1
358.5801	1	11	1	449	1	1	3	ACRC_11051992	1
361.5479	1	11	2	633.2	1	1	4	ACRC_11051992	1
364.5323	1	11	2	528.8	1	1	5	ACRC_11051992	1
367.384	1	11	2	477.1	1	1	6	ACRC_11051992	1
370.4016	1	11	2	403.5	1	1	7	ACRC_11051992	1
372.4077	1	11	1	477.4	1	1	8	ACRC_11051992	1
374.6129	1	12	2	856.2	1	0	1	ACRC_11051992	1
376.5693	1	12	3	955.8	1	0	2	ACRC_11051992	1
378.9403	1	12	2	640.9	1	1	3	ACRC_11051992	1
382.5381	1	12	2	931	1	0	4	ACRC_11051992	1
385.1909	1	12	2	966.3	1	0	5	ACRC_11051992	1
387.7442	1	12	2	805	1	1	6	ACRC_11051992	1
390.6954	1	11	3	677.8	1	1	1	ACRC_11051992	1
394.0612	1	11	1	584	1	1	2	ACRC_11051992	1
396.6311	1	11	3	518	1	1	3	ACRC_11051992	1
398.6373	1	11	3	407.9	1	1	4	ACRC_11051992	1
400.6931	1	11	3	448.1	1	1	5	ACRC_11051992	1
404.3076	1	12	3	721.6	1	1	1	ACRC_11051992	1
407.2091	1	12	3	764.1	1	1	2	ACRC_11051992	1
409.9116	1	12	1	805.6	1	1	3	ACRC_11051992	1
412.266	1	12	3	899.2	1	0	4	ACRC_11051992	1
415.9965	1	12	3	672.7	1	1	5	ACRC_11051992	1
419.213	1	12	2	880.2	1	0	6	ACRC_11051992	1
422.4461	1	11	3	639.1	1	1	1	ACRC_11051992	1
425.5963	1	11	1	560.9	1	1	2	ACRC_11051992	1
427.7351	1	11	2	446.1	1	1	3	ACRC_11051992	1
431.0677	1	11	2	513.5	1	1	4	ACRC_11051992	1
434.4168	1	11	1	516.4	1	1	5	ACRC_11051992	1
437.5338	1	11	1	607.4	1	1	6	ACRC_11051992	1
441.3638	1	11	2	585.4	1	1	7	ACRC_11051992	1
443.8011	1	11	2	476.1	1	1	8	ACRC_11051992	1
446.2218	1	12	1	863.4	1	0	1	ACRC_11051992	1
449.6206	1	12	2	776.6	1	1	2	ACRC_11051992	1
451.7097	1	12	2	719.5	1	1	3	ACRC_11051992	1
454.2796	1	11	3	637.6	1	1	1	ACRC_11051992	1
458.1427	1	11	1	502.5	1	1	2	ACRC_11051992	1
460.7955	1	11	3	553.7	1	1	3	ACRC_11051992	1
463.3986	1	11	2	446.6	1	1	4	ACRC_11051992	1
465.67	1	11	3	687.2	1	1	5	ACRC_11051992	1
468.8865	1	11	1	534.7	1	1	6	ACRC_11051992	1
471.9041	1	11	1	445.1	1	1	7	ACRC_11051992	1
475.5517	1	12	2	709.5	1	1	1	ACRC_11051992	1
477.8397	1	12	3	1109.5	1	0	2	ACRC_11051992	1
481.1557	1	12	3	865.5	1	0	3	ACRC_11051992	1
483.6925	1	12	1	776.7	1	1	4	ACRC_11051992	1
12.3075	1	11	2	1016.2	1	0	1	AICR_06072000	2
15.1924	1	11	3	483.3	1	1	2	AICR_06072000	2
17.3976	1	11	3	454.1	1	1	3	AICR_06072000	2
20.498	1	11	2	697.7	1	1	4	AICR_06072000	2
22.4379	1	11	3	869.8	1	0	5	AICR_06072000	2
26.2845	1	12	3	943.2	1	0	1	AICR_06072000	2
28.8378	1	12	2	765.9	1	1	2	AICR_06072000	2
32.1869	1	12	2	552.9	1	0	3	AICR_06072000	2
34.2263	1	12	1	1369.5	1	0	4	AICR_06072000	2
37.277	1	12	1	902.7	1	0	5	AICR_06072000	2
40.0956	1	12	1	676.2	1	1	6	AICR_06072000	2
43.2955	1	11	3	980.2	1	0	1	AICR_06072000	2
45.2354	1	11	2	984.4	1	0	2	AICR_06072000	2
47.4405	1	11	3	683.3	1	1	3	AICR_06072000	2
49.5462	1	12	1	705.6	1	1	1	AICR_06072000	2
53.2933	1	12	2	710.5	1	1	2	AICR_06072000	2
55.7969	1	12	3	878.9	1	0	3	AICR_06072000	2
58.118	1	12	3	933.8	1	0	4	AICR_06072000	2
61.4341	1	11	3	729.7	1	1	1	AICR_06072000	2
64.1532	1	11	1	698.6	1	1	2	AICR_06072000	2
67.0712	1	11	2	620.6	1	1	3	AICR_06072000	2
69.4422	1	11	2	817.6	1	1	4	AICR_06072000	2
71.4981	1	11	3	953.7	1	0	5	AICR_06072000	2
74.3001	1	11	2	655.7	1	1	6	AICR_06072000	2
76.6876	1	11	3	724.2	1	1	7	AICR_06072000	2
80.2855	1	11	2	742.3	1	1	8	AICR_06072000	2
84.0823	1	12	1	673.6	1	1	1	AICR_06072000	2
86.0222	1	12	2	933.6	1	0	2	AICR_06072000	2
88.7413	1	12	1	1102.6	1	0	3	AICR_06072000	2
91.1122	1	12	2	675.7	1	1	4	AICR_06072000	2
94.6438	1	12	1	576.1	1	1	5	AICR_06072000	2
96.8986	1	12	3	753.3	1	1	6	AICR_06072000	2
100.5462	1	12	1	657.7	1	1	7	AICR_06072000	2
103.8291	1	11	3	590.8	1	1	1	AICR_06072000	2
106.9959	1	11	3	648	1	1	2	AICR_06072000	2
109.5326	1	11	3	551.3	1	1	3	AICR_06072000	2
112.3346	1	12	1	525.3	1	1	1	AICR_06072000	2
115.5014	1	12	1	646.5	1	1	2	AICR_06072000	2
119.0661	1	12	1	473.8	1	1	3	AICR_06072000	2
121.1055	1	12	2	994.4	1	0	4	AICR_06072000	2
123.2277	1	12	3	1144.2	1	0	5	AICR_06072000	2
125.1675	1	12	1	836.4	1	1	6	AICR_06072000	2
127.3229	1	11	1	593	1	1	1	AICR_06072000	2
131.1861	1	11	1	761.8	1	1	2	AICR_06072000	2
133.5902	1	11	3	677.7	1	1	3	AICR_06072000	2
137.4367	1	11	1	663.3	1	1	4	AICR_06072000	2
140.3548	1	11	1	625.2	1	1	5	AICR_06072000	2
143.8035	1	11	3	640.5	1	1	6	AICR_06072000	2
147.2024	1	11	1	601.6	1	1	7	AICR_06072000	2
150.3526	1	12	1	891.4	1	0	1	AICR_06072000	2
153.652	1	12	1	576	1	1	2	AICR_06072000	2
155.9898	1	12	1	678.2	1	1	3	AICR_06072000	2
159.1068	1	12	2	1057.2	1	0	4	AICR_06072000	2
161.2788	1	11	1	725.2	1	1	1	AICR_06072000	2
163.202	1	11	3	722	1	1	2	AICR_06072000	2
165.4072	1	11	1	628.8	1	1	3	AICR_06072000	2
168.9885	1	11	3	647.5	1	1	4	AICR_06072000	2
172.7024	1	11	1	477.6	1	1	5	AICR_06072000	2
175.9521	1	12	1	723.9	1	1	1	AICR_06072000	2
178.2069	1	12	3	893.1	1	0	2	AICR_06072000	2
181.4235	1	12	3	1092.6	1	0	3	AICR_06072000	2
184.0431	1	12	3	633	1	1	4	AICR_06072000	2
187.641	1	12	2	1187.1	1	0	5	AICR_06072000	2
189.9621	1	12	3	881.9	1	0	6	AICR_06072000	2
192.3165	1	12	1	735.6	1	1	7	AICR_06072000	2
195.4999	1	12	2	672.2	1	1	8	AICR_06072000	2
198.1029	1	11	2	701.2	1	1	1	AICR_06072000	2
200.0428	1	11	2	737.3	1	1	2	AICR_06072000	2
201.9992	1	11	3	700.9	1	1	3	AICR_06072000	2
204.4862	1	11	1	669.9	1	1	4	AICR_06072000	2
207.8851	1	11	2	639	1	1	5	AICR_06072000	2
210.0903	1	11	3	753.8	1	1	6	AICR_06072000	2
212.511	1	11	2	629.1	1	1	7	AICR_06072000	2
214.8487	1	12	1	875.4	1	0	1	AICR_06072000	2
217.6839	1	12	3	656.2	1	1	2	AICR_06072000	2
221.0331	1	12	3	667	1	1	3	AICR_06072000	2
223.7356	1	11	3	436.5	1	1	1	AICR_06072000	2
226.4713	1	11	1	452.8	1	1	2	AICR_06072000	2
228.5272	1	11	3	508.9	1	1	3	AICR_06072000	2
230.5003	1	11	1	615.8	1	1	4	AICR_06072000	2
232.5396	1	11	1	496.5	1	1	5	AICR_06072000	2
235.01	1	11	1	394.1	1	1	6	AICR_06072000	2
238.8731	1	12	1	699.1	1	1	1	AICR_06072000	2
241.2441	1	12	3	904	1	0	2	AICR_06072000	2
244.129	1	12	3	739.2	1	1	3	AICR_06072000	2
246.2512	1	12	3	761	1	1	4	AICR_06072000	2
248.6553	1	11	2	588.9	1	1	1	AICR_06072000	2
250.9268	1	11	3	589.4	1	1	2	AICR_06072000	2
253.878	1	11	1	598.2	1	1	3	AICR_06072000	2
257.393	1	11	1	531.2	1	1	4	AICR_06072000	2
260.6924	1	11	3	847.8	1	0	5	AICR_06072000	2
262.9307	1	12	3	633.5	1	1	1	AICR_06072000	2
266.0975	1	12	1	786.7	1	1	2	AICR_06072000	2
269.0819	1	12	1	810.3	1	1	3	AICR_06072000	2
272.116	1	12	3	648.3	1	1	4	AICR_06072000	2
274.0559	1	12	1	772.3	1	1	5	AICR_06072000	2
277.7532	1	12	1	603	1	1	6	AICR_06072000	2
279.9086	1	12	2	1159.7	1	0	7	AICR_06072000	2
282.6277	1	12	2	704.5	1	1	8	AICR_06072000	2
285.3966	1	11	2	463.6	1	1	1	AICR_06072000	2
287.7675	1	11	3	636.8	1	1	2	AICR_06072000	2
290.2379	1	11	1	846.2	1	0	3	AICR_06072000	2
293.471	1	11	1	637.2	1	1	4	AICR_06072000	2
295.7591	1	11	2	573.2	1	1	5	AICR_06072000	2
298.5777	1	11	1	442.6	1	1	6	AICR_06072000	2
302.1921	1	11	2	452.2	1	1	7	AICR_06072000	2
304.3641	1	11	2	448.2	1	1	8	AICR_06072000	2
307.4148	1	12	3	597.5	1	1	1	AICR_06072000	2
310.5153	1	12	2	889	1	0	2	AICR_06072000	2
312.5878	1	12	3	760.5	1	1	3	AICR_06072000	2
314.6437	1	12	3	656.6	1	1	4	AICR_06072000	2
317.2468	1	12	2	805.5	1	0	5	AICR_06072000	2
319.684	1	11	2	1400.3	1	0	1	AICR_06072000	2
322.37	1	11	3	1282.3	1	0	2	AICR_06072000	2
326.1005	1	11	2	943.8	1	0	3	AICR_06072000	2
328.9522	1	11	3	740.1	1	1	4	AICR_06072000	2
331.5387	1	12	2	1025.6	1	0	1	AICR_06072000	2
334.6392	1	12	2	1053.1	1	0	2	AICR_06072000	2
338.0215	1	12	1	686.9	1	1	3	AICR_06072000	2
341.3043	1	12	3	764	1	1	4	AICR_06072000	2
343.8908	1	12	3	825.6	1	1	5	AICR_06072000	2
346.6431	1	12	1	753.3	1	1	6	AICR_06072000	2
348.5664	1	12	2	1390	1	0	7	AICR_06072000	2
351.4679	1	11	2	880.5	1	0	1	AICR_06072000	2
354.8502	1	11	2	674.2	1	1	2	AICR_06072000	2
357.3372	1	11	2	827.2	1	1	3	AICR_06072000	2
359.2936	1	12	1	990.8	1	0	1	AICR_06072000	2
362.1951	1	12	3	609.3	1	1	2	AICR_06072000	2
365.6272	1	12	2	849.2	1	0	3	AICR_06072000	2
369.3577	1	12	2	1086.7	1	0	4	AICR_06072000	2
371.9939	1	12	1	778.5	1	1	5	AICR_06072000	2
375.1109	1	12	3	1029.5	1	0	6	AICR_06072000	2
377.9793	1	11	2	841.1	1	1	1	AICR_06072000	2
381.5605	1	11	2	715.9	1	1	2	AICR_06072000	2
383.5833	1	11	1	709.1	1	1	3	AICR_06072000	2
386.2693	1	11	1	567.1	1	1	4	AICR_06072000	2
388.4412	1	11	1	459.2	1	1	5	AICR_06072000	2
390.6795	1	11	3	981	1	0	6	AICR_06072000	2
393.465	1	12	1	683.5	1	1	1	AICR_06072000	2
396.0017	1	12	2	850.7	1	0	2	AICR_06072000	2
398.8701	1	12	1	630.4	1	1	3	AICR_06072000	2
402.2358	1	12	1	800.7	1	1	4	AICR_06072000	2
404.8886	1	12	3	1187.9	1	0	5	AICR_06072000	2
408.0222	1	12	1	606.3	1	1	6	AICR_06072000	2
410.1279	1	12	1	500.6	1	1	7	AICR_06072000	2
413.4936	1	11	3	718.9	1	1	1	AICR_06072000	2
417.0749	1	11	1	553.6	1	1	2	AICR_06072000	2
419.2634	1	11	1	453.1	1	1	3	AICR_06072000	2
422.8779	1	11	3	710.6	1	1	4	AICR_06072000	2
426.3763	1	12	3	916.2	1	0	1	AICR_06072000	2
429.9244	1	12	2	944.1	1	0	2	AICR_06072000	2
433.0746	1	12	3	738	1	1	3	AICR_06072000	2
435.6611	1	12	3	623.4	1	1	4	AICR_06072000	2
439.4579	1	12	2	866.6	1	0	5	AICR_06072000	2
442.8071	1	11	1	525.4	1	1	1	AICR_06072000	2
445.9241	1	11	3	600.5	1	1	2	AICR_06072000	2
449.5054	1	11	1	563.2	1	1	3	AICR_06072000	2
451.4121	1	11	3	664.5	1	1	4	AICR_06072000	2
454.9768	1	11	2	611.8	1	1	5	AICR_06072000	2
457.3477	1	11	3	600.9	1	1	6	AICR_06072000	2
459.6523	1	11	1	520.3	1	1	7	AICR_06072000	2
462.9683	1	11	1	508.3	1	1	8	AICR_06072000	2
466.6657	1	12	3	1018.9	1	0	1	AICR_06072000	2
468.8874	1	12	2	981.2	1	0	2	AICR_06072000	2
472.7339	1	12	2	670.7	1	1	3	AICR_06072000	2
16.6183	1	11	3	663.7	1	1	1	AVOL_02092003	3
19.1716	1	11	1	462.4	1	1	2	AVOL_02092003	3
21.6586	1	11	1	407.3	1	1	3	AVOL_02092003	3
25.2731	1	11	1	416.9	1	1	4	AVOL_02092003	3
28.0751	1	11	3	406.9	1	1	5	AVOL_02092003	3
31.6066	1	12	3	579.4	1	1	1	AVOL_02092003	3
34.0107	1	12	2	551.3	1	0	2	AVOL_02092003	3
36.8293	1	12	3	940.7	1	0	3	AVOL_02092003	3
40.4437	1	12	3	766.3	1	1	4	AVOL_02092003	3
44.025	1	12	2	665	1	1	5	AVOL_02092003	3
47.4571	1	12	1	760.9	1	0	6	AVOL_02092003	3
50.226	1	12	3	688	1	1	7	AVOL_02092003	3
53.7078	1	12	3	758.2	1	1	8	AVOL_02092003	3
56.6756	1	11	2	590.5	1	1	1	AVOL_02092003	3
59.4942	1	11	3	515.9	1	1	2	AVOL_02092003	3
63.1252	1	11	2	428.8	1	1	3	AVOL_02092003	3
66.3251	1	11	1	373	1	1	4	AVOL_02092003	3
69.0442	1	11	2	413.9	1	1	5	AVOL_02092003	3
72.3105	1	11	2	435.6	1	1	6	AVOL_02092003	3
74.7478	1	11	3	350.3	1	1	7	AVOL_02092003	3
77.6824	1	12	2	479.7	1	0	1	AVOL_02092003	3
81.2803	1	12	2	561.8	1	0	2	AVOL_02092003	3
84.7787	1	12	2	751.4	1	1	3	AVOL_02092003	3
86.9009	1	11	2	477.2	1	1	1	AVOL_02092003	3
89.3381	1	11	3	424	1	1	2	AVOL_02092003	3
91.9578	1	11	1	340.3	1	1	3	AVOL_02092003	3
94.8759	1	11	2	414.2	1	1	4	AVOL_02092003	3
97.4126	1	11	2	285.5	1	1	5	AVOL_02092003	3
100.6457	1	11	2	420.4	1	1	6	AVOL_02092003	3
103.2819	1	12	1	760.2	1	1	1	AVOL_02092003	3
106.3824	1	12	2	827.7	1	0	2	AVOL_02092003	3
109.0849	1	12	2	749.3	1	1	3	AVOL_02092003	3
111.5553	1	12	2	846.8	1	0	4	AVOL_02092003	3
113.4786	1	11	1	547.6	1	1	1	AVOL_02092003	3
115.3853	1	11	1	472.9	1	1	2	AVOL_02092003	3
117.6733	1	11	2	496.9	1	1	3	AVOL_02092003	3
121.3375	1	12	1	696.7	1	1	1	AVOL_02092003	3
123.4266	1	12	3	759.6	1	1	2	AVOL_02092003	3
125.9467	1	12	2	935.5	1	0	3	AVOL_02092003	3
129.1633	1	12	2	678.9	1	1	4	AVOL_02092003	3
131.0866	1	12	2	643.6	1	1	5	AVOL_02092003	3
134.9497	1	12	2	684.5	1	1	6	AVOL_02092003	3
137.3538	1	12	1	696.4	1	1	7	AVOL_02092003	3
139.9734	1	12	2	964.8	1	0	8	AVOL_02092003	3
143.4552	1	11	1	523	1	1	1	AVOL_02092003	3
146.6054	1	11	1	468.8	1	1	2	AVOL_02092003	3
149.1587	1	11	3	539.5	1	1	3	AVOL_02092003	3
152.6903	1	11	1	639.9	1	1	4	AVOL_02092003	3
156.3876	1	12	3	598.6	1	1	1	AVOL_02092003	3
159.571	1	12	2	791.3	1	1	2	AVOL_02092003	3
161.6932	1	12	2	837.1	1	0	3	AVOL_02092003	3
163.9149	1	12	2	831.3	1	1	4	AVOL_02092003	3
167.5957	1	12	3	758.6	1	1	5	AVOL_02092003	3
171.4754	1	12	2	678.9	1	1	6	AVOL_02092003	3
174.2774	1	12	1	580.9	1	1	7	AVOL_02092003	3
177.9748	1	11	1	411.5	1	1	1	AVOL_02092003	3
180.6276	1	11	2	606.7	1	1	2	AVOL_02092003	3
183.1146	1	11	2	447.7	1	1	3	AVOL_02092003	3
186.0658	1	11	2	488.5	1	1	4	AVOL_02092003	3
188.7352	1	11	2	443.1	1	1	5	AVOL_02092003	3
192.4823	1	11	1	488	1	1	6	AVOL_02092003	3
195.4501	1	12	3	728.2	1	0	1	AVOL_02092003	3
199.0645	1	12	2	857.9	1	0	2	AVOL_02092003	3
201.4686	1	12	2	941.7	1	0	3	AVOL_02092003	3
203.8561	1	12	1	674.2	1	1	4	AVOL_02092003	3
207.3048	1	12	1	633.5	1	1	5	AVOL_02092003	3
209.8083	1	11	2	610.1	1	1	1	AVOL_02092003	3
212.2788	1	11	1	459.6	1	1	2	AVOL_02092003	3
214.3015	1	11	1	508.8	1	1	3	AVOL_02092003	3
217.518	1	12	3	732.4	1	1	1	AVOL_02092003	3
221.3977	1	12	1	828.7	1	1	2	AVOL_02092003	3
223.4371	1	12	3	789.3	1	1	3	AVOL_02092003	3
226.1065	1	12	1	615.9	1	1	4	AVOL_02092003	3
228.7593	1	12	1	1107.1	1	0	5	AVOL_02092003	3
231.1302	1	11	1	488.2	1	1	1	AVOL_02092003	3
234.9602	1	11	3	498.2	1	1	2	AVOL_02092003	3
238.243	1	11	2	503.4	1	1	3	AVOL_02092003	3
241.4927	1	11	2	437.7	1	1	4	AVOL_02092003	3
244.6761	1	11	2	454.3	1	1	5	AVOL_02092003	3
247.7102	1	11	2	412.2	1	1	6	AVOL_02092003	3
250.0977	1	11	2	472.7	1	1	7	AVOL_02092003	3
253.049	1	11	3	497.4	1	1	8	AVOL_02092003	3
256.8624	1	12	1	660	1	0	1	AVOL_02092003	3
260.1286	1	12	2	729.9	1	1	2	AVOL_02092003	3
262.8643	1	12	3	746.1	1	1	3	AVOL_02092003	3
265.799	1	12	2	683.5	1	0	4	AVOL_02092003	3
269.2808	1	11	2	521.7	1	1	1	AVOL_02092003	3
272.0165	1	11	1	458	1	1	2	AVOL_02092003	3
275.7304	1	11	3	464.1	1	1	3	AVOL_02092003	3
278.9303	1	11	2	480.2	1	1	4	AVOL_02092003	3
281.55	1	11	1	436.5	1	1	5	AVOL_02092003	3
285.0483	1	11	2	554.2	1	1	6	AVOL_02092003	3
287.7675	1	11	3	523	1	1	7	AVOL_02092003	3
289.6741	1	12	2	640.4	1	1	1	AVOL_02092003	3
292.5093	1	12	1	573.2	1	1	2	AVOL_02092003	3
294.7974	1	12	3	653.1	1	1	3	AVOL_02092003	3
297.0688	1	12	1	677.7	1	1	4	AVOL_02092003	3
299.4398	1	12	3	730.7	1	1	5	AVOL_02092003	3
301.7278	1	12	1	666.7	1	0	6	AVOL_02092003	3
304.3474	1	11	3	543.1	1	1	1	AVOL_02092003	3
307.8458	1	11	3	460.8	1	1	2	AVOL_02092003	3
311.6924	1	11	2	494.1	1	1	3	AVOL_02092003	3
314.1628	1	11	3	519.7	1	1	4	AVOL_02092003	3
316.4177	1	12	1	704.9	1	0	1	AVOL_02092003	3
319.0042	1	12	2	742.4	1	1	2	AVOL_02092003	3
322.6186	1	12	3	704	1	1	3	AVOL_02092003	3
326.4154	1	12	2	739.2	1	1	4	AVOL_02092003	3
329.7812	1	12	1	773.4	1	0	5	AVOL_02092003	3
333.1966	1	11	3	494	1	1	1	AVOL_02092003	3
336.2971	1	11	2	545.5	1	1	2	AVOL_02092003	3
338.983	1	11	1	491.6	1	1	3	AVOL_02092003	3
342.3653	1	11	2	517.3	1	1	4	AVOL_02092003	3
344.3052	1	11	2	1137.4	1	0	5	AVOL_02092003	3
348.102	1	11	2	508.6	1	1	6	AVOL_02092003	3
