onset	duration	value	response	rt	good	acu	seq	subID	subN
122.3322	1	11	2	487.3	1	1	6	MQAB_30011998	43
125.2669	1	11	2	432.6	1	1	7	MQAB_30011998	43
127.6212	1	11	2	342.3	1	1	8	MQAB_30011998	43
130.6056	1	12	2	845.9	1	0	1	MQAB_30011998	43
132.9599	1	12	2	1099.6	1	0	2	MQAB_30011998	43
135.4469	1	12	2	740.6	1	1	3	MQAB_30011998	43
137.4531	1	12	2	638.4	1	1	4	MQAB_30011998	43
140.2385	1	11	1	517	1	1	1	MQAB_30011998	43
143.1732	1	11	3	422.3	1	1	2	MQAB_30011998	43
146.2239	1	11	1	443.6	1	1	3	MQAB_30011998	43
150.0871	1	11	3	500.4	1	1	4	MQAB_30011998	43
152.6238	1	11	3	395.7	1	1	5	MQAB_30011998	43
155.9564	1	11	3	399.2	1	1	6	MQAB_30011998	43
159.4382	1	11	2	485.3	1	1	7	MQAB_30011998	43
161.7925	1	12	3	1099	1	0	1	MQAB_30011998	43
164.0142	1	12	3	669.3	1	1	2	MQAB_30011998	43
166.3188	1	12	1	932.7	1	0	3	MQAB_30011998	43
168.5074	1	11	2	752.2	1	1	1	MQAB_30011998	43
171.3426	1	11	3	468.9	1	1	2	MQAB_30011998	43
174.3933	1	11	3	450.2	1	1	3	MQAB_30011998	43
176.3331	1	11	3	494.5	1	1	4	MQAB_30011998	43
180.0139	1	11	2	357.6	1	1	5	MQAB_30011998	43
182.733	1	12	3	1174.6	1	0	1	MQAB_30011998	43
185.1703	1	12	1	985.2	1	0	2	MQAB_30011998	43
188.2707	1	12	2	1076.9	1	0	3	MQAB_30011998	43
192.1504	1	12	1	797.1	1	1	4	MQAB_30011998	43
195.1348	1	12	3	964.8	1	0	5	MQAB_30011998	43
197.2239	1	12	2	827.7	1	1	6	MQAB_30011998	43
200.7554	1	11	2	616.2	1	1	1	MQAB_30011998	43
203.8725	1	11	3	507.1	1	1	2	MQAB_30011998	43
207.5366	1	11	3	363	1	1	3	MQAB_30011998	43
210.5708	1	11	2	536.8	1	1	4	MQAB_30011998	43
213.5883	1	12	2	919.3	1	0	1	MQAB_30011998	43
216.8048	1	12	1	542.8	1	0	2	MQAB_30011998	43
218.9271	1	12	1	1052.5	1	0	3	MQAB_30011998	43
221.5965	1	12	3	895.1	1	0	4	MQAB_30011998	43
225.244	1	12	1	1031.6	1	0	5	MQAB_30011998	43
228.4606	1	12	1	951	1	0	6	MQAB_30011998	43
230.9475	1	11	2	864.1	1	0	1	MQAB_30011998	43
233.2024	1	11	2	481.2	1	1	2	MQAB_30011998	43
236.2697	1	11	3	429.8	1	1	3	MQAB_30011998	43
240.0665	1	12	2	1297.1	1	0	1	MQAB_30011998	43
243.5152	1	12	3	824.4	1	1	2	MQAB_30011998	43
247.3617	1	12	3	993.9	1	0	3	MQAB_30011998	43
250.7938	1	12	1	761.8	1	1	4	MQAB_30011998	43
252.9823	1	12	3	749.3	1	1	5	MQAB_30011998	43
255.9004	1	11	3	863.2	1	0	1	MQAB_30011998	43
258.8185	1	11	1	513.1	1	1	2	MQAB_30011998	43
261.322	1	11	1	481.6	1	1	3	MQAB_30011998	43
263.2453	1	11	3	518.3	1	1	4	MQAB_30011998	43
266.2629	1	11	3	468.7	1	1	5	MQAB_30011998	43
268.3354	1	11	1	460.2	1	1	6	MQAB_30011998	43
270.5239	1	11	2	391.7	1	1	7	MQAB_30011998	43
273.4752	1	12	2	1328.4	1	0	1	MQAB_30011998	43
275.3653	1	12	1	926.3	1	0	2	MQAB_30011998	43
278.615	1	12	1	1156.7	1	0	3	MQAB_30011998	43
282.4449	1	12	2	886.7	1	0	4	MQAB_30011998	43
285.6283	1	12	3	799.3	1	1	5	MQAB_30011998	43
288.2977	1	12	1	897.9	1	0	6	MQAB_30011998	43
291.8789	1	12	2	772.7	1	1	7	MQAB_30011998	43
294.0343	1	12	1	705.3	1	1	8	MQAB_30011998	43
296.7203	1	11	3	691.3	1	1	1	MQAB_30011998	43
299.6384	1	11	3	477.2	1	1	2	MQAB_30011998	43
302.8051	1	11	1	518.5	1	1	3	MQAB_30011998	43
304.745	1	11	1	434.6	1	1	4	MQAB_30011998	43
307.4641	1	12	3	795.5	1	0	1	MQAB_30011998	43
309.8351	1	12	1	872.5	1	0	2	MQAB_30011998	43
311.9904	1	12	1	925.2	1	0	3	MQAB_30011998	43
315.1406	1	12	2	1023.1	1	0	4	MQAB_30011998	43
317.5779	1	12	3	713.7	1	1	5	MQAB_30011998	43
319.8659	1	11	1	465.7	1	1	1	MQAB_30011998	43
322.469	1	11	3	374.6	1	1	2	MQAB_30011998	43
324.5746	1	11	3	485	1	1	3	MQAB_30011998	43
328.2222	1	11	3	413.4	1	1	4	MQAB_30011998	43
330.1952	1	11	1	568.5	1	1	5	MQAB_30011998	43
333.2957	1	11	3	371.9	1	1	6	MQAB_30011998	43
335.4179	1	12	3	769.8	1	1	1	MQAB_30011998	43
339.1153	1	12	2	896.4	1	0	2	MQAB_30011998	43
342.0831	1	12	1	936.6	1	0	3	MQAB_30011998	43
344.3545	1	12	1	873.2	1	0	4	MQAB_30011998	43
347.5379	1	12	3	633.8	1	0	5	MQAB_30011998	43
350.9036	1	12	3	700.1	1	1	6	MQAB_30011998	43
354.0206	1	12	3	567.1	1	1	7	MQAB_30011998	43
356.5408	1	11	1	518.9	1	1	1	MQAB_30011998	43
360.2216	1	11	3	534.1	1	1	2	MQAB_30011998	43
363.836	1	11	1	559.7	1	1	3	MQAB_30011998	43
367.6991	1	11	3	392.6	1	1	4	MQAB_30011998	43
371.0649	1	11	2	514.8	1	1	5	MQAB_30011998	43
373.4855	1	11	2	438.2	1	1	6	MQAB_30011998	43
377.0502	1	11	3	377.5	1	1	7	MQAB_30011998	43
379.1393	1	11	3	408.4	1	1	8	MQAB_30011998	43
381.676	1	12	3	823.7	1	1	1	MQAB_30011998	43
385.0915	1	12	1	768.2	1	1	2	MQAB_30011998	43
388.4738	1	12	2	1081.9	1	0	3	MQAB_30011998	43
391.0106	1	11	2	585.1	1	1	1	MQAB_30011998	43
393.5141	1	11	3	481.6	1	1	2	MQAB_30011998	43
396.9628	1	11	3	384.9	1	1	3	MQAB_30011998	43
399.4663	1	11	1	489.4	1	1	4	MQAB_30011998	43
403.1139	1	11	3	321.8	1	1	5	MQAB_30011998	43
406.9771	1	11	3	378.6	1	0	6	MQAB_30011998	43
410.0112	1	12	3	856.5	1	0	1	MQAB_30011998	43
413.5925	1	12	3	523.2	1	0	2	MQAB_30011998	43
415.5157	1	12	1	1160	1	0	3	MQAB_30011998	43
419.3126	1	12	3	787.1	1	1	4	MQAB_30011998	43
422.8938	1	12	1	1189.9	1	0	5	MQAB_30011998	43
425.928	1	12	2	1099.8	1	0	6	MQAB_30011998	43
428.3652	1	12	1	750.6	1	1	7	MQAB_30011998	43
430.703	1	11	3	836.7	1	1	1	MQAB_30011998	43
433.9692	1	11	3	682.5	1	1	2	MQAB_30011998	43
435.8759	1	11	1	647.8	1	1	3	MQAB_30011998	43
439.7557	1	11	2	544	1	1	4	MQAB_30011998	43
442.11	1	11	1	549.7	1	1	5	MQAB_30011998	43
444.4478	1	11	1	475.9	1	1	6	MQAB_30011998	43
447.0343	1	11	3	401.4	1	1	7	MQAB_30011998	43
449.8363	1	11	3	495.4	1	1	8	MQAB_30011998	43
453.5668	1	12	1	748.9	1	1	1	MQAB_30011998	43
457.032	1	12	1	1115.8	1	0	2	MQAB_30011998	43
460.1822	1	12	1	877.5	1	0	3	MQAB_30011998	43
462.6858	1	12	1	1342	1	0	4	MQAB_30011998	43
465.4878	1	12	3	1067.9	1	0	5	MQAB_30011998	43
467.8421	1	11	3	649.7	1	1	1	MQAB_30011998	43
470.296	1	11	3	1099.8	1	0	2	MQAB_30011998	43
472.5508	1	11	1	597	1	1	3	MQAB_30011998	43
475.9	1	11	2	439.8	1	1	4	MQAB_30011998	43
478.9507	1	12	2	901.1	1	0	1	MQAB_30011998	43
482.6812	1	12	1	778.6	1	1	2	MQAB_30011998	43
485.4832	1	12	3	1104.6	1	0	3	MQAB_30011998	43
17.2981	1	11	2	620.1	1	1	1	NELS_07081998	44
19.6193	1	11	1	418.8	1	1	2	NELS_07081998	44
21.6254	1	11	2	372.8	1	1	3	NELS_07081998	44
25.472	1	12	2	334.2	1	0	1	NELS_07081998	44
28.158	1	12	2	392.2	1	0	2	NELS_07081998	44
30.3299	1	12	2	380.3	1	0	3	NELS_07081998	44
32.3029	1	12	1	511.3	1	0	4	NELS_07081998	44
35.3868	1	12	1	475.4	1	0	5	NELS_07081998	44
37.708	1	12	1	426.1	1	0	6	NELS_07081998	44
41.5711	1	12	3	515.1	1	0	7	NELS_07081998	44
43.4944	1	11	2	431.8	1	1	1	NELS_07081998	44
47.3078	1	11	1	330.4	1	1	2	NELS_07081998	44
51.0715	1	11	2	382.7	1	1	3	NELS_07081998	44
53.0445	1	11	2	313.7	1	1	4	NELS_07081998	44
56.7252	1	12	1	377	1	0	1	NELS_07081998	44
60.4391	1	12	3	455.1	1	0	2	NELS_07081998	44
63.3738	1	12	2	360.4	1	0	3	NELS_07081998	44
66.0929	1	12	3	465.3	1	0	4	NELS_07081998	44
69.6576	1	12	3	356.6	1	0	5	NELS_07081998	44
71.8793	1	12	3	414.8	1	0	6	NELS_07081998	44
75.4274	1	12	1	346.8	1	0	7	NELS_07081998	44
78.0802	1	12	1	502	1	0	8	NELS_07081998	44
81.5454	1	11	1	348.8	1	1	1	NELS_07081998	44
84.4801	1	11	3	382.2	1	1	2	NELS_07081998	44
87.8624	1	11	2	327.8	1	1	3	NELS_07081998	44
90.4655	1	11	3	412.7	1	1	4	NELS_07081998	44
92.9525	1	11	1	317.7	1	1	5	NELS_07081998	44
96.169	1	11	1	333.2	1	1	6	NELS_07081998	44
99.9492	1	12	1	345	1	0	1	NELS_07081998	44
103.0497	1	12	3	500.5	1	0	2	NELS_07081998	44
106.0506	1	12	1	339.6	1	0	3	NELS_07081998	44
109.7148	1	12	1	363.5	1	0	4	NELS_07081998	44
112.3676	1	12	3	398.7	1	0	5	NELS_07081998	44
114.6888	1	11	1	333.5	1	1	1	NELS_07081998	44
118.3364	1	11	3	349.9	1	1	2	NELS_07081998	44
120.4752	1	11	3	467.1	1	1	3	NELS_07081998	44
123.4099	1	11	3	324.3	1	1	4	NELS_07081998	44
126.0792	1	11	3	287	1	1	5	NELS_07081998	44
128.9973	1	12	2	424.9	1	0	1	NELS_07081998	44
132.1143	1	12	1	324	1	0	2	NELS_07081998	44
134.7837	1	12	1	454.6	1	0	3	NELS_07081998	44
137.7018	1	12	1	384.5	1	0	4	NELS_07081998	44
139.824	1	12	3	366.3	1	0	5	NELS_07081998	44
142.8582	1	12	3	356.1	1	0	6	NELS_07081998	44
144.9638	1	11	3	394.5	1	1	1	NELS_07081998	44
148.4622	1	11	1	304.1	1	1	2	NELS_07081998	44
151.0155	1	11	3	422.8	1	1	3	NELS_07081998	44
154.4807	1	11	2	317.6	1	1	4	NELS_07081998	44
158.1946	1	11	1	299.7	1	1	5	NELS_07081998	44
160.5821	1	11	2	352.2	1	1	6	NELS_07081998	44
163.4173	1	11	2	325	1	1	7	NELS_07081998	44
165.523	1	11	1	411.3	1	1	8	NELS_07081998	44
168.0763	1	12	2	362	1	0	1	NELS_07081998	44
171.0275	1	12	3	394.8	1	0	2	NELS_07081998	44
174.1943	1	12	3	364	1	0	3	NELS_07081998	44
176.7145	1	12	1	419.7	1	0	4	NELS_07081998	44
178.8864	1	12	2	319.9	1	1	5	NELS_07081998	44
182.0532	1	12	3	505.1	1	0	6	NELS_07081998	44
185.7505	1	12	3	439.8	1	0	7	NELS_07081998	44
188.652	1	11	3	650.3	1	1	1	NELS_07081998	44
191.6364	1	11	1	345.9	1	1	2	NELS_07081998	44
194.7369	1	11	2	333.4	1	1	3	NELS_07081998	44
198.5005	1	11	2	281.8	1	1	4	NELS_07081998	44
201.2362	1	12	1	386.1	1	0	1	NELS_07081998	44
204.9336	1	12	2	360.7	1	0	2	NELS_07081998	44
208.548	1	12	1	362.3	1	0	3	NELS_07081998	44
211.4163	1	11	2	382	1	1	1	NELS_07081998	44
215.2794	1	11	2	382.9	1	1	2	NELS_07081998	44
218.4131	1	11	2	321.2	1	1	3	NELS_07081998	44
222.127	1	12	2	495.3	1	0	1	NELS_07081998	44
224.0171	1	12	3	509.2	1	0	2	NELS_07081998	44
227.8471	1	12	3	471.2	1	0	3	NELS_07081998	44
231.6936	1	12	2	312.8	1	0	4	NELS_07081998	44
235.0096	1	12	2	340.7	1	0	5	NELS_07081998	44
237.4137	1	12	1	448.6	1	0	6	NELS_07081998	44
241.0115	1	12	2	290.8	1	1	7	NELS_07081998	44
243.283	1	12	1	451.3	1	0	8	NELS_07081998	44
245.6705	1	11	1	359.9	1	1	1	NELS_07081998	44
248.4394	1	11	3	431	1	1	2	NELS_07081998	44
250.3958	1	11	2	386.6	1	1	3	NELS_07081998	44
254.0766	1	11	1	385.8	1	1	4	NELS_07081998	44
257.6413	1	11	2	325.1	1	1	5	NELS_07081998	44
259.6972	1	11	3	397.2	1	1	6	NELS_07081998	44
261.5873	1	11	3	411	1	1	7	NELS_07081998	44
264.8701	1	12	1	384.3	1	0	1	NELS_07081998	44
266.8597	1	12	2	298.7	1	0	2	NELS_07081998	44
269.4959	1	12	2	366.4	1	1	3	NELS_07081998	44
273.243	1	12	3	387.4	1	0	4	NELS_07081998	44
276.9238	1	11	2	394.6	1	1	1	NELS_07081998	44
279.8916	1	11	3	426.8	1	1	2	NELS_07081998	44
282.9257	1	11	1	384.7	1	1	3	NELS_07081998	44
286.5401	1	11	3	394.3	1	1	4	NELS_07081998	44
290.3867	1	11	3	387.7	1	1	5	NELS_07081998	44
292.3597	1	12	3	534.7	1	0	1	NELS_07081998	44
295.1451	1	12	3	421.3	1	0	2	NELS_07081998	44
298.0964	1	12	1	446	1	0	3	NELS_07081998	44
301.0144	1	12	1	472	1	0	4	NELS_07081998	44
303.833	1	12	2	413.4	1	0	5	NELS_07081998	44
307.6464	1	12	3	400	1	0	6	NELS_07081998	44
309.8516	1	11	1	418.8	1	1	1	NELS_07081998	44
312.7862	1	11	3	412.2	1	1	2	NELS_07081998	44
315.8535	1	11	2	360.9	1	1	3	NELS_07081998	44
319.3022	1	11	3	400.2	1	1	4	NELS_07081998	44
321.4907	1	11	2	331.7	1	1	5	NELS_07081998	44
325.0554	1	12	1	391	1	0	1	NELS_07081998	44
328.1724	1	12	2	474	1	0	2	NELS_07081998	44
331.505	1	12	1	389.4	1	0	3	NELS_07081998	44
335.0531	1	12	1	401.3	1	0	4	NELS_07081998	44
337.2085	1	12	3	421.9	1	0	5	NELS_07081998	44
339.4965	1	12	2	269.9	1	0	6	NELS_07081998	44
342.7296	1	12	1	412.8	1	0	7	NELS_07081998	44
345.7803	1	12	2	330.1	1	0	8	NELS_07081998	44
348.4995	1	11	3	642.9	1	1	1	NELS_07081998	44
351.3844	1	11	2	342	1	1	2	NELS_07081998	44
354.7998	1	11	1	374.7	1	1	3	NELS_07081998	44
357.6682	1	11	1	434.2	1	1	4	NELS_07081998	44
361.1831	1	11	3	415.3	1	1	5	NELS_07081998	44
364.1178	1	11	1	424.6	1	1	6	NELS_07081998	44
366.5385	1	12	2	491.9	1	0	1	NELS_07081998	44
368.6275	1	12	3	578.9	1	0	2	NELS_07081998	44
370.7498	1	12	1	520.6	1	0	3	NELS_07081998	44
373.2202	1	12	1	442.2	1	0	4	NELS_07081998	44
376.6688	1	12	3	449.7	1	0	5	NELS_07081998	44
379.2553	1	12	2	391.1	1	0	6	NELS_07081998	44
382.0905	1	12	2	411.9	1	1	7	NELS_07081998	44
384.5609	1	11	3	477.6	1	1	1	NELS_07081998	44
387.28	1	11	3	502.5	1	1	2	NELS_07081998	44
389.5349	1	11	1	407.5	1	1	3	NELS_07081998	44
391.8561	1	11	1	486.4	1	1	4	NELS_07081998	44
394.6581	1	12	1	412.4	1	0	1	NELS_07081998	44
397.344	1	12	1	358.4	1	0	2	NELS_07081998	44
399.8974	1	12	2	317.1	1	0	3	NELS_07081998	44
401.8206	1	11	3	425.8	1	1	1	NELS_07081998	44
405.4019	1	11	1	380.6	1	1	2	NELS_07081998	44
407.3086	1	11	2	513.9	1	1	3	NELS_07081998	44
410.8899	1	11	3	412.6	1	1	4	NELS_07081998	44
414.7696	1	11	1	388.9	1	1	5	NELS_07081998	44
417.4555	1	11	2	343	1	1	6	NELS_07081998	44
419.6938	1	11	2	312.7	1	1	7	NELS_07081998	44
422.3135	1	12	2	357	1	0	1	NELS_07081998	44
425.9776	1	12	1	412.9	1	0	2	NELS_07081998	44
429.4594	1	12	2	363.1	1	0	3	NELS_07081998	44
431.847	1	11	2	431.5	1	0	1	NELS_07081998	44
435.1298	1	11	3	412.6	1	1	2	NELS_07081998	44
437.6997	1	11	3	434.8	1	1	3	NELS_07081998	44
440.4354	1	11	2	363.1	1	1	4	NELS_07081998	44
443.1047	1	12	1	477.8	1	0	1	NELS_07081998	44
446.6694	1	12	2	441.1	1	0	2	NELS_07081998	44
449.0238	1	12	2	574.7	1	0	3	NELS_07081998	44
452.3895	1	12	2	537	1	0	4	NELS_07081998	44
455.5563	1	12	1	410.1	1	0	5	NELS_07081998	44
458.5075	1	12	1	451	1	0	6	NELS_07081998	44
461.5417	1	12	2	360.8	1	0	7	NELS_07081998	44
464.6421	1	12	2	492.4	1	0	8	NELS_07081998	44
467.411	1	11	2	427.5	1	1	1	NELS_07081998	44
471.2244	1	11	1	486.1	1	1	2	NELS_07081998	44
473.1808	1	11	2	905.7	1	0	3	NELS_07081998	44
476.5134	1	11	1	429.1	1	1	4	NELS_07081998	44
479.448	1	11	1	374.5	1	1	5	NELS_07081998	44
483.0956	1	12	2	510.9	1	0	1	NELS_07081998	44
486.594	1	12	3	404.5	1	0	2	NELS_07081998	44
488.6831	1	12	1	595.4	1	0	3	NELS_07081998	44
490.7721	1	12	1	466.4	1	0	4	NELS_07081998	44
493.3752	1	12	1	359.3	1	0	5	NELS_07081998	44
495.2985	1	12	1	428	1	0	6	NELS_07081998	44
17.2815	1	11	2	612.2	1	1	1	NJRA_24051999	45
20.1167	1	11	1	297	1	1	2	NJRA_24051999	45
23.8472	1	11	1	430.5	1	1	3	NJRA_24051999	45
27.13	1	12	2	939.7	1	0	1	NJRA_24051999	45
30.8936	1	12	1	792.1	1	1	2	NJRA_24051999	45
34.4086	1	12	2	821.1	1	1	3	NJRA_24051999	45
38.2883	1	12	3	861.4	1	0	4	NJRA_24051999	45
41.2561	1	12	2	693.6	1	1	5	NJRA_24051999	45
44.1576	1	12	2	664.2	1	1	6	NJRA_24051999	45
47.5731	1	12	1	608.6	1	1	7	NJRA_24051999	45
49.8114	1	12	2	602.3	1	1	8	NJRA_24051999	45
51.9502	1	11	1	527.5	1	1	1	NJRA_24051999	45
55.2165	1	11	2	413.2	1	1	2	NJRA_24051999	45
58.7978	1	11	1	455.9	1	1	3	NJRA_24051999	45
60.8537	1	11	2	472	1	1	4	NJRA_24051999	45
64.3023	1	11	3	455.4	1	1	5	NJRA_24051999	45
66.4909	1	12	2	802.9	1	0	1	NJRA_24051999	45
70.039	1	12	3	1246.7	1	0	2	NJRA_24051999	45
72.5094	1	12	1	664.3	1	1	3	NJRA_24051999	45
75.0295	1	12	2	640.3	1	1	4	NJRA_24051999	45
77.2015	1	12	2	1100.3	1	0	5	NJRA_24051999	45
80.4346	1	12	1	803.1	1	1	6	NJRA_24051999	45
82.4242	1	12	3	701.6	1	1	7	NJRA_24051999	45
86.2376	1	11	1	520.2	1	1	1	NJRA_24051999	45
88.3432	1	11	1	590.6	1	1	2	NJRA_24051999	45
92.1069	1	11	3	466.9	1	1	3	NJRA_24051999	45
95.025	1	11	3	620.8	1	1	4	NJRA_24051999	45
98.026	1	12	3	603.8	1	1	1	NJRA_24051999	45
101.3419	1	12	1	655.9	1	1	2	NJRA_24051999	45
103.5305	1	12	2	1219.3	1	0	3	NJRA_24051999	45
107.0952	1	12	2	686.6	1	1	4	NJRA_24051999	45
110.2951	1	12	3	630.7	1	0	5	NJRA_24051999	45
113.4453	1	12	1	648.5	1	1	6	NJRA_24051999	45
116.6784	1	11	3	719.4	1	1	1	NJRA_24051999	45
120.3426	1	11	1	543.2	1	1	2	NJRA_24051999	45
123.5757	1	11	2	710.1	1	1	3	NJRA_24051999	45
126.328	1	11	3	309.8	1	1	4	NJRA_24051999	45
128.8316	1	12	3	678.2	1	1	1	NJRA_24051999	45
131.733	1	12	1	768.8	1	1	2	NJRA_24051999	45
133.6895	1	12	1	844.3	1	1	3	NJRA_24051999	45
136.2594	1	12	2	714.4	1	1	4	NJRA_24051999	45
140.1059	1	12	2	755.9	1	1	5	NJRA_24051999	45
142.9908	1	12	3	919	1	0	6	NJRA_24051999	45
145.0136	1	12	3	712.2	1	1	7	NJRA_24051999	45
148.3462	1	12	1	747.6	1	1	8	NJRA_24051999	45
151.3803	1	11	3	513.5	1	1	1	NJRA_24051999	45
154.4476	1	11	3	438.2	1	1	2	NJRA_24051999	45
156.7854	1	11	1	476.4	1	1	3	NJRA_24051999	45
160.5988	1	12	1	735	1	1	1	NJRA_24051999	45
163.235	1	12	1	578.8	1	1	2	NJRA_24051999	45
166.2857	1	12	3	680.2	1	1	3	NJRA_24051999	45
169.7178	1	12	1	760.1	1	1	4	NJRA_24051999	45
172.3706	1	12	3	635.2	1	1	5	NJRA_24051999	45
176.0016	1	12	2	988.3	1	0	6	NJRA_24051999	45
178.7538	1	11	1	500	1	1	1	NJRA_24051999	45
181.5393	1	11	3	346.6	1	1	2	NJRA_24051999	45
183.7942	1	11	3	451.6	1	1	3	NJRA_24051999	45
185.8666	1	11	1	491.2	1	1	4	NJRA_24051999	45
188.1878	1	11	1	402	1	1	5	NJRA_24051999	45
191.4044	1	12	1	809.4	1	1	1	NJRA_24051999	45
193.9245	1	12	2	665.3	1	0	2	NJRA_24051999	45
197.5555	1	12	3	594.3	1	1	3	NJRA_24051999	45
199.4788	1	12	1	967	1	0	4	NJRA_24051999	45
201.3855	1	12	3	788.3	1	1	5	NJRA_24051999	45
203.6238	1	12	3	574.1	1	1	6	NJRA_24051999	45
205.746	1	12	3	571.9	1	1	7	NJRA_24051999	45
207.8517	1	11	1	522.1	1	1	1	NJRA_24051999	45
211.1511	1	11	1	462.7	1	1	2	NJRA_24051999	45
214.4339	1	11	3	403.9	1	1	3	NJRA_24051999	45
217.5178	1	12	1	656.1	1	1	1	NJRA_24051999	45
219.6401	1	12	3	717.8	1	1	2	NJRA_24051999	45
222.4089	1	12	2	965	1	0	3	NJRA_24051999	45
225.5094	1	12	3	576.5	1	1	4	NJRA_24051999	45
227.7145	1	11	3	435.4	1	1	1	NJRA_24051999	45
230.9808	1	11	3	449.1	1	1	2	NJRA_24051999	45
234.5952	1	11	1	490.7	1	1	3	NJRA_24051999	45
236.7174	1	11	3	512.5	1	1	4	NJRA_24051999	45
238.9889	1	11	3	433	1	1	5	NJRA_24051999	45
241.1609	1	11	1	349	1	1	6	NJRA_24051999	45
244.0458	1	11	1	440.1	1	1	7	NJRA_24051999	45
246.9638	1	11	2	442.1	1	1	8	NJRA_24051999	45
249.9482	1	12	3	689.7	1	1	1	NJRA_24051999	45
252.5016	1	12	3	568.3	1	1	2	NJRA_24051999	45
255.3367	1	12	3	589.2	1	1	3	NJRA_24051999	45
258.3874	1	12	2	594.5	1	1	4	NJRA_24051999	45
261.7863	1	12	3	619.6	1	0	5	NJRA_24051999	45
265.4173	1	12	3	692.6	1	1	6	NJRA_24051999	45
268.551	1	12	3	694.9	1	1	7	NJRA_24051999	45
270.9551	1	11	2	482.8	1	1	1	NJRA_24051999	45
274.3705	1	11	2	427.4	1	1	2	NJRA_24051999	45
277.985	1	11	1	364.9	1	1	3	NJRA_24051999	45
280.5714	1	11	3	410.5	1	1	4	NJRA_24051999	45
283.904	1	11	1	413.9	1	1	5	NJRA_24051999	45
287.6014	1	12	3	612.5	1	1	1	NJRA_24051999	45
289.6904	1	12	3	355.5	1	1	2	NJRA_24051999	45
292.5256	1	12	3	544.3	1	1	3	NJRA_24051999	45
294.6976	1	12	1	1108.4	1	0	4	NJRA_24051999	45
297.5328	1	12	2	913.1	1	0	5	NJRA_24051999	45
301.1803	1	12	2	769.6	1	1	6	NJRA_24051999	45
304.4632	1	11	2	494.7	1	1	1	NJRA_24051999	45
307.1657	1	11	2	400.2	1	1	2	NJRA_24051999	45
309.0724	1	11	3	381.5	1	1	3	NJRA_24051999	45
311.7418	1	12	3	632.1	1	1	1	NJRA_24051999	45
314.2619	1	12	3	632.1	1	1	2	NJRA_24051999	45
316.8318	1	12	3	1278.1	1	0	3	NJRA_24051999	45
319.866	1	12	3	555.9	1	1	4	NJRA_24051999	45
323.0991	1	12	3	426.8	1	1	5	NJRA_24051999	45
325.7353	1	12	3	398.7	1	1	6	NJRA_24051999	45
329.5818	1	12	3	664.1	1	1	7	NJRA_24051999	45
332.6823	1	12	1	643.7	1	1	8	NJRA_24051999	45
335.1693	1	11	1	540.7	1	1	1	NJRA_24051999	45
337.4739	1	11	2	468	1	1	2	NJRA_24051999	45
341.2541	1	11	3	383.9	1	1	3	NJRA_24051999	45
344.6862	1	11	2	431.8	1	1	4	NJRA_24051999	45
347.2892	1	12	1	524.8	1	0	1	NJRA_24051999	45
351.0032	1	12	2	978.8	1	0	2	NJRA_24051999	45
354.3855	1	12	2	860.4	1	0	3	NJRA_24051999	45
356.9222	1	12	2	731.8	1	1	4	NJRA_24051999	45
360.4372	1	12	1	632.8	1	1	5	NJRA_24051999	45
363.3386	1	12	3	595.4	1	0	6	NJRA_24051999	45
365.2454	1	11	3	480.6	1	1	1	NJRA_24051999	45
367.5665	1	11	1	431.5	1	1	2	NJRA_24051999	45
370.982	1	11	1	488	1	1	3	NJRA_24051999	45
374.4306	1	11	1	439.4	1	1	4	NJRA_24051999	45
378.1446	1	11	2	373.4	1	1	5	NJRA_24051999	45
380.3	1	12	1	1306	1	0	1	NJRA_24051999	45
383.1683	1	12	1	621.7	1	1	2	NJRA_24051999	45
385.1082	1	12	1	497.8	1	1	3	NJRA_24051999	45
387.363	1	12	1	475	1	1	4	NJRA_24051999	45
389.7174	1	12	3	904.6	1	0	5	NJRA_24051999	45
392.1049	1	12	2	621.1	1	1	6	NJRA_24051999	45
395.4872	1	12	1	606.8	1	1	7	NJRA_24051999	45
397.4271	1	11	1	450.9	1	1	1	NJRA_24051999	45
400.2125	1	11	3	361.5	1	1	2	NJRA_24051999	45
403.9762	1	11	1	453.8	1	1	3	NJRA_24051999	45
406.1316	1	11	1	370.4	1	1	4	NJRA_24051999	45
409.4476	1	12	2	918.4	1	0	1	NJRA_24051999	45
413.2112	1	12	1	658.8	1	1	2	NJRA_24051999	45
416.7759	1	12	2	966.1	1	0	3	NJRA_24051999	45
419.9427	1	12	1	1279.3	1	0	4	NJRA_24051999	45
422.5126	1	12	2	1285.5	1	0	5	NJRA_24051999	45
425.7954	1	12	3	666.6	1	1	6	NJRA_24051999	45
429.4927	1	11	1	609.3	1	1	1	NJRA_24051999	45
431.731	1	11	2	483	1	1	2	NJRA_24051999	45
434.3838	1	11	1	438.2	1	1	3	NJRA_24051999	45
438.048	1	12	1	766	1	1	1	NJRA_24051999	45
440.6345	1	12	1	1027.5	1	0	2	NJRA_24051999	45
444.2157	1	12	1	806.3	1	1	3	NJRA_24051999	45
446.9183	1	12	2	615.7	1	1	4	NJRA_24051999	45
449.5213	1	12	2	812.7	1	1	5	NJRA_24051999	45
451.4115	1	11	3	610.5	1	1	1	NJRA_24051999	45
454.2135	1	11	3	392.5	1	1	2	NJRA_24051999	45
457.6787	1	11	3	455.3	1	1	3	NJRA_24051999	45
