"","rt","est","resp","laten","good","acu","seq","subN","Age","Sex"
"1391",567.1,12,2,450944.4,1,1,7,5,33,"F"
"1392",648.9,11,2,453521.9,1,1,1,5,33,"F"
"1393",414.3,11,2,457246.8,1,1,2,5,33,"F"
"1394",769,12,2,460955,1,1,1,5,33,"F"
"1395",750.1,12,1,464364,1,1,2,5,33,"F"
"1396",828.8,12,3,466525.8,1,1,3,5,33,"F"
"1397",769.8,12,1,470001.3,1,0,4,5,33,"F"
"1398",878.6,12,2,472878.1,1,0,5,5,33,"F"
"1399",923.3,12,2,475588.6,1,0,6,5,33,"F"
"1400",654.5,12,2,479313.5,1,1,7,5,33,"F"
"1401",479.2,12,1,481774.6,1,1,8,5,33,"F"
"1402",828.8,12,1,484235.7,1,0,1,5,33,"F"
"1403",974.3,12,3,486680.2,1,0,2,5,33,"F"
"1404",1107.8,12,2,489889.6,1,0,3,5,33,"F"
"1405",674.8,12,1,493398.4,1,1,4,5,33,"F"
"1406",934.4,12,2,495493.6,1,0,5,5,33,"F"
"1407",627.6,11,2,497638.8,1,1,1,5,33,"F"
"1408",444.5,11,1,500499,1,1,2,5,33,"F"
"1409",380.3,11,2,502827,1,1,3,5,33,"F"
"1410",396.5,11,3,505554.2,1,1,4,5,33,"F"
"1411",479.3,11,3,507499.8,1,1,5,5,33,"F"
"1412",445.6,11,3,509511.9,1,1,6,5,33,"F"
"1413",843.1,12,2,511590.5,1,1,1,5,33,"F"
"1414",776.9,12,1,514051.6,1,0,2,5,33,"F"
"1415",1190.4,12,3,516645.8,1,0,3,5,33,"F"
"1416",-99,12,-99,520387.3,1,0,4,5,33,"F"
"1417",630.9,11,2,524045.7,1,1,1,5,33,"F"
"1418",425.2,11,2,526922.5,1,1,2,5,33,"F"
"1419",430.9,11,2,529666.3,1,1,3,5,33,"F"
"1420",521.6,11,1,531678.4,1,1,4,5,33,"F"
"1421",518,11,2,535536.4,1,1,5,5,33,"F"
"1422",627.9,11,1,537914.3,1,1,6,5,33,"F"
"1423",450.7,11,1,540109.4,1,1,7,5,33,"F"
"1424",900.5,12,1,543302.1,1,0,1,5,33,"F"
"1425",1111.1,12,2,546993.8,1,0,2,5,33,"F"
"1426",1062.9,12,3,549671.1,1,0,3,5,33,"F"
"1427",823.8,12,3,553495.8,1,1,4,5,33,"F"
"1428",527.3,12,2,555408.1,1,0,5,5,33,"F"
"1429",441.3,12,1,557453.5,1,1,6,5,33,"F"
"1430",754.6,12,3,559981.1,1,1,7,5,33,"F"
"1431",1143.4,12,2,563789.1,1,0,8,5,33,"F"
"1432",734.5,11,2,566882.1,1,1,1,5,33,"F"
"1433",400.8,11,2,570108.2,1,1,2,5,33,"F"
"1434",518.2,11,3,572336.5,1,1,3,5,33,"F"
"1435",546.4,11,2,575629,1,1,4,5,33,"F"
"1436",543.9,11,1,578738.7,1,1,5,5,33,"F"
"1437",618.7,11,3,581349.4,1,1,1,5,33,"F"
"1438",539.8,11,1,583910.3,1,1,2,5,33,"F"
"1439",476.7,11,2,586471.2,1,1,3,5,33,"F"
"1440",457.9,11,2,590179.4,1,1,4,5,33,"F"
"1441",452.9,11,3,593738.1,1,1,5,5,33,"F"
"1442",533.9,11,2,596249.1,1,1,6,5,33,"F"
"1443",870.9,12,3,600007.2,1,0,1,5,33,"F"
"1444",-99,12,-99,601986.1,1,0,2,5,33,"F"
"1445",709.1,12,1,604497.1,1,1,3,5,33,"F"
"1446",635.7,12,2,606392.8,1,1,4,5,33,"F"
"1447",534.5,11,2,609618.8,1,1,1,5,33,"F"
"1448",377.5,11,2,611581,1,1,2,5,33,"F"
"1449",507.6,11,3,613859.2,1,1,3,5,33,"F"
"1450",906.6,12,1,617085.3,1,0,1,5,33,"F"
"1451",797.1,12,2,620843.4,1,1,2,5,33,"F"
"1452",530.8,11,2,624352.2,1,1,1,5,33,"F"
"1453",326.9,11,2,626563.8,1,1,2,5,33,"F"
"1454",371.2,11,3,629174.6,1,1,3,5,33,"F"
"1455",536.8,11,1,632300.9,1,1,4,5,33,"F"
"1456",447.2,11,2,634396.1,1,1,5,5,33,"F"
"1457",789,12,3,636458.1,1,1,1,5,33,"F"
"1458",701.1,12,1,638669.8,1,0,2,5,33,"F"
"1459",763.2,12,2,640798.3,1,0,3,5,33,"F"
"1460",825,12,1,643425.7,1,1,4,5,33,"F"
"1461",619.4,11,1,646651.7,1,1,1,5,33,"F"
"1462",592.6,11,3,649162.7,1,1,2,5,33,"F"
"1463",544.8,11,3,651640.4,1,1,3,5,33,"F"
"1464",489.9,11,1,654583.8,1,1,4,5,33,"F"
"1465",531.3,11,1,656462.9,1,1,5,5,33,"F"
"1466",427,11,2,658541.5,1,1,6,5,33,"F"
"1467",935.4,12,1,661468.2,1,0,1,5,33,"F"
"1468",793.7,12,1,663696.5,1,0,2,5,33,"F"
"1469",-99,12,-99,665592.2,1,0,3,5,33,"F"
"1470",674.4,12,1,667986.8,1,1,4,5,33,"F"
"1471",685.8,12,1,671063.2,1,1,5,5,33,"F"
"1472",410.8,12,1,673457.8,1,1,6,5,33,"F"
"1473",849.1,12,1,676816.8,1,0,7,5,33,"F"
"1474",624.4,11,1,680358.8,1,1,1,5,33,"F"
"1475",806.6,11,2,682271.2,1,1,2,5,33,"F"
"1476",481.4,11,3,684266.6,1,1,3,5,33,"F"
"1477",563.5,11,1,688141.2,1,1,1,5,33,"F"
"1478",512.4,11,2,690652.2,1,1,2,5,33,"F"
"1479",-99,12,-99,693113.3,1,0,1,5,33,"F"
"1480",931.3,12,3,696954.6,1,0,2,5,33,"F"
"1481",1151.2,12,2,700646.3,1,0,3,5,33,"F"
"1482",917.2,12,3,703972.1,1,0,4,5,33,"F"
"1483",851.6,12,3,706366.7,1,0,5,5,33,"F"
"1484",871.6,12,1,709393.2,1,0,6,5,33,"F"
"1485",-99,12,-99,711288.9,1,0,7,5,33,"F"
"1486",779.5,12,2,713683.5,1,1,8,5,33,"F"
"1487",503.7,11,1,717441.6,1,1,1,5,33,"F"
"1488",584.4,11,3,720285.2,1,1,2,5,33,"F"
"1489",829.6,12,2,722746.3,1,0,1,5,33,"F"
"1490",617.4,12,3,725373.7,1,1,2,5,33,"F"
"1491",1048.7,12,1,727452.3,1,0,3,5,33,"F"
"1492",926.8,12,3,731243.7,1,0,4,5,33,"F"
"1493",1100.5,12,3,733854.5,1,0,1,5,33,"F"
"1494",998.6,12,2,736116,1,0,2,5,33,"F"
"1495",1057.2,12,2,738660.3,1,0,3,5,33,"F"
"1496",999.7,12,1,740805.4,1,0,4,5,33,"F"
"1497",845.1,12,3,743382.9,1,1,5,5,33,"F"
"1498",902,12,1,746093.5,1,0,6,5,33,"F"
"1499",441.3,11,3,748504.7,1,1,1,5,33,"F"
"1500",447.7,11,2,751963.5,1,1,2,5,33,"F"
"1501",579.4,11,3,755522.1,1,1,3,5,33,"F"
"1502",903.5,12,2,759213.8,1,0,1,5,33,"F"
"1503",1265.6,12,3,761192.6,1,0,2,5,33,"F"
"1504",1223,12,3,764867.7,1,0,3,5,33,"F"
"1505",697.8,12,2,768542.7,1,1,4,5,33,"F"
"1506",1307,12,2,771020.4,1,0,5,5,33,"F"
"1507",531.2,11,2,773581.3,1,1,1,5,33,"F"
"1508",500.1,11,3,775610,1,1,2,5,33,"F"
"1509",484,11,3,779185.3,1,1,3,5,33,"F"
"1510",552.4,11,2,781280.5,1,1,4,5,33,"F"
"1511",529.6,11,3,783841.4,1,1,5,5,33,"F"
"1512",479.4,11,2,787499.8,1,1,6,5,33,"F"
"1513",454.2,11,3,790642.7,1,1,7,5,33,"F"
"1514",449.9,11,2,793685.8,1,1,8,5,33,"F"
"1515",995.8,12,3,797227.8,1,0,1,5,33,"F"
"1516",984.4,12,1,801035.9,1,0,2,5,33,"F"
"1517",1077.9,12,2,802931.6,1,0,3,5,33,"F"
"1518",1217.4,12,2,806008,1,0,4,5,33,"F"
"1519",835.2,12,3,808635.3,1,1,5,5,33,"F"
"1520",790.6,12,1,811595.3,1,1,6,5,33,"F"
"1521",694.1,12,1,815453.3,1,1,7,5,33,"F"
"1522",603.7,11,3,817864.5,1,1,1,5,33,"F"
"1523",504.3,11,3,820741.3,1,1,2,5,33,"F"
"1524",-99,12,-99,824266.7,1,0,1,5,33,"F"
"1525",675.1,12,1,827991.6,1,1,2,5,33,"F"
"1526",829.3,12,3,830801.9,1,1,3,5,33,"F"
"1527",845,12,3,833080.1,1,1,4,5,33,"F"
"1528",796.9,12,1,835840.5,1,1,5,5,33,"F"
"1529",544,12,1,837769.4,1,1,6,5,33,"F"
"1530",736.1,12,2,840313.7,1,1,7,5,33,"F"
"1531",601.6,11,2,842342.4,1,1,1,5,33,"F"
"1532",372.9,11,2,845385.5,1,1,2,5,33,"F"
"1533",558.2,11,2,847597.2,1,1,3,5,33,"F"
"1534",439.8,11,3,849542.8,1,1,4,5,33,"F"
"1535",416.7,11,3,851421.9,1,1,5,5,33,"F"
"1536",605.6,11,1,854248.8,1,1,6,5,33,"F"
"1537",972.2,12,3,857059.2,1,0,1,5,33,"F"
"1538",567.1,12,2,860251.9,1,0,2,5,33,"F"
"1539",1483.5,12,2,863128.8,1,0,3,5,33,"F"
"1540",1186.9,12,2,866637.5,1,0,4,5,33,"F"
"1541",770.6,12,1,870179.5,1,1,5,5,33,"F"
"1542",660.4,12,1,873837.9,1,1,6,5,33,"F"
"1543",801.9,12,2,875966.4,1,0,7,5,33,"F"
"1544",1128.7,12,3,879092.6,1,0,8,5,33,"F"
"1545",617.4,11,3,882085.9,1,1,1,5,33,"F"
"1546",409.6,11,3,884397.3,1,1,2,5,33,"F"
"1547",528,11,1,886841.8,1,1,3,5,33,"F"
"1548",494.6,11,3,889286.3,1,1,4,5,33,"F"
"1549",459.3,11,3,891348.3,1,1,1,5,33,"F"
"1550",463.4,11,3,894507.8,1,1,2,5,33,"F"
"1551",476.2,11,3,898282.6,1,1,3,5,33,"F"
"1552",817.6,12,1,900826.8,1,1,1,5,33,"F"
"1553",886.7,12,3,903387.7,1,0,2,5,33,"F"
"1554",817.3,12,2,905665.9,1,1,3,5,33,"F"
"1555",537.4,12,1,908659.1,1,1,4,5,33,"F"
"1556",703,12,1,911186.7,1,1,5,5,33,"F"
"1557",524,11,2,914462.6,1,1,1,5,33,"F"
"1558",395.8,11,2,916890.5,1,1,2,5,33,"F"
"1559",516.1,11,1,918802.8,1,1,3,5,33,"F"
"1560",429.6,11,1,920781.7,1,1,4,5,33,"F"
"1561",700.6,11,3,923924.6,1,1,1,5,33,"F"
"1562",413.3,11,3,925886.8,1,1,2,5,33,"F"
"1563",421.5,11,2,929545.2,1,1,3,5,33,"F"
"1564",391.4,11,3,932688.1,1,1,4,5,33,"F"
"1565",466.2,11,1,934716.8,1,1,5,5,33,"F"
"1566",661.7,11,3,936895.2,1,1,6,5,33,"F"
"1567",878.2,12,1,940004.9,1,0,1,5,33,"F"
"1568",-99,12,-99,941878.2,1,0,2,5,33,"F"
"1569",787.6,12,2,945292.9,1,1,3,5,33,"F"
"1570",610.3,12,3,948951.3,1,1,4,5,33,"F"
"1571",1046.4,12,2,951229.5,1,0,5,5,33,"F"
"1572",1140,12,3,953590.8,1,0,6,5,33,"F"
"1573",640.6,12,3,956667.2,1,1,7,5,33,"F"
"1574",420.4,12,3,960525.1,1,1,8,5,33,"F"
"1575",557.7,11,2,964200.2,1,1,1,5,33,"F"
"1576",493.1,11,2,967027.1,1,1,2,5,33,"F"
"1577",567.2,11,1,970502.6,1,1,3,5,33,"F"
"1578",440.8,11,1,974144.3,1,1,4,5,33,"F"
"1579",352.3,11,1,976223,1,1,5,5,33,"F"
"1580",834.2,12,1,978650.8,1,1,1,5,33,"F"
"1581",970.1,12,3,981544.3,1,0,2,5,33,"F"
"1582",716.8,12,2,984604,1,1,3,5,33,"F"
"1583",491.5,11,1,987580.6,1,1,1,5,33,"F"
"1584",474.1,11,3,990573.8,1,1,2,5,33,"F"
"1585",-99,12,-99,994282.1,1,0,1,5,33,"F"
"1586",936.1,12,1,997691.1,1,0,2,5,33,"F"
"1587",1143.4,12,2,1000118.9,1,0,3,5,33,"F"
"1588",682,12,1,1003694.1,1,1,4,5,33,"F"
"1589",1347.4,12,2,1007252.8,1,0,5,5,33,"F"
"1590",1066.7,12,1,1009364.7,1,0,6,5,33,"F"
"1591",880.8,12,3,1012224.9,1,0,7,5,33,"F"
"1592",578.9,11,1,16460.4,1,1,1,6,30,"F"
"1593",373.3,11,3,19802.9,1,1,2,6,30,"F"
"1594",295.6,11,2,22796.1,1,1,3,6,30,"F"
"1595",310.9,11,2,24758.3,1,1,4,6,30,"F"
"1596",287,11,3,26720.5,1,1,5,6,30,"F"
"1597",356.3,11,3,28982.1,1,1,6,6,30,"F"
"1598",272,11,1,32075.1,1,1,7,6,30,"F"
"1599",336.3,11,3,35367.7,1,1,8,6,30,"F"
"1600",362,12,1,37862,1,0,1,6,30,"F"
"1601",483.8,12,2,41370.8,1,0,2,6,30,"F"
"1602",631.4,12,2,43382.9,1,0,3,6,30,"F"
"1603",601.4,12,2,45561.3,1,0,4,6,30,"F"
"1604",333.1,11,1,48754.1,1,1,1,6,30,"F"
"1605",369.8,11,2,51198.5,1,1,2,6,30,"F"
"1606",383.3,11,1,54075.4,1,1,3,6,30,"F"
"1607",297.8,11,3,57318,1,1,4,6,30,"F"
"1608",416.7,11,2,60610.6,1,1,5,6,30,"F"
"1609",336.9,11,3,64169.2,1,1,6,6,30,"F"
"1610",523.8,12,1,66314.3,1,1,1,6,30,"F"
"1611",650.8,12,1,68659,1,0,2,6,30,"F"
"1612",582.7,12,2,71885.1,1,0,3,6,30,"F"
"1613",761.1,12,3,75593.3,1,1,4,6,30,"F"
"1614",758,12,1,79334.9,1,0,5,6,30,"F"
"1615",885.9,12,1,82627.4,1,0,6,6,30,"F"
"1616",976.3,12,3,86169.4,1,0,7,6,30,"F"
"1617",753.2,12,3,89927.6,1,1,1,6,30,"F"
"1618",747.4,12,1,92521.7,1,1,2,6,30,"F"
"1619",797.1,12,2,96263.3,1,1,3,6,30,"F"
"1620",753.8,11,3,98707.7,1,1,1,6,30,"F"
"1621",339.5,11,1,100836.2,1,1,2,6,30,"F"
"1622",592.6,12,3,104444.8,1,1,1,6,30,"F"
"1623",583.7,12,3,108236.2,1,1,2,6,30,"F"
"1624",1047.5,12,3,110248.3,1,0,3,6,30,"F"
"1625",721.5,12,1,113058.6,1,1,4,6,30,"F"
"1626",687.3,12,1,115104,1,1,5,6,30,"F"
"1627",480.3,11,1,118845.5,1,1,1,6,30,"F"
"1628",511,11,3,121689.1,1,1,2,6,30,"F"
"1629",397.8,11,1,124233.3,1,1,3,6,30,"F"
"1630",376,11,2,127309.7,1,1,4,6,30,"F"
"1631",485.8,11,1,130768.5,1,1,1,6,30,"F"
"1632",420,11,2,133811.7,1,1,2,6,30,"F"
"1633",849,12,3,136339.3,1,0,1,6,30,"F"
"1634",637.8,12,1,140080.8,1,1,2,6,30,"F"
"1635",863,12,1,143007.5,1,0,3,6,30,"F"
"1636",821.7,12,2,146483,1,1,4,6,30,"F"
"1637",866.7,12,3,150307.7,1,0,5,6,30,"F"
"1638",615.8,11,2,152452.8,1,1,1,6,30,"F"
"1639",633.1,11,2,154415.1,1,1,2,6,30,"F"
"1640",372.1,11,2,156942.7,1,1,3,6,30,"F"
"1641",404,11,3,159869.4,1,1,4,6,30,"F"
"1642",392,11,2,162081.1,1,1,5,6,30,"F"
"1643",403,11,2,165573.2,1,1,6,6,30,"F"
"1644",464.6,11,2,168350.2,1,1,7,6,30,"F"
"1645",379.1,11,2,170412.2,1,1,8,6,30,"F"
"1646",903.9,12,3,173654.9,1,0,1,6,30,"F"
"1647",656.7,12,1,177396.4,1,1,2,6,30,"F"
"1648",505.6,12,3,180639.1,1,0,3,6,30,"F"
"1649",629.6,12,1,183515.9,1,1,4,6,30,"F"
"1650",630,12,2,186043.5,1,1,5,6,30,"F"
"1651",614.2,12,2,189452.5,1,1,6,6,30,"F"
"1652",1074.4,12,2,191431.3,1,0,7,6,30,"F"
"1653",568.3,11,3,194092,1,1,1,6,30,"F"
"1654",390.7,11,3,197467.7,1,1,2,6,30,"F"
"1655",412.2,11,3,200477.5,1,1,3,6,30,"F"
"1656",702.9,12,1,203088.3,1,1,1,6,30,"F"
"1657",717.1,12,2,205399.8,1,1,2,6,30,"F"
"1658",506,12,2,208077,1,1,3,6,30,"F"
"1659",710.7,12,3,211103.5,1,1,4,6,30,"F"
"1660",598.7,12,2,214346.2,1,0,5,6,30,"F"
"1661",652,12,3,217888.2,1,1,6,6,30,"F"
"1662",426.1,11,1,220715.1,1,1,1,6,30,"F"
"1663",422.8,11,3,224390.1,1,1,2,6,30,"F"
"1664",436.1,11,1,227516.4,1,1,3,6,30,"F"
"1665",617.4,12,2,229977.5,1,1,1,6,30,"F"
"1666",578.5,12,1,233735.7,1,1,2,6,30,"F"
"1667",531.8,12,1,237277.7,1,1,3,6,30,"F"
"1668",884.3,12,3,240969.3,1,0,4,6,30,"F"
"1669",638.4,12,1,243330.6,1,0,5,6,30,"F"
"1670",597,12,3,245692,1,1,6,6,30,"F"
"1671",673,12,3,248751.7,1,1,7,6,30,"F"
"1672",421.9,11,1,252210.5,1,1,1,6,30,"F"
"1673",463.5,11,1,255752.5,1,1,2,6,30,"F"
"1674",452.8,11,2,257814.5,1,1,1,6,30,"F"
"1675",424.8,11,1,261506.2,1,1,2,6,30,"F"
"1676",445.9,11,1,265081.4,1,1,3,6,30,"F"
"1677",387.2,11,2,268074.6,1,1,4,6,30,"F"
"1678",383.2,11,2,271350.6,1,1,5,6,30,"F"
"1679",620.8,12,3,274460.2,1,1,1,6,30,"F"
"1680",561.1,12,3,277287.1,1,1,2,6,30,"F"
"1681",576.1,12,3,279798.1,1,0,3,6,30,"F"
"1682",607.8,12,3,281810.3,1,1,4,6,30,"F"
"1683",809.5,12,2,283839,1,0,5,6,30,"F"
"1684",547.3,12,1,286616.1,1,1,6,6,30,"F"
"1685",464.6,11,1,290158,1,1,1,6,30,"F"
"1686",479.6,11,2,293300.9,1,1,2,6,30,"F"
"1687",432.8,11,1,295861.8,1,1,3,6,30,"F"
"1688",402.3,11,1,299586.7,1,1,4,6,30,"F"
"1689",452.4,11,3,301881.5,1,1,5,6,30,"F"
"1690",415,11,2,305224,1,1,6,6,30,"F"
"1691",550.4,11,3,308682.8,1,1,7,6,30,"F"
"1692",458.6,11,3,310558,1,1,8,6,30,"F"
"1693",705.8,12,1,313555.1,1,0,1,6,30,"F"
"1694",736.1,12,1,316947.5,1,1,2,6,30,"F"
"1695",782.8,12,3,318976.2,1,1,3,6,30,"F"
"1696",739.6,12,2,322834.1,1,1,4,6,30,"F"
"1697",731.6,11,2,325977,1,1,1,6,30,"F"
"1698",447.2,11,3,328404.9,1,1,2,6,30,"F"
"1699",453,11,2,330300.6,1,1,3,6,30,"F"
"1700",353.9,11,1,333110.9,1,1,4,6,30,"F"
"1701",470,11,1,336636.2,1,1,5,6,30,"F"
"1702",433.6,11,2,340444.3,1,1,6,6,30,"F"
"1703",453.7,11,1,344069.4,1,1,7,6,30,"F"
"1704",782.9,12,2,347628,1,1,1,6,30,"F"
"1705",711.6,12,3,350172.3,1,1,2,6,30,"F"
"1706",487.9,12,1,352699.9,1,1,3,6,30,"F"
"1707",622.2,12,1,354712,1,1,1,6,30,"F"
"1708",555.7,12,1,358553.3,1,1,2,6,30,"F"
"1709",474.2,11,2,361945.7,1,1,1,6,30,"F"
"1710",437.6,11,2,364174,1,1,2,6,30,"F"
"1711",384.3,11,3,367566.3,1,1,3,6,30,"F"
"1712",300.3,11,1,369861.1,1,1,4,6,30,"F"
"1713",348.7,11,3,371956.4,1,1,5,6,30,"F"
"1714",491.4,11,2,375082.6,1,1,6,6,30,"F"
"1715",477.4,11,3,377859.7,1,1,7,6,30,"F"
"1716",378.9,11,2,381069.1,1,1,8,6,30,"F"
"1717",801.5,12,2,383580.1,1,1,1,6,30,"F"
"1718",795.2,12,3,387438,1,1,2,6,30,"F"
"1719",517.5,12,3,391279.3,1,1,3,6,30,"F"
"1720",841.9,12,3,394139.5,1,1,4,6,30,"F"
"1721",435.5,11,2,396218.1,1,1,1,6,30,"F"
"1722",408.9,11,3,399726.9,1,1,2,6,30,"F"
"1723",448.7,11,2,402387.5,1,1,3,6,30,"F"
"1724",364.9,11,2,404615.8,1,1,4,6,30,"F"
"1725",401.6,11,3,407625.7,1,1,5,6,30,"F"
"1726",432.4,11,2,410169.9,1,1,6,6,30,"F"
"1727",849.8,12,2,412797.3,1,0,1,6,30,"F"
"1728",592.4,12,3,415258.4,1,1,2,6,30,"F"
"1729",737.4,12,1,417752.8,1,1,3,6,30,"F"
"1730",677.9,12,3,421610.7,1,1,4,6,30,"F"
"1731",728.1,12,1,425219.2,1,1,5,6,30,"F"
"1732",484.8,11,1,427863.2,1,1,1,6,30,"F"
"1733",344.8,11,2,431222.3,1,1,2,6,30,"F"
"1734",763.1,12,3,434797.6,1,1,1,6,30,"F"
"1735",607.9,12,3,438605.6,1,1,2,6,30,"F"
"1736",635.3,12,3,440767.4,1,1,3,6,30,"F"
"1737",603.2,12,2,444159.7,1,0,4,6,30,"F"
"1738",635.6,12,1,446986.7,1,1,5,6,30,"F"
"1739",624,12,3,450395.6,1,1,6,6,30,"F"
"1740",788.1,12,1,453754.7,1,1,7,6,30,"F"
"1741",823.8,12,3,457263.4,1,1,8,6,30,"F"
"1742",525,11,2,460738.9,1,1,1,6,30,"F"
"1743",415.6,11,3,463233.2,1,1,2,6,30,"F"
"1744",416.3,11,2,465810.7,1,1,3,6,30,"F"
"1745",474,11,3,468587.8,1,1,4,6,30,"F"
"1746",456.4,11,2,471048.9,1,1,5,6,30,"F"
"1747",394.7,11,1,474590.9,1,1,6,6,30,"F"
"1748",693.9,12,3,478315.8,1,1,1,6,30,"F"
"1749",562.5,12,3,481076.2,1,1,2,6,30,"F"
"1750",729.8,12,1,484302.3,1,1,3,6,30,"F"
"1751",828.3,12,2,486663.6,1,1,4,6,30,"F"
"1752",509.2,11,3,489357.5,1,1,1,6,30,"F"
"1753",373.7,11,2,492650,1,1,2,6,30,"F"
"1754",415.6,11,2,495410.5,1,1,3,6,30,"F"
"1755",362.7,11,3,497971.3,1,1,4,6,30,"F"
"1756",416.8,11,3,500316,1,1,5,6,30,"F"
"1757",442.9,11,2,502444.6,1,1,6,6,30,"F"
"1758",347.6,11,3,505205,1,1,7,6,30,"F"
"1759",696.7,12,3,507815.7,1,1,1,6,30,"F"
"1760",703.4,12,3,510908.7,1,0,2,6,30,"F"
"1761",805.8,12,2,512787.8,1,0,3,6,30,"F"
"1762",645,12,1,515232.3,1,1,1,6,30,"F"
"1763",586.7,12,3,518075.9,1,1,2,6,30,"F"
"1764",703.4,12,3,521401.7,1,1,3,6,30,"F"
"1765",696.1,12,3,525010.2,1,1,4,6,30,"F"
"1766",678.3,12,1,528718.5,1,1,5,6,30,"F"
"1767",594,11,3,531728.3,1,1,1,6,30,"F"
"1768",572.2,11,1,535436.6,1,1,2,6,30,"F"
"1769",471.1,11,1,537565.1,1,1,3,6,30,"F"
"1770",392.5,11,2,540092.7,1,1,4,6,30,"F"
"1771",682.2,11,1,542021.7,1,1,5,6,30,"F"
"1772",431.1,11,1,544033.8,1,1,6,6,30,"F"
"1773",599.7,12,3,547060.3,1,1,1,6,30,"F"
"1774",907.9,12,2,549521.4,1,0,2,6,30,"F"
"1775",651.5,12,3,552198.7,1,1,3,6,30,"F"
"1776",1137.6,12,1,554510.1,1,0,4,6,30,"F"
"1777",520.8,11,2,556422.5,1,1,1,6,30,"F"
"1778",391.3,11,3,558916.8,1,1,2,6,30,"F"
"1779",440.5,11,2,562109.6,1,1,3,6,30,"F"
"1780",374.1,11,2,565718.1,1,1,4,6,30,"F"
"1781",425.3,11,3,569326.6,1,1,5,6,30,"F"
"1782",493.1,11,1,572885.2,1,1,6,6,30,"F"
"1783",439.7,11,3,576660,1,1,7,6,30,"F"
"1784",408.5,11,3,578738.7,1,1,8,6,30,"F"
"1785",719.2,12,2,582147.6,1,1,1,6,30,"F"
"1786",569,12,1,584874.8,1,1,2,6,30,"F"
"1787",637.2,12,3,588134.1,1,0,3,6,30,"F"
"1788",748,12,3,591543,1,1,4,6,30,"F"
"1789",704.1,12,3,594685.9,1,1,5,6,30,"F"
"1790",647.6,12,2,598444.1,1,1,6,6,30,"F"
"1791",651.6,12,2,601853,1,1,7,6,30,"F"
"1792",489.6,11,3,604413.9,1,1,1,6,30,"F"
"1793",432.9,11,1,607324,1,1,2,6,30,"F"
"1794",391.6,11,3,611181.9,1,1,3,6,30,"F"
"1795",321.3,11,1,614191.8,1,1,4,6,30,"F"
"1796",412.9,11,2,616636.3,1,1,5,6,30,"F"
"1797",372.6,11,3,619812.4,1,1,1,6,30,"F"
"1798",373.6,11,3,622872.2,1,1,2,6,30,"F"
"1799",752.3,12,1,625183.6,1,1,1,6,30,"F"
"1800",572.3,12,1,628476.2,1,1,2,6,30,"F"
"1801",597.6,12,1,632134.5,1,1,3,6,30,"F"
"1802",505.8,11,3,635327.3,1,1,1,6,30,"F"
"1803",407,11,3,637472.5,1,1,2,6,30,"F"
"1804",379,11,3,639767.3,1,1,3,6,30,"F"
"1805",398.8,11,3,642610.9,1,1,4,6,30,"F"
"1806",424,11,3,646485.4,1,1,5,6,30,"F"
"1807",418.8,11,1,648730.3,1,1,6,6,30,"F"
"1808",415.6,11,1,652039.5,1,1,7,6,30,"F"
"1809",397.4,11,1,654400.8,1,1,8,6,30,"F"
"1810",583.9,12,3,657177.9,1,0,1,6,30,"F"
"1811",810.5,12,2,659156.8,1,1,2,6,30,"F"
"1812",890.9,12,2,661850.7,1,0,3,6,30,"F"
"1813",419.2,11,2,665708.6,1,1,1,6,30,"F"
"1814",396.9,11,3,667953.5,1,1,2,6,30,"F"
"1815",300.3,11,1,670398,1,1,3,6,30,"F"
"1816",413.4,11,1,673673.9,1,1,4,6,30,"F"
"1817",381.8,11,2,676617.3,1,1,5,6,30,"F"
"1818",318.7,11,3,678529.6,1,1,6,6,30,"F"
"1819",619.4,12,3,681007.3,1,0,1,6,30,"F"
"1820",504.4,12,2,684033.8,1,0,2,6,30,"F"
"1821",587.9,12,3,687376.3,1,1,3,6,30,"F"
"1822",591,12,3,689837.4,1,1,4,6,30,"F"
"1823",764.2,12,3,692730.8,1,1,5,6,30,"F"
"1824",530.7,12,3,696505.6,1,1,1,6,30,"F"
"1825",699.4,12,2,700180.6,1,1,2,6,30,"F"
"1826",449,12,2,703489.8,1,1,3,6,30,"F"
"1827",826.5,12,2,706466.4,1,1,4,6,30,"F"
"1828",758,12,2,709792.2,1,1,5,6,30,"F"
"1829",598.7,12,3,711804.4,1,1,6,6,30,"F"
"1830",520.1,12,3,714165.7,1,0,7,6,30,"F"
"1831",636.6,11,3,717325.2,1,1,1,6,30,"F"
"1832",435,11,3,720584.5,1,1,2,6,30,"F"
"1833",389.5,11,2,722862.7,1,1,3,6,30,"F"
"1834",376.4,11,2,726637.5,1,1,4,6,30,"F"
"1835",627.2,12,3,728915.6,1,1,1,6,30,"F"
"1836",705.2,12,2,731210.5,1,1,2,6,30,"F"
"1837",511,11,1,733721.5,1,1,1,6,30,"F"
"1838",431,11,1,737379.8,1,1,2,6,30,"F"
"1839",378.1,11,2,739890.8,1,1,3,6,30,"F"
"1840",345.4,11,3,742634.6,1,1,4,6,30,"F"
"1841",531.3,11,3,744696.6,1,1,5,6,30,"F"
"1842",455.4,12,1,747640,1,0,1,6,30,"F"
"1843",795.7,12,1,750450.3,1,1,2,6,30,"F"
"1844",480.2,12,2,752429.1,1,1,3,6,30,"F"
"1845",580.1,12,3,755788.2,1,1,4,6,30,"F"
