"","rt","est","resp","laten","good","acu","seq","subN","Age","Sex"
"3898",530.1,11,3,639755.8,1,1,2,13,26,"F"
"3899",447.1,11,3,642269.8,1,1,3,13,26,"F"
"3900",468.5,11,3,645516.4,1,1,4,13,26,"F"
"3901",454,11,1,649129.2,1,1,5,13,26,"F"
"3902",452.5,11,2,652026.2,1,1,6,13,26,"F"
"3903",457.1,11,3,654690,1,1,7,13,26,"F"
"3904",910.9,12,3,658386.1,1,0,1,13,26,"F"
"3905",591.4,12,2,661333,1,1,2,13,26,"F"
"3906",760.2,12,1,664063.4,1,1,3,13,26,"F"
"3907",559.9,12,3,667909.4,1,0,4,13,26,"F"
"3908",694.3,12,1,670390.1,1,0,5,13,26,"F"
"3909",566.6,12,2,672920.7,1,1,6,13,26,"F"
"3910",476.1,11,2,675151.7,1,1,1,13,26,"F"
"3911",494.3,11,1,678032,1,1,2,13,26,"F"
"3912",537.2,11,2,680346.2,1,1,3,13,26,"F"
"3913",410.5,11,2,682577.2,1,1,4,13,26,"F"
"3914",549.7,11,3,685141.2,1,1,5,13,26,"F"
"3915",480.3,11,1,687222.3,1,1,6,13,26,"F"
"3916",727,12,3,690918.4,1,0,1,13,26,"F"
"3917",717.9,12,2,693832,1,1,2,13,26,"F"
"3918",1063.1,12,3,696645.7,1,0,3,13,26,"F"
"3919",681.2,12,1,700524.9,1,1,4,13,26,"F"
"3920",744,12,3,703654.9,1,0,5,13,26,"F"
"3921",694.2,12,1,707167.9,1,1,6,13,26,"F"
"3922",691.6,12,2,710331.2,1,1,7,13,26,"F"
"3923",495.6,11,3,714060.6,1,1,1,13,26,"F"
"3924",486.7,11,1,717290.5,1,1,2,13,26,"F"
"3925",588.6,11,3,719937.7,1,1,3,13,26,"F"
"3926",622.5,12,2,722118.7,1,0,1,13,26,"F"
"3927",726.2,12,3,725365.3,1,1,2,13,26,"F"
"3928",602.1,12,2,727396.5,1,1,3,13,26,"F"
"3929",771.3,12,1,730459.9,1,1,4,13,26,"F"
"3930",878,12,1,733972.9,1,0,5,13,26,"F"
"3931",602.7,11,1,737202.8,1,1,1,13,26,"F"
"3932",545.7,11,2,739583.6,1,1,2,13,26,"F"
"3933",511.5,11,1,742047.7,1,1,3,13,26,"F"
"3934",528.6,11,3,744878,1,1,4,13,26,"F"
"3935",784.5,12,2,747908.1,1,1,1,13,26,"F"
"3936",755.4,12,2,750871.7,1,1,2,13,26,"F"
"3937",693.7,12,1,753751.9,1,1,3,13,26,"F"
"3938",704.8,12,3,757081.8,1,1,4,13,26,"F"
"3939",771.7,12,1,759895.5,1,1,5,13,26,"F"
"3940",658.6,12,1,762592.6,1,1,6,13,26,"F"
"3941",792.2,12,1,765706,1,1,7,13,26,"F"
"3942",636.3,12,1,769169,1,1,8,13,26,"F"
"3943",426.3,11,2,772948.3,1,1,1,13,26,"F"
"3944",596.4,11,3,776794.2,1,1,2,13,26,"F"
"3945",490.1,11,1,779041.9,1,1,3,13,26,"F"
"3946",451.2,11,3,781822.3,1,1,4,13,26,"F"
"3947",495.9,11,3,784086.5,1,1,5,13,26,"F"
"3948",501.6,11,1,786051.1,1,1,6,13,26,"F"
"3949",476.6,11,2,788831.5,1,1,7,13,26,"F"
"3950",417.2,11,1,792144.7,1,1,8,13,26,"F"
"3951",598.5,12,2,794825.2,1,0,1,13,26,"F"
"3952",627.8,12,3,797722.1,1,1,2,13,26,"F"
"3953",803.7,12,3,801434.9,1,1,3,13,26,"F"
"3954",687.3,12,3,804947.8,1,1,4,13,26,"F"
"3955",747.3,12,1,808677.2,1,1,5,13,26,"F"
"3956",640.8,12,3,811490.9,1,1,6,13,26,"F"
"3957",510.7,12,3,814354.5,1,1,7,13,26,"F"
"3958",491.4,11,2,818117.2,1,1,1,13,26,"F"
"3959",475.7,11,2,821996.5,1,1,2,13,26,"F"
"3960",515.4,11,3,824393.9,1,1,3,13,26,"F"
"3961",448.7,11,3,827107.7,1,1,4,13,26,"F"
"3962",511.3,11,2,829238.8,1,1,5,13,26,"F"
"3963",928.5,12,1,832502,1,0,1,13,26,"F"
"3964",543.6,12,1,836348,1,1,2,13,26,"F"
"3965",699.2,12,1,839761,1,1,3,13,26,"F"
"3966",511.1,12,1,842641.3,1,1,4,13,26,"F"
"3967",731.4,12,2,845155.3,1,1,5,13,26,"F"
"3968",767.1,12,3,848501.8,1,1,6,13,26,"F"
"3969",588.7,11,3,851631.8,1,1,1,13,26,"F"
"3970",431.8,11,3,853529.8,1,1,2,13,26,"F"
"3971",483.8,11,3,855727.5,1,1,3,13,26,"F"
"3972",722.3,12,3,858075,1,0,1,13,26,"F"
"3973",941.6,12,2,860039.6,1,0,2,13,26,"F"
"3974",960.2,12,3,862087.4,1,0,3,13,26,"F"
"3975",700.3,12,3,864668,1,1,4,13,26,"F"
"3976",605.1,11,1,13849.7,1,1,1,14,21,"F"
"3977",407.5,11,2,16975.9,1,1,2,14,21,"F"
"3978",371.8,11,1,19753,1,1,3,14,21,"F"
"3979",332.5,11,1,22297.2,1,1,4,14,21,"F"
"3980",325.2,11,3,25473.4,1,1,5,14,21,"F"
"3981",375.8,11,2,27419,1,1,6,14,21,"F"
"3982",363.8,11,2,29880.1,1,1,7,14,21,"F"
"3983",386.4,11,2,32158.3,1,1,8,14,21,"F"
"3984",644.9,12,2,35184.7,1,0,1,14,21,"F"
"3985",563,12,1,38244.5,1,0,2,14,21,"F"
"3986",447.4,12,2,40955,1,0,3,14,21,"F"
"3987",806.6,12,1,44164.4,1,1,4,14,21,"F"
"3988",641.3,12,2,46841.7,1,1,5,14,21,"F"
"3989",705.9,12,3,49968,1,1,6,14,21,"F"
"3990",738.8,11,3,51880.3,1,1,1,14,21,"F"
"3991",525.2,11,2,55738.3,1,1,2,14,21,"F"
"3992",402.3,11,3,59612.8,1,1,3,14,21,"F"
"3993",452,11,1,63088.3,1,1,4,14,21,"F"
"3994",594.6,12,3,66414.1,1,1,1,14,21,"F"
"3995",636.9,12,3,69141.3,1,1,2,14,21,"F"
"3996",612.4,12,2,71718.8,1,1,3,14,21,"F"
"3997",579.5,12,3,73764.2,1,1,4,14,21,"F"
"3998",548.1,12,3,75792.9,1,1,5,14,21,"F"
"3999",578,11,2,77954.7,1,1,1,14,21,"F"
"4000",400.1,11,3,80432.4,1,1,2,14,21,"F"
"4001",404.6,11,1,83941.1,1,1,3,14,21,"F"
"4002",671.4,12,2,87400,1,1,1,14,21,"F"
"4003",667.9,12,3,90060.6,1,1,2,14,21,"F"
"4004",639.6,12,3,92471.8,1,1,3,14,21,"F"
"4005",508.2,12,2,95697.9,1,1,4,14,21,"F"
"4006",490.1,12,3,97693.4,1,1,5,14,21,"F"
"4007",676.7,12,1,100852.9,1,1,6,14,21,"F"
"4008",773.8,12,2,104078.9,1,1,7,14,21,"F"
"4009",542.6,11,2,107188.5,1,1,1,14,21,"F"
"4010",422.3,11,3,109815.9,1,1,2,14,21,"F"
"4011",471.6,11,2,112593,1,1,3,14,21,"F"
"4012",410.7,11,1,116085.1,1,1,4,14,21,"F"
"4013",408.6,11,3,118878.8,1,1,5,14,21,"F"
"4014",383.1,11,3,121672.5,1,1,6,14,21,"F"
"4015",398.1,11,2,125114.7,1,1,7,14,21,"F"
"4016",605.7,12,1,127126.8,1,1,1,14,21,"F"
"4017",816.3,12,1,129654.4,1,1,2,14,21,"F"
"4018",554.8,12,3,132065.6,1,1,3,14,21,"F"
"4019",542.6,12,1,133978,1,1,4,14,21,"F"
"4020",529.2,12,1,135956.8,1,1,5,14,21,"F"
"4021",460.3,12,3,139282.6,1,1,6,14,21,"F"
"4022",717.8,12,2,142525.3,1,1,7,14,21,"F"
"4023",965.4,12,2,144953.1,1,0,8,14,21,"F"
"4024",444.4,11,2,148711.3,1,1,1,14,21,"F"
"4025",418.4,11,1,152502.7,1,1,2,14,21,"F"
"4026",448.4,11,2,156244.3,1,1,3,14,21,"F"
"4027",427.1,11,3,158189.9,1,1,4,14,21,"F"
"4028",468.4,11,3,162031.2,1,1,5,14,21,"F"
"4029",601,12,2,165656.3,1,1,1,14,21,"F"
"4030",613,12,2,167701.7,1,1,2,14,21,"F"
"4031",601,12,2,170079.6,1,1,3,14,21,"F"
"4032",472.5,11,2,173638.3,1,1,1,14,21,"F"
"4033",495.9,11,1,176199.1,1,1,2,14,21,"F"
"4034",618.3,11,1,178128.1,1,1,3,14,21,"F"
"4035",413.5,11,1,181304.3,1,1,4,14,21,"F"
"4036",424,11,2,184114.6,1,1,5,14,21,"F"
"4037",482.2,11,1,187008,1,1,6,14,21,"F"
"4038",782.2,12,2,190749.6,1,1,1,14,21,"F"
"4039",563.9,12,3,193493.4,1,1,2,14,21,"F"
"4040",762.9,12,1,196037.6,1,1,3,14,21,"F"
"4041",657.1,12,2,198182.7,1,1,4,14,21,"F"
"4042",454.9,11,3,201841.1,1,1,1,14,21,"F"
"4043",423,11,3,204950.8,1,1,2,14,21,"F"
"4044",418.4,11,3,208625.8,1,1,3,14,21,"F"
"4045",454.1,11,2,210654.5,1,1,4,14,21,"F"
"4046",485.1,11,2,212600.1,1,1,5,14,21,"F"
"4047",672.5,12,1,215111.1,1,1,1,14,21,"F"
"4048",606.8,12,1,218752.9,1,1,2,14,21,"F"
"4049",594.5,12,2,222095.3,1,1,3,14,21,"F"
"4050",395.9,11,2,225304.7,1,1,1,14,21,"F"
"4051",424.3,11,1,227915.5,1,1,2,14,21,"F"
"4052",368,11,3,230809,1,1,3,14,21,"F"
"4053",388.5,11,2,234350.9,1,1,4,14,21,"F"
"4054",374.7,11,2,237926.2,1,1,5,14,21,"F"
"4055",437.7,11,2,239971.6,1,1,6,14,21,"F"
"4056",656.2,12,3,243114.5,1,1,1,14,21,"F"
"4057",794.6,12,2,246656.4,1,1,2,14,21,"F"
"4058",716.3,12,3,249034.4,1,1,3,14,21,"F"
"4059",723.2,12,2,252726,1,1,4,14,21,"F"
"4060",703.7,12,2,254704.9,1,1,5,14,21,"F"
"4061",625.9,12,3,258080.6,1,1,6,14,21,"F"
"4062",528.5,12,3,261805.5,1,1,7,14,21,"F"
"4063",551,11,3,264582.6,1,1,1,14,21,"F"
"4064",497,11,1,266461.6,1,1,2,14,21,"F"
"4065",403.2,11,3,270303,1,1,3,14,21,"F"
"4066",366.4,11,2,273795.1,1,1,4,14,21,"F"
"4067",402.5,11,3,276987.8,1,1,5,14,21,"F"
"4068",388.7,11,3,279000,1,1,6,14,21,"F"
"4069",351.1,11,1,281062,1,1,7,14,21,"F"
"4070",393.5,11,2,283922.1,1,1,8,14,21,"F"
"4071",505.8,12,3,286433.1,1,0,1,14,21,"F"
"4072",568.9,12,3,290124.8,1,1,2,14,21,"F"
"4073",649.8,12,2,293866.3,1,1,3,14,21,"F"
"4074",685.6,12,1,296743.2,1,1,4,14,21,"F"
"4075",537.3,11,2,299686.5,1,1,1,14,21,"F"
"4076",469.7,11,1,303062.2,1,1,2,14,21,"F"
"4077",490.9,11,3,305573.2,1,1,3,14,21,"F"
"4078",418.9,11,1,308716.1,1,1,4,14,21,"F"
"4079",442.7,11,2,310744.8,1,1,5,14,21,"F"
"4080",864.2,12,2,313472,1,0,1,14,21,"F"
"4081",608.7,12,2,317296.7,1,1,2,14,21,"F"
"4082",617.2,12,1,320156.9,1,1,3,14,21,"F"
"4083",520.9,11,1,323000.4,1,1,1,14,21,"F"
"4084",362.9,11,1,325561.3,1,1,2,14,21,"F"
"4085",415.1,11,2,327440.4,1,1,3,14,21,"F"
"4086",401.9,11,2,331165.3,1,1,4,14,21,"F"
"4087",407.5,11,1,333493.4,1,1,5,14,21,"F"
"4088",392.2,11,2,337218.3,1,1,6,14,21,"F"
"4089",654.2,12,1,339845.7,1,0,1,14,21,"F"
"4090",670.5,12,1,343254.6,1,1,2,14,21,"F"
"4091",665.8,12,2,345898.6,1,1,3,14,21,"F"
"4092",606.8,12,1,348376.4,1,1,4,14,21,"F"
"4093",1086.4,12,1,351901.7,1,0,5,14,21,"F"
"4094",598.3,12,2,354130,1,1,6,14,21,"F"
"4095",580.3,12,1,357572.2,1,1,7,14,21,"F"
"4096",489.6,12,1,360781.6,1,1,8,14,21,"F"
"4097",477.9,11,1,363475.6,1,1,1,14,21,"F"
"4098",423.3,11,2,366302.5,1,1,2,14,21,"F"
"4099",396.2,11,1,370077.3,1,1,3,14,21,"F"
"4100",446.2,11,3,372837.7,1,1,4,14,21,"F"
"4101",396.8,11,2,375714.5,1,1,5,14,21,"F"
"4102",408.3,11,1,378292,1,1,6,14,21,"F"
"4103",525.1,11,3,380187.7,1,1,7,14,21,"F"
"4104",599.8,12,3,383696.5,1,1,1,14,21,"F"
"4105",575.7,12,1,387238.5,1,1,2,14,21,"F"
"4106",558.7,12,3,389699.6,1,1,3,14,21,"F"
"4107",571.4,12,3,392011,1,1,4,14,21,"F"
"4108",476.9,11,3,394638.4,1,1,1,14,21,"F"
"4109",338.4,11,1,398147.1,1,1,2,14,21,"F"
"4110",380.8,11,3,401190.3,1,1,3,14,21,"F"
"4111",364.2,11,2,404516,1,1,4,14,21,"F"
"4112",342.5,11,1,407725.5,1,1,5,14,21,"F"
"4113",714.3,12,2,410236.4,1,1,1,14,21,"F"
"4114",606.8,12,1,412996.9,1,1,2,14,21,"F"
"4115",604.2,12,2,415524.5,1,1,3,14,21,"F"
"4116",469.4,12,2,418168.5,1,1,4,14,21,"F"
"4117",608.1,12,1,420613,1,1,5,14,21,"F"
"4118",693,12,2,422691.6,1,1,6,14,21,"F"
"4119",791.6,12,1,425901,1,1,7,14,21,"F"
"4120",723,12,2,429276.7,1,1,8,14,21,"F"
"4121",496.9,11,2,431571.5,1,1,1,14,21,"F"
"4122",396.5,11,2,435313.1,1,1,2,14,21,"F"
"4123",365.2,11,3,438738.7,1,1,3,14,21,"F"
"4124",372.3,11,1,441033.5,1,1,4,14,21,"F"
"4125",598.2,12,1,443145.3,1,1,1,14,21,"F"
"4126",648.1,12,2,446670.7,1,1,2,14,21,"F"
"4127",579.5,12,3,448732.7,1,1,3,14,21,"F"
"4128",648.4,12,3,451277,1,1,4,14,21,"F"
"4129",554.2,12,3,455101.6,1,1,5,14,21,"F"
"4130",617.6,12,3,457496.2,1,1,6,14,21,"F"
"4131",656.5,12,1,460506.1,1,1,7,14,21,"F"
"4132",402,11,3,463299.8,1,1,1,14,21,"F"
"4133",409.3,11,1,466342.9,1,1,2,14,21,"F"
"4134",442.4,11,1,469485.8,1,1,3,14,21,"F"
"4135",512.8,11,2,472562.2,1,1,4,14,21,"F"
"4136",372.2,11,1,475688.4,1,1,5,14,21,"F"
"4137",366.9,11,3,479030.8,1,1,6,14,21,"F"
"4138",679.4,12,2,481159.4,1,1,1,14,21,"F"
"4139",627.7,12,2,483986.3,1,1,2,14,21,"F"
"4140",560.3,12,2,487578.2,1,1,3,14,21,"F"
"4141",446.3,11,3,490188.9,1,1,1,14,21,"F"
"4142",430,11,3,493099,1,1,2,14,21,"F"
"4143",401.9,11,2,495360.6,1,1,3,14,21,"F"
"4144",405.6,11,1,499002.3,1,1,4,14,21,"F"
"4145",704.9,11,1,501380.3,1,1,5,14,21,"F"
"4146",765.9,12,1,505072,1,1,1,14,21,"F"
"4147",566.6,12,1,508048.6,1,1,2,14,21,"F"
"4148",511.9,12,2,510010.8,1,1,3,14,21,"F"
"4149",479.1,12,3,512704.7,1,1,4,14,21,"F"
"4150",445.6,12,3,514883.1,1,1,5,14,21,"F"
"4151",671.4,12,1,518192.3,1,1,6,14,21,"F"
"4152",453.1,11,2,521418.3,1,1,1,14,21,"F"
"4153",526,11,1,523929.3,1,1,2,14,21,"F"
"4154",371.6,11,1,527654.2,1,1,3,14,21,"F"
"4155",450.7,11,2,530165.2,1,1,4,14,21,"F"
"4156",387.1,11,1,533507.6,1,1,5,14,21,"F"
"4157",420.6,11,2,536667.1,1,1,6,14,21,"F"
"4158",384.8,11,3,539859.9,1,1,7,14,21,"F"
"4159",439.1,11,1,542021.7,1,1,8,14,21,"F"
"4160",706.2,12,1,544582.6,1,1,1,14,21,"F"
"4161",639.4,12,3,546844.1,1,1,2,14,21,"F"
"4162",537.6,12,3,548823,1,1,3,14,21,"F"
"4163",428.8,11,1,551932.6,1,1,1,14,21,"F"
"4164",381.1,11,1,554027.9,1,1,2,14,21,"F"
"4165",345.3,11,3,556938,1,1,3,14,21,"F"
"4166",407,11,3,558916.8,1,1,4,14,21,"F"
"4167",377.3,11,3,561777,1,1,5,14,21,"F"
"4168",461.8,11,2,564470.9,1,1,6,14,21,"F"
"4169",390.2,11,1,567730.2,1,1,7,14,21,"F"
"4170",592.5,12,1,570274.5,1,1,1,14,21,"F"
"4171",657.3,12,2,573034.9,1,1,2,14,21,"F"
"4172",572.4,12,2,576360.7,1,1,3,14,21,"F"
"4173",665.4,12,1,579919.3,1,1,4,14,21,"F"
"4174",451.8,11,1,582713,1,1,1,14,21,"F"
"4175",369.8,11,1,586371.4,1,1,2,14,21,"F"
"4176",346.7,11,2,589264.8,1,1,3,14,21,"F"
"4177",383.8,11,3,592757,1,1,4,14,21,"F"
"4178",383.9,11,2,595218.1,1,1,5,14,21,"F"
"4179",408,11,2,597429.7,1,1,6,14,21,"F"
"4180",313.7,11,2,599591.5,1,1,7,14,21,"F"
"4181",398.7,11,2,603200,1,1,8,14,21,"F"
"4182",613.2,12,1,605511.4,1,1,1,14,21,"F"
"4183",600.2,12,2,608870.5,1,1,2,14,21,"F"
"4184",437.9,12,3,612129.8,1,1,3,14,21,"F"
"4185",622.2,12,2,615971.1,1,1,4,14,21,"F"
"4186",441.2,11,1,618232.7,1,1,1,14,21,"F"
"4187",387.5,11,1,620710.4,1,1,2,14,21,"F"
"4188",398.6,11,3,623470.8,1,1,3,14,21,"F"
"4189",589.6,12,3,625915.3,1,1,1,14,21,"F"
"4190",565.6,12,3,628193.5,1,1,2,14,21,"F"
"4191",620.7,12,1,631851.9,1,1,3,14,21,"F"
"4192",631.3,12,1,635693.2,1,1,4,14,21,"F"
"4193",757.7,12,2,638220.8,1,1,5,14,21,"F"
"4194",583.1,12,1,641679.6,1,1,6,14,21,"F"
"4195",452,11,1,644623,1,1,1,14,21,"F"
"4196",530.5,11,3,647017.6,1,1,2,14,21,"F"
"4197",457.2,11,2,649778,1,1,3,14,21,"F"
"4198",378.1,11,2,652621.5,1,1,4,14,21,"F"
"4199",384.8,11,1,656013.9,1,1,5,14,21,"F"
"4200",351.1,11,1,659173.4,1,1,6,14,21,"F"
"4201",415.4,11,2,661817.4,1,1,7,14,21,"F"
"4202",568.8,12,3,664627.7,1,1,1,14,21,"F"
"4203",743.5,12,3,666606.6,1,1,2,14,21,"F"
"4204",466.8,12,3,669433.5,1,1,3,14,21,"F"
"4205",701.4,12,2,672726.1,1,1,4,14,21,"F"
"4206",514.6,12,2,676451,1,1,5,14,21,"F"
"4207",444.7,11,3,679261.3,1,1,1,14,21,"F"
"4208",412.9,11,2,682337.7,1,1,2,14,21,"F"
"4209",406.9,11,2,684366.4,1,1,3,14,21,"F"
"4210",384.7,11,1,687675.6,1,1,4,14,21,"F"
"4211",390.6,11,1,690602.3,1,1,5,14,21,"F"
"4212",409.9,11,3,692747.5,1,1,6,14,21,"F"
"4213",655.3,12,3,694709.7,1,1,1,14,21,"F"
"4214",922.2,12,3,697619.8,1,0,2,14,21,"F"
"4215",837.9,12,2,699914.6,1,1,3,14,21,"F"
"4216",518.3,12,1,702708.3,1,1,4,14,21,"F"
"4217",565.9,12,2,704936.6,1,1,5,14,21,"F"
"4218",439.5,11,2,708412,1,1,1,14,21,"F"
"4219",442.4,11,1,710956.3,1,1,2,14,21,"F"
"4220",376.1,11,3,713799.8,1,1,3,14,21,"F"
"4221",424.1,11,3,717158.9,1,1,4,14,21,"F"
"4222",776,12,3,720700.9,1,1,1,14,21,"F"
"4223",578.2,12,2,723960.2,1,1,2,14,21,"F"
"4224",1090.5,12,3,726487.8,1,0,3,14,21,"F"
"4225",646.7,12,2,729464.4,1,1,4,14,21,"F"
"4226",473,12,1,733222.6,1,1,5,14,21,"F"
"4227",611.2,12,2,735567.3,1,1,6,14,21,"F"
"4228",553.4,12,2,738577.1,1,1,7,14,21,"F"
"4229",693.5,12,1,741520.5,1,1,8,14,21,"F"
"4230",416.1,11,2,744713.3,1,1,1,14,21,"F"
"4231",448.7,11,3,747024.7,1,1,2,14,21,"F"
"4232",316.2,11,1,749984.7,1,1,3,14,21,"F"
"4233",737.7,12,1,753044.4,1,1,1,14,21,"F"
"4234",779.5,12,3,755422.4,1,1,2,14,21,"F"
"4235",452.6,12,3,758116.3,1,1,3,14,21,"F"
"4236",496.1,12,1,761708.1,1,1,4,14,21,"F"
"4237",911.1,12,1,763986.3,1,0,5,14,21,"F"
"4238",520.1,12,1,766680.2,1,1,6,14,21,"F"
"4239",544.8,12,3,769557.1,1,1,7,14,21,"F"
"4240",489,11,1,771569.2,1,1,1,14,21,"F"
"4241",435,11,3,773697.7,1,1,2,14,21,"F"
"4242",431.3,11,2,775793,1,1,3,14,21,"F"
"4243",380.3,11,1,778004.6,1,1,4,14,21,"F"
"4244",382,11,1,780083.3,1,1,5,14,21,"F"
"4245",400.8,11,2,782660.8,1,1,6,14,21,"F"
"4246",399.4,11,1,785454.4,1,1,7,14,21,"F"
"4247",724,12,1,787832.4,1,1,1,14,21,"F"
"4248",482.5,12,1,790892.1,1,1,2,14,21,"F"
"4249",703.8,12,1,794384.2,1,1,3,14,21,"F"
"4250",479.4,11,3,796280,1,1,1,14,21,"F"
"4251",448.4,11,2,799007.1,1,1,2,14,21,"F"
"4252",382.7,11,1,801451.6,1,1,3,14,21,"F"
"4253",426.1,11,2,803713.1,1,1,4,14,21,"F"
"4254",435.4,11,2,805725.3,1,1,5,14,21,"F"
"4255",394.4,11,1,809300.5,1,1,6,14,21,"F"
"4256",387.6,11,2,812875.8,1,1,7,14,21,"F"
"4257",394.8,11,2,816284.7,1,1,8,14,21,"F"
"4258",493.1,12,3,819394.3,1,1,1,14,21,"F"
"4259",611.7,12,2,821539.5,1,1,2,14,21,"F"
"4260",514.6,12,1,825197.9,1,1,3,14,21,"F"
"4261",590,12,3,828789.8,1,1,4,14,21,"F"
"4262",450.6,11,3,832431.5,1,1,1,14,21,"F"
"4263",519,11,2,835125.4,1,1,2,14,21,"F"
"4264",336.6,11,1,837836,1,1,3,14,21,"F"
"4265",365.4,11,3,841394.6,1,1,4,14,21,"F"
"4266",392,11,1,843556.4,1,1,5,14,21,"F"
"4267",609.3,12,1,846782.4,1,1,1,14,21,"F"
"4268",490.7,12,3,850074.9,1,0,2,14,21,"F"
"4269",606.8,12,1,852536.1,1,1,3,14,21,"F"
"4270",668.6,12,2,855030.4,1,1,4,14,21,"F"
"4271",586.2,12,1,858505.9,1,1,5,14,21,"F"
"4272",790.5,12,2,860850.6,1,1,6,14,21,"F"
"4273",733.4,11,2,25455.3,1,1,1,15,26,"F"
"4274",585.2,11,1,26803.8,1,1,2,15,26,"F"
"4275",591.3,11,1,28868.3,1,1,3,15,26,"F"
"4276",908.8,12,2,30583.2,1,1,1,15,26,"F"
"4277",1010.1,12,3,33230.4,1,1,2,15,26,"F"
"4278",746,12,1,35394.8,1,1,3,15,26,"F"
"4279",750,12,2,37592.4,1,1,4,15,26,"F"
"4280",1014.8,12,2,40089.8,1,1,5,15,26,"F"
"4281",819,12,3,42836.9,1,1,6,15,26,"F"
"4282",783.8,12,1,45833.7,1,1,7,15,26,"F"
"4283",742.2,11,2,48148,1,1,1,15,26,"F"
"4284",670.7,11,3,50062.6,1,1,2,15,26,"F"
"4285",730.4,11,3,52060.5,1,1,3,15,26,"F"
"4286",515.3,11,3,55024,1,1,4,15,26,"F"
"4287",808.9,12,3,57404.8,1,1,1,15,26,"F"
"4288",722.5,12,1,58753.4,1,1,2,15,26,"F"
"4289",645.9,11,3,61017.7,1,1,1,15,26,"F"
"4290",534.8,11,3,62665.9,1,1,2,15,26,"F"
"4291",591.2,11,1,64530.6,1,1,3,15,26,"F"
"4292",489.5,11,3,67061.3,1,1,4,15,26,"F"
"4293",401.4,11,3,69259,1,1,5,15,26,"F"
"4294",886,12,2,70690.8,1,1,1,15,26,"F"
"4295",1038.9,12,3,73720.9,1,1,2,15,26,"F"
"4296",864.9,12,2,75335.9,1,1,3,15,26,"F"
"4297",894.3,12,2,77250.5,1,1,4,15,26,"F"
"4298",740.1,12,2,79414.9,1,1,5,15,26,"F"
"4299",717.6,12,1,81579.3,1,1,6,15,26,"F"
"4300",1083.6,12,1,84259.8,1,1,7,15,26,"F"
"4301",799.9,12,2,87289.9,1,1,8,15,26,"F"
"4302",976.5,12,2,89421,1,1,1,15,26,"F"
"4303",892,12,3,90836.2,1,1,2,15,26,"F"
"4304",670.4,12,1,93416.8,1,1,3,15,26,"F"
"4305",739.2,12,1,96180.5,1,1,4,15,26,"F"
"4306",850,12,2,97878.7,1,1,5,15,26,"F"
"4307",847.5,12,3,99959.8,1,1,6,15,26,"F"
"4308",655,11,2,101974.4,1,1,1,15,26,"F"
"4309",496.9,11,2,104122.1,1,1,2,15,26,"F"
"4310",533.1,11,3,106236.5,1,1,3,15,26,"F"
"4311",450.9,11,1,108167.8,1,1,4,15,26,"F"
"4312",547.1,11,3,110998.2,1,1,5,15,26,"F"
"4313",435.7,11,1,113145.9,1,1,6,15,26,"F"
"4314",478.1,11,2,115127.1,1,1,7,15,26,"F"
"4315",494.5,11,1,118024.1,1,1,8,15,26,"F"
"4316",908,12,3,120205.1,1,1,1,15,26,"F"
"4317",695.7,12,1,121920,1,1,2,15,26,"F"
"4318",573.6,12,2,123534.9,1,1,3,15,26,"F"
"4319",664.7,12,2,126098.9,1,1,4,15,26,"F"
"4320",481.1,11,2,128263.3,1,1,1,15,26,"F"
"4321",360,11,2,129894.9,1,1,2,15,26,"F"
"4322",803.3,12,3,132525.4,1,1,1,15,26,"F"
"4323",742.1,12,2,134856.3,1,1,2,15,26,"F"
"4324",981.8,12,2,136970.7,1,1,3,15,26,"F"
"4325",711.5,12,1,138685.6,1,1,4,15,26,"F"
"4326",945.6,12,1,141366.1,1,1,5,15,26,"F"
"4327",546.6,11,2,143896.7,1,1,1,15,26,"F"
"4328",591.4,11,2,145811.4,1,1,2,15,26,"F"
"4329",533.9,11,2,148708.3,1,1,3,15,26,"F"
"4330",806.8,12,2,151655.2,1,1,1,15,26,"F"
"4331",746.2,12,1,153969.4,1,1,2,15,26,"F"
"4332",728.3,12,2,156966.2,1,1,3,15,26,"F"
"4333",698.9,12,1,158398.1,1,0,4,15,26,"F"
"4334",1503.4,12,3,159846.5,1,1,5,15,26,"F"
"4335",840.6,12,2,161428.2,1,1,6,15,26,"F"
"4336",897.1,12,2,163426.1,1,1,1,15,26,"F"
"4337",650.3,12,2,165906.8,1,1,2,15,26,"F"
"4338",987.2,12,2,168703.8,1,1,3,15,26,"F"
"4339",650.2,12,1,170834.9,1,1,4,15,26,"F"
"4340",928.6,12,3,172899.4,1,1,5,15,26,"F"
"4341",856.6,12,2,175729.7,1,1,6,15,26,"F"
"4342",982.6,12,2,177378,1,1,7,15,26,"F"
"4343",518.3,11,2,179409.2,1,1,1,15,26,"F"
"4344",448.7,11,2,181323.8,1,1,2,15,26,"F"
"4345",535.4,11,1,183088.6,1,1,3,15,26,"F"
"4346",623.1,11,3,185769.1,1,1,4,15,26,"F"
"4347",513.1,11,2,188782.6,1,1,5,15,26,"F"
"4348",789.6,11,3,191779.4,1,1,6,15,26,"F"
"4349",609.4,11,2,193494.3,1,1,7,15,26,"F"
"4350",556.5,11,1,194942.8,1,1,8,15,26,"F"
"4351",546.7,11,3,197506.7,1,1,1,15,26,"F"
"4352",600.4,11,3,200237.2,1,1,2,15,26,"F"
"4353",517.1,11,2,202984.3,1,1,3,15,26,"F"
