 rt 	  est 	  resp 	  laten 	  good 	  acu 	  seq 	  subID 	  subN 
 817.3	 12	 2	 905665.9	 1	 1	 3	 CAMG_18121984	 5
 537.4	 12	 1	 908659.1	 1	 1	 4	 CAMG_18121984	 5
 703	 12	 1	 911186.7	 1	 1	 5	 CAMG_18121984	 5
 524	 11	 2	 914462.6	 1	 1	 1	 CAMG_18121984	 5
 395.8	 11	 2	 916890.5	 1	 1	 2	 CAMG_18121984	 5
 516.1	 11	 1	 918802.8	 1	 1	 3	 CAMG_18121984	 5
 429.6	 11	 1	 920781.7	 1	 1	 4	 CAMG_18121984	 5
 700.6	 11	 3	 923924.6	 1	 1	 1	 CAMG_18121984	 5
 413.3	 11	 3	 925886.8	 1	 1	 2	 CAMG_18121984	 5
 421.5	 11	 2	 929545.2	 1	 1	 3	 CAMG_18121984	 5
 391.4	 11	 3	 932688.1	 1	 1	 4	 CAMG_18121984	 5
 466.2	 11	 1	 934716.8	 1	 1	 5	 CAMG_18121984	 5
 661.7	 11	 3	 936895.2	 1	 1	 6	 CAMG_18121984	 5
 878.2	 12	 1	 940004.9	 1	 0	 1	 CAMG_18121984	 5
 -99	 12	 -99	 941878.2	 1	 0	 2	 CAMG_18121984	 5
 787.6	 12	 2	 945292.9	 1	 1	 3	 CAMG_18121984	 5
 610.3	 12	 3	 948951.3	 1	 1	 4	 CAMG_18121984	 5
 1046.4	 12	 2	 951229.5	 1	 0	 5	 CAMG_18121984	 5
 1140	 12	 3	 953590.8	 1	 0	 6	 CAMG_18121984	 5
 640.6	 12	 3	 956667.2	 1	 1	 7	 CAMG_18121984	 5
 420.4	 12	 3	 960525.1	 1	 1	 8	 CAMG_18121984	 5
 557.7	 11	 2	 964200.2	 1	 1	 1	 CAMG_18121984	 5
 493.1	 11	 2	 967027.1	 1	 1	 2	 CAMG_18121984	 5
 567.2	 11	 1	 970502.6	 1	 1	 3	 CAMG_18121984	 5
 440.8	 11	 1	 974144.3	 1	 1	 4	 CAMG_18121984	 5
 352.3	 11	 1	 976223	 1	 1	 5	 CAMG_18121984	 5
 834.2	 12	 1	 978650.8	 1	 1	 1	 CAMG_18121984	 5
 970.1	 12	 3	 981544.3	 1	 0	 2	 CAMG_18121984	 5
 716.8	 12	 2	 984604	 1	 1	 3	 CAMG_18121984	 5
 491.5	 11	 1	 987580.6	 1	 1	 1	 CAMG_18121984	 5
 474.1	 11	 3	 990573.8	 1	 1	 2	 CAMG_18121984	 5
 -99	 12	 -99	 994282.1	 1	 0	 1	 CAMG_18121984	 5
 936.1	 12	 1	 997691.1	 1	 0	 2	 CAMG_18121984	 5
 1143.4	 12	 2	 1000118.9	 1	 0	 3	 CAMG_18121984	 5
 682	 12	 1	 1003694.1	 1	 1	 4	 CAMG_18121984	 5
 1347.4	 12	 2	 1007252.8	 1	 0	 5	 CAMG_18121984	 5
 1066.7	 12	 1	 1009364.7	 1	 0	 6	 CAMG_18121984	 5
 880.8	 12	 3	 1012224.9	 1	 0	 7	 CAMG_18121984	 5
 578.9	 11	 1	 16460.4	 1	 1	 1	 CCAC_12071987	 6
 373.3	 11	 3	 19802.9	 1	 1	 2	 CCAC_12071987	 6
 295.6	 11	 2	 22796.1	 1	 1	 3	 CCAC_12071987	 6
 310.9	 11	 2	 24758.3	 1	 1	 4	 CCAC_12071987	 6
 287	 11	 3	 26720.5	 1	 1	 5	 CCAC_12071987	 6
 356.3	 11	 3	 28982.1	 1	 1	 6	 CCAC_12071987	 6
 272	 11	 1	 32075.1	 1	 1	 7	 CCAC_12071987	 6
 336.3	 11	 3	 35367.7	 1	 1	 8	 CCAC_12071987	 6
 362	 12	 1	 37862	 1	 0	 1	 CCAC_12071987	 6
 483.8	 12	 2	 41370.8	 1	 0	 2	 CCAC_12071987	 6
 631.4	 12	 2	 43382.9	 1	 0	 3	 CCAC_12071987	 6
 601.4	 12	 2	 45561.3	 1	 0	 4	 CCAC_12071987	 6
 333.1	 11	 1	 48754.1	 1	 1	 1	 CCAC_12071987	 6
 369.8	 11	 2	 51198.5	 1	 1	 2	 CCAC_12071987	 6
 383.3	 11	 1	 54075.4	 1	 1	 3	 CCAC_12071987	 6
 297.8	 11	 3	 57318	 1	 1	 4	 CCAC_12071987	 6
 416.7	 11	 2	 60610.6	 1	 1	 5	 CCAC_12071987	 6
 336.9	 11	 3	 64169.2	 1	 1	 6	 CCAC_12071987	 6
 523.8	 12	 1	 66314.3	 1	 1	 1	 CCAC_12071987	 6
 650.8	 12	 1	 68659	 1	 0	 2	 CCAC_12071987	 6
 582.7	 12	 2	 71885.1	 1	 0	 3	 CCAC_12071987	 6
 761.1	 12	 3	 75593.3	 1	 1	 4	 CCAC_12071987	 6
 758	 12	 1	 79334.9	 1	 0	 5	 CCAC_12071987	 6
 885.9	 12	 1	 82627.4	 1	 0	 6	 CCAC_12071987	 6
 976.3	 12	 3	 86169.4	 1	 0	 7	 CCAC_12071987	 6
 753.2	 12	 3	 89927.6	 1	 1	 1	 CCAC_12071987	 6
 747.4	 12	 1	 92521.7	 1	 1	 2	 CCAC_12071987	 6
 797.1	 12	 2	 96263.3	 1	 1	 3	 CCAC_12071987	 6
 753.8	 11	 3	 98707.7	 1	 1	 1	 CCAC_12071987	 6
 339.5	 11	 1	 100836.2	 1	 1	 2	 CCAC_12071987	 6
 592.6	 12	 3	 104444.8	 1	 1	 1	 CCAC_12071987	 6
 583.7	 12	 3	 108236.2	 1	 1	 2	 CCAC_12071987	 6
 1047.5	 12	 3	 110248.3	 1	 0	 3	 CCAC_12071987	 6
 721.5	 12	 1	 113058.6	 1	 1	 4	 CCAC_12071987	 6
 687.3	 12	 1	 115104	 1	 1	 5	 CCAC_12071987	 6
 480.3	 11	 1	 118845.5	 1	 1	 1	 CCAC_12071987	 6
 511	 11	 3	 121689.1	 1	 1	 2	 CCAC_12071987	 6
 397.8	 11	 1	 124233.3	 1	 1	 3	 CCAC_12071987	 6
 376	 11	 2	 127309.7	 1	 1	 4	 CCAC_12071987	 6
 485.8	 11	 1	 130768.5	 1	 1	 1	 CCAC_12071987	 6
 420	 11	 2	 133811.7	 1	 1	 2	 CCAC_12071987	 6
 849	 12	 3	 136339.3	 1	 0	 1	 CCAC_12071987	 6
 637.8	 12	 1	 140080.8	 1	 1	 2	 CCAC_12071987	 6
 863	 12	 1	 143007.5	 1	 0	 3	 CCAC_12071987	 6
 821.7	 12	 2	 146483	 1	 1	 4	 CCAC_12071987	 6
 866.7	 12	 3	 150307.7	 1	 0	 5	 CCAC_12071987	 6
 615.8	 11	 2	 152452.8	 1	 1	 1	 CCAC_12071987	 6
 633.1	 11	 2	 154415.1	 1	 1	 2	 CCAC_12071987	 6
 372.1	 11	 2	 156942.7	 1	 1	 3	 CCAC_12071987	 6
 404	 11	 3	 159869.4	 1	 1	 4	 CCAC_12071987	 6
 392	 11	 2	 162081.1	 1	 1	 5	 CCAC_12071987	 6
 403	 11	 2	 165573.2	 1	 1	 6	 CCAC_12071987	 6
 464.6	 11	 2	 168350.2	 1	 1	 7	 CCAC_12071987	 6
 379.1	 11	 2	 170412.2	 1	 1	 8	 CCAC_12071987	 6
 903.9	 12	 3	 173654.9	 1	 0	 1	 CCAC_12071987	 6
 656.7	 12	 1	 177396.4	 1	 1	 2	 CCAC_12071987	 6
 505.6	 12	 3	 180639.1	 1	 0	 3	 CCAC_12071987	 6
 629.6	 12	 1	 183515.9	 1	 1	 4	 CCAC_12071987	 6
 630	 12	 2	 186043.5	 1	 1	 5	 CCAC_12071987	 6
 614.2	 12	 2	 189452.5	 1	 1	 6	 CCAC_12071987	 6
 1074.4	 12	 2	 191431.3	 1	 0	 7	 CCAC_12071987	 6
 568.3	 11	 3	 194092	 1	 1	 1	 CCAC_12071987	 6
 390.7	 11	 3	 197467.7	 1	 1	 2	 CCAC_12071987	 6
 412.2	 11	 3	 200477.5	 1	 1	 3	 CCAC_12071987	 6
 702.9	 12	 1	 203088.3	 1	 1	 1	 CCAC_12071987	 6
 717.1	 12	 2	 205399.8	 1	 1	 2	 CCAC_12071987	 6
 506	 12	 2	 208077	 1	 1	 3	 CCAC_12071987	 6
 710.7	 12	 3	 211103.5	 1	 1	 4	 CCAC_12071987	 6
 598.7	 12	 2	 214346.2	 1	 0	 5	 CCAC_12071987	 6
 652	 12	 3	 217888.2	 1	 1	 6	 CCAC_12071987	 6
 426.1	 11	 1	 220715.1	 1	 1	 1	 CCAC_12071987	 6
 422.8	 11	 3	 224390.1	 1	 1	 2	 CCAC_12071987	 6
 436.1	 11	 1	 227516.4	 1	 1	 3	 CCAC_12071987	 6
 617.4	 12	 2	 229977.5	 1	 1	 1	 CCAC_12071987	 6
 578.5	 12	 1	 233735.7	 1	 1	 2	 CCAC_12071987	 6
 531.8	 12	 1	 237277.7	 1	 1	 3	 CCAC_12071987	 6
 884.3	 12	 3	 240969.3	 1	 0	 4	 CCAC_12071987	 6
 638.4	 12	 1	 243330.6	 1	 0	 5	 CCAC_12071987	 6
 597	 12	 3	 245692	 1	 1	 6	 CCAC_12071987	 6
 673	 12	 3	 248751.7	 1	 1	 7	 CCAC_12071987	 6
 421.9	 11	 1	 252210.5	 1	 1	 1	 CCAC_12071987	 6
 463.5	 11	 1	 255752.5	 1	 1	 2	 CCAC_12071987	 6
 452.8	 11	 2	 257814.5	 1	 1	 1	 CCAC_12071987	 6
 424.8	 11	 1	 261506.2	 1	 1	 2	 CCAC_12071987	 6
 445.9	 11	 1	 265081.4	 1	 1	 3	 CCAC_12071987	 6
 387.2	 11	 2	 268074.6	 1	 1	 4	 CCAC_12071987	 6
 383.2	 11	 2	 271350.6	 1	 1	 5	 CCAC_12071987	 6
 620.8	 12	 3	 274460.2	 1	 1	 1	 CCAC_12071987	 6
 561.1	 12	 3	 277287.1	 1	 1	 2	 CCAC_12071987	 6
 576.1	 12	 3	 279798.1	 1	 0	 3	 CCAC_12071987	 6
 607.8	 12	 3	 281810.3	 1	 1	 4	 CCAC_12071987	 6
 809.5	 12	 2	 283839	 1	 0	 5	 CCAC_12071987	 6
 547.3	 12	 1	 286616.1	 1	 1	 6	 CCAC_12071987	 6
 464.6	 11	 1	 290158	 1	 1	 1	 CCAC_12071987	 6
 479.6	 11	 2	 293300.9	 1	 1	 2	 CCAC_12071987	 6
 432.8	 11	 1	 295861.8	 1	 1	 3	 CCAC_12071987	 6
 402.3	 11	 1	 299586.7	 1	 1	 4	 CCAC_12071987	 6
 452.4	 11	 3	 301881.5	 1	 1	 5	 CCAC_12071987	 6
 415	 11	 2	 305224	 1	 1	 6	 CCAC_12071987	 6
 550.4	 11	 3	 308682.8	 1	 1	 7	 CCAC_12071987	 6
 458.6	 11	 3	 310558	 1	 1	 8	 CCAC_12071987	 6
 705.8	 12	 1	 313555.1	 1	 0	 1	 CCAC_12071987	 6
 736.1	 12	 1	 316947.5	 1	 1	 2	 CCAC_12071987	 6
 782.8	 12	 3	 318976.2	 1	 1	 3	 CCAC_12071987	 6
 739.6	 12	 2	 322834.1	 1	 1	 4	 CCAC_12071987	 6
 731.6	 11	 2	 325977	 1	 1	 1	 CCAC_12071987	 6
 447.2	 11	 3	 328404.9	 1	 1	 2	 CCAC_12071987	 6
 453	 11	 2	 330300.6	 1	 1	 3	 CCAC_12071987	 6
 353.9	 11	 1	 333110.9	 1	 1	 4	 CCAC_12071987	 6
 470	 11	 1	 336636.2	 1	 1	 5	 CCAC_12071987	 6
 433.6	 11	 2	 340444.3	 1	 1	 6	 CCAC_12071987	 6
 453.7	 11	 1	 344069.4	 1	 1	 7	 CCAC_12071987	 6
 782.9	 12	 2	 347628	 1	 1	 1	 CCAC_12071987	 6
 711.6	 12	 3	 350172.3	 1	 1	 2	 CCAC_12071987	 6
 487.9	 12	 1	 352699.9	 1	 1	 3	 CCAC_12071987	 6
 622.2	 12	 1	 354712	 1	 1	 1	 CCAC_12071987	 6
 555.7	 12	 1	 358553.3	 1	 1	 2	 CCAC_12071987	 6
 474.2	 11	 2	 361945.7	 1	 1	 1	 CCAC_12071987	 6
 437.6	 11	 2	 364174	 1	 1	 2	 CCAC_12071987	 6
 384.3	 11	 3	 367566.3	 1	 1	 3	 CCAC_12071987	 6
 300.3	 11	 1	 369861.1	 1	 1	 4	 CCAC_12071987	 6
 348.7	 11	 3	 371956.4	 1	 1	 5	 CCAC_12071987	 6
 491.4	 11	 2	 375082.6	 1	 1	 6	 CCAC_12071987	 6
 477.4	 11	 3	 377859.7	 1	 1	 7	 CCAC_12071987	 6
 378.9	 11	 2	 381069.1	 1	 1	 8	 CCAC_12071987	 6
 801.5	 12	 2	 383580.1	 1	 1	 1	 CCAC_12071987	 6
 795.2	 12	 3	 387438	 1	 1	 2	 CCAC_12071987	 6
 517.5	 12	 3	 391279.3	 1	 1	 3	 CCAC_12071987	 6
 841.9	 12	 3	 394139.5	 1	 1	 4	 CCAC_12071987	 6
 435.5	 11	 2	 396218.1	 1	 1	 1	 CCAC_12071987	 6
 408.9	 11	 3	 399726.9	 1	 1	 2	 CCAC_12071987	 6
 448.7	 11	 2	 402387.5	 1	 1	 3	 CCAC_12071987	 6
 364.9	 11	 2	 404615.8	 1	 1	 4	 CCAC_12071987	 6
 401.6	 11	 3	 407625.7	 1	 1	 5	 CCAC_12071987	 6
 432.4	 11	 2	 410169.9	 1	 1	 6	 CCAC_12071987	 6
 849.8	 12	 2	 412797.3	 1	 0	 1	 CCAC_12071987	 6
 592.4	 12	 3	 415258.4	 1	 1	 2	 CCAC_12071987	 6
 737.4	 12	 1	 417752.8	 1	 1	 3	 CCAC_12071987	 6
 677.9	 12	 3	 421610.7	 1	 1	 4	 CCAC_12071987	 6
 728.1	 12	 1	 425219.2	 1	 1	 5	 CCAC_12071987	 6
 484.8	 11	 1	 427863.2	 1	 1	 1	 CCAC_12071987	 6
 344.8	 11	 2	 431222.3	 1	 1	 2	 CCAC_12071987	 6
 763.1	 12	 3	 434797.6	 1	 1	 1	 CCAC_12071987	 6
 607.9	 12	 3	 438605.6	 1	 1	 2	 CCAC_12071987	 6
 635.3	 12	 3	 440767.4	 1	 1	 3	 CCAC_12071987	 6
 603.2	 12	 2	 444159.7	 1	 0	 4	 CCAC_12071987	 6
 635.6	 12	 1	 446986.7	 1	 1	 5	 CCAC_12071987	 6
 624	 12	 3	 450395.6	 1	 1	 6	 CCAC_12071987	 6
 788.1	 12	 1	 453754.7	 1	 1	 7	 CCAC_12071987	 6
 823.8	 12	 3	 457263.4	 1	 1	 8	 CCAC_12071987	 6
 525	 11	 2	 460738.9	 1	 1	 1	 CCAC_12071987	 6
 415.6	 11	 3	 463233.2	 1	 1	 2	 CCAC_12071987	 6
 416.3	 11	 2	 465810.7	 1	 1	 3	 CCAC_12071987	 6
 474	 11	 3	 468587.8	 1	 1	 4	 CCAC_12071987	 6
 456.4	 11	 2	 471048.9	 1	 1	 5	 CCAC_12071987	 6
 394.7	 11	 1	 474590.9	 1	 1	 6	 CCAC_12071987	 6
 693.9	 12	 3	 478315.8	 1	 1	 1	 CCAC_12071987	 6
 562.5	 12	 3	 481076.2	 1	 1	 2	 CCAC_12071987	 6
 729.8	 12	 1	 484302.3	 1	 1	 3	 CCAC_12071987	 6
 828.3	 12	 2	 486663.6	 1	 1	 4	 CCAC_12071987	 6
 509.2	 11	 3	 489357.5	 1	 1	 1	 CCAC_12071987	 6
 373.7	 11	 2	 492650	 1	 1	 2	 CCAC_12071987	 6
 415.6	 11	 2	 495410.5	 1	 1	 3	 CCAC_12071987	 6
 362.7	 11	 3	 497971.3	 1	 1	 4	 CCAC_12071987	 6
 416.8	 11	 3	 500316	 1	 1	 5	 CCAC_12071987	 6
 442.9	 11	 2	 502444.6	 1	 1	 6	 CCAC_12071987	 6
 347.6	 11	 3	 505205	 1	 1	 7	 CCAC_12071987	 6
 696.7	 12	 3	 507815.7	 1	 1	 1	 CCAC_12071987	 6
 703.4	 12	 3	 510908.7	 1	 0	 2	 CCAC_12071987	 6
 805.8	 12	 2	 512787.8	 1	 0	 3	 CCAC_12071987	 6
 645	 12	 1	 515232.3	 1	 1	 1	 CCAC_12071987	 6
 586.7	 12	 3	 518075.9	 1	 1	 2	 CCAC_12071987	 6
 703.4	 12	 3	 521401.7	 1	 1	 3	 CCAC_12071987	 6
 696.1	 12	 3	 525010.2	 1	 1	 4	 CCAC_12071987	 6
 678.3	 12	 1	 528718.5	 1	 1	 5	 CCAC_12071987	 6
 594	 11	 3	 531728.3	 1	 1	 1	 CCAC_12071987	 6
 572.2	 11	 1	 535436.6	 1	 1	 2	 CCAC_12071987	 6
 471.1	 11	 1	 537565.1	 1	 1	 3	 CCAC_12071987	 6
 392.5	 11	 2	 540092.7	 1	 1	 4	 CCAC_12071987	 6
 682.2	 11	 1	 542021.7	 1	 1	 5	 CCAC_12071987	 6
 431.1	 11	 1	 544033.8	 1	 1	 6	 CCAC_12071987	 6
 599.7	 12	 3	 547060.3	 1	 1	 1	 CCAC_12071987	 6
 907.9	 12	 2	 549521.4	 1	 0	 2	 CCAC_12071987	 6
 651.5	 12	 3	 552198.7	 1	 1	 3	 CCAC_12071987	 6
 1137.6	 12	 1	 554510.1	 1	 0	 4	 CCAC_12071987	 6
 520.8	 11	 2	 556422.5	 1	 1	 1	 CCAC_12071987	 6
 391.3	 11	 3	 558916.8	 1	 1	 2	 CCAC_12071987	 6
 440.5	 11	 2	 562109.6	 1	 1	 3	 CCAC_12071987	 6
 374.1	 11	 2	 565718.1	 1	 1	 4	 CCAC_12071987	 6
 425.3	 11	 3	 569326.6	 1	 1	 5	 CCAC_12071987	 6
 493.1	 11	 1	 572885.2	 1	 1	 6	 CCAC_12071987	 6
 439.7	 11	 3	 576660	 1	 1	 7	 CCAC_12071987	 6
 408.5	 11	 3	 578738.7	 1	 1	 8	 CCAC_12071987	 6
 719.2	 12	 2	 582147.6	 1	 1	 1	 CCAC_12071987	 6
 569	 12	 1	 584874.8	 1	 1	 2	 CCAC_12071987	 6
 637.2	 12	 3	 588134.1	 1	 0	 3	 CCAC_12071987	 6
 748	 12	 3	 591543	 1	 1	 4	 CCAC_12071987	 6
 704.1	 12	 3	 594685.9	 1	 1	 5	 CCAC_12071987	 6
 647.6	 12	 2	 598444.1	 1	 1	 6	 CCAC_12071987	 6
 651.6	 12	 2	 601853	 1	 1	 7	 CCAC_12071987	 6
 489.6	 11	 3	 604413.9	 1	 1	 1	 CCAC_12071987	 6
 432.9	 11	 1	 607324	 1	 1	 2	 CCAC_12071987	 6
 391.6	 11	 3	 611181.9	 1	 1	 3	 CCAC_12071987	 6
 321.3	 11	 1	 614191.8	 1	 1	 4	 CCAC_12071987	 6
 412.9	 11	 2	 616636.3	 1	 1	 5	 CCAC_12071987	 6
 372.6	 11	 3	 619812.4	 1	 1	 1	 CCAC_12071987	 6
 373.6	 11	 3	 622872.2	 1	 1	 2	 CCAC_12071987	 6
 752.3	 12	 1	 625183.6	 1	 1	 1	 CCAC_12071987	 6
 572.3	 12	 1	 628476.2	 1	 1	 2	 CCAC_12071987	 6
 597.6	 12	 1	 632134.5	 1	 1	 3	 CCAC_12071987	 6
 505.8	 11	 3	 635327.3	 1	 1	 1	 CCAC_12071987	 6
 407	 11	 3	 637472.5	 1	 1	 2	 CCAC_12071987	 6
 379	 11	 3	 639767.3	 1	 1	 3	 CCAC_12071987	 6
 398.8	 11	 3	 642610.9	 1	 1	 4	 CCAC_12071987	 6
 424	 11	 3	 646485.4	 1	 1	 5	 CCAC_12071987	 6
 418.8	 11	 1	 648730.3	 1	 1	 6	 CCAC_12071987	 6
 415.6	 11	 1	 652039.5	 1	 1	 7	 CCAC_12071987	 6
 397.4	 11	 1	 654400.8	 1	 1	 8	 CCAC_12071987	 6
 583.9	 12	 3	 657177.9	 1	 0	 1	 CCAC_12071987	 6
 810.5	 12	 2	 659156.8	 1	 1	 2	 CCAC_12071987	 6
 890.9	 12	 2	 661850.7	 1	 0	 3	 CCAC_12071987	 6
 419.2	 11	 2	 665708.6	 1	 1	 1	 CCAC_12071987	 6
 396.9	 11	 3	 667953.5	 1	 1	 2	 CCAC_12071987	 6
 300.3	 11	 1	 670398	 1	 1	 3	 CCAC_12071987	 6
 413.4	 11	 1	 673673.9	 1	 1	 4	 CCAC_12071987	 6
 381.8	 11	 2	 676617.3	 1	 1	 5	 CCAC_12071987	 6
 318.7	 11	 3	 678529.6	 1	 1	 6	 CCAC_12071987	 6
 619.4	 12	 3	 681007.3	 1	 0	 1	 CCAC_12071987	 6
 504.4	 12	 2	 684033.8	 1	 0	 2	 CCAC_12071987	 6
 587.9	 12	 3	 687376.3	 1	 1	 3	 CCAC_12071987	 6
 591	 12	 3	 689837.4	 1	 1	 4	 CCAC_12071987	 6
 764.2	 12	 3	 692730.8	 1	 1	 5	 CCAC_12071987	 6
 530.7	 12	 3	 696505.6	 1	 1	 1	 CCAC_12071987	 6
 699.4	 12	 2	 700180.6	 1	 1	 2	 CCAC_12071987	 6
 449	 12	 2	 703489.8	 1	 1	 3	 CCAC_12071987	 6
 826.5	 12	 2	 706466.4	 1	 1	 4	 CCAC_12071987	 6
 758	 12	 2	 709792.2	 1	 1	 5	 CCAC_12071987	 6
 598.7	 12	 3	 711804.4	 1	 1	 6	 CCAC_12071987	 6
 520.1	 12	 3	 714165.7	 1	 0	 7	 CCAC_12071987	 6
 636.6	 11	 3	 717325.2	 1	 1	 1	 CCAC_12071987	 6
 435	 11	 3	 720584.5	 1	 1	 2	 CCAC_12071987	 6
 389.5	 11	 2	 722862.7	 1	 1	 3	 CCAC_12071987	 6
 376.4	 11	 2	 726637.5	 1	 1	 4	 CCAC_12071987	 6
 627.2	 12	 3	 728915.6	 1	 1	 1	 CCAC_12071987	 6
 705.2	 12	 2	 731210.5	 1	 1	 2	 CCAC_12071987	 6
 511	 11	 1	 733721.5	 1	 1	 1	 CCAC_12071987	 6
 431	 11	 1	 737379.8	 1	 1	 2	 CCAC_12071987	 6
 378.1	 11	 2	 739890.8	 1	 1	 3	 CCAC_12071987	 6
 345.4	 11	 3	 742634.6	 1	 1	 4	 CCAC_12071987	 6
 531.3	 11	 3	 744696.6	 1	 1	 5	 CCAC_12071987	 6
 455.4	 12	 1	 747640	 1	 0	 1	 CCAC_12071987	 6
 795.7	 12	 1	 750450.3	 1	 1	 2	 CCAC_12071987	 6
 480.2	 12	 2	 752429.1	 1	 1	 3	 CCAC_12071987	 6
 580.1	 12	 3	 755788.2	 1	 1	 4	 CCAC_12071987	 6
 569.1	 12	 3	 759230.4	 1	 1	 1	 CCAC_12071987	 6
 498.3	 12	 3	 761408.8	 1	 1	 2	 CCAC_12071987	 6
 655.8	 12	 1	 763670.4	 1	 1	 3	 CCAC_12071987	 6
 -99	 12	 -99	 766264.5	 1	 0	 4	 CCAC_12071987	 6
 347.8	 12	 3	 769008.3	 1	 0	 5	 CCAC_12071987	 6
 906.1	 12	 2	 771802	 1	 0	 6	 CCAC_12071987	 6
 919.4	 12	 3	 774196.6	 1	 0	 7	 CCAC_12071987	 6
 -99	 12	 -99	 777821.7	 1	 0	 8	 CCAC_12071987	 6
 468.7	 11	 2	 781613.1	 1	 1	 1	 CCAC_12071987	 6
 -99	 11	 -99	 785271.5	 1	 0	 2	 CCAC_12071987	 6
 -99	 11	 -99	 787566.3	 1	 0	 3	 CCAC_12071987	 6
 -99	 12	 -99	 790060.7	 1	 0	 1	 CCAC_12071987	 6
 -99	 12	 -99	 793652.6	 1	 0	 2	 CCAC_12071987	 6
 -99	 12	 -99	 795997.3	 1	 0	 3	 CCAC_12071987	 6
 -99	 12	 -99	 797893	 1	 0	 4	 CCAC_12071987	 6
 -99	 12	 -99	 801285.3	 1	 0	 5	 CCAC_12071987	 6
 -99	 12	 -99	 804511.3	 1	 0	 6	 CCAC_12071987	 6
 -99	 12	 -99	 807587.7	 1	 0	 7	 CCAC_12071987	 6
 465.3	 11	 1	 810298.2	 1	 1	 1	 CCAC_12071987	 6
 451.4	 11	 2	 813108.6	 1	 1	 2	 CCAC_12071987	 6
 532.2	 12	 2	 816584	 1	 0	 1	 CCAC_12071987	 6
 408.9	 11	 3	 18322.9	 1	 1	 1	 CEMM_09041993	 7
 434.3	 11	 2	 21981.3	 1	 1	 2	 CEMM_09041993	 7
 396.8	 11	 1	 24824.8	 1	 1	 3	 CEMM_09041993	 7
 528.3	 12	 2	 27718.3	 1	 0	 1	 CEMM_09041993	 7
 485	 12	 1	 30761.4	 1	 1	 2	 CEMM_09041993	 7
 642.8	 12	 3	 34419.8	 1	 0	 3	 CEMM_09041993	 7
 554.6	 12	 2	 37812.1	 1	 1	 4	 CEMM_09041993	 7
 639.3	 12	 2	 40389.6	 1	 1	 5	 CEMM_09041993	 7
 539.7	 12	 2	 42285.4	 1	 1	 6	 CEMM_09041993	 7
 437	 12	 2	 44896.1	 1	 1	 7	 CEMM_09041993	 7
 526.4	 12	 1	 48221.9	 1	 1	 8	 CEMM_09041993	 7
 398.8	 11	 1	 51597.6	 1	 1	 1	 CEMM_09041993	 7
 427	 11	 1	 54674	 1	 1	 2	 CEMM_09041993	 7
 412.5	 11	 2	 57068.6	 1	 1	 3	 CEMM_09041993	 7
 464.1	 11	 2	 59014.2	 1	 1	 4	 CEMM_09041993	 7
 350.5	 11	 2	 62689.2	 1	 1	 5	 CEMM_09041993	 7
 380.2	 11	 3	 65433	 1	 1	 6	 CEMM_09041993	 7
 655.8	 12	 1	 68975	 1	 1	 1	 CEMM_09041993	 7
 610.2	 12	 2	 72433.8	 1	 1	 2	 CEMM_09041993	 7
 455.3	 12	 2	 75044.6	 1	 1	 3	 CEMM_09041993	 7
 451.7	 12	 1	 77655.4	 1	 1	 4	 CEMM_09041993	 7
 433.8	 11	 2	 80548.8	 1	 1	 1	 CEMM_09041993	 7
 433.1	 11	 2	 82644.1	 1	 1	 2	 CEMM_09041993	 7
 344.5	 11	 2	 86285.8	 1	 1	 3	 CEMM_09041993	 7
 395.6	 11	 2	 88248.1	 1	 1	 4	 CEMM_09041993	 7
 439.6	 11	 1	 90409.8	 1	 1	 5	 CEMM_09041993	 7
 423.6	 11	 1	 94184.6	 1	 1	 6	 CEMM_09041993	 7
 372.9	 11	 2	 96712.3	 1	 1	 7	 CEMM_09041993	 7
 558	 12	 3	 99123.5	 1	 1	 1	 CEMM_09041993	 7
 587.7	 12	 2	 102349.5	 1	 1	 2	 CEMM_09041993	 7
 526.9	 12	 1	 105509	 1	 1	 3	 CEMM_09041993	 7
 620	 12	 2	 108984.5	 1	 1	 4	 CEMM_09041993	 7
 663.1	 12	 1	 112310.3	 1	 0	 5	 CEMM_09041993	 7
 451.8	 11	 3	 114937.7	 1	 1	 1	 CEMM_09041993	 7
 458.7	 11	 2	 118379.9	 1	 1	 2	 CEMM_09041993	 7
 435.2	 11	 2	 120791.1	 1	 1	 3	 CEMM_09041993	 7
 584.2	 11	 3	 124216.7	 1	 1	 4	 CEMM_09041993	 7
 638.6	 12	 1	 126528.1	 1	 1	 1	 CEMM_09041993	 7
 470.6	 12	 1	 129554.6	 1	 1	 2	 CEMM_09041993	 7
 690.2	 12	 3	 133146.5	 1	 0	 3	 CEMM_09041993	 7
 496.7	 12	 1	 136788.3	 1	 1	 4	 CEMM_09041993	 7
 809.5	 12	 3	 139532.1	 1	 1	 5	 CEMM_09041993	 7
 801.9	 12	 2	 142691.6	 1	 0	 6	 CEMM_09041993	 7
 473.9	 11	 3	 146449.8	 1	 1	 1	 CEMM_09041993	 7
 506.3	 11	 2	 148844.3	 1	 1	 2	 CEMM_09041993	 7
 439.1	 11	 2	 152286.6	 1	 1	 3	 CEMM_09041993	 7
 602	 12	 1	 154947.2	 1	 1	 1	 CEMM_09041993	 7
 530.5	 12	 1	 157907.2	 1	 1	 2	 CEMM_09041993	 7
