"","onset","duration","value","response","rt","good","acu","seq","subN"
"1",15.3914,1,11,3,1133.5,1,0,1,1
"2",17.8784,1,11,2,518.5,1,1,2,1
"3",21.1115,1,11,3,621.4,1,1,3,1
"4",24.2617,1,11,1,551.3,1,1,4,1
"5",27.0968,1,11,1,460.1,1,1,5,1
"6",29.3351,1,12,3,853.8,1,0,1,1
"7",31.6398,1,12,2,773.1,1,1,2,1
"8",34.4252,1,12,2,859.7,1,0,3,1
"9",36.6469,1,12,3,918,1,0,4,1
"10",38.852,1,11,3,664.9,1,1,1,1
"11",41.3888,1,11,2,536.1,1,1,2,1
"12",44.6716,1,11,3,541.4,1,1,3,1
"13",47.2415,1,12,2,659.5,1,1,1,1
"14",49.8611,1,12,2,759.9,1,1,2,1
"15",52.315,1,12,3,802,1,1,3,1
"16",55.432,1,12,2,653,1,1,4,1
"17",58.9801,1,12,1,752.9,1,1,5,1
"18",61.8816,1,12,3,747.3,1,1,6,1
"19",65.496,1,12,1,781,1,1,7,1
"20",67.5685,1,11,3,676.5,1,1,1,1
"21",71.2493,1,11,2,555.7,1,1,2,1
"22",73.8192,1,11,3,553.8,1,1,3,1
"23",76.0906,1,11,2,530.4,1,1,4,1
"24",79.7216,1,11,1,403.3,1,1,5,1
"25",81.8936,1,11,2,431.4,1,1,6,1
"26",85.5744,1,12,3,918.6,1,0,1,1
"27",88.3764,1,12,3,788.6,1,1,2,1
"28",91.3442,1,12,3,660.8,1,1,3,1
"29",94.3949,1,12,2,810.1,1,1,4,1
"30",97.3959,1,12,3,753.1,1,1,5,1
"31",99.7502,1,12,1,990.8,1,0,6,1
"32",102.5688,1,12,2,708.2,1,1,7,1
"33",106.0009,1,12,2,716.1,1,1,8,1
"34",109.7977,1,11,1,631.3,1,1,1,1
"35",111.9863,1,11,2,506.7,1,1,2,1
"36",115.3354,1,11,1,661.6,1,1,3,1
"37",118.8669,1,12,1,746.1,1,1,1,1
"38",121.4866,1,12,3,806.4,1,1,2,1
"39",125.2834,1,12,1,689.6,1,1,3,1
"40",127.1901,1,12,3,814.9,1,1,4,1
"41",129.4947,1,12,3,654.3,1,1,5,1
"42",131.3848,1,12,3,804.2,1,1,6,1
"43",134.0708,1,12,3,1118.2,1,0,7,1
"44",136.392,1,12,3,621,1,1,8,1
"45",138.5971,1,11,1,575.9,1,1,1,1
"46",141.9794,1,11,1,633.6,1,1,2,1
"47",145.2788,1,11,1,510.2,1,1,3,1
"48",147.6498,1,11,2,523.2,1,1,4,1
"49",151.1647,1,11,3,512.3,1,1,5,1
"50",153.8009,1,11,2,444.1,1,1,6,1
"51",157.6309,1,12,1,742.1,1,1,1,1
"52",160.7645,1,12,1,656.5,1,1,2,1
"53",162.7541,1,12,1,706.9,1,1,3,1
"54",165.0256,1,12,2,963.4,1,0,4,1
"55",168.2421,1,12,3,802.9,1,1,5,1
"56",170.1488,1,11,3,664.2,1,1,1,1
"57",173.5145,1,11,2,490.5,1,1,2,1
"58",176.3994,1,11,3,709.7,1,1,3,1
"59",179.5496,1,11,1,463.4,1,1,4,1
"60",181.8874,1,11,3,589.6,1,1,5,1
"61",184.0428,1,11,3,482.2,1,1,6,1
"62",187.823,1,11,2,462,1,1,7,1
"63",190.625,1,12,1,612,1,1,1,1
"64",193.3607,1,12,3,852.3,1,0,2,1
"65",196.0633,1,12,1,669.7,1,1,3,1
"66",198.0031,1,12,2,1177.9,1,0,4,1
"67",200.4072,1,11,2,477.8,1,1,1,1
"68",204.0548,1,11,3,670.2,1,1,2,1
"69",207.4039,1,11,1,505.1,1,1,3,1
"70",209.5593,1,12,3,917.7,1,0,1,1
"71",211.8474,1,12,3,797.7,1,1,2,1
"72",215.3457,1,12,1,723.3,1,1,3,1
"73",218.3302,1,12,1,730.8,1,1,4,1
"74",221.6959,1,11,1,597.1,1,1,1,1
"75",224.7134,1,11,3,675.7,1,1,2,1
"76",228.5102,1,11,3,542.8,1,1,3,1
"77",231.3288,1,11,1,556.3,1,1,4,1
"78",234.5453,1,11,2,555.8,1,1,5,1
"79",237.5961,1,12,3,985,1,0,1,1
"80",241.3763,1,12,1,740.8,1,1,2,1
"81",244.4768,1,12,2,920.3,1,0,3,1
"82",246.9638,1,12,1,681.3,1,1,4,1
"83",250.3792,1,12,2,697.9,1,1,5,1
"84",253.7947,1,12,3,890.4,1,0,6,1
"85",256.4806,1,12,1,620.5,1,1,7,1
"86",258.636,1,11,1,521.1,1,1,1,1
"87",261.7531,1,11,1,468,1,1,2,1
"88",263.8587,1,11,3,658.4,1,1,3,1
"89",266.3789,1,11,2,538.2,1,1,4,1
"90",269.7612,1,11,2,435.9,1,1,5,1
"91",271.6845,1,11,3,536.6,1,1,6,1
"92",275.0005,1,11,2,468.6,1,1,7,1
"93",278.5817,1,11,3,575.4,1,1,8,1
"94",280.9029,1,12,2,814.2,1,1,1,1
"95",283.5226,1,12,1,602.5,1,1,2,1
"96",286.7722,1,12,1,656.9,1,1,3,1
"97",289.1598,1,12,2,781.3,1,1,4,1
"98",292.6913,1,12,3,905.8,1,0,5,1
"99",295.1451,1,12,3,932,1,0,6,1
"100",297.6155,1,11,1,573.6,1,1,1,1
"101",301.1802,1,11,3,664.9,1,1,2,1
"102",303.3854,1,11,3,515.7,1,1,3,1
"103",306.4527,1,12,2,1104.4,1,0,1,1
"104",309.6526,1,12,3,656.5,1,1,2,1
"105",312.5872,1,12,3,681.9,1,1,3,1
"106",316.069,1,12,2,648.1,1,1,4,1
"107",318.4731,1,12,1,676,1,1,5,1
"108",321.5073,1,11,2,569.8,1,1,1,1
"109",323.7455,1,11,1,523.7,1,1,2,1
"110",326.2326,1,11,3,596.5,1,1,3,1
"111",328.3382,1,11,3,826.9,1,1,4,1
"112",330.6097,1,11,1,531.4,1,1,5,1
"113",333.6272,1,11,1,601.9,1,1,6,1
"114",336.5287,1,11,2,524.5,1,1,7,1
"115",340.2924,1,12,2,688.7,1,1,1,1
"116",343.4757,1,12,1,673.4,1,1,2,1
"117",346.2114,1,12,1,841.7,1,1,3,1
"118",349.1626,1,12,1,642.6,1,1,4,1
"119",352.5781,1,11,1,531.1,1,1,1,1
"120",354.9656,1,11,2,519.5,1,1,2,1
"121",358.5801,1,11,1,449,1,1,3,1
"122",361.5479,1,11,2,633.2,1,1,4,1
"123",364.5323,1,11,2,528.8,1,1,5,1
"124",367.384,1,11,2,477.1,1,1,6,1
"125",370.4016,1,11,2,403.5,1,1,7,1
"126",372.4077,1,11,1,477.4,1,1,8,1
"127",374.6129,1,12,2,856.2,1,0,1,1
"128",376.5693,1,12,3,955.8,1,0,2,1
"129",378.9403,1,12,2,640.9,1,1,3,1
"130",382.5381,1,12,2,931,1,0,4,1
"131",385.1909,1,12,2,966.3,1,0,5,1
"132",387.7442,1,12,2,805,1,1,6,1
"133",390.6954,1,11,3,677.8,1,1,1,1
"134",394.0612,1,11,1,584,1,1,2,1
"135",396.6311,1,11,3,518,1,1,3,1
"136",398.6373,1,11,3,407.9,1,1,4,1
"137",400.6931,1,11,3,448.1,1,1,5,1
"138",404.3076,1,12,3,721.6,1,1,1,1
"139",407.2091,1,12,3,764.1,1,1,2,1
"140",409.9116,1,12,1,805.6,1,1,3,1
"141",412.266,1,12,3,899.2,1,0,4,1
"142",415.9965,1,12,3,672.7,1,1,5,1
"143",419.213,1,12,2,880.2,1,0,6,1
"144",422.4461,1,11,3,639.1,1,1,1,1
"145",425.5963,1,11,1,560.9,1,1,2,1
"146",427.7351,1,11,2,446.1,1,1,3,1
"147",431.0677,1,11,2,513.5,1,1,4,1
"148",434.4168,1,11,1,516.4,1,1,5,1
"149",437.5338,1,11,1,607.4,1,1,6,1
"150",441.3638,1,11,2,585.4,1,1,7,1
"151",443.8011,1,11,2,476.1,1,1,8,1
"152",446.2218,1,12,1,863.4,1,0,1,1
"153",449.6206,1,12,2,776.6,1,1,2,1
"154",451.7097,1,12,2,719.5,1,1,3,1
"155",454.2796,1,11,3,637.6,1,1,1,1
"156",458.1427,1,11,1,502.5,1,1,2,1
"157",460.7955,1,11,3,553.7,1,1,3,1
"158",463.3986,1,11,2,446.6,1,1,4,1
"159",465.67,1,11,3,687.2,1,1,5,1
"160",468.8865,1,11,1,534.7,1,1,6,1
"161",471.9041,1,11,1,445.1,1,1,7,1
"162",475.5517,1,12,2,709.5,1,1,1,1
"163",477.8397,1,12,3,1109.5,1,0,2,1
"164",481.1557,1,12,3,865.5,1,0,3,1
"165",483.6925,1,12,1,776.7,1,1,4,1
"166",12.3075,1,11,2,1016.2,1,0,1,2
"167",15.1924,1,11,3,483.3,1,1,2,2
"168",17.3976,1,11,3,454.1,1,1,3,2
"169",20.498,1,11,2,697.7,1,1,4,2
"170",22.4379,1,11,3,869.8,1,0,5,2
"171",26.2845,1,12,3,943.2,1,0,1,2
"172",28.8378,1,12,2,765.9,1,1,2,2
"173",32.1869,1,12,2,552.9,1,0,3,2
"174",34.2263,1,12,1,1369.5,1,0,4,2
"175",37.277,1,12,1,902.7,1,0,5,2
"176",40.0956,1,12,1,676.2,1,1,6,2
"177",43.2955,1,11,3,980.2,1,0,1,2
"178",45.2354,1,11,2,984.4,1,0,2,2
"179",47.4405,1,11,3,683.3,1,1,3,2
"180",49.5462,1,12,1,705.6,1,1,1,2
"181",53.2933,1,12,2,710.5,1,1,2,2
"182",55.7969,1,12,3,878.9,1,0,3,2
"183",58.118,1,12,3,933.8,1,0,4,2
"184",61.4341,1,11,3,729.7,1,1,1,2
"185",64.1532,1,11,1,698.6,1,1,2,2
"186",67.0712,1,11,2,620.6,1,1,3,2
"187",69.4422,1,11,2,817.6,1,1,4,2
"188",71.4981,1,11,3,953.7,1,0,5,2
"189",74.3001,1,11,2,655.7,1,1,6,2
"190",76.6876,1,11,3,724.2,1,1,7,2
"191",80.2855,1,11,2,742.3,1,1,8,2
"192",84.0823,1,12,1,673.6,1,1,1,2
"193",86.0222,1,12,2,933.6,1,0,2,2
"194",88.7413,1,12,1,1102.6,1,0,3,2
"195",91.1122,1,12,2,675.7,1,1,4,2
"196",94.6438,1,12,1,576.1,1,1,5,2
"197",96.8986,1,12,3,753.3,1,1,6,2
"198",100.5462,1,12,1,657.7,1,1,7,2
"199",103.8291,1,11,3,590.8,1,1,1,2
"200",106.9959,1,11,3,648,1,1,2,2
"201",109.5326,1,11,3,551.3,1,1,3,2
"202",112.3346,1,12,1,525.3,1,1,1,2
"203",115.5014,1,12,1,646.5,1,1,2,2
"204",119.0661,1,12,1,473.8,1,1,3,2
"205",121.1055,1,12,2,994.4,1,0,4,2
"206",123.2277,1,12,3,1144.2,1,0,5,2
"207",125.1675,1,12,1,836.4,1,1,6,2
"208",127.3229,1,11,1,593,1,1,1,2
"209",131.1861,1,11,1,761.8,1,1,2,2
"210",133.5902,1,11,3,677.7,1,1,3,2
"211",137.4367,1,11,1,663.3,1,1,4,2
"212",140.3548,1,11,1,625.2,1,1,5,2
"213",143.8035,1,11,3,640.5,1,1,6,2
"214",147.2024,1,11,1,601.6,1,1,7,2
"215",150.3526,1,12,1,891.4,1,0,1,2
"216",153.652,1,12,1,576,1,1,2,2
"217",155.9898,1,12,1,678.2,1,1,3,2
"218",159.1068,1,12,2,1057.2,1,0,4,2
"219",161.2788,1,11,1,725.2,1,1,1,2
"220",163.202,1,11,3,722,1,1,2,2
"221",165.4072,1,11,1,628.8,1,1,3,2
"222",168.9885,1,11,3,647.5,1,1,4,2
"223",172.7024,1,11,1,477.6,1,1,5,2
"224",175.9521,1,12,1,723.9,1,1,1,2
"225",178.2069,1,12,3,893.1,1,0,2,2
"226",181.4235,1,12,3,1092.6,1,0,3,2
"227",184.0431,1,12,3,633,1,1,4,2
"228",187.641,1,12,2,1187.1,1,0,5,2
"229",189.9621,1,12,3,881.9,1,0,6,2
"230",192.3165,1,12,1,735.6,1,1,7,2
"231",195.4999,1,12,2,672.2,1,1,8,2
"232",198.1029,1,11,2,701.2,1,1,1,2
"233",200.0428,1,11,2,737.3,1,1,2,2
"234",201.9992,1,11,3,700.9,1,1,3,2
"235",204.4862,1,11,1,669.9,1,1,4,2
"236",207.8851,1,11,2,639,1,1,5,2
"237",210.0903,1,11,3,753.8,1,1,6,2
"238",212.511,1,11,2,629.1,1,1,7,2
"239",214.8487,1,12,1,875.4,1,0,1,2
"240",217.6839,1,12,3,656.2,1,1,2,2
"241",221.0331,1,12,3,667,1,1,3,2
"242",223.7356,1,11,3,436.5,1,1,1,2
"243",226.4713,1,11,1,452.8,1,1,2,2
"244",228.5272,1,11,3,508.9,1,1,3,2
"245",230.5003,1,11,1,615.8,1,1,4,2
"246",232.5396,1,11,1,496.5,1,1,5,2
"247",235.01,1,11,1,394.1,1,1,6,2
"248",238.8731,1,12,1,699.1,1,1,1,2
"249",241.2441,1,12,3,904,1,0,2,2
"250",244.129,1,12,3,739.2,1,1,3,2
"251",246.2512,1,12,3,761,1,1,4,2
"252",248.6553,1,11,2,588.9,1,1,1,2
"253",250.9268,1,11,3,589.4,1,1,2,2
"254",253.878,1,11,1,598.2,1,1,3,2
"255",257.393,1,11,1,531.2,1,1,4,2
"256",260.6924,1,11,3,847.8,1,0,5,2
"257",262.9307,1,12,3,633.5,1,1,1,2
"258",266.0975,1,12,1,786.7,1,1,2,2
"259",269.0819,1,12,1,810.3,1,1,3,2
"260",272.116,1,12,3,648.3,1,1,4,2
"261",274.0559,1,12,1,772.3,1,1,5,2
"262",277.7532,1,12,1,603,1,1,6,2
"263",279.9086,1,12,2,1159.7,1,0,7,2
"264",282.6277,1,12,2,704.5,1,1,8,2
"265",285.3966,1,11,2,463.6,1,1,1,2
"266",287.7675,1,11,3,636.8,1,1,2,2
"267",290.2379,1,11,1,846.2,1,0,3,2
"268",293.471,1,11,1,637.2,1,1,4,2
"269",295.7591,1,11,2,573.2,1,1,5,2
"270",298.5777,1,11,1,442.6,1,1,6,2
"271",302.1921,1,11,2,452.2,1,1,7,2
"272",304.3641,1,11,2,448.2,1,1,8,2
"273",307.4148,1,12,3,597.5,1,1,1,2
"274",310.5153,1,12,2,889,1,0,2,2
"275",312.5878,1,12,3,760.5,1,1,3,2
"276",314.6437,1,12,3,656.6,1,1,4,2
"277",317.2468,1,12,2,805.5,1,0,5,2
"278",319.684,1,11,2,1400.3,1,0,1,2
"279",322.37,1,11,3,1282.3,1,0,2,2
"280",326.1005,1,11,2,943.8,1,0,3,2
"281",328.9522,1,11,3,740.1,1,1,4,2
"282",331.5387,1,12,2,1025.6,1,0,1,2
"283",334.6392,1,12,2,1053.1,1,0,2,2
"284",338.0215,1,12,1,686.9,1,1,3,2
"285",341.3043,1,12,3,764,1,1,4,2
"286",343.8908,1,12,3,825.6,1,1,5,2
"287",346.6431,1,12,1,753.3,1,1,6,2
"288",348.5664,1,12,2,1390,1,0,7,2
"289",351.4679,1,11,2,880.5,1,0,1,2
"290",354.8502,1,11,2,674.2,1,1,2,2
"291",357.3372,1,11,2,827.2,1,1,3,2
"292",359.2936,1,12,1,990.8,1,0,1,2
"293",362.1951,1,12,3,609.3,1,1,2,2
"294",365.6272,1,12,2,849.2,1,0,3,2
"295",369.3577,1,12,2,1086.7,1,0,4,2
"296",371.9939,1,12,1,778.5,1,1,5,2
"297",375.1109,1,12,3,1029.5,1,0,6,2
"298",377.9793,1,11,2,841.1,1,1,1,2
"299",381.5605,1,11,2,715.9,1,1,2,2
"300",383.5833,1,11,1,709.1,1,1,3,2
"301",386.2693,1,11,1,567.1,1,1,4,2
"302",388.4412,1,11,1,459.2,1,1,5,2
"303",390.6795,1,11,3,981,1,0,6,2
"304",393.465,1,12,1,683.5,1,1,1,2
"305",396.0017,1,12,2,850.7,1,0,2,2
"306",398.8701,1,12,1,630.4,1,1,3,2
"307",402.2358,1,12,1,800.7,1,1,4,2
"308",404.8886,1,12,3,1187.9,1,0,5,2
"309",408.0222,1,12,1,606.3,1,1,6,2
"310",410.1279,1,12,1,500.6,1,1,7,2
"311",413.4936,1,11,3,718.9,1,1,1,2
"312",417.0749,1,11,1,553.6,1,1,2,2
"313",419.2634,1,11,1,453.1,1,1,3,2
"314",422.8779,1,11,3,710.6,1,1,4,2
"315",426.3763,1,12,3,916.2,1,0,1,2
"316",429.9244,1,12,2,944.1,1,0,2,2
"317",433.0746,1,12,3,738,1,1,3,2
"318",435.6611,1,12,3,623.4,1,1,4,2
"319",439.4579,1,12,2,866.6,1,0,5,2
"320",442.8071,1,11,1,525.4,1,1,1,2
"321",445.9241,1,11,3,600.5,1,1,2,2
"322",449.5054,1,11,1,563.2,1,1,3,2
"323",451.4121,1,11,3,664.5,1,1,4,2
"324",454.9768,1,11,2,611.8,1,1,5,2
"325",457.3477,1,11,3,600.9,1,1,6,2
"326",459.6523,1,11,1,520.3,1,1,7,2
"327",462.9683,1,11,1,508.3,1,1,8,2
"328",466.6657,1,12,3,1018.9,1,0,1,2
"329",468.8874,1,12,2,981.2,1,0,2,2
"330",472.7339,1,12,2,670.7,1,1,3,2
"331",16.6183,1,11,3,663.7,1,1,1,3
"332",19.1716,1,11,1,462.4,1,1,2,3
"333",21.6586,1,11,1,407.3,1,1,3,3
"334",25.2731,1,11,1,416.9,1,1,4,3
"335",28.0751,1,11,3,406.9,1,1,5,3
"336",31.6066,1,12,3,579.4,1,1,1,3
"337",34.0107,1,12,2,551.3,1,0,2,3
"338",36.8293,1,12,3,940.7,1,0,3,3
"339",40.4437,1,12,3,766.3,1,1,4,3
"340",44.025,1,12,2,665,1,1,5,3
"341",47.4571,1,12,1,760.9,1,0,6,3
"342",50.226,1,12,3,688,1,1,7,3
"343",53.7078,1,12,3,758.2,1,1,8,3
"344",56.6756,1,11,2,590.5,1,1,1,3
"345",59.4942,1,11,3,515.9,1,1,2,3
"346",63.1252,1,11,2,428.8,1,1,3,3
"347",66.3251,1,11,1,373,1,1,4,3
"348",69.0442,1,11,2,413.9,1,1,5,3
"349",72.3105,1,11,2,435.6,1,1,6,3
"350",74.7478,1,11,3,350.3,1,1,7,3
"351",77.6824,1,12,2,479.7,1,0,1,3
"352",81.2803,1,12,2,561.8,1,0,2,3
"353",84.7787,1,12,2,751.4,1,1,3,3
"354",86.9009,1,11,2,477.2,1,1,1,3
"355",89.3381,1,11,3,424,1,1,2,3
"356",91.9578,1,11,1,340.3,1,1,3,3
"357",94.8759,1,11,2,414.2,1,1,4,3
"358",97.4126,1,11,2,285.5,1,1,5,3
"359",100.6457,1,11,2,420.4,1,1,6,3
"360",103.2819,1,12,1,760.2,1,1,1,3
"361",106.3824,1,12,2,827.7,1,0,2,3
"362",109.0849,1,12,2,749.3,1,1,3,3
"363",111.5553,1,12,2,846.8,1,0,4,3
"364",113.4786,1,11,1,547.6,1,1,1,3
"365",115.3853,1,11,1,472.9,1,1,2,3
"366",117.6733,1,11,2,496.9,1,1,3,3
"367",121.3375,1,12,1,696.7,1,1,1,3
"368",123.4266,1,12,3,759.6,1,1,2,3
"369",125.9467,1,12,2,935.5,1,0,3,3
"370",129.1633,1,12,2,678.9,1,1,4,3
"371",131.0866,1,12,2,643.6,1,1,5,3
"372",134.9497,1,12,2,684.5,1,1,6,3
"373",137.3538,1,12,1,696.4,1,1,7,3
"374",139.9734,1,12,2,964.8,1,0,8,3
"375",143.4552,1,11,1,523,1,1,1,3
"376",146.6054,1,11,1,468.8,1,1,2,3
"377",149.1587,1,11,3,539.5,1,1,3,3
"378",152.6903,1,11,1,639.9,1,1,4,3
"379",156.3876,1,12,3,598.6,1,1,1,3
"380",159.571,1,12,2,791.3,1,1,2,3
"381",161.6932,1,12,2,837.1,1,0,3,3
"382",163.9149,1,12,2,831.3,1,1,4,3
"383",167.5957,1,12,3,758.6,1,1,5,3
"384",171.4754,1,12,2,678.9,1,1,6,3
"385",174.2774,1,12,1,580.9,1,1,7,3
"386",177.9748,1,11,1,411.5,1,1,1,3
"387",180.6276,1,11,2,606.7,1,1,2,3
"388",183.1146,1,11,2,447.7,1,1,3,3
"389",186.0658,1,11,2,488.5,1,1,4,3
"390",188.7352,1,11,2,443.1,1,1,5,3
"391",192.4823,1,11,1,488,1,1,6,3
"392",195.4501,1,12,3,728.2,1,0,1,3
"393",199.0645,1,12,2,857.9,1,0,2,3
"394",201.4686,1,12,2,941.7,1,0,3,3
"395",203.8561,1,12,1,674.2,1,1,4,3
"396",207.3048,1,12,1,633.5,1,1,5,3
"397",209.8083,1,11,2,610.1,1,1,1,3
"398",212.2788,1,11,1,459.6,1,1,2,3
"399",214.3015,1,11,1,508.8,1,1,3,3
"400",217.518,1,12,3,732.4,1,1,1,3
"401",221.3977,1,12,1,828.7,1,1,2,3
"402",223.4371,1,12,3,789.3,1,1,3,3
"403",226.1065,1,12,1,615.9,1,1,4,3
"404",228.7593,1,12,1,1107.1,1,0,5,3
"405",231.1302,1,11,1,488.2,1,1,1,3
"406",234.9602,1,11,3,498.2,1,1,2,3
"407",238.243,1,11,2,503.4,1,1,3,3
"408",241.4927,1,11,2,437.7,1,1,4,3
"409",244.6761,1,11,2,454.3,1,1,5,3
"410",247.7102,1,11,2,412.2,1,1,6,3
"411",250.0977,1,11,2,472.7,1,1,7,3
"412",253.049,1,11,3,497.4,1,1,8,3
"413",256.8624,1,12,1,660,1,0,1,3
"414",260.1286,1,12,2,729.9,1,1,2,3
"415",262.8643,1,12,3,746.1,1,1,3,3
"416",265.799,1,12,2,683.5,1,0,4,3
"417",269.2808,1,11,2,521.7,1,1,1,3
"418",272.0165,1,11,1,458,1,1,2,3
"419",275.7304,1,11,3,464.1,1,1,3,3
"420",278.9303,1,11,2,480.2,1,1,4,3
"421",281.55,1,11,1,436.5,1,1,5,3
"422",285.0483,1,11,2,554.2,1,1,6,3
"423",287.7675,1,11,3,523,1,1,7,3
"424",289.6741,1,12,2,640.4,1,1,1,3
"425",292.5093,1,12,1,573.2,1,1,2,3
"426",294.7974,1,12,3,653.1,1,1,3,3
"427",297.0688,1,12,1,677.7,1,1,4,3
"428",299.4398,1,12,3,730.7,1,1,5,3
"429",301.7278,1,12,1,666.7,1,0,6,3
"430",304.3474,1,11,3,543.1,1,1,1,3
"431",307.8458,1,11,3,460.8,1,1,2,3
"432",311.6924,1,11,2,494.1,1,1,3,3
"433",314.1628,1,11,3,519.7,1,1,4,3
"434",316.4177,1,12,1,704.9,1,0,1,3
"435",319.0042,1,12,2,742.4,1,1,2,3
"436",322.6186,1,12,3,704,1,1,3,3
"437",326.4154,1,12,2,739.2,1,1,4,3
"438",329.7812,1,12,1,773.4,1,0,5,3
"439",333.1966,1,11,3,494,1,1,1,3
"440",336.2971,1,11,2,545.5,1,1,2,3
"441",338.983,1,11,1,491.6,1,1,3,3
"442",342.3653,1,11,2,517.3,1,1,4,3
"443",344.3052,1,11,2,1137.4,1,0,5,3
"444",348.102,1,11,2,508.6,1,1,6,3
"445",350.0419,1,11,2,448.7,1,1,7,3
"446",352.7278,1,12,2,690.9,1,1,1,3
"447",355.4635,1,12,2,587.1,1,1,2,3
"448",358.2324,1,12,1,634.3,1,1,3,3
"449",361.1007,1,11,2,518,1,1,1,3
"450",363.8862,1,11,1,492.5,1,1,2,3
"451",366.0084,1,11,1,498.2,1,1,3,3
"452",368.2965,1,11,3,498.2,1,1,4,3
"453",371.2974,1,11,2,481.3,1,1,5,3
"454",374,1,11,3,482.7,1,1,6,3
"455",376.1554,1,12,2,1015.3,1,0,1,3
"456",378.0952,1,12,3,1099.5,1,0,2,3
"457",380.8475,1,12,3,795.2,1,1,3,3
"458",383.119,1,12,1,747.7,1,1,4,3
"459",386.75,1,12,2,740.7,1,1,5,3
"460",389.2867,1,12,3,628,1,1,6,3
"461",391.409,1,12,2,713.7,1,1,7,3
"462",393.3157,1,12,1,719,1,1,8,3
"463",396.5322,1,11,3,462.5,1,1,1,3
"464",400.0803,1,11,2,498.4,1,1,2,3
"465",402.4678,1,11,2,599,1,1,3,3
"466",405.2864,1,11,1,468.3,1,1,4,3
"467",408.2045,1,11,2,438.2,1,1,5,3
"468",411.8189,1,11,3,407.9,1,1,6,3
"469",414.8365,1,11,3,414.2,1,1,7,3
"470",417.7877,1,12,3,567.1,1,1,1,3
"471",421.1866,1,12,1,632.2,1,1,2,3
"472",424.7845,1,12,1,690.3,1,1,3,3
"473",426.6746,1,11,3,440.2,1,1,1,3
"474",429.8248,1,11,2,522,1,1,2,3
"475",433.5719,1,11,3,414.9,1,1,3,3
"476",436.4568,1,11,3,386,1,1,4,3
"477",439.0267,1,11,2,448.1,1,1,5,3
"478",441.6132,1,11,3,469.6,1,1,6,3
"479",445.3934,1,12,1,521.4,1,1,1,3
"480",448.3115,1,12,3,795.3,1,1,2,3
"481",450.4669,1,12,1,863.9,1,0,3,3
"482",452.8875,1,12,1,1179.3,1,0,4,3
"483",456.303,1,12,1,803.8,1,1,5,3
"484",458.1931,1,11,3,537.7,1,1,1,3
"485",460.2822,1,11,2,736.6,1,1,2,3
"486",462.1724,1,11,3,590.5,1,1,3,3
"487",465.6873,1,11,2,483.6,1,1,4,3
"488",467.594,1,12,2,1000.9,1,0,1,3
"489",470.5452,1,12,1,745.7,1,1,2,3
"490",473.9939,1,12,1,521,1,1,3,3
"491",477.857,1,12,2,801.9,1,1,4,3
"492",480.8248,1,12,1,626.1,1,1,5,3
"493",484.1906,1,12,1,1028.3,1,0,6,3
"494",486.346,1,12,3,960.8,1,0,7,3
"495",488.3356,1,12,2,995.3,1,0,8,3
"496",14.7945,1,11,1,788.8,1,1,1,4
"497",17.5302,1,11,3,445.1,1,1,2,4
"498",21.1777,1,11,1,389.6,1,1,3,4
"499",23.1839,1,11,3,383.4,1,1,4,4
"500",26.8812,1,12,3,630.1,1,1,1,4
"501",29.4511,1,12,2,844.2,1,1,2,4
"502",32.3858,1,12,3,565.5,1,1,3,4
"503",34.4251,1,12,3,766.2,1,1,4,4
"504",36.3318,1,12,3,555.4,1,1,5,4
"505",38.5535,1,12,1,645.8,1,1,6,4
"506",41.4218,1,11,2,505.4,1,1,1,4
"507",44.688,1,11,1,415.2,1,1,2,4
"508",48.1035,1,11,3,367.8,1,1,3,4
"509",50.3418,1,11,3,369.4,1,1,4,4
"510",53.8236,1,11,1,383.6,1,1,5,4
"511",56.0287,1,11,2,442.5,1,1,6,4
"512",58.8307,1,11,1,384.5,1,1,7,4
"513",62.1467,1,11,3,372.5,1,1,8,4
"514",65.3798,1,12,3,643.4,1,1,1,4
"515",68.8284,1,12,2,1090.8,1,0,2,4
"516",72.6584,1,12,2,636.8,1,1,3,4
"517",76.4386,1,12,3,624.5,1,1,4,4
"518",79.8375,1,12,3,489.6,1,1,5,4
"519",81.9431,1,12,3,552,1,1,6,4
"520",83.8498,1,12,1,989.3,1,0,7,4
"521",87.1989,1,11,2,584.2,1,1,1,4
"522",89.6528,1,11,3,442.3,1,1,2,4
"523",92.1895,1,11,1,409.6,1,1,3,4
"524",94.3449,1,12,3,494.2,1,1,1,4
"525",97.0972,1,12,3,493.9,1,1,2,4
"526",99.7499,1,12,2,521.2,1,1,3,4
"527",103.5302,1,12,3,572.9,1,1,4,4
"528",106.498,1,12,2,853,1,0,5,4
"529",108.471,1,11,2,456.1,1,1,1,4
"530",110.7259,1,11,3,385.2,1,1,2,4
"531",114.6056,1,11,1,433.4,1,1,3,4
"532",117.6894,1,11,2,509.6,1,1,4,4
"533",121.4862,1,11,2,552.8,1,1,5,4
"534",124.4209,1,12,1,706.1,1,1,1,4
"535",128.0021,1,12,3,580.9,1,1,2,4
"536",131.3513,1,12,3,575.7,1,1,3,4
"537",133.2414,1,12,1,637.6,1,1,4,4
"538",136.4413,1,11,2,453.7,1,1,1,4
"539",139.7241,1,11,3,458.9,1,1,2,4
"540",143.2225,1,11,2,440.5,1,1,3,4
"541",145.7261,1,12,1,640.9,1,1,1,4
"542",149.2742,1,12,3,572.8,1,1,2,4
