"","onset","duration","value","response","rt","good","acu","seq","subN"
"5323",132.4791,1,12,2,458.5,1,0,4,33
"5324",136.0107,1,12,3,430.9,1,0,5,33
"5325",139.3101,1,11,1,363.5,1,1,1,33
"5326",141.5815,1,11,1,332.1,1,1,2,33
"5327",144.2841,1,11,2,349.5,1,1,3,33
"5328",147.2519,1,11,2,365.7,1,1,4,33
"5329",150.4518,1,11,2,357.8,1,1,5,33
"5330",153.088,1,11,3,433.6,1,1,6,33
"5331",156.1885,1,11,1,317.1,1,1,7,33
"5332",158.1118,1,12,2,513.8,1,0,1,33
"5333",160.9967,1,12,2,420.9,1,0,2,33
"5334",164.1966,1,12,3,509,1,0,3,33
"5335",166.7665,1,11,3,411.1,1,1,1,33
"5336",170.1986,1,11,3,395,1,1,2,33
"5337",172.2213,1,11,1,324.3,1,1,3,33
"5338",174.128,1,11,1,369.6,1,1,4,33
"5339",176.814,1,11,2,395.6,1,1,5,33
"5340",180.7268,1,11,2,394.8,1,1,6,33
"5341",184.0926,1,11,2,333,1,1,7,33
"5342",187.6241,1,11,2,353.6,1,1,8,33
"5343",191.139,1,12,3,590.6,1,1,1,33
"5344",194.0571,1,12,3,456.5,1,1,2,33
"5345",196.113,1,12,2,512.6,1,1,3,33
"5346",198.4011,1,12,1,600.5,1,1,4,33
"5347",202.1979,1,11,2,411.7,1,1,1,33
"5348",204.8507,1,11,2,422.9,1,1,2,33
"5349",206.9066,1,11,1,351,1,1,3,33
"5350",210.2558,1,11,1,385.9,1,1,4,33
"5351",213.5386,1,11,2,399,1,1,5,33
"5352",215.6111,1,11,2,334.5,1,1,6,33
"5353",218.0981,1,11,1,407.5,1,1,7,33
"5354",220.0545,1,12,3,443.1,1,1,1,33
"5355",223.3208,1,12,-99,-99,1,0,2,33
"5356",225.3269,1,12,3,618.7,1,1,3,33
"5357",228.0958,1,12,3,409.8,1,0,4,33
"5358",231.4781,1,12,2,811.5,1,1,5,33
"5359",235.0262,1,12,1,399.4,1,0,6,33
"5360",238.2925,1,12,1,469.1,1,0,7,33
"5361",240.7132,1,12,3,664.5,1,1,8,33
"5362",243.3494,1,11,3,644.3,1,1,1,33
"5363",246.7814,1,11,1,420.2,1,1,2,33
"5364",250.5285,1,11,3,425.2,1,1,3,33
"5365",254.1761,1,12,1,545.6,1,1,1,33
"5366",256.6299,1,12,1,419.7,1,0,2,33
"5367",259.0838,1,12,2,541.9,1,1,3,33
"5368",261.9853,1,12,3,520.4,1,0,4,33
"5369",264.2899,1,11,3,535.8,1,1,1,33
"5370",266.7603,1,11,2,457.4,1,1,2,33
"5371",269.9437,1,11,3,386,1,1,3,33
"5372",272.9778,1,11,3,319.9,1,1,4,33
"5373",276.2938,1,11,3,339.9,1,1,5,33
"5374",278.9797,1,11,1,350,1,1,6,33
"5375",282.362,1,12,1,695.7,1,1,1,33
"5376",284.4677,1,12,2,422,1,0,2,33
"5377",287.1868,1,12,3,446.9,1,1,3,33
"5378",289.6572,1,12,2,496.5,1,0,4,33
"5379",293.139,1,12,3,486.7,1,1,5,33
"5380",296.3555,1,11,1,374.2,1,1,1,33
"5381",298.3451,1,11,3,376.6,1,1,2,33
"5382",300.5834,1,11,2,402.3,1,1,3,33
"5383",304.2808,1,11,3,312.9,1,1,4,33
"5384",307.1159,1,11,2,357.8,1,1,5,33
"5385",309.5698,1,11,3,343.9,1,1,6,33
"5386",312.1728,1,11,1,404.9,1,1,7,33
"5387",315.2899,1,12,3,487.8,1,1,1,33
"5388",317.3623,1,12,3,503.4,1,1,2,33
"5389",319.2856,1,12,3,468.1,1,1,3,33
"5390",321.5405,1,12,1,637.2,1,0,4,33
"5391",323.7291,1,12,1,424.6,1,0,5,33
"5392",326.299,1,12,2,366.7,1,0,6,33
"5393",329.7808,1,11,1,356.9,1,1,1,33
"5394",333.5278,1,11,2,417.9,1,1,2,33
"5395",336.4293,1,11,2,388.4,1,1,3,33
"5396",339.0324,1,11,2,345.3,1,1,4,33
"5397",341.1546,1,11,1,375.1,1,1,5,33
"5398",343.824,1,12,2,513.7,1,0,1,33
"5399",346.1286,1,12,2,497.1,1,1,2,33
"5400",349.2788,1,12,2,554.9,1,1,3,33
"5401",351.401,1,12,3,528.7,1,1,4,33
"5402",353.772,1,11,3,421.8,1,1,1,33
"5403",356.9222,1,11,2,391.5,1,1,2,33
"5404",360.3376,1,11,3,376.1,1,1,3,33
"5405",364.035,1,12,3,470.8,1,0,1,33
"5406",366.8536,1,12,2,564.2,1,1,2,33
"5407",370.7167,1,12,2,565.1,1,0,3,33
"5408",374.2317,1,12,2,522.1,1,1,4,33
"5409",377.0005,1,12,3,521.3,1,1,5,33
"5410",379.1393,1,12,3,694.5,1,0,6,33
"5411",382.1071,1,12,3,550.7,1,1,7,33
"5412",384.5941,1,12,3,479.6,1,0,8,33
"5413",387.1475,1,11,1,550.3,1,1,1,33
"5414",390.2645,1,11,1,465.3,1,1,2,33
"5415",392.5525,1,11,2,457.3,1,1,3,33
"5416",395.4208,1,11,2,389,1,1,4,33
"5417",398.77,1,11,2,327.8,1,1,5,33
"5418",401.1409,1,12,1,692.9,1,1,1,33
"5419",403.6279,1,12,3,565.9,1,0,2,33
"5420",406.5792,1,12,1,790.6,1,1,3,33
"5421",409.7128,1,12,2,689,1,1,4,33
"5422",412.2993,1,12,2,910.5,1,0,5,33
"5423",415.6484,1,12,1,513.4,1,1,6,33
"5424",417.7707,1,12,1,487.1,1,0,7,33
"5425",420.1913,1,12,2,882.5,1,0,8,33
"5426",424.0213,1,11,1,436.5,1,1,1,33
"5427",426.2928,1,11,3,645,1,1,2,33
"5428",429.5093,1,11,3,364.5,1,0,3,33
"5429",432.3776,1,11,2,408.2,1,1,4,33
"5430",435.5112,1,11,2,426.6,1,1,5,33
"5431",437.8822,1,11,2,335.6,1,1,6,33
"5432",440.452,1,11,2,301.8,1,1,7,33
"5433",444.0499,1,12,2,567.9,1,0,1,33
"5434",447.8965,1,12,3,673.3,1,1,2,33
"5435",451.2788,1,12,3,507,1,1,3,33
"5436",453.3678,1,11,1,386,1,1,1,33
"5437",456.402,1,11,2,407.8,1,1,2,33
"5438",459.3201,1,11,1,393.7,1,1,3,33
"5439",463.0837,1,11,3,390.1,1,1,4,33
"5440",466.2173,1,11,2,384.6,1,1,5,33
"5441",468.2069,1,11,1,434.9,1,1,6,33
"5442",470.6773,1,12,2,644.5,1,1,1,33
"5443",473.8441,1,12,2,501.7,1,1,2,33
"5444",476.7456,1,12,1,408.2,1,0,3,33
"5445",478.901,1,12,2,572.8,1,0,4,33
"5446",17.4141,1,11,1,533,1,1,1,34
"5447",20.8296,1,11,3,453.5,1,1,2,34
"5448",24.3777,1,11,3,449.4,1,1,3,34
"5449",26.6823,1,11,1,440.8,1,1,4,34
"5450",30.562,1,11,1,369.1,1,1,5,34
"5451",33.1816,1,11,3,349.5,1,1,6,34
"5452",36.7961,1,11,3,391,1,1,7,34
"5453",39.9462,1,12,1,368.9,1,1,1,34
"5454",42.2674,1,12,1,735.7,1,0,2,34
"5455",45.3016,1,12,1,781.5,1,0,3,34
"5456",47.2912,1,11,3,535.9,1,1,1,34
"5457",49.5295,1,11,1,473.6,1,1,2,34
"5458",53.177,1,11,1,442.1,1,1,3,34
"5459",56.3936,1,11,2,529.5,1,1,4,34
"5460",59.8919,1,11,3,463.2,1,1,5,34
"5461",62.2131,1,11,1,494,1,1,6,34
"5462",64.6338,1,12,3,473.3,1,0,1,34
"5463",68.3974,1,12,3,477.7,1,0,2,34
"5464",70.5031,1,12,1,596,1,0,3,34
"5465",74.3662,1,12,3,508.9,1,0,4,34
"5466",77.4998,1,12,3,607.3,1,0,5,34
"5467",81.0148,1,11,1,516.3,1,1,1,34
"5468",83.3028,1,11,2,572.3,1,1,2,34
"5469",85.9888,1,11,1,462.2,1,1,3,34
"5470",87.9452,1,11,2,409.8,1,1,4,34
"5471",90.2332,1,11,1,425.8,1,1,5,34
"5472",93.7316,1,11,1,455.5,1,1,6,34
"5473",96.5004,1,11,2,526.6,1,1,7,34
"5474",100.1315,1,11,3,447.5,1,1,8,34
"5475",103.2982,1,12,3,832.8,1,0,1,34
"5476",105.8018,1,12,1,513.2,1,0,2,34
"5477",108.8857,1,12,1,581.4,1,0,3,34
"5478",110.9913,1,12,1,827.7,1,0,4,34
"5479",113.3788,1,11,2,568.2,1,1,1,34
"5480",115.8161,1,11,3,434.9,1,1,2,34
"5481",118.0544,1,11,3,444.6,1,1,3,34
"5482",121.8512,1,11,3,407.8,1,1,4,34
"5483",124.5869,1,11,2,456.2,1,1,5,34
"5484",127.7371,1,12,1,481.9,1,0,1,34
"5485",130.7878,1,12,2,551.2,1,0,2,34
"5486",133.1421,1,12,3,444.9,1,0,3,34
"5487",136.0105,1,11,1,448.5,1,1,1,34
"5488",139.658,1,11,1,457,1,1,2,34
"5489",141.6311,1,11,2,483.9,1,1,3,34
"5490",143.6206,1,11,2,406.4,1,1,4,34
"5491",147.2019,1,11,2,425.1,1,1,5,34
"5492",150.12,1,11,1,459,1,1,6,34
"5493",153.2536,1,11,3,461.4,1,1,7,34
"5494",156.4038,1,12,2,495.2,1,0,1,34
"5495",158.5426,1,12,2,500.4,1,0,2,34
"5496",162.0741,1,12,3,640.9,1,0,3,34
"5497",164.5777,1,12,2,489.3,1,0,4,34
"5498",167.4626,1,11,1,484.4,1,1,1,34
"5499",170.5631,1,11,3,431.9,1,1,2,34
"5500",172.6521,1,11,3,462.9,1,1,3,34
"5501",174.7578,1,11,1,445.2,1,1,4,34
"5502",176.7971,1,11,2,437.9,1,1,5,34
"5503",179.2509,1,11,2,448.1,1,1,6,34
"5504",182.7327,1,11,1,446.3,1,1,7,34
"5505",186.4964,1,11,3,394.6,1,1,8,34
"5506",188.5191,1,12,3,635.9,1,0,1,34
"5507",191.9512,1,12,2,475.8,1,0,2,34
"5508",194.7698,1,12,2,409.2,1,0,3,34
"5509",198.4837,1,12,2,815.3,1,0,4,34
"5510",201.7499,1,12,2,397.1,1,0,5,34
"5511",205.3146,1,12,3,448.4,1,0,6,34
"5512",207.3374,1,11,3,529.6,1,1,1,34
"5513",209.9902,1,11,2,404.8,1,1,2,34
"5514",212.1124,1,11,3,394.6,1,1,3,34
"5515",215.246,1,11,3,421,1,1,4,34
"5516",218.1143,1,11,2,392.7,1,1,5,34
"5517",221.1319,1,11,2,463.1,1,1,6,34
"5518",223.221,1,11,2,413.9,1,1,7,34
"5519",225.5256,1,12,1,725.3,1,0,1,34
"5520",227.6146,1,12,2,492.4,1,0,2,34
"5521",230.0851,1,12,3,477.9,1,0,3,34
"5522",232.1907,1,12,3,668.3,1,0,4,34
"5523",234.3627,1,12,2,496.3,1,0,5,34
"5524",236.3523,1,12,2,698.7,1,0,6,34
"5525",240.0164,1,11,1,434.5,1,1,1,34
"5526",241.9563,1,11,3,462.7,1,1,2,34
"5527",244.4433,1,11,2,415.6,1,1,3,34
"5528",248.2069,1,11,1,428,1,1,4,34
"5529",250.495,1,11,1,459.9,1,1,5,34
"5530",252.9488,1,11,1,422.1,1,1,6,34
"5531",255.1208,1,11,1,402.1,1,1,7,34
"5532",258.702,1,11,2,412.9,1,1,8,34
"5533",261.1393,1,12,1,559.7,1,0,1,34
"5534",264.2232,1,12,3,435.7,1,0,2,34
"5535",266.5444,1,12,2,394.6,1,0,3,34
"5536",268.6666,1,11,1,448.3,1,1,1,34
"5537",272.48,1,11,3,426.9,1,1,2,34
"5538",275.8789,1,11,1,444,1,1,3,34
"5539",277.9679,1,11,2,403,1,1,4,34
"5540",281.1844,1,11,3,402.5,1,1,5,34
"5541",284.8652,1,12,2,497.7,1,0,1,34
"5542",288.5128,1,12,3,690.1,1,0,2,34
"5543",292.0609,1,12,1,446,1,0,3,34
"5544",295.609,1,12,3,393.9,1,0,4,34
"5545",299.3561,1,11,1,382.8,1,1,1,34
"5546",302.3073,1,11,1,439.6,1,1,2,34
"5547",304.844,1,11,3,334.9,1,1,3,34
"5548",307.4637,1,11,1,411.2,1,1,4,34
"5549",310.7631,1,12,2,543.8,1,0,1,34
"5550",314.4604,1,12,3,510.5,1,0,2,34
"5551",316.8811,1,12,1,617.8,1,0,3,34
"5552",320.0644,1,11,3,426.5,1,1,1,34
"5553",322.1037,1,11,2,419.2,1,1,2,34
"5554",325.9669,1,11,2,444,1,1,3,34
"5555",329.2,1,11,1,474.9,1,1,4,34
"5556",331.8528,1,11,3,470.1,1,1,5,34
"5557",333.8092,1,11,1,513.7,1,1,6,34
"5558",336.8433,1,11,3,391.6,1,1,7,34
"5559",339.5458,1,11,2,393.1,1,1,8,34
"5560",342.5468,1,12,1,544.1,1,0,1,34
"5561",344.7685,1,12,3,370.4,1,0,2,34
"5562",348.5156,1,12,3,543.3,1,0,3,34
"5563",351.9642,1,12,2,566.7,1,0,4,34
"5564",354.4678,1,12,1,439.1,1,0,5,34
"5565",357.3859,1,12,2,433,1,0,6,34
"5566",361.1661,1,11,1,484.8,1,1,1,34
"5567",363.9681,1,11,1,482.7,1,1,2,34
"5568",367.5162,1,11,1,462.6,1,1,3,34
"5569",369.6882,1,11,3,458.6,1,1,4,34
"5570",372.5234,1,11,3,519.4,1,1,5,34
"5571",374.43,1,12,3,836.8,1,0,1,34
"5572",376.602,1,12,2,456.9,1,0,2,34
"5573",378.8735,1,12,2,417.3,1,0,3,34
"5574",382.7366,1,12,3,442.2,1,0,4,34
"5575",385.3396,1,12,1,679.2,1,0,5,34
"5576",389.037,1,12,3,501.8,1,0,6,34
"5577",392.0877,1,12,1,411.1,1,0,7,34
"5578",395.6524,1,11,1,414.4,1,1,1,34
"5579",399.2502,1,11,1,432.6,1,1,2,34
"5580",401.8699,1,11,3,445,1,1,3,34
"5581",404.1081,1,11,2,414.6,1,1,4,34
"5582",406.9765,1,11,1,394.3,1,1,5,34
"5583",409.2811,1,11,1,409.7,1,1,6,34
"5584",412.3981,1,11,1,340.7,1,1,7,34
"5585",415.7141,1,12,2,440.7,1,0,1,34
"5586",418.4995,1,12,1,391.3,1,0,2,34
"5587",421.8487,1,12,2,378.1,1,0,3,34
"5588",425.6621,1,11,2,412.7,1,1,1,34
"5589",428.348,1,11,3,470.8,1,1,2,34
"5590",432.1283,1,11,1,474.5,1,1,3,34
"5591",434.9137,1,11,2,401,1,1,4,34
"5592",438.611,1,11,2,399.8,1,1,5,34
"5593",441.1643,1,11,1,438.5,1,1,6,34
"5594",444.8782,1,12,1,652.6,1,0,1,34
"5595",447.73,1,12,2,464.8,1,0,2,34
"5596",451.0626,1,12,1,540.2,1,0,3,34
"5597",454.6604,1,12,1,446.4,1,0,4,34
"5598",457.3132,1,12,1,353.6,1,0,5,34
"5599",460.8945,1,12,3,668.3,1,0,6,34
"5600",463.2985,1,12,1,536.3,1,0,7,34
"5601",466.6477,1,12,3,587.1,1,0,8,34
"5602",468.8031,1,11,3,583.7,1,1,1,34
"5603",471.9036,1,11,1,523.2,1,1,2,34
"5604",475.3853,1,11,2,449.5,1,1,3,34
"5605",478.8174,1,11,1,481.4,1,1,4,34
"5606",482.3821,1,12,1,716.7,1,0,1,34
"5607",484.8359,1,12,3,582.9,1,0,2,34
"5608",488.1519,1,12,3,498.9,1,0,3,34
"5609",490.3404,1,12,2,590.4,1,0,4,34
"5610",493.6896,1,12,1,425.1,1,0,5,34
"5611",13.75,1,11,1,1028,1,0,1,35
"5612",16.7012,1,11,2,564.8,1,1,2,35
"5613",19.5032,1,11,3,530.8,1,1,3,35
"5614",22.7363,1,12,1,873.7,1,0,1,35
"5615",25.9196,1,12,3,698.4,1,1,2,35
"5616",27.8429,1,12,1,631.1,1,1,3,35
"5617",30.0149,1,12,3,579.1,1,1,4,35
"5618",33.2148,1,11,3,579.2,1,1,1,35
"5619",35.5692,1,11,1,504.8,1,1,2,35
"5620",38.4043,1,11,1,493.7,1,1,3,35
"5621",42.0685,1,11,1,517.5,1,1,4,35
"5622",45.1524,1,11,1,553.6,1,1,5,35
"5623",48.8165,1,12,1,1001.5,1,0,1,35
"5624",51.2206,1,12,3,933.4,1,0,2,35
"5625",54.4869,1,12,3,683.1,1,1,3,35
"5626",57.7365,1,12,1,697.5,1,1,4,35
"5627",60.7209,1,12,3,529.1,1,1,5,35
"5628",62.8763,1,12,2,821.7,1,1,6,35
"5629",65.1809,1,12,2,1077.1,1,0,7,35
"5630",68.8783,1,11,2,691.7,1,1,1,35
"5631",71.9953,1,11,1,542.7,1,1,2,35
"5632",75.6097,1,11,1,480.3,1,1,3,35
"5633",78.362,1,11,2,520,1,1,4,35
"5634",81.9433,1,11,2,514.7,1,1,5,35
"5635",84.5795,1,11,1,446.5,1,1,6,35
"5636",88.2768,1,11,2,509.2,1,1,7,35
"5637",91.228,1,11,2,413.9,1,1,8,35
"5638",94.229,1,12,1,621,1,1,1,35
"5639",97.9761,1,12,3,897.9,1,0,2,35
"5640",101.6734,1,12,1,656.5,1,1,3,35
"5641",105.1718,1,12,3,534.2,1,1,4,35
"5642",107.6422,1,12,3,743.8,1,1,5,35
"5643",111.3893,1,12,3,620.6,1,1,6,35
"5644",113.2794,1,11,1,522.5,1,1,1,35
"5645",116.6783,1,11,3,563.6,1,1,2,35
"5646",119.2647,1,11,1,473.2,1,1,3,35
"5647",121.3206,1,11,2,377.3,1,1,4,35
"5648",123.99,1,11,1,451.9,1,1,5,35
"5649",126.7257,1,11,3,420.2,1,1,6,35
"5650",129.2624,1,12,3,627.5,1,1,1,35
"5651",132.28,1,12,1,722,1,0,2,35
"5652",134.9659,1,12,3,1012.1,1,0,3,35
"5653",137.3535,1,12,1,880.4,1,0,4,35
"5654",140.6363,1,12,3,997.6,1,0,5,35
"5655",142.7254,1,12,2,1308.5,1,0,6,35
"5656",145.5439,1,12,2,762,1,1,7,35
"5657",147.5501,1,12,3,643.8,1,1,8,35
"5658",151.0153,1,11,3,602.6,1,1,1,35
"5659",153.9997,1,11,2,490.2,1,1,2,35
"5660",157.1499,1,11,1,460,1,1,3,35
"5661",160.9799,1,12,3,638,1,1,1,35
"5662",164.014,1,12,1,723.9,1,1,2,35
"5663",167.5455,1,12,2,912.4,1,0,3,35
"5664",169.6678,1,12,2,718.1,1,1,4,35
"5665",173.249,1,12,1,608.9,1,1,5,35
"5666",177.0127,1,12,1,637.2,1,1,6,35
"5667",179.0686,1,12,2,1005.3,1,0,7,35
"5668",181.9701,1,11,1,615.8,1,1,1,35
"5669",184.0592,1,11,1,414.7,1,1,2,35
"5670",187.657,1,11,3,568.9,1,1,3,35
"5671",190.6248,1,11,3,633.1,1,1,4,35
"5672",193.4268,1,12,2,687.1,1,1,1,35
"5673",195.5325,1,12,3,781.4,1,1,2,35
"5674",198.119,1,12,1,786.9,1,1,3,35
"5675",201.7168,1,12,3,669.1,1,1,4,35
"5676",204.1872,1,12,1,654.7,1,1,5,35
"5677",207.4037,1,11,2,622.2,1,1,1,35
"5678",209.4099,1,11,3,592,1,1,2,35
"5679",212.9912,1,11,3,530.7,1,1,3,35
"5680",216.1579,1,11,3,436,1,1,4,35
"5681",219.4408,1,11,2,433.1,1,1,5,35
"5682",222.9557,1,11,3,510.2,1,1,6,35
"5683",226.7028,1,11,3,411.1,1,1,7,35
"5684",228.626,1,12,2,887.9,1,0,1,35
"5685",230.7815,1,12,3,780.4,1,1,2,35
"5686",233.3182,1,12,2,699.7,1,1,3,35
"5687",236.8,1,12,3,1017.9,1,0,4,35
"5688",239.5357,1,12,2,786.2,1,1,5,35
"5689",242.4703,1,12,3,891.6,1,0,6,35
"5690",245.4713,1,12,2,610.6,1,1,7,35
"5691",248.2899,1,12,1,760,1,1,8,35
"5692",250.3955,1,11,3,598.4,1,1,1,35
"5693",253.3302,1,11,1,519.7,1,1,2,35
"5694",255.9664,1,11,1,507.5,1,1,3,35
"5695",258.2544,1,11,3,555.5,1,1,4,35
"5696",261.1725,1,11,3,485.4,1,1,5,35
"5697",263.0958,1,11,3,482.1,1,1,6,35
"5698",265.8646,1,12,2,713.3,1,1,1,35
"5699",269.6946,1,12,2,531.3,1,1,2,35
"5700",271.7505,1,12,3,1075.4,1,0,3,35
"5701",273.9556,1,12,2,934.3,1,0,4,35
"5702",277.6032,1,11,1,510.7,1,1,1,35
"5703",279.6757,1,11,2,534.2,1,1,2,35
"5704",281.914,1,11,2,471.9,1,1,3,35
"5705",284.4342,1,12,3,687.7,1,1,1,35
"5706",286.9046,1,12,2,745.3,1,1,2,35
"5707",290.5853,1,12,1,680.6,1,1,3,35
"5708",293.9013,1,12,1,644.6,1,1,4,35
"5709",297.665,1,12,1,616.9,1,1,5,35
"5710",300.3841,1,11,1,905.8,1,0,1,35
"5711",304.1477,1,11,1,534.2,1,1,2,35
"5712",307.8119,1,11,2,517.9,1,1,3,35
"5713",309.8015,1,11,2,648.4,1,1,4,35
"5714",311.9237,1,11,1,566.2,1,1,5,35
"5715",315.3723,1,11,3,541.5,1,1,6,35
"5716",317.9422,1,11,1,507.7,1,1,7,35
"5717",320.595,1,12,1,718.8,1,1,1,35
"5718",322.6509,1,12,2,662.9,1,1,2,35
"5719",325.1711,1,12,1,878.8,1,0,3,35
"5720",328.7358,1,12,3,962,1,0,4,35
"5721",332.002,1,12,1,815.8,1,1,5,35
"5722",335.4009,1,11,2,416.9,1,1,1,35
"5723",338.3024,1,11,1,555.4,1,1,2,35
"5724",340.922,1,11,3,495.8,1,1,3,35
"5725",343.3427,1,11,3,419.1,1,1,4,35
"5726",347.1229,1,11,1,470.9,1,1,5,35
"5727",349.8255,1,11,1,472.3,1,1,6,35
"5728",352.3622,1,11,3,695.6,1,1,7,35
"5729",354.8326,1,11,3,465.2,1,1,8,35
"5730",357.5849,1,12,3,664.9,1,1,1,35
"5731",360.7682,1,12,2,721.6,1,1,2,35
"5732",362.8905,1,12,2,727.3,1,1,3,35
"5733",365.278,1,12,1,643.9,1,1,4,35
"5734",367.9639,1,11,3,437.9,1,1,1,35
"5735",370.8157,1,11,1,546.1,1,1,2,35
"5736",374.5627,1,11,2,495.1,1,1,3,35
"5737",377.6632,1,12,3,962.6,1,0,1,35
"5738",381.4269,1,12,1,766.9,1,1,2,35
"5739",384.9584,1,12,1,771.4,1,1,3,35
"5740",388.5562,1,12,2,1021.6,1,0,4,35
"5741",391.1924,1,12,2,985.4,1,0,5,35
"5742",393.8784,1,12,2,675.4,1,1,6,35
"5743",397.0286,1,11,1,533.2,1,1,1,35
"5744",400.5933,1,11,3,704.5,1,1,2,35
"5745",403.8761,1,11,3,533.7,1,1,3,35
"5746",406.1807,1,12,3,661.1,1,1,1,35
"5747",408.104,1,12,1,841.8,1,1,2,35
"5748",411.7847,1,12,2,561.1,1,1,3,35
"5749",415.1173,1,12,1,580.5,1,1,4,35
"5750",417.1566,1,11,1,565.2,1,1,1,35
"5751",420.8705,1,11,2,547.3,1,1,2,35
"5752",423.258,1,11,2,519.8,1,1,3,35
"5753",426.3585,1,11,3,563.3,1,1,4,35
"5754",429.774,1,11,2,635.8,1,1,5,35
"5755",432.7418,1,11,1,580,1,1,6,35
"5756",436.1572,1,12,1,836.5,1,1,1,35
"5757",439.1914,1,12,3,914.4,1,0,2,35
"5758",441.4628,1,12,2,755,1,1,3,35
"5759",443.4193,1,12,2,606.5,1,1,4,35
"5760",445.6078,1,12,3,1218,1,0,5,35
"5761",449.2057,1,12,3,636.1,1,1,6,35
"5762",451.8253,1,12,2,864.5,1,0,7,35
"5763",454.3454,1,11,1,536.4,1,1,1,35
"5764",457.4625,1,11,1,387.3,1,1,2,35
"5765",460.7619,1,11,2,487.9,1,1,3,35
"5766",463.7794,1,11,3,574.4,1,1,4,35
"5767",467.427,1,11,1,566.8,1,1,5,35
"5768",469.4995,1,12,1,830.3,1,1,1,35
"5769",473.2466,1,12,3,595.2,1,1,2,35
"5770",476.7947,1,12,2,783.1,1,1,3,35
"5771",479.1656,1,12,2,700.2,1,1,4,35
"5772",481.0557,1,12,2,650.1,1,1,5,35
"5773",483.3272,1,12,1,642.6,1,1,6,35
"5774",486.5105,1,12,1,987.3,1,0,7,35
"5775",490.2908,1,12,3,943,1,0,8,35
"5776",16.3862,1,11,3,843.3,1,1,1,36
"5777",19.5364,1,11,1,565.1,1,1,2,36
"5778",23.0181,1,11,2,507.4,1,1,3,36
"5779",26.301,1,11,3,424.5,1,1,4,36
"5780",29.6501,1,11,1,523.4,1,1,5,36
"5781",33.1982,1,11,2,775.3,1,1,6,36
"5782",35.6521,1,11,1,521.4,1,1,7,36
"5783",38.7359,1,12,3,525.6,1,0,1,36
"5784",40.825,1,12,1,460.5,1,0,2,36
"5785",44.6218,1,12,2,471.7,1,0,3,36
"5786",46.7772,1,11,1,380.3,1,1,1,36
"5787",50.4248,1,11,3,308.7,1,1,2,36
"5788",54.089,1,11,2,284.5,1,1,3,36
"5789",56.0951,1,11,2,294.4,1,1,4,36
"5790",58.6484,1,11,1,301.1,1,1,5,36
"5791",61.981,1,12,3,496.5,1,0,1,36
"5792",64.5675,1,12,3,454,1,0,2,36
"5793",66.64,1,12,2,517.5,1,0,3,36
"5794",68.9446,1,12,2,412.9,1,0,4,36
"5795",71.4648,1,12,3,644.7,1,0,5,36
"5796",75.1952,1,12,1,618.3,1,0,6,36
"5797",77.4667,1,12,2,450.8,1,0,7,36
"5798",79.7713,1,12,1,698.2,1,0,8,36
"5799",82.5402,1,11,2,353.3,1,1,1,36
"5800",85.4417,1,11,3,371.8,1,1,2,36
"5801",87.597,1,11,1,304.5,1,1,3,36
"5802",91.112,1,11,2,325.5,1,1,4,36
"5803",94.4114,1,12,3,618.1,1,0,1,36
"5804",97.545,1,12,2,420.4,1,0,2,36
"5805",99.9823,1,12,2,615.2,1,0,3,36
"5806",102.0216,1,12,1,623.9,1,0,4,36
"5807",103.9117,1,12,3,389.8,1,0,5,36
"5808",106.1003,1,12,3,433.2,1,0,6,36
"5809",108.1562,1,11,2,417.3,1,1,1,36
"5810",111.0411,1,11,1,380.4,1,1,2,36
"5811",113.097,1,11,2,364.5,1,1,3,36
"5812",116.728,1,11,1,413.4,1,1,4,36
"5813",119.0492,1,11,1,396.3,1,1,5,36
"5814",122.7134,1,11,2,348.1,1,1,6,36
"5815",126.361,1,12,1,580.5,1,0,1,36
"5816",129.2293,1,12,2,376.2,1,0,2,36
"5817",131.3847,1,12,3,404.8,1,0,3,36
"5818",134.6675,1,12,1,401.9,1,0,4,36
"5819",137.9504,1,11,3,535.1,1,1,1,36
"5820",140.1223,1,11,2,347.2,1,1,2,36
"5821",143.4549,1,11,3,318.6,1,1,3,36
"5822",146.8206,1,11,3,360.9,1,1,4,36
"5823",150.4682,1,11,1,401.2,1,1,5,36
"5824",153.2039,1,12,3,473.5,1,0,1,36
"5825",155.5085,1,12,3,401,1,0,2,36
"5826",158.725,1,12,3,392.5,1,0,3,36
"5827",162.0742,1,12,1,595.2,1,0,4,36
"5828",165.6389,1,12,3,358.6,1,0,5,36
"5829",169.502,1,12,1,575.4,1,0,6,36
"5830",172.7185,1,12,3,423,1,0,7,36
"5831",175.5039,1,11,2,525.6,1,1,1,36
"5832",178.621,1,11,2,416.4,1,1,2,36
"5833",181.539,1,11,3,378.4,1,1,3,36
"5834",183.8934,1,12,2,584,1,0,1,36
"5835",187.1762,1,12,2,477.2,1,0,2,36
"5836",189.7295,1,12,3,411.9,1,0,3,36
"5837",193.5595,1,12,2,445.9,1,0,4,36
"5838",196.0631,1,12,1,646.3,1,0,5,36
"5839",198.2185,1,12,3,387,1,0,6,36
"5840",201.9158,1,12,2,553.6,1,0,7,36
"5841",205.7292,1,12,2,500.2,1,0,8,36
"5842",207.669,1,11,1,536.4,1,1,1,36
"5843",211.3498,1,11,1,383.6,1,1,2,36
"5844",213.8533,1,11,1,408.1,1,1,3,36
"5845",216.2077,1,11,1,373.7,1,1,4,36
