 rt 	  est 	  resp 	  laten 	  good 	  acu 	  seq 	  subID 	  subN 
 318.1	 11	 2	 125200.5	 1	 1	 7	 PXGV_07041997	 40
 390	 11	 3	 127488.6	 1	 1	 8	 PXGV_07041997	 40
 365.4	 12	 2	 129793.2	 1	 0	 1	 PXGV_07041997	 40
 407.6	 12	 1	 133391	 1	 0	 2	 PXGV_07041997	 40
 352.1	 12	 1	 136806.5	 1	 0	 3	 PXGV_07041997	 40
 393.8	 12	 2	 140188.8	 1	 0	 4	 PXGV_07041997	 40
 366.2	 12	 3	 142808.4	 1	 0	 5	 PXGV_07041997	 40
 358.5	 12	 3	 145544.1	 1	 0	 6	 PXGV_07041997	 40
 400.8	 11	 1	 147765.8	 1	 1	 1	 PXGV_07041997	 40
 384.1	 11	 1	 150070.5	 1	 1	 2	 PXGV_07041997	 40
 354	 11	 1	 152076.6	 1	 1	 3	 PXGV_07041997	 40
 405.8	 11	 1	 155624.8	 1	 1	 4	 PXGV_07041997	 40
 401.3	 11	 2	 157813.3	 1	 1	 5	 PXGV_07041997	 40
 316.7	 11	 3	 161145.9	 1	 1	 6	 PXGV_07041997	 40
 474.4	 11	 1	 163500.2	 1	 1	 7	 PXGV_07041997	 40
 410.8	 12	 1	 167147.8	 1	 0	 1	 PXGV_07041997	 40
 429	 12	 3	 169369.6	 1	 0	 2	 PXGV_07041997	 40
 370.1	 12	 2	 171740.5	 1	 0	 3	 PXGV_07041997	 40
 583.3	 12	 1	 175023.3	 1	 0	 4	 PXGV_07041997	 40
 378.5	 12	 1	 178820.1	 1	 1	 5	 PXGV_07041997	 40
 375.6	 11	 3	 180959	 1	 1	 1	 PXGV_07041997	 40
 396.6	 11	 2	 184706	 1	 1	 2	 PXGV_07041997	 40
 384.6	 11	 3	 186878	 1	 1	 3	 PXGV_07041997	 40
 486.8	 11	 3	 190591.9	 1	 1	 4	 PXGV_07041997	 40
 392.9	 12	 1	 193045.7	 1	 0	 1	 PXGV_07041997	 40
 407.2	 12	 2	 195151.4	 1	 0	 2	 PXGV_07041997	 40
 403	 12	 1	 198931.6	 1	 0	 3	 PXGV_07041997	 40
 391.6	 11	 3	 201319.1	 1	 1	 1	 PXGV_07041997	 40
 371.4	 11	 1	 203723.2	 1	 1	 2	 PXGV_07041997	 40
 400	 11	 3	 207022.6	 1	 1	 3	 PXGV_07041997	 40
 406.4	 11	 3	 209128.3	 1	 1	 4	 PXGV_07041997	 40
 543.4	 12	 2	 211615.3	 1	 0	 1	 PXGV_07041997	 40
 510.8	 12	 1	 213919.9	 1	 0	 2	 PXGV_07041997	 40
 396.5	 12	 1	 217186.2	 1	 0	 3	 PXGV_07041997	 40
 545.4	 12	 1	 220021.3	 1	 0	 4	 PXGV_07041997	 40
 583	 12	 1	 222375.7	 1	 0	 5	 PXGV_07041997	 40
 437.8	 11	 2	 225840.9	 1	 1	 1	 PXGV_07041997	 40
 419.2	 11	 2	 228427.4	 1	 1	 2	 PXGV_07041997	 40
 345.1	 11	 1	 231693.6	 1	 1	 3	 PXGV_07041997	 40
 488.9	 11	 3	 234213.8	 1	 1	 4	 PXGV_07041997	 40
 339.4	 11	 2	 237115.3	 1	 1	 5	 PXGV_07041997	 40
 501.2	 11	 3	 239121.5	 1	 1	 6	 PXGV_07041997	 40
 453.9	 11	 1	 242304.8	 1	 1	 7	 PXGV_07041997	 40
 362.6	 11	 3	 245372.1	 1	 1	 8	 PXGV_07041997	 40
 451.7	 12	 1	 247627	 1	 0	 1	 PXGV_07041997	 40
 473.3	 12	 2	 249981.4	 1	 0	 2	 PXGV_07041997	 40
 458.4	 12	 2	 252468.3	 1	 0	 3	 PXGV_07041997	 40
 457.5	 12	 1	 255237.2	 1	 0	 4	 PXGV_07041997	 40
 412.1	 12	 2	 258818.5	 1	 0	 5	 PXGV_07041997	 40
 421.3	 12	 3	 262217.4	 1	 0	 6	 PXGV_07041997	 40
 384.3	 11	 1	 265334.4	 1	 1	 1	 PXGV_07041997	 40
 400.7	 11	 3	 267838	 1	 1	 2	 PXGV_07041997	 40
 559.7	 11	 3	 269927	 1	 1	 3	 PXGV_07041997	 40
 657.3	 11	 3	 272165.4	 1	 1	 4	 PXGV_07041997	 40
 389.8	 11	 1	 274552.9	 1	 1	 5	 PXGV_07041997	 40
 600.8	 11	 1	 276525.9	 1	 1	 6	 PXGV_07041997	 40
 493.5	 11	 2	 279593.2	 1	 1	 7	 PXGV_07041997	 40
 464.1	 12	 2	 283406.6	 1	 0	 1	 PXGV_07041997	 40
 404.5	 12	 3	 286026.2	 1	 0	 2	 PXGV_07041997	 40
 409.1	 12	 3	 289325.6	 1	 0	 3	 PXGV_07041997	 40
 423.2	 11	 3	 293039.5	 1	 1	 1	 PXGV_07041997	 40
 491.2	 11	 3	 296355.5	 1	 1	 2	 PXGV_07041997	 40
 466.3	 11	 1	 299124.4	 1	 1	 3	 PXGV_07041997	 40
 577.2	 12	 1	 302357.5	 1	 0	 1	 PXGV_07041997	 40
 638.9	 12	 1	 304711.8	 1	 0	 2	 PXGV_07041997	 40
 541	 12	 2	 308425.7	 1	 0	 3	 PXGV_07041997	 40
 572.8	 12	 3	 312089.9	 1	 0	 4	 PXGV_07041997	 40
 424.6	 12	 3	 314726.1	 1	 0	 5	 PXGV_07041997	 40
 386.7	 12	 2	 317180	 1	 0	 6	 PXGV_07041997	 40
 531.9	 12	 1	 320578.8	 1	 0	 7	 PXGV_07041997	 40
 497	 12	 1	 322717.7	 1	 0	 8	 PXGV_07041997	 40
 413.5	 11	 1	 325105.2	 1	 1	 1	 PXGV_07041997	 40
 376.7	 11	 1	 327758	 1	 1	 2	 PXGV_07041997	 40
 396.8	 11	 2	 329930	 1	 1	 3	 PXGV_07041997	 40
 518.6	 11	 3	 331936.1	 1	 1	 4	 PXGV_07041997	 40
 554.9	 12	 1	 334555.8	 1	 0	 1	 PXGV_07041997	 40
 586.4	 12	 2	 336860.4	 1	 1	 2	 PXGV_07041997	 40
 464.4	 12	 3	 339430.3	 1	 0	 3	 PXGV_07041997	 40
 561.2	 12	 1	 341469.6	 1	 0	 4	 PXGV_07041997	 40
 416.7	 12	 3	 344454	 1	 0	 5	 PXGV_07041997	 40
 414.3	 12	 3	 348184.5	 1	 0	 6	 PXGV_07041997	 40
 1470	 12	 2	 352080.8	 1	 0	 7	 PXGV_07041997	 40
 395.5	 11	 1	 355811.3	 1	 1	 1	 PXGV_07041997	 40
 355.4	 11	 3	 358331.4	 1	 1	 2	 PXGV_07041997	 40
 359.2	 11	 3	 360967.6	 1	 1	 3	 PXGV_07041997	 40
 328	 11	 3	 364830.8	 1	 1	 4	 PXGV_07041997	 40
 417	 11	 1	 367085.7	 1	 1	 5	 PXGV_07041997	 40
 559.9	 12	 1	 370550.9	 1	 0	 1	 PXGV_07041997	 40
 457.2	 12	 3	 373717.6	 1	 0	 2	 PXGV_07041997	 40
 509.1	 12	 2	 376121.7	 1	 0	 3	 PXGV_07041997	 40
 490.7	 12	 3	 378476.1	 1	 0	 4	 PXGV_07041997	 40
 493.7	 12	 2	 381593.1	 1	 0	 5	 PXGV_07041997	 40
 688.3	 12	 1	 384262.5	 1	 0	 6	 PXGV_07041997	 40
 408	 11	 3	 387014.8	 1	 1	 1	 PXGV_07041997	 40
 476.7	 11	 2	 388938.1	 1	 1	 2	 PXGV_07041997	 40
 461.8	 11	 3	 391425	 1	 1	 3	 PXGV_07041997	 40
 359	 11	 1	 394591.8	 1	 1	 4	 PXGV_07041997	 40
 469.4	 12	 3	 397609.4	 1	 0	 1	 PXGV_07041997	 40
 390.1	 12	 2	 400792.7	 1	 0	 2	 PXGV_07041997	 40
 424.2	 12	 3	 404158.5	 1	 0	 3	 PXGV_07041997	 40
 347.3	 11	 1	 407275.5	 1	 1	 1	 PXGV_07041997	 40
 412.1	 11	 3	 410226.7	 1	 1	 2	 PXGV_07041997	 40
 516.9	 11	 2	 414089.9	 1	 1	 3	 PXGV_07041997	 40
 344.1	 11	 3	 417886.7	 1	 1	 4	 PXGV_07041997	 40
 372.9	 11	 3	 419809.9	 1	 1	 5	 PXGV_07041997	 40
 376.2	 11	 1	 423374.6	 1	 1	 6	 PXGV_07041997	 40
 397.2	 12	 1	 426889.6	 1	 0	 1	 PXGV_07041997	 40
 527.3	 12	 3	 429575.5	 1	 0	 2	 PXGV_07041997	 40
 516.3	 12	 3	 431946.5	 1	 0	 3	 PXGV_07041997	 40
 464.8	 12	 1	 435478	 1	 0	 4	 PXGV_07041997	 40
 594.1	 12	 1	 438412.7	 1	 0	 5	 PXGV_07041997	 40
 539.5	 12	 2	 441347.3	 1	 0	 6	 PXGV_07041997	 40
 430.8	 12	 2	 443768	 1	 0	 7	 PXGV_07041997	 40
 629.7	 12	 2	 445857.1	 1	 0	 8	 PXGV_07041997	 40
 441.7	 11	 2	 449173.1	 1	 1	 1	 PXGV_07041997	 40
 -99	 11	 -99	 451129.5	 1	 0	 2	 PXGV_07041997	 40
 329.1	 11	 2	 454909.7	 1	 1	 3	 PXGV_07041997	 40
 281.4	 11	 2	 457877.5	 1	 1	 4	 PXGV_07041997	 40
 387.1	 11	 2	 459883.7	 1	 0	 5	 PXGV_07041997	 40
 399.1	 11	 3	 463199.7	 1	 1	 6	 PXGV_07041997	 40
 -99	 11	 -99	 465172.7	 1	 0	 7	 PXGV_07041997	 40
 345.2	 12	 2	 467941.6	 1	 0	 1	 PXGV_07041997	 40
 511.3	 12	 3	 470511.5	 1	 0	 2	 PXGV_07041997	 40
 563.9	 12	 1	 473810.9	 1	 0	 3	 PXGV_07041997	 40
 379.5	 12	 2	 477027.4	 1	 0	 4	 PXGV_07041997	 40
 708.9	 12	 3	 479730	 1	 0	 5	 PXGV_07041997	 40
 493.6	 11	 2	 13965.5	 1	 1	 1	 RAGG_26081990	 41
 363.3	 11	 2	 16319.8	 1	 1	 2	 RAGG_26081990	 41
 347.9	 11	 1	 18359.2	 1	 1	 3	 RAGG_26081990	 41
 389.2	 11	 1	 21525.9	 1	 1	 4	 RAGG_26081990	 41
 361.9	 11	 1	 23449.2	 1	 1	 5	 RAGG_26081990	 41
 384.2	 12	 1	 25554.9	 1	 0	 1	 RAGG_26081990	 41
 444	 12	 2	 28191.1	 1	 0	 2	 RAGG_26081990	 41
 559.5	 12	 2	 30379.6	 1	 0	 3	 RAGG_26081990	 41
 346.8	 11	 1	 33944.3	 1	 1	 1	 RAGG_26081990	 41
 415.4	 11	 3	 37243.7	 1	 1	 2	 RAGG_26081990	 41
 346.6	 11	 2	 40128.6	 1	 1	 3	 RAGG_26081990	 41
 337.3	 11	 3	 43593.8	 1	 1	 4	 RAGG_26081990	 41
 439.2	 11	 2	 46395.9	 1	 1	 5	 RAGG_26081990	 41
 345.7	 11	 2	 48385.4	 1	 1	 6	 RAGG_26081990	 41
 363.5	 12	 2	 50391.6	 1	 0	 1	 RAGG_26081990	 41
 327.6	 12	 2	 52331.5	 1	 0	 2	 RAGG_26081990	 41
 373.2	 12	 2	 54917.9	 1	 0	 3	 RAGG_26081990	 41
 343.1	 12	 3	 58068.1	 1	 0	 4	 RAGG_26081990	 41
 334.5	 11	 1	 61284.6	 1	 1	 1	 RAGG_26081990	 41
 330.8	 11	 3	 63904.3	 1	 1	 2	 RAGG_26081990	 41
 308.2	 11	 1	 66838.9	 1	 1	 3	 RAGG_26081990	 41
 341.2	 11	 2	 70469.9	 1	 1	 4	 RAGG_26081990	 41
 329.9	 11	 1	 73537.2	 1	 1	 5	 RAGG_26081990	 41
 439.3	 11	 1	 76355.8	 1	 1	 6	 RAGG_26081990	 41
 319.1	 11	 3	 80020	 1	 1	 7	 RAGG_26081990	 41
 343.5	 12	 1	 83667.6	 1	 0	 1	 RAGG_26081990	 41
 314.5	 12	 2	 86784.6	 1	 0	 2	 RAGG_26081990	 41
 396.7	 12	 3	 89238.4	 1	 0	 3	 RAGG_26081990	 41
 357	 12	 1	 91974.1	 1	 0	 4	 RAGG_26081990	 41
 445.9	 12	 1	 94693.2	 1	 1	 5	 RAGG_26081990	 41
 365.4	 12	 2	 97909.7	 1	 0	 6	 RAGG_26081990	 41
 394.1	 12	 1	 100977	 1	 0	 7	 RAGG_26081990	 41
 366.9	 12	 1	 103812.2	 1	 0	 8	 RAGG_26081990	 41
 380.7	 11	 3	 107078.4	 1	 1	 1	 RAGG_26081990	 41
 365.1	 11	 1	 109582	 1	 1	 2	 RAGG_26081990	 41
 322.5	 11	 3	 112400.6	 1	 1	 3	 RAGG_26081990	 41
 413.7	 12	 1	 115965.3	 1	 0	 1	 RAGG_26081990	 41
 362.7	 12	 3	 119712.4	 1	 1	 2	 RAGG_26081990	 41
 411.1	 12	 1	 123359.9	 1	 0	 3	 RAGG_26081990	 41
 364.7	 12	 1	 125830.4	 1	 0	 4	 RAGG_26081990	 41
 501.3	 12	 1	 129013.7	 1	 0	 5	 RAGG_26081990	 41
 384.7	 11	 1	 132346.3	 1	 1	 1	 RAGG_26081990	 41
 424	 11	 3	 134883	 1	 1	 2	 RAGG_26081990	 41
 390.9	 11	 3	 136972.1	 1	 1	 3	 RAGG_26081990	 41
 381.4	 11	 3	 139989.6	 1	 1	 4	 RAGG_26081990	 41
 375.8	 11	 1	 143123.2	 1	 1	 5	 RAGG_26081990	 41
 374	 11	 1	 145693.1	 1	 1	 6	 RAGG_26081990	 41
 471.6	 12	 1	 149075.4	 1	 0	 1	 RAGG_26081990	 41
 373.9	 12	 1	 152325.1	 1	 1	 2	 RAGG_26081990	 41
 429.4	 12	 3	 155541.6	 1	 0	 3	 RAGG_26081990	 41
 427.8	 12	 3	 158559.2	 1	 0	 4	 RAGG_26081990	 41
 434.2	 11	 3	 160664.8	 1	 1	 1	 RAGG_26081990	 41
 379	 11	 3	 163616	 1	 1	 2	 RAGG_26081990	 41
 360.4	 11	 1	 166434.6	 1	 1	 3	 RAGG_26081990	 41
 388.3	 11	 1	 169982.7	 1	 1	 4	 RAGG_26081990	 41
 360.1	 11	 3	 172618.9	 1	 1	 5	 RAGG_26081990	 41
 435.8	 11	 2	 175255.2	 1	 1	 6	 RAGG_26081990	 41
 351.5	 11	 1	 178123.5	 1	 1	 7	 RAGG_26081990	 41
 369	 12	 2	 181970	 1	 0	 1	 RAGG_26081990	 41
 530.7	 12	 1	 185352.3	 1	 0	 2	 RAGG_26081990	 41
 368.9	 12	 1	 188834.1	 1	 0	 3	 RAGG_26081990	 41
 581.8	 12	 3	 191437.2	 1	 0	 4	 RAGG_26081990	 41
 474	 12	 2	 193377	 1	 0	 5	 RAGG_26081990	 41
 400.6	 12	 1	 195930.3	 1	 0	 6	 RAGG_26081990	 41
 580.8	 12	 3	 197870.2	 1	 0	 7	 RAGG_26081990	 41
 436.6	 12	 1	 201534.4	 1	 0	 8	 RAGG_26081990	 41
 383	 11	 3	 204668	 1	 1	 1	 RAGG_26081990	 41
 367.9	 11	 2	 207387.1	 1	 1	 2	 RAGG_26081990	 41
 389.5	 11	 3	 209973.5	 1	 1	 3	 RAGG_26081990	 41
 403.9	 12	 1	 212991.1	 1	 1	 1	 RAGG_26081990	 41
 402.8	 12	 1	 215992.1	 1	 0	 2	 RAGG_26081990	 41
 493.8	 12	 1	 218197.2	 1	 0	 3	 RAGG_26081990	 41
 399	 12	 1	 220220	 1	 1	 4	 RAGG_26081990	 41
 475.5	 12	 1	 222607.5	 1	 0	 5	 RAGG_26081990	 41
 426.5	 11	 1	 225608.4	 1	 1	 1	 RAGG_26081990	 41
 387.2	 11	 1	 227647.8	 1	 1	 2	 RAGG_26081990	 41
 454.1	 11	 2	 230996.9	 1	 1	 3	 RAGG_26081990	 41
 427.2	 11	 3	 234279.8	 1	 1	 4	 RAGG_26081990	 41
 349.2	 11	 1	 237197.8	 1	 1	 5	 RAGG_26081990	 41
 469.1	 11	 2	 239485.9	 1	 1	 6	 RAGG_26081990	 41
 452.3	 11	 2	 242254.7	 1	 1	 7	 RAGG_26081990	 41
 387.7	 12	 2	 245471.2	 1	 0	 1	 RAGG_26081990	 41
 523.1	 12	 3	 248919.8	 1	 0	 2	 RAGG_26081990	 41
 455.2	 12	 2	 251091.8	 1	 0	 3	 RAGG_26081990	 41
 395.5	 12	 2	 253711.4	 1	 0	 4	 RAGG_26081990	 41
 477.5	 12	 2	 257541.4	 1	 0	 5	 RAGG_26081990	 41
 451	 12	 3	 260127.9	 1	 0	 6	 RAGG_26081990	 41
 352.7	 12	 2	 263626.2	 1	 0	 7	 RAGG_26081990	 41
 438.5	 12	 1	 265516.4	 1	 0	 8	 RAGG_26081990	 41
 388.4	 11	 2	 268550.5	 1	 0	 1	 RAGG_26081990	 41
 336.8	 11	 2	 272314.1	 1	 1	 2	 RAGG_26081990	 41
 412.1	 11	 2	 274734.8	 1	 1	 3	 RAGG_26081990	 41
 392	 11	 1	 277138.9	 1	 1	 4	 RAGG_26081990	 41
 432.5	 12	 1	 279410.4	 1	 0	 1	 RAGG_26081990	 41
 507.3	 12	 2	 281847.6	 1	 0	 2	 RAGG_26081990	 41
 611.7	 12	 1	 285495.2	 1	 0	 3	 RAGG_26081990	 41
 355.2	 12	 1	 288711.7	 1	 1	 4	 RAGG_26081990	 41
 469.8	 12	 3	 292525.1	 1	 0	 5	 RAGG_26081990	 41
 371	 12	 1	 295807.9	 1	 0	 6	 RAGG_26081990	 41
 351.9	 11	 1	 299555	 1	 1	 1	 RAGG_26081990	 41
 493.7	 11	 1	 301677.2	 1	 1	 2	 RAGG_26081990	 41
 368.2	 11	 3	 304578.7	 1	 1	 3	 RAGG_26081990	 41
 393.2	 11	 3	 307065.7	 1	 1	 4	 RAGG_26081990	 41
 359	 12	 1	 310331.9	 1	 0	 1	 RAGG_26081990	 41
 609.8	 12	 3	 313681.1	 1	 0	 2	 RAGG_26081990	 41
 487.9	 12	 3	 317395	 1	 0	 3	 RAGG_26081990	 41
 348.4	 12	 1	 320926.5	 1	 0	 4	 RAGG_26081990	 41
 438.4	 12	 3	 323612.5	 1	 0	 5	 RAGG_26081990	 41
 331.4	 12	 1	 327359.5	 1	 0	 6	 RAGG_26081990	 41
 440.3	 12	 3	 331106.6	 1	 0	 7	 RAGG_26081990	 41
 680.7	 12	 2	 333610.2	 1	 0	 8	 RAGG_26081990	 41
 447.5	 11	 2	 337075.4	 1	 1	 1	 RAGG_26081990	 41
 385.7	 11	 3	 339529.2	 1	 1	 2	 RAGG_26081990	 41
 -99	 11	 -99	 342828.6	 1	 0	 3	 RAGG_26081990	 41
 -99	 11	 -99	 346227.5	 1	 0	 4	 RAGG_26081990	 41
 363.7	 11	 3	 348847.2	 1	 1	 5	 RAGG_26081990	 41
 365.4	 11	 2	 352229.5	 1	 1	 6	 RAGG_26081990	 41
 423.2	 11	 2	 355379.7	 1	 1	 7	 RAGG_26081990	 41
 452.8	 12	 2	 357966.1	 1	 1	 1	 RAGG_26081990	 41
 529.7	 12	 1	 360569.2	 1	 0	 2	 RAGG_26081990	 41
 428.8	 12	 3	 363222	 1	 0	 3	 RAGG_26081990	 41
 434.5	 12	 2	 365808.4	 1	 0	 4	 RAGG_26081990	 41
 431.5	 12	 3	 369323.4	 1	 0	 5	 RAGG_26081990	 41
 620.8	 11	 2	 371230.1	 1	 1	 1	 RAGG_26081990	 41
 381.9	 11	 1	 373484.9	 1	 1	 2	 RAGG_26081990	 41
 437.1	 11	 2	 377165.7	 1	 1	 3	 RAGG_26081990	 41
 419.9	 11	 1	 379486.9	 1	 1	 4	 RAGG_26081990	 41
 504	 11	 1	 381658.8	 1	 1	 5	 RAGG_26081990	 41
 414.5	 11	 1	 385356.2	 1	 0	 6	 RAGG_26081990	 41
 353	 12	 2	 388489.8	 1	 1	 1	 RAGG_26081990	 41
 391.1	 12	 1	 391059.7	 1	 0	 2	 RAGG_26081990	 41
 532.6	 12	 2	 393646.2	 1	 0	 3	 RAGG_26081990	 41
 485.2	 11	 2	 397061.6	 1	 1	 1	 RAGG_26081990	 41
 464.6	 11	 3	 399250.2	 1	 1	 2	 RAGG_26081990	 41
 428.7	 11	 2	 401422.1	 1	 1	 3	 RAGG_26081990	 41
 421.5	 11	 1	 405285.3	 1	 0	 4	 RAGG_26081990	 41
 379.5	 11	 3	 408319.4	 1	 1	 5	 RAGG_26081990	 41
 564.6	 12	 2	 410342.2	 1	 0	 1	 RAGG_26081990	 41
 462.2	 12	 3	 412812.6	 1	 0	 2	 RAGG_26081990	 41
 404	 12	 3	 416078.8	 1	 0	 3	 RAGG_26081990	 41
 404.1	 11	 3	 418134.7	 1	 1	 1	 RAGG_26081990	 41
 364.2	 11	 3	 420190.6	 1	 1	 2	 RAGG_26081990	 41
 388.6	 11	 1	 422694.2	 1	 1	 3	 RAGG_26081990	 41
 428.1	 11	 1	 425910.7	 1	 1	 4	 RAGG_26081990	 41
 425.1	 11	 2	 428281.7	 1	 1	 5	 RAGG_26081990	 41
 371.5	 11	 1	 431415.3	 1	 1	 6	 RAGG_26081990	 41
 367	 11	 3	 433603.8	 1	 1	 7	 RAGG_26081990	 41
 382.5	 11	 3	 436820.3	 1	 1	 8	 RAGG_26081990	 41
 499	 12	 3	 439207.8	 1	 0	 1	 RAGG_26081990	 41
 450.7	 12	 2	 441960.1	 1	 0	 2	 RAGG_26081990	 41
 499.4	 12	 3	 443999.4	 1	 0	 3	 RAGG_26081990	 41
 434.4	 12	 3	 447000.4	 1	 0	 4	 RAGG_26081990	 41
 445.7	 12	 3	 449421.1	 1	 0	 5	 RAGG_26081990	 41
 544.5	 12	 3	 451858.3	 1	 0	 6	 RAGG_26081990	 41
 860.1	 11	 2	 454726.7	 1	 1	 1	 RAGG_26081990	 41
 363.5	 11	 3	 458175.3	 1	 1	 2	 RAGG_26081990	 41
 358.5	 11	 3	 461292.3	 1	 1	 3	 RAGG_26081990	 41
 419.7	 11	 2	 464575.1	 1	 1	 4	 RAGG_26081990	 41
 358.8	 11	 3	 468372	 1	 1	 5	 RAGG_26081990	 41
 425.5	 11	 1	 471041.3	 1	 1	 6	 RAGG_26081990	 41
 411.4	 11	 3	 473727.3	 1	 1	 7	 RAGG_26081990	 41
 470.8	 12	 2	 477292	 1	 0	 1	 RAGG_26081990	 41
 414.3	 12	 2	 479364.4	 1	 0	 2	 RAGG_26081990	 41
 -99	 12	 -99	 483012	 1	 0	 3	 RAGG_26081990	 41
 470.6	 12	 2	 486676.2	 1	 0	 4	 RAGG_26081990	 41
 720.5	 11	 1	 24659.6	 1	 1	 1	 RJNV_07091989	 42
 691.3	 11	 1	 28240.8	 1	 1	 2	 RJNV_07091989	 42
 521.2	 11	 2	 30130.9	 1	 1	 3	 RJNV_07091989	 42
 389.8	 11	 3	 33430.3	 1	 1	 4	 RJNV_07091989	 42
 443.5	 11	 2	 36696.6	 1	 1	 5	 RJNV_07091989	 42
 416.9	 11	 2	 40427.1	 1	 1	 6	 RJNV_07091989	 42
 736.4	 12	 1	 43643.6	 1	 1	 1	 RJNV_07091989	 42
 727.9	 12	 2	 45948.2	 1	 1	 2	 RJNV_07091989	 42
 658.8	 12	 1	 48153.3	 1	 1	 3	 RJNV_07091989	 42
 630.9	 11	 1	 50093.2	 1	 1	 1	 RJNV_07091989	 42
 447	 11	 1	 52149.1	 1	 1	 2	 RJNV_07091989	 42
 453.9	 11	 2	 55382.2	 1	 1	 3	 RJNV_07091989	 42
 447.9	 11	 3	 59212.2	 1	 1	 4	 RJNV_07091989	 42
 453.9	 11	 1	 62014.2	 1	 1	 5	 RJNV_07091989	 42
 723.6	 12	 3	 65280.4	 1	 1	 1	 RJNV_07091989	 42
 543.8	 12	 2	 67220.3	 1	 0	 2	 RJNV_07091989	 42
 689.1	 12	 1	 69243	 1	 1	 3	 RJNV_07091989	 42
 668.6	 12	 2	 72111.4	 1	 1	 4	 RJNV_07091989	 42
 588.2	 12	 2	 75095.8	 1	 1	 5	 RJNV_07091989	 42
 641.4	 12	 3	 78610.7	 1	 1	 6	 RJNV_07091989	 42
 651.1	 12	 1	 80616.9	 1	 1	 7	 RJNV_07091989	 42
 546	 11	 3	 83850	 1	 1	 1	 RJNV_07091989	 42
 616.1	 11	 2	 87563.9	 1	 1	 2	 RJNV_07091989	 42
 439.4	 11	 1	 90100.6	 1	 1	 3	 RJNV_07091989	 42
 492.7	 11	 3	 93151.3	 1	 1	 4	 RJNV_07091989	 42
 810.4	 12	 2	 95273.6	 1	 0	 1	 RJNV_07091989	 42
 817.1	 12	 2	 97826.9	 1	 1	 2	 RJNV_07091989	 42
 796.7	 12	 1	 99783.3	 1	 0	 3	 RJNV_07091989	 42
 923.6	 12	 3	 101872.4	 1	 1	 4	 RJNV_07091989	 42
 1031.5	 12	 1	 104276.5	 1	 1	 5	 RJNV_07091989	 42
 767.1	 12	 2	 107260.9	 1	 1	 6	 RJNV_07091989	 42
 706.7	 12	 3	 109449.4	 1	 1	 7	 RJNV_07091989	 42
 645.4	 12	 2	 112798.6	 1	 1	 8	 RJNV_07091989	 42
 663.7	 11	 2	 115020.3	 1	 1	 1	 RJNV_07091989	 42
 494.3	 11	 1	 117805.7	 1	 1	 2	 RJNV_07091989	 42
 482.9	 11	 1	 119961.1	 1	 1	 3	 RJNV_07091989	 42
 572	 11	 1	 123360	 1	 1	 4	 RJNV_07091989	 42
 526.2	 11	 3	 125813.8	 1	 1	 5	 RJNV_07091989	 42
 960.8	 12	 3	 129627.2	 1	 1	 1	 RJNV_07091989	 42
 705.6	 12	 1	 132578.4	 1	 1	 2	 RJNV_07091989	 42
 844.3	 12	 3	 135015.7	 1	 1	 3	 RJNV_07091989	 42
 811.7	 12	 1	 138464.3	 1	 1	 4	 RJNV_07091989	 42
 541.9	 11	 3	 141830.1	 1	 1	 1	 RJNV_07091989	 42
 513.1	 11	 2	 144482.9	 1	 1	 2	 RJNV_07091989	 42
 463.4	 11	 1	 147964.6	 1	 1	 3	 RJNV_07091989	 42
 510.5	 11	 2	 150733.5	 1	 1	 4	 RJNV_07091989	 42
 523.8	 11	 1	 152640.2	 1	 1	 5	 RJNV_07091989	 42
 541.9	 11	 3	 156470.1	 1	 1	 6	 RJNV_07091989	 42
 467.7	 11	 1	 159504.3	 1	 1	 7	 RJNV_07091989	 42
 955	 12	 1	 163185	 1	 1	 1	 RJNV_07091989	 42
 683.9	 12	 2	 165904.1	 1	 1	 2	 RJNV_07091989	 42
 722.8	 12	 2	 167993.2	 1	 1	 3	 RJNV_07091989	 42
 584	 11	 3	 170132	 1	 1	 1	 RJNV_07091989	 42
 793.1	 11	 1	 172386.9	 1	 1	 2	 RJNV_07091989	 42
 542.8	 11	 3	 175653.2	 1	 1	 3	 RJNV_07091989	 42
 477.2	 11	 1	 177758.8	 1	 1	 4	 RJNV_07091989	 42
 575.5	 11	 3	 181124.5	 1	 1	 5	 RJNV_07091989	 42
 502.7	 11	 2	 184805.3	 1	 1	 6	 RJNV_07091989	 42
 541.5	 11	 3	 188270.5	 1	 1	 7	 RJNV_07091989	 42
 517.6	 11	 2	 191470.4	 1	 1	 8	 RJNV_07091989	 42
 723.4	 12	 2	 194504.6	 1	 1	 1	 RJNV_07091989	 42
 705.1	 12	 3	 196858.9	 1	 1	 2	 RJNV_07091989	 42
 627.7	 12	 2	 200672.3	 1	 1	 3	 RJNV_07091989	 42
 633.4	 12	 1	 203026.6	 1	 1	 4	 RJNV_07091989	 42
 667.2	 12	 1	 205032.8	 1	 1	 5	 RJNV_07091989	 42
 718.6	 12	 2	 208365.4	 1	 1	 6	 RJNV_07091989	 42
 600.5	 11	 1	 211283.5	 1	 1	 1	 RJNV_07091989	 42
 567.2	 11	 3	 213836.8	 1	 1	 2	 RJNV_07091989	 42
 486	 11	 2	 217302	 1	 1	 3	 RJNV_07091989	 42
 444.3	 11	 2	 220551.7	 1	 1	 4	 RJNV_07091989	 42
