 rt 	  est 	  resp 	  laten 	  good 	  acu 	  seq 	  subID 	  subN 
 426.5	 11	 2	 80285.4	 1	 1	 8	 KECT_07071995	 21
 708.7	 12	 3	 82739.2	 1	 1	 1	 KECT_07071995	 21
 630.5	 12	 2	 84745.4	 1	 1	 2	 KECT_07071995	 21
 627.5	 12	 2	 87348.4	 1	 1	 3	 KECT_07071995	 21
 684.1	 12	 1	 89619.9	 1	 1	 4	 KECT_07071995	 21
 968.7	 12	 3	 92919.3	 1	 1	 5	 KECT_07071995	 21
 752.1	 12	 2	 96367.9	 1	 1	 6	 KECT_07071995	 21
 594.8	 12	 3	 98805.2	 1	 1	 7	 KECT_07071995	 21
 530.3	 11	 3	 102021.7	 1	 1	 1	 KECT_07071995	 21
 463.6	 11	 2	 103928.4	 1	 1	 2	 KECT_07071995	 21
 423	 11	 1	 106000.9	 1	 1	 3	 KECT_07071995	 21
 514.6	 11	 3	 107957.3	 1	 1	 4	 KECT_07071995	 21
 492.1	 11	 2	 111571.8	 1	 1	 5	 KECT_07071995	 21
 606.6	 11	 3	 113561.4	 1	 1	 6	 KECT_07071995	 21
 855.9	 12	 2	 115584.1	 1	 1	 1	 KECT_07071995	 21
 626.7	 12	 3	 118933.3	 1	 1	 2	 KECT_07071995	 21
 603.3	 12	 2	 121204.7	 1	 1	 3	 KECT_07071995	 21
 747.6	 12	 3	 125084.4	 1	 1	 4	 KECT_07071995	 21
 576.1	 12	 2	 128615.9	 1	 1	 5	 KECT_07071995	 21
 680.9	 12	 2	 132479.1	 1	 1	 6	 KECT_07071995	 21
 983.2	 12	 2	 135728.8	 1	 1	 7	 KECT_07071995	 21
 570	 11	 3	 138166	 1	 1	 1	 KECT_07071995	 21
 390.9	 11	 1	 141913.1	 1	 1	 2	 KECT_07071995	 21
 466.7	 11	 1	 144549.3	 1	 1	 3	 KECT_07071995	 21
 720.8	 12	 3	 147119.2	 1	 0	 1	 KECT_07071995	 21
 644.1	 12	 1	 150683.9	 1	 1	 2	 KECT_07071995	 21
 696.9	 12	 1	 153519.1	 1	 1	 3	 KECT_07071995	 21
 799.5	 12	 3	 156304.5	 1	 1	 4	 KECT_07071995	 21
 680	 12	 1	 159720	 1	 0	 5	 KECT_07071995	 21
 639.4	 11	 1	 162024.6	 1	 1	 1	 KECT_07071995	 21
 516.7	 11	 2	 165075.3	 1	 1	 2	 KECT_07071995	 21
 584.7	 11	 3	 168391.3	 1	 1	 3	 KECT_07071995	 21
 416.6	 11	 1	 171823.4	 1	 1	 4	 KECT_07071995	 21
 417.8	 11	 1	 174078.2	 1	 1	 5	 KECT_07071995	 21
 383.2	 11	 2	 176896.8	 1	 1	 6	 KECT_07071995	 21
 425.8	 11	 1	 179566.2	 1	 1	 7	 KECT_07071995	 21
 439.4	 11	 1	 183064.6	 1	 1	 8	 KECT_07071995	 21
 741.6	 12	 2	 186546.4	 1	 1	 1	 KECT_07071995	 21
 576.1	 12	 2	 188535.9	 1	 1	 2	 KECT_07071995	 21
 653.2	 12	 2	 190674.8	 1	 0	 3	 KECT_07071995	 21
 597.9	 12	 3	 193858.1	 1	 1	 4	 KECT_07071995	 21
 564	 11	 2	 197572	 1	 1	 1	 KECT_07071995	 21
 573.5	 11	 2	 201186.5	 1	 1	 2	 KECT_07071995	 21
 418.2	 11	 2	 204253.8	 1	 1	 3	 KECT_07071995	 21
 480.9	 11	 1	 206807.1	 1	 1	 4	 KECT_07071995	 21
 444.5	 11	 2	 209907.5	 1	 1	 5	 KECT_07071995	 21
 628.6	 12	 3	 211963.4	 1	 1	 1	 KECT_07071995	 21
 637.8	 12	 1	 213986.2	 1	 1	 2	 KECT_07071995	 21
 685	 12	 1	 216755.1	 1	 1	 3	 KECT_07071995	 21
 586.5	 12	 2	 219341.5	 1	 1	 4	 KECT_07071995	 21
 542.2	 12	 1	 223121.8	 1	 1	 5	 KECT_07071995	 21
 615.5	 12	 1	 226288.5	 1	 1	 6	 KECT_07071995	 21
 473.5	 11	 1	 230118.5	 1	 1	 1	 KECT_07071995	 21
 590.6	 11	 2	 232489.4	 1	 1	 2	 KECT_07071995	 21
 366.6	 11	 2	 235921.5	 1	 1	 3	 KECT_07071995	 21
 497.6	 11	 1	 239038.5	 1	 1	 4	 KECT_07071995	 21
 639.9	 12	 3	 241144.2	 1	 1	 1	 KECT_07071995	 21
 627.2	 12	 2	 243564.9	 1	 0	 2	 KECT_07071995	 21
 836.7	 12	 3	 246035.3	 1	 1	 3	 KECT_07071995	 21
 440.7	 11	 1	 249583.4	 1	 1	 1	 KECT_07071995	 21
 467.2	 11	 1	 252484.9	 1	 1	 2	 KECT_07071995	 21
 468.2	 11	 1	 254971.9	 1	 1	 3	 KECT_07071995	 21
 431.5	 11	 1	 258536.6	 1	 1	 4	 KECT_07071995	 21
 569	 11	 3	 261239.1	 1	 1	 5	 KECT_07071995	 21
 494.2	 11	 2	 263377.9	 1	 1	 6	 KECT_07071995	 21
 429.8	 11	 1	 266130.2	 1	 1	 7	 KECT_07071995	 21
 553.1	 12	 3	 269927	 1	 1	 1	 KECT_07071995	 21
 668.1	 12	 1	 273044	 1	 1	 2	 KECT_07071995	 21
 719.7	 12	 2	 275912.4	 1	 1	 3	 KECT_07071995	 21
 979.9	 12	 3	 277852.2	 1	 1	 4	 KECT_07071995	 21
 628.4	 12	 1	 281267.7	 1	 0	 5	 KECT_07071995	 21
 623.3	 12	 3	 283472.8	 1	 1	 6	 KECT_07071995	 21
 627.5	 12	 3	 286324.6	 1	 1	 7	 KECT_07071995	 21
 745.8	 12	 2	 289574.3	 1	 1	 8	 KECT_07071995	 21
 460.1	 11	 1	 292940	 1	 1	 1	 KECT_07071995	 21
 586.6	 11	 3	 295957.5	 1	 1	 2	 KECT_07071995	 21
 444.7	 11	 2	 298411.4	 1	 1	 3	 KECT_07071995	 21
 430.1	 11	 1	 301346	 1	 1	 4	 KECT_07071995	 21
 477.6	 11	 3	 303418.5	 1	 1	 5	 KECT_07071995	 21
 432.3	 11	 2	 305855.8	 1	 1	 6	 KECT_07071995	 21
 713.4	 12	 2	 309254.7	 1	 1	 1	 KECT_07071995	 21
 650.3	 12	 3	 313117.8	 1	 0	 2	 KECT_07071995	 21
 786.8	 12	 2	 315389.3	 1	 1	 3	 KECT_07071995	 21
 753.6	 12	 1	 317710.5	 1	 1	 4	 KECT_07071995	 21
 899.2	 12	 2	 320180.9	 1	 0	 5	 KECT_07071995	 21
 662.8	 11	 2	 323281.3	 1	 1	 1	 KECT_07071995	 21
 490	 11	 2	 325934.1	 1	 1	 2	 KECT_07071995	 21
 686.9	 11	 3	 328537.2	 1	 1	 3	 KECT_07071995	 21
 515.6	 11	 1	 331604.5	 1	 1	 4	 KECT_07071995	 21
 515.7	 11	 1	 334804.4	 1	 1	 5	 KECT_07071995	 21
 464.6	 11	 1	 337407.5	 1	 1	 6	 KECT_07071995	 21
 749.1	 11	 3	 339795	 1	 1	 7	 KECT_07071995	 21
 524.5	 11	 3	 342099.6	 1	 1	 8	 KECT_07071995	 21
 721.9	 12	 2	 344918.2	 1	 1	 1	 KECT_07071995	 21
 796.8	 12	 3	 348267.3	 1	 1	 2	 KECT_07071995	 21
 809.7	 12	 1	 350870.4	 1	 1	 3	 KECT_07071995	 21
 695.2	 12	 2	 353456.9	 1	 1	 4	 KECT_07071995	 21
 561	 11	 3	 355695.1	 1	 1	 1	 KECT_07071995	 21
 409.4	 11	 2	 358198.7	 1	 1	 2	 KECT_07071995	 21
 579	 11	 2	 360669.1	 1	 1	 3	 KECT_07071995	 21
 505	 11	 3	 364383.1	 1	 1	 4	 KECT_07071995	 21
 493.2	 11	 2	 366555	 1	 1	 5	 KECT_07071995	 21
 466.8	 11	 1	 369821.3	 1	 1	 6	 KECT_07071995	 21
 491.5	 11	 2	 373004.6	 1	 1	 7	 KECT_07071995	 21
 960.6	 12	 3	 375375.6	 1	 0	 1	 KECT_07071995	 21
 620	 12	 2	 378708.1	 1	 1	 2	 KECT_07071995	 21
 759.7	 12	 2	 382488.4	 1	 1	 3	 KECT_07071995	 21
 521.4	 11	 2	 386102.8	 1	 1	 1	 KECT_07071995	 21
 719	 11	 3	 388457.2	 1	 1	 2	 KECT_07071995	 21
 541.1	 11	 2	 392171.1	 1	 1	 3	 KECT_07071995	 21
 470.3	 11	 2	 394425.9	 1	 1	 4	 KECT_07071995	 21
 578.6	 11	 3	 397045.6	 1	 1	 5	 KECT_07071995	 21
 451.9	 11	 3	 399068.3	 1	 1	 6	 KECT_07071995	 21
 455.1	 11	 3	 402865.1	 1	 1	 7	 KECT_07071995	 21
 416.5	 11	 1	 405567.7	 1	 1	 8	 KECT_07071995	 21
 550.3	 12	 2	 408833.9	 1	 1	 1	 KECT_07071995	 21
 879.3	 12	 1	 411320.9	 1	 1	 2	 KECT_07071995	 21
 404.2	 12	 1	 413924	 1	 0	 3	 KECT_07071995	 21
 489.2	 11	 1	 416527	 1	 1	 1	 KECT_07071995	 21
 424.7	 11	 1	 418599.5	 1	 1	 2	 KECT_07071995	 21
 450.2	 11	 1	 422214	 1	 1	 3	 KECT_07071995	 21
 384.9	 11	 1	 424767.3	 1	 1	 4	 KECT_07071995	 21
 435.5	 11	 3	 428580.7	 1	 1	 5	 KECT_07071995	 21
 426.1	 11	 1	 431366.1	 1	 1	 6	 KECT_07071995	 21
 602.5	 11	 3	 433869.7	 1	 1	 7	 KECT_07071995	 21
 518.6	 12	 2	 436953.6	 1	 0	 1	 KECT_07071995	 21
 474.9	 12	 1	 439805.3	 1	 1	 2	 KECT_07071995	 21
 828.6	 12	 2	 442043.6	 1	 0	 3	 KECT_07071995	 21
 554.6	 12	 3	 444845.6	 1	 1	 4	 KECT_07071995	 21
 542.1	 11	 3	 446802.1	 1	 1	 1	 KECT_07071995	 21
 403.2	 11	 1	 449173	 1	 1	 2	 KECT_07071995	 21
 434.6	 11	 2	 451477.6	 1	 1	 3	 KECT_07071995	 21
 578.9	 11	 3	 455357.3	 1	 1	 4	 KECT_07071995	 21
 403.3	 11	 3	 457860.9	 1	 1	 5	 KECT_07071995	 21
 352.6	 11	 3	 459767.6	 1	 1	 6	 KECT_07071995	 21
 720.6	 12	 3	 462055.6	 1	 1	 1	 KECT_07071995	 21
 758.9	 12	 1	 465305.3	 1	 1	 2	 KECT_07071995	 21
 700.5	 12	 3	 467659.7	 1	 1	 3	 KECT_07071995	 21
 659.2	 12	 3	 470213	 1	 1	 4	 KECT_07071995	 21
 711.4	 12	 1	 472152.8	 1	 1	 5	 KECT_07071995	 21
 1381.1	 11	 3	 14595.5	 1	 1	 1	 LFSC_05031993	 22
 864.7	 11	 1	 17463.9	 1	 1	 2	 LFSC_05031993	 22
 511.4	 11	 2	 20017.2	 1	 1	 3	 LFSC_05031993	 22
 219.6	 11	 2	 22869	 1	 1	 4	 LFSC_05031993	 22
 601	 11	 3	 24775.6	 1	 1	 5	 LFSC_05031993	 22
 1004.4	 12	 3	 27196.3	 1	 1	 1	 LFSC_05031993	 22
 848	 12	 2	 30976.6	 1	 1	 2	 LFSC_05031993	 22
 935.6	 12	 3	 33961	 1	 1	 3	 LFSC_05031993	 22
 1014.8	 12	 3	 36961.9	 1	 0	 4	 LFSC_05031993	 22
 898.2	 11	 2	 38918.4	 1	 1	 1	 LFSC_05031993	 22
 768	 11	 1	 42184.6	 1	 1	 2	 LFSC_05031993	 22
 652.5	 11	 2	 45716.1	 1	 1	 3	 LFSC_05031993	 22
 1483.3	 12	 3	 48037.3	 1	 1	 1	 LFSC_05031993	 22
 809.2	 12	 3	 51071.5	 1	 1	 2	 LFSC_05031993	 22
 1428.9	 12	 1	 53939.8	 1	 1	 3	 LFSC_05031993	 22
 943.1	 12	 1	 57305.5	 1	 1	 4	 LFSC_05031993	 22
 814.5	 12	 2	 60522.1	 1	 1	 5	 LFSC_05031993	 22
 841.1	 12	 1	 63423.5	 1	 1	 6	 LFSC_05031993	 22
 1272.4	 11	 3	 67104.3	 1	 1	 1	 LFSC_05031993	 22
 830.3	 11	 1	 68994.4	 1	 1	 2	 LFSC_05031993	 22
 747.5	 11	 1	 72277.2	 1	 1	 3	 LFSC_05031993	 22
 681	 11	 2	 74863.7	 1	 1	 4	 LFSC_05031993	 22
 604.3	 11	 2	 78428.4	 1	 1	 5	 LFSC_05031993	 22
 839.8	 11	 3	 80384.8	 1	 1	 6	 LFSC_05031993	 22
 589	 11	 1	 82523.7	 1	 1	 7	 LFSC_05031993	 22
 557.6	 11	 2	 85939.1	 1	 1	 8	 LFSC_05031993	 22
 1056.8	 12	 2	 88591.9	 1	 1	 1	 LFSC_05031993	 22
 1554	 12	 3	 90614.7	 1	 1	 2	 LFSC_05031993	 22
 1005.9	 12	 1	 93018.8	 1	 1	 3	 LFSC_05031993	 22
 1193.9	 12	 1	 95190.8	 1	 1	 4	 LFSC_05031993	 22
 1160.4	 12	 3	 98208.3	 1	 1	 5	 LFSC_05031993	 22
 774.3	 12	 1	 101242.4	 1	 1	 6	 LFSC_05031993	 22
 694.1	 12	 2	 103762.6	 1	 1	 7	 LFSC_05031993	 22
 813.5	 11	 3	 106067.2	 1	 1	 1	 LFSC_05031993	 22
 630.4	 11	 3	 109930.3	 1	 1	 2	 LFSC_05031993	 22
 634.1	 11	 2	 112566.6	 1	 1	 3	 LFSC_05031993	 22
 1434.1	 12	 2	 115998.6	 1	 0	 1	 LFSC_05031993	 22
 1045.9	 12	 2	 118634.8	 1	 1	 2	 LFSC_05031993	 22
 637.1	 12	 2	 121171.6	 1	 1	 3	 LFSC_05031993	 22
 1159.5	 12	 2	 124305.2	 1	 1	 4	 LFSC_05031993	 22
 1178.9	 12	 3	 127637.8	 1	 1	 5	 LFSC_05031993	 22
 602.3	 11	 3	 129942.4	 1	 1	 1	 LFSC_05031993	 22
 544.4	 11	 2	 132512.3	 1	 1	 2	 LFSC_05031993	 22
 657.4	 11	 3	 134999.3	 1	 1	 3	 LFSC_05031993	 22
 632.2	 11	 1	 138464.5	 1	 1	 4	 LFSC_05031993	 22
 599	 11	 1	 141929.7	 1	 1	 5	 LFSC_05031993	 22
 437.5	 11	 1	 144947.2	 1	 1	 6	 LFSC_05031993	 22
 468.9	 11	 2	 148163.8	 1	 1	 7	 LFSC_05031993	 22
 528.1	 11	 1	 150816.6	 1	 1	 8	 LFSC_05031993	 22
 608.1	 12	 2	 154248.6	 1	 0	 1	 LFSC_05031993	 22
 1418.8	 12	 3	 156685.9	 1	 1	 2	 LFSC_05031993	 22
 820.8	 12	 3	 159603.9	 1	 1	 3	 LFSC_05031993	 22
 1223.6	 12	 1	 162041.2	 1	 1	 4	 LFSC_05031993	 22
 667.5	 11	 1	 165357.2	 1	 1	 1	 LFSC_05031993	 22
 764.8	 11	 3	 168523.9	 1	 1	 2	 LFSC_05031993	 22
 754.5	 11	 3	 171790.2	 1	 1	 3	 LFSC_05031993	 22
 602.9	 11	 3	 175437.8	 1	 1	 4	 LFSC_05031993	 22
 579.6	 11	 1	 178621.2	 1	 1	 5	 LFSC_05031993	 22
 477.6	 11	 1	 182451.1	 1	 1	 6	 LFSC_05031993	 22
 747.8	 11	 2	 186165	 1	 1	 7	 LFSC_05031993	 22
 846.5	 12	 2	 188602.3	 1	 1	 1	 LFSC_05031993	 22
 972	 12	 2	 192332.8	 1	 1	 2	 LFSC_05031993	 22
 728.7	 12	 1	 194256.1	 1	 1	 3	 LFSC_05031993	 22
 724.2	 12	 2	 196444.6	 1	 1	 4	 LFSC_05031993	 22
 850.3	 12	 1	 198782.4	 1	 1	 5	 LFSC_05031993	 22
 681.8	 12	 2	 202231	 1	 1	 6	 LFSC_05031993	 22
 553.9	 11	 2	 204286.9	 1	 1	 1	 LFSC_05031993	 22
 475.3	 11	 1	 208133.5	 1	 1	 2	 LFSC_05031993	 22
 558.7	 11	 1	 211466.1	 1	 1	 3	 LFSC_05031993	 22
 527.6	 11	 1	 214185.2	 1	 1	 4	 LFSC_05031993	 22
 654.3	 11	 1	 217882.5	 1	 1	 5	 LFSC_05031993	 22
 956.2	 12	 1	 219772.6	 1	 1	 1	 LFSC_05031993	 22
 1448.3	 12	 1	 222856.5	 1	 1	 2	 LFSC_05031993	 22
 849.5	 12	 2	 224879.3	 1	 1	 3	 LFSC_05031993	 22
 1061.7	 12	 3	 226819.1	 1	 1	 4	 LFSC_05031993	 22
 700.6	 12	 1	 230052.2	 1	 1	 5	 LFSC_05031993	 22
 651.8	 12	 1	 233733	 1	 1	 6	 LFSC_05031993	 22
 684.6	 12	 1	 236684.2	 1	 1	 7	 LFSC_05031993	 22
 920.9	 12	 2	 239535.9	 1	 1	 8	 LFSC_05031993	 22
 992.3	 11	 3	 242752.5	 1	 1	 1	 LFSC_05031993	 22
 781.5	 11	 3	 246035.3	 1	 1	 2	 LFSC_05031993	 22
 610.1	 11	 1	 249334.7	 1	 1	 3	 LFSC_05031993	 22
 1009.9	 11	 1	 251854.9	 1	 1	 4	 LFSC_05031993	 22
 916.2	 12	 2	 254076.6	 1	 1	 1	 LFSC_05031993	 22
 854.9	 12	 1	 256513.8	 1	 1	 2	 LFSC_05031993	 22
 742.8	 12	 2	 260178	 1	 1	 3	 LFSC_05031993	 22
 788.9	 12	 1	 263891.9	 1	 0	 4	 LFSC_05031993	 22
 802.5	 12	 2	 267390.3	 1	 1	 5	 LFSC_05031993	 22
 940	 12	 2	 271236.8	 1	 1	 6	 LFSC_05031993	 22
 768.6	 12	 1	 273392.2	 1	 1	 7	 LFSC_05031993	 22
 492.9	 11	 1	 276011.9	 1	 1	 1	 LFSC_05031993	 22
 642.7	 11	 2	 279278.1	 1	 1	 2	 LFSC_05031993	 22
 905.7	 11	 3	 282279.1	 1	 1	 3	 LFSC_05031993	 22
 589.8	 11	 1	 285363	 1	 1	 4	 LFSC_05031993	 22
 1062	 11	 3	 288562.9	 1	 1	 5	 LFSC_05031993	 22
 595.8	 11	 1	 291597	 1	 1	 6	 LFSC_05031993	 22
 740.3	 12	 1	 295012.5	 1	 1	 1	 LFSC_05031993	 22
 880.2	 12	 1	 297416.6	 1	 1	 2	 LFSC_05031993	 22
 881.2	 12	 2	 299903.6	 1	 1	 3	 LFSC_05031993	 22
 704	 11	 2	 303368.8	 1	 1	 1	 LFSC_05031993	 22
 463.9	 11	 2	 306800.9	 1	 1	 2	 LFSC_05031993	 22
 621	 11	 1	 309171.8	 1	 1	 3	 LFSC_05031993	 22
 1090.5	 11	 3	 311990.4	 1	 1	 4	 LFSC_05031993	 22
 590.5	 11	 1	 314162.4	 1	 1	 5	 LFSC_05031993	 22
 495.8	 11	 2	 317097	 1	 1	 6	 LFSC_05031993	 22
 902.9	 12	 3	 320098	 1	 1	 1	 LFSC_05031993	 22
 878.8	 12	 2	 323530.1	 1	 1	 2	 LFSC_05031993	 22
 185	 12	 2	 327127.9	 1	 1	 3	 LFSC_05031993	 22
 952.8	 11	 2	 329648.1	 1	 1	 1	 LFSC_05031993	 22
 564.3	 11	 3	 332980.6	 1	 1	 2	 LFSC_05031993	 22
 360.8	 11	 3	 335368.1	 1	 1	 3	 LFSC_05031993	 22
 466.6	 11	 2	 338518.3	 1	 1	 4	 LFSC_05031993	 22
 832.2	 12	 1	 340640.6	 1	 1	 1	 LFSC_05031993	 22
 597.6	 12	 2	 343691.3	 1	 0	 2	 LFSC_05031993	 22
 1335.8	 12	 2	 346145.1	 1	 1	 3	 LFSC_05031993	 22
 1142.6	 12	 2	 348466.3	 1	 1	 4	 LFSC_05031993	 22
 516.5	 12	 2	 350356.4	 1	 1	 5	 LFSC_05031993	 22
 487.8	 11	 2	 353921.1	 1	 1	 1	 LFSC_05031993	 22
 644.5	 11	 3	 356988.4	 1	 1	 2	 LFSC_05031993	 22
 563.2	 11	 2	 359541.7	 1	 1	 3	 LFSC_05031993	 22
 387.9	 11	 2	 362493	 1	 1	 4	 LFSC_05031993	 22
 443.3	 11	 2	 364797.6	 1	 1	 5	 LFSC_05031993	 22
 747.1	 11	 1	 368461.8	 1	 1	 6	 LFSC_05031993	 22
 493.3	 11	 2	 372059.6	 1	 1	 7	 LFSC_05031993	 22
 426.6	 11	 2	 373966.3	 1	 1	 8	 LFSC_05031993	 22
 467.2	 12	 2	 377149.7	 1	 0	 1	 LFSC_05031993	 22
 960.3	 12	 1	 379520.6	 1	 1	 2	 LFSC_05031993	 22
 802.5	 12	 1	 381974.4	 1	 1	 3	 LFSC_05031993	 22
 790.6	 12	 2	 385058.3	 1	 1	 4	 LFSC_05031993	 22
 1218.7	 12	 3	 388142.2	 1	 1	 5	 LFSC_05031993	 22
 813	 12	 2	 391507.9	 1	 1	 6	 LFSC_05031993	 22
 1006.2	 12	 3	 394674.7	 1	 1	 7	 LFSC_05031993	 22
 864.7	 11	 2	 397576.2	 1	 1	 1	 LFSC_05031993	 22
 1036.6	 11	 3	 401356.4	 1	 1	 2	 LFSC_05031993	 22
 753.9	 11	 3	 404175	 1	 1	 3	 LFSC_05031993	 22
 762.4	 11	 2	 406446.5	 1	 1	 4	 LFSC_05031993	 22
 690.9	 11	 1	 408950	 1	 1	 5	 LFSC_05031993	 22
 546.9	 11	 1	 412150	 1	 1	 6	 LFSC_05031993	 22
 519.1	 11	 1	 414089.8	 1	 1	 7	 LFSC_05031993	 22
 451.7	 11	 1	 417389.2	 1	 1	 8	 LFSC_05031993	 22
 686.7	 12	 2	 419362.2	 1	 1	 1	 LFSC_05031993	 22
 774.3	 12	 3	 422346.6	 1	 1	 2	 LFSC_05031993	 22
 643.9	 12	 2	 425845	 1	 1	 3	 LFSC_05031993	 22
 761.4	 12	 3	 428431.5	 1	 1	 4	 LFSC_05031993	 22
 658.7	 12	 1	 430454.2	 1	 1	 5	 LFSC_05031993	 22
 497.8	 11	 1	 433455.2	 1	 1	 1	 LFSC_05031993	 22
 602.3	 11	 1	 436638.6	 1	 1	 2	 LFSC_05031993	 22
 593.3	 11	 2	 438727.6	 1	 1	 3	 LFSC_05031993	 22
 1306.5	 12	 3	 440982.5	 1	 1	 1	 LFSC_05031993	 22
 1106.6	 12	 3	 443038.4	 1	 1	 2	 LFSC_05031993	 22
 909.6	 12	 1	 446835.3	 1	 1	 3	 LFSC_05031993	 22
 923.3	 12	 2	 450333.6	 1	 1	 4	 LFSC_05031993	 22
 -99	 12	 -99	 452571.9	 1	 0	 5	 LFSC_05031993	 22
 675.9	 12	 1	 456037.1	 1	 1	 6	 LFSC_05031993	 22
 509.6	 11	 2	 459419.4	 1	 1	 1	 LFSC_05031993	 22
 513.8	 11	 3	 463183.1	 1	 1	 2	 LFSC_05031993	 22
 532.9	 11	 3	 465156.1	 1	 1	 3	 LFSC_05031993	 22
 453.3	 11	 3	 467659.7	 1	 1	 4	 LFSC_05031993	 22
 557.4	 11	 2	 469715.6	 1	 1	 5	 LFSC_05031993	 22
 593.4	 11	 3	 471887.6	 1	 1	 6	 LFSC_05031993	 22
 493.4	 11	 3	 475203.6	 1	 1	 7	 LFSC_05031993	 22
 1205	 12	 2	 478188	 1	 1	 1	 LFSC_05031993	 22
 995.5	 12	 1	 481205.5	 1	 1	 2	 LFSC_05031993	 22
 1025.6	 12	 2	 483775.4	 1	 1	 3	 LFSC_05031993	 22
 715.7	 12	 2	 487373.3	 1	 1	 4	 LFSC_05031993	 22
 -99	 11	 -99	 12506.5	 1	 0	 1	 LPLC_08111999	 23
 342.9	 11	 1	 16170.6	 1	 1	 2	 LPLC_08111999	 23
 323.8	 11	 1	 19917.7	 1	 1	 3	 LPLC_08111999	 23
 -99	 11	 -99	 22653.4	 1	 0	 4	 LPLC_08111999	 23
 369.3	 11	 3	 24792.2	 1	 1	 5	 LPLC_08111999	 23
 552.9	 12	 3	 27776.6	 1	 0	 1	 LPLC_08111999	 23
 522.4	 12	 2	 30479.1	 1	 1	 2	 LPLC_08111999	 23
 351.9	 12	 2	 33065.6	 1	 0	 3	 LPLC_08111999	 23
 355.9	 11	 3	 35237.6	 1	 1	 1	 LPLC_08111999	 23
 541	 11	 3	 37492.5	 1	 1	 2	 LPLC_08111999	 23
 399.4	 11	 2	 40626.1	 1	 1	 3	 LPLC_08111999	 23
 382.9	 11	 1	 42698.6	 1	 1	 4	 LPLC_08111999	 23
 524.6	 12	 3	 45052.9	 1	 0	 1	 LPLC_08111999	 23
 656.3	 12	 3	 48833.2	 1	 1	 2	 LPLC_08111999	 23
 527.8	 12	 1	 50905.7	 1	 0	 3	 LPLC_08111999	 23
 -99	 12	 -99	 54354.3	 1	 0	 4	 LPLC_08111999	 23
 -99	 12	 -99	 57305.5	 1	 0	 5	 LPLC_08111999	 23
 458.7	 12	 1	 59742.8	 1	 0	 6	 LPLC_08111999	 23
 544	 12	 3	 62793.5	 1	 1	 7	 LPLC_08111999	 23
 520	 12	 1	 66225.5	 1	 1	 8	 LPLC_08111999	 23
 365.6	 11	 1	 69723.9	 1	 1	 1	 LPLC_08111999	 23
 434.5	 11	 1	 73471	 1	 1	 2	 LPLC_08111999	 23
 323.2	 11	 1	 75510.3	 1	 1	 3	 LPLC_08111999	 23
 369.7	 11	 2	 78527.9	 1	 1	 4	 LPLC_08111999	 23
 382.1	 11	 2	 82059.4	 1	 1	 5	 LPLC_08111999	 23
 457.8	 11	 3	 85839.7	 1	 1	 6	 LPLC_08111999	 23
 399.8	 11	 2	 88641.7	 1	 1	 7	 LPLC_08111999	 23
 574.5	 12	 1	 91195	 1	 1	 1	 LPLC_08111999	 23
 504.5	 12	 1	 93881	 1	 1	 2	 LPLC_08111999	 23
 353.8	 12	 1	 95903.7	 1	 1	 3	 LPLC_08111999	 23
 686.6	 12	 3	 97827	 1	 1	 4	 LPLC_08111999	 23
 417.9	 12	 1	 101159.6	 1	 0	 5	 LPLC_08111999	 23
 629.8	 12	 1	 104939.8	 1	 1	 6	 LPLC_08111999	 23
 488.9	 11	 2	 107824.7	 1	 1	 1	 LPLC_08111999	 23
 341.7	 11	 1	 110427.8	 1	 1	 2	 LPLC_08111999	 23
 380.4	 11	 2	 113213.2	 1	 1	 3	 LPLC_08111999	 23
 344.3	 11	 3	 115617.3	 1	 1	 4	 LPLC_08111999	 23
 343.1	 11	 1	 119082.5	 1	 1	 5	 LPLC_08111999	 23
 316.3	 11	 1	 122365.3	 1	 1	 6	 LPLC_08111999	 23
 593.4	 12	 3	 124504.2	 1	 0	 1	 LPLC_08111999	 23
 438.7	 12	 1	 126410.9	 1	 0	 2	 LPLC_08111999	 23
 655.1	 12	 1	 129146.5	 1	 1	 3	 LPLC_08111999	 23
 458.5	 12	 2	 132479.1	 1	 0	 4	 LPLC_08111999	 23
 430.9	 12	 3	 136010.7	 1	 0	 5	 LPLC_08111999	 23
 363.5	 11	 1	 139310.1	 1	 1	 1	 LPLC_08111999	 23
 332.1	 11	 1	 141581.5	 1	 1	 2	 LPLC_08111999	 23
 349.5	 11	 2	 144284.1	 1	 1	 3	 LPLC_08111999	 23
 365.7	 11	 2	 147251.9	 1	 1	 4	 LPLC_08111999	 23
 357.8	 11	 2	 150451.8	 1	 1	 5	 LPLC_08111999	 23
 433.6	 11	 3	 153088	 1	 1	 6	 LPLC_08111999	 23
 317.1	 11	 1	 156188.5	 1	 1	 7	 LPLC_08111999	 23
 513.8	 12	 2	 158111.8	 1	 0	 1	 LPLC_08111999	 23
 420.9	 12	 2	 160996.7	 1	 0	 2	 LPLC_08111999	 23
 509	 12	 3	 164196.6	 1	 0	 3	 LPLC_08111999	 23
 411.1	 11	 3	 166766.5	 1	 1	 1	 LPLC_08111999	 23
 395	 11	 3	 170198.6	 1	 1	 2	 LPLC_08111999	 23
 324.3	 11	 1	 172221.3	 1	 1	 3	 LPLC_08111999	 23
 369.6	 11	 1	 174128	 1	 1	 4	 LPLC_08111999	 23
 395.6	 11	 2	 176814	 1	 1	 5	 LPLC_08111999	 23
